Tympanuchus_cupido	Syrmaticus_mikado	Phasianus_colchicus	Penelope_pileata	Pavo_cristatus	Oxyura_jamaicensis	Odontophorus_gujanensis	Numida_meleagris	Meleagris_gallopavo	Lyrurus_tetrix	Lagopus_muta	Gallus_gallus	Cygnus_atratus	Coturnix_japonica	Colinus_virginianus	Chrysolophus_pictus	Centrocercus_minimus	Callipepla_squamata	Aythya_fuligula	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	
1.584e-05	1.4094e-05	9.4544e-05	1.3997e-05	6.6541e-05	0.0006106	2.9106e-05	1.7643e-05	1.0683e-07	7.5993e-06	0.048039	7.8946e-07	0.026203	2.4706e-07	2.2728e-05	0.00011316	1.2541e-05	9.2474e-05	0.0027338	0.0010348	1.2332e-06	1.6077e-05	0.036165	
1.5514e-05	1.4049e-05	9.1259e-05	1.4039e-05	6.6398e-05	0.00060571	2.8666e-05	1.6308e-05	1.0188e-07	7.5065e-06	0.048091	8.4836e-07	0.026216	2.7528e-07	2.2787e-05	0.00011189	1.2334e-05	9.3136e-05	0.0027325	0.0010321	1.2212e-06	1.5993e-05	0.036391	
1.5194e-05	1.4015e-05	8.8141e-05	1.4101e-05	6.6322e-05	0.00060099	2.8248e-05	1.5117e-05	9.78e-08	7.4198e-06	0.048143	9.0934e-07	0.026229	3.0764e-07	2.2849e-05	0.00011068	1.2132e-05	9.381e-05	0.0027313	0.0010293	1.2102e-06	1.591e-05	0.036656	
1.3937e-05	1.3843e-05	7.631e-05	1.4303e-05	6.6213e-05	0.00058271	2.6662e-05	1.0857e-05	7.7688e-08	7.0597e-06	0.048356	1.1536e-06	0.026284	2.8141e-07	2.309e-05	0.00010602	1.1333e-05	9.6532e-05	0.0027266	0.0010185	1.1643e-06	1.5562e-05	0.037822	
1.3628e-05	1.3793e-05	7.352e-05	1.4346e-05	6.6243e-05	0.00057831	2.6287e-05	9.9159e-06	7.1824e-08	6.9673e-06	0.048411	1.2154e-06	0.026298	2.7628e-07	2.3148e-05	0.0001049	1.1136e-05	9.722e-05	0.0027255	0.0010158	1.1525e-06	1.5471e-05	0.038147	
1.3325e-05	1.3754e-05	7.0871e-05	1.441e-05	6.6338e-05	0.00057406	2.5932e-05	9.0755e-06	6.6573e-08	6.8808e-06	0.048466	1.2795e-06	0.026312	2.7305e-07	2.3211e-05	0.00010384	1.0943e-05	9.7922e-05	0.0027244	0.0010132	1.1417e-06	1.5381e-05	0.038514	
1.3019e-05	1.3695e-05	6.8185e-05	1.444e-05	6.6402e-05	0.00056977	2.5571e-05	8.2082e-06	5.968e-08	6.7846e-06	0.048521	1.3413e-06	0.026326	2.6858e-07	2.3267e-05	0.00010275	1.0747e-05	9.8614e-05	0.0027234	0.0010105	1.1293e-06	1.5287e-05	0.038859	
1.271e-05	1.3616e-05	6.5465e-05	1.4437e-05	6.6437e-05	0.00056543	2.5204e-05	7.315e-06	5.1166e-08	6.679e-06	0.048576	1.4006e-06	0.02634	2.6291e-07	2.3317e-05	0.00010164	1.0547e-05	9.9298e-05	0.0027223	0.0010079	1.1155e-06	1.5188e-05	0.039183	
1.2408e-05	1.3551e-05	6.2899e-05	1.4461e-05	6.6546e-05	0.00056127	2.4859e-05	6.5279e-06	4.3416e-08	6.5806e-06	0.048632	1.4629e-06	0.026354	2.594e-07	2.3372e-05	0.00010059	1.0353e-05	9.9996e-05	0.0027212	0.0010052	1.1028e-06	1.509e-05	0.039556	
1.2114e-05	1.3501e-05	6.0483e-05	1.4512e-05	6.6733e-05	0.00055727	2.4535e-05	5.8368e-06	3.6323e-08	6.4895e-06	0.048689	1.5286e-06	0.026369	2.5805e-07	2.3433e-05	9.96e-05	1.0163e-05	0.00010071	0.0027203	0.0010026	1.0913e-06	1.4994e-05	0.03998	
1.1827e-05	1.3466e-05	5.822e-05	1.4596e-05	6.7005e-05	0.00055344	2.4234e-05	5.2362e-06	2.9857e-08	6.4067e-06	0.048747	1.5983e-06	0.026383	2.5902e-07	2.3499e-05	9.8678e-05	9.9789e-06	0.00010144	0.0027193	0.0010001	1.0812e-06	1.49e-05	0.040463	
1.1549e-05	1.3453e-05	5.6126e-05	1.4723e-05	6.7384e-05	0.00054982	2.3959e-05	4.729e-06	2.4307e-08	6.3349e-06	0.048806	1.6732e-06	0.026398	2.6294e-07	2.3574e-05	9.7835e-05	9.8012e-06	0.0001022	0.0027185	0.00099762	1.0728e-06	1.4809e-05	0.041023	
1.1282e-05	1.3467e-05	5.4211e-05	1.4903e-05	6.789e-05	0.00054642	2.2837e-05	4.3106e-06	1.9537e-08	6.276e-06	0.048867	1.7547e-06	0.026414	2.7051e-07	2.3659e-05	9.7081e-05	9.6309e-06	0.00010298	0.0027178	0.0009952	1.0664e-06	1.4721e-05	0.041675	
1.1026e-05	1.3511e-05	5.2473e-05	1.5146e-05	6.8556e-05	0.00054291	2.181e-05	3.9728e-06	1.5683e-08	6.2315e-06	0.048929	1.7412e-06	0.026429	2.8262e-07	2.3755e-05	9.6423e-05	9.4686e-06	0.00010379	0.002717	0.00099274	1.0636e-06	1.4627e-05	0.04244	
1.0763e-05	1.3523e-05	5.0661e-05	1.5329e-05	6.9143e-05	0.00053929	2.0742e-05	3.6013e-06	2.454e-08	6.1717e-06	0.048991	1.7237e-06	0.026444	2.9192e-07	2.384e-05	9.5709e-05	9.3005e-06	0.00010459	0.0027162	0.00099024	1.0585e-06	1.4526e-05	0.043144	
1.051e-05	1.3562e-05	4.9038e-05	1.5569e-05	6.9867e-05	0.00053589	1.9759e-05	3.2958e-06	2.2776e-08	6.1245e-06	0.049055	1.7103e-06	0.026459	3.0566e-07	2.3941e-05	9.508e-05	9.1395e-06	0.00010407	0.0027153	0.0009878	1.0553e-06	1.4416e-05	0.043953	
1.0267e-05	1.3628e-05	4.7555e-05	1.5867e-05	7.0737e-05	0.0005327	1.8853e-05	3.0451e-06	1.984e-08	6.0896e-06	0.04912	1.701e-06	0.026475	3.2456e-07	2.4053e-05	9.4533e-05	8.9853e-06	0.00010357	0.0027145	0.00098543	1.0542e-06	1.431e-05	0.044878	
1.0032e-05	1.3721e-05	4.6199e-05	1.6226e-05	7.1763e-05	0.00052972	1.8018e-05	2.84e-06	1.7653e-08	6.067e-06	0.049186	1.6957e-06	0.026491	3.4964e-07	2.4174e-05	9.4068e-05	8.8378e-06	0.0001031	0.0027137	0.00098312	1.0551e-06	1.4208e-05	0.045928	
9.807e-06	1.3842e-05	4.4961e-05	1.6648e-05	7.2955e-05	0.00052693	1.7249e-05	2.6728e-06	3.1141e-09	6.0565e-06	0.049255	1.6944e-06	0.026507	3.8222e-07	2.4307e-05	9.3681e-05	8.6967e-06	0.00010265	0.0027131	0.00098087	1.0581e-06	1.411e-05	0.047115	
9.5754e-06	1.3929e-05	4.3668e-05	1.7007e-05	7.4051e-05	0.00052404	1.6448e-05	2.487e-06	9.9392e-10	6.0308e-06	0.049322	1.6892e-06	0.026523	4.1029e-07	2.4428e-05	9.3241e-05	8.5501e-06	0.00010218	0.0027124	0.00097859	1.0586e-06	1.4004e-05	0.048222	
9.3379e-06	1.3986e-05	4.2321e-05	1.7307e-05	7.5061e-05	0.00052106	1.5617e-05	2.2823e-06	1.3344e-09	5.9904e-06	0.049389	1.68e-06	0.026539	4.344e-07	2.4538e-05	9.2752e-05	8.3982e-06	0.0001017	0.0027117	0.00097626	1.0568e-06	1.3892e-05	0.049256	
9.0945e-06	1.4011e-05	4.0918e-05	1.7548e-05	7.5985e-05	0.00051799	1.4755e-05	2.0573e-06	5.8054e-09	5.9355e-06	0.049455	1.6671e-06	0.026555	4.5479e-07	2.4638e-05	9.2214e-05	8.241e-06	0.0001012	0.0027109	0.0009739	1.0527e-06	1.3773e-05	0.050221	
8.8611e-06	1.4067e-05	3.9649e-05	1.786e-05	7.7091e-05	0.00051513	1.3967e-05	1.8767e-06	1.0666e-08	5.8946e-06	0.049524	1.6587e-06	0.026571	4.8313e-07	2.4749e-05	9.1764e-05	8.0912e-06	0.00010073	0.0027102	0.00097162	1.051e-06	1.3659e-05	0.051333	
8.6363e-06	1.4091e-05	3.8323e-05	1.811e-05	7.8103e-05	0.00051218	1.3147e-05	1.6766e-06	2.7462e-08	5.8658e-06	0.049593	1.6463e-06	0.026587	5.0712e-07	2.485e-05	9.1261e-05	7.9476e-06	0.00010023	0.0027095	0.00096929	1.0468e-06	1.3538e-05	0.052367	
8.4208e-06	1.4147e-05	3.7123e-05	1.8276e-05	7.9306e-05	0.00050914	1.2397e-05	1.518e-06	4.8488e-08	5.8507e-06	0.049665	1.6384e-06	0.026603	5.0145e-07	2.4962e-05	9.0846e-05	7.811e-06	9.9768e-05	0.0027087	0.00096692	1.0403e-06	1.341e-05	0.05332	
8.2143e-06	1.4236e-05	3.6037e-05	1.8513e-05	8.0714e-05	0.0005063	1.1712e-05	1.391e-06	7.5192e-08	5.8492e-06	0.049738	1.6351e-06	0.02662	5.0142e-07	2.5087e-05	9.0517e-05	7.6811e-06	9.9328e-05	0.002708	0.00096462	1.036e-06	1.3287e-05	0.054422	
8.0154e-06	1.4352e-05	3.5045e-05	1.8692e-05	8.2323e-05	0.00050338	1.1002e-05	1.2502e-06	1.0769e-07	5.8595e-06	0.049813	1.6356e-06	0.026636	5.0682e-07	2.5201e-05	9.0263e-05	7.5569e-06	9.887e-05	0.0027073	0.00096229	1.0295e-06	1.3156e-05	0.055451	
7.811e-06	1.4436e-05	3.4009e-05	1.9749e-05	8.3821e-05	0.00050037	1.0347e-05	1.2061e-06	1.3564e-07	5.8548e-06	0.049888	1.6322e-06	0.026652	5.0876e-07	2.5325e-05	8.9959e-05	7.4275e-06	9.8435e-05	0.0027065	0.00095992	1.0204e-06	1.302e-05	0.055884	
7.6023e-06	1.4493e-05	3.2941e-05	2.0745e-05	8.5248e-05	0.00049729	9.6749e-06	1.1563e-06	1.6034e-07	5.838e-06	0.049962	1.6257e-06	0.026668	5.0841e-07	2.5441e-05	8.9617e-05	7.2941e-06	9.7987e-05	0.0027057	0.00095752	1.0095e-06	1.2877e-05	0.056278	
7.3999e-06	1.4572e-05	3.1952e-05	2.1827e-05	8.447e-05	0.00049437	9.0468e-06	1.1166e-06	1.8984e-07	5.83e-06	0.050037	1.6224e-06	0.026684	5.1215e-07	2.5565e-05	8.9338e-05	7.1652e-06	9.7557e-05	0.002705	0.00095518	1e-06	1.2737e-05	0.056749	
7.194e-06	1.4627e-05	3.0941e-05	2.2858e-05	8.3646e-05	0.00049141	8.4058e-06	1.0726e-06	2.1648e-07	5.8114e-06	0.050112	1.6165e-06	0.0267	5.1407e-07	2.5681e-05	8.9028e-05	7.033e-06	9.7116e-05	0.0027042	0.00095281	9.8893e-07	1.2592e-05	0.057188	
6.9926e-06	1.4697e-05	2.9988e-05	2.3954e-05	8.2918e-05	0.00048857	7.7979e-06	1.0358e-06	2.4707e-07	5.7984e-06	0.050188	1.6126e-06	0.026717	4.6504e-07	2.5803e-05	8.8764e-05	6.9038e-06	9.6689e-05	0.0027035	0.00095048	9.7882e-07	1.2448e-05	0.057687	
6.7959e-06	1.4783e-05	2.9093e-05	2.5126e-05	8.2289e-05	0.00048586	7.2229e-06	1.0059e-06	2.8255e-07	5.7915e-06	0.050266	1.611e-06	0.026733	4.2335e-07	2.5931e-05	8.8548e-05	6.778e-06	9.6275e-05	0.0027029	0.0009482	9.6978e-07	1.2306e-05	0.058252	
6.6031e-06	1.4882e-05	2.8247e-05	2.6366e-05	8.1745e-05	0.00048326	6.6754e-06	9.8154e-07	3.229e-07	5.7893e-06	0.050344	1.6112e-06	0.02675	3.8729e-07	2.6064e-05	8.8374e-05	6.6548e-06	9.5873e-05	0.0027023	0.00094594	9.6156e-07	1.2164e-05	0.057312	
6.414e-06	1.4993e-05	2.7445e-05	2.7677e-05	8.1281e-05	0.00048077	6.1535e-06	9.6226e-07	3.6867e-07	5.7916e-06	0.050424	1.6132e-06	0.026767	3.5606e-07	2.6203e-05	8.824e-05	6.5341e-06	9.5482e-05	0.0027018	0.00094373	9.5411e-07	1.2023e-05	0.056442	
6.2289e-06	1.5119e-05	2.669e-05	2.907e-05	8.0904e-05	0.00047838	5.6582e-06	9.4838e-07	4.2135e-07	5.7993e-06	0.050504	1.6172e-06	0.026784	3.2954e-07	2.6347e-05	8.815e-05	6.4163e-06	9.5103e-05	0.0027014	0.00094155	9.4758e-07	1.1884e-05	0.055648	
6.0472e-06	1.5257e-05	2.5975e-05	3.0541e-05	8.0603e-05	0.0004761	5.1855e-06	9.3904e-07	4.8105e-07	5.8113e-06	0.050586	1.6229e-06	0.026802	3.0669e-07	2.6497e-05	8.8099e-05	6.3007e-06	9.4736e-05	0.002701	0.0009394	9.4177e-07	1.1745e-05	0.054917	
5.8629e-06	1.5376e-05	2.5249e-05	3.1966e-05	8.027e-05	0.00047379	4.7062e-06	9.2691e-07	5.3748e-07	5.8143e-06	0.050668	1.6264e-06	0.026819	2.8225e-07	2.6639e-05	8.8025e-05	6.1825e-06	9.4359e-05	0.0027005	0.00093724	9.3455e-07	1.1601e-05	0.054159	
5.6825e-06	1.551e-05	2.4565e-05	3.3482e-05	8.0022e-05	0.00047158	4.2511e-06	9.1982e-07	5.249e-07	5.8227e-06	0.050751	1.632e-06	0.026837	2.6169e-07	2.6788e-05	8.7995e-05	6.067e-06	9.3996e-05	0.0027002	0.00093511	9.2823e-07	1.1458e-05	0.053471	
5.4995e-06	1.5623e-05	2.387e-05	3.4949e-05	7.9739e-05	0.00046935	3.7891e-06	9.0986e-07	5.0986e-07	5.8217e-06	0.050834	1.6352e-06	0.026854	2.3956e-07	2.693e-05	8.7942e-05	5.9487e-06	9.3623e-05	0.0026998	0.00093297	9.2047e-07	1.1311e-05	0.052755	
5.3138e-06	1.5717e-05	2.3163e-05	3.6368e-05	7.9426e-05	0.00046709	3.3207e-06	8.9711e-07	4.9246e-07	5.8117e-06	0.050916	1.6363e-06	0.026872	2.159e-07	2.7066e-05	8.7867e-05	5.8277e-06	9.3242e-05	0.0026994	0.00093081	9.1131e-07	1.116e-05	0.052013	
5.132e-06	1.5826e-05	2.2498e-05	3.7883e-05	7.9195e-05	0.00046493	2.8757e-06	8.8933e-07	4.7915e-07	5.8072e-06	0.051	1.6394e-06	0.02689	1.957e-07	2.7208e-05	8.7835e-05	5.7094e-06	9.2874e-05	0.002699	0.00092869	9.0303e-07	1.1009e-05	0.051339	
4.9475e-06	1.5914e-05	2.1822e-05	3.9346e-05	7.8931e-05	0.00046274	2.4238e-06	8.7865e-07	4.634e-07	5.7932e-06	0.051083	1.6401e-06	0.026907	1.7397e-07	2.7343e-05	8.778e-05	5.5882e-06	9.2496e-05	0.0026987	0.00092655	8.9331e-07	1.0854e-05	0.050637	
4.7602e-06	1.5982e-05	2.1133e-05	4.0758e-05	7.8632e-05	0.00046052	1.9647e-06	8.6496e-07	4.4511e-07	5.7698e-06	0.051167	1.6386e-06	0.026925	1.5062e-07	2.7471e-05	8.77e-05	5.4642e-06	9.2109e-05	0.0026983	0.0009244	8.8212e-07	1.0694e-05	0.049906	
4.5771e-06	1.6067e-05	2.0487e-05	4.2116e-05	7.8292e-05	0.00045826	1.9338e-06	8.4813e-07	4.317e-07	5.7528e-06	0.051251	1.6344e-06	0.026943	1.2536e-07	2.7592e-05	8.7669e-05	5.3432e-06	9.1713e-05	0.0026979	0.00092222	8.6939e-07	1.0529e-05	0.049145	
4.3912e-06	1.6131e-05	1.9829e-05	4.3566e-05	7.804e-05	0.0004561	1.9056e-06	8.3609e-07	4.1042e-07	5.726e-06	0.051335	1.6326e-06	0.026961	1.037e-07	2.7719e-05	8.7613e-05	5.2193e-06	9.1329e-05	0.0026975	0.00092008	8.575e-07	1.0365e-05	0.04845	
4.2086e-06	1.6209e-05	1.9207e-05	4.5109e-05	7.7864e-05	0.00045404	1.8799e-06	8.2839e-07	3.928e-07	5.7039e-06	0.051421	1.6325e-06	0.026979	8.4678e-08	2.7851e-05	8.7596e-05	5.0977e-06	9.0956e-05	0.0026973	0.00091798	8.4634e-07	1.0202e-05	0.047814	
4.0291e-06	1.63e-05	1.8618e-05	4.6748e-05	7.7762e-05	0.00045208	1.8565e-06	8.2484e-07	3.7403e-07	5.6863e-06	0.051508	1.6343e-06	0.026997	6.7889e-08	2.7988e-05	8.7619e-05	4.9782e-06	9.0593e-05	0.002697	0.00091591	8.3587e-07	1.004e-05	0.047233	
3.847e-06	1.637e-05	1.8018e-05	4.8334e-05	7.7627e-05	0.00045008	1.831e-06	8.1846e-07	3.5285e-07	5.6592e-06	0.051594	1.6338e-06	0.027015	4.979e-08	2.8119e-05	8.7618e-05	4.856e-06	9.0222e-05	0.0026968	0.00091382	8.2396e-07	9.8726e-06	0.046627	
3.6636e-06	1.642e-05	1.7408e-05	4.9866e-05	7.7458e-05	0.00044805	1.8033e-06	8.0993e-07	3.2921e-07	5.6228e-06	0.05168	1.6309e-06	0.027033	5.4875e-08	2.8243e-05	8.7594e-05	4.7321e-06	8.9841e-05	0.0026965	0.00091171	8.1063e-07	9.7008e-06	0.045995	
3.4835e-06	1.6485e-05	1.6833e-05	5.1507e-05	7.7369e-05	0.00044613	1.7782e-06	8.0597e-07	3.0937e-07	5.5917e-06	0.051767	1.6301e-06	0.027052	6.0829e-08	2.8373e-05	8.7613e-05	4.6106e-06	8.9473e-05	0.0026963	0.00090964	7.9811e-07	9.5299e-06	0.045423	
3.301e-06	1.653e-05	1.6248e-05	5.3095e-05	7.7248e-05	0.00044417	1.751e-06	7.9925e-07	2.8722e-07	5.5514e-06	0.051855	1.627e-06	0.02707	6.5837e-08	2.8497e-05	8.7609e-05	4.4864e-06	8.9096e-05	0.002696	0.00090756	7.8418e-07	9.3545e-06	0.044826	
3.1159e-06	1.6556e-05	1.5654e-05	5.4633e-05	7.7097e-05	0.00044219	1.7218e-06	7.8987e-07	2.6281e-07	5.5021e-06	0.051942	1.6217e-06	0.027088	6.9932e-08	2.8614e-05	8.7583e-05	4.3596e-06	8.8711e-05	0.0026958	0.00090546	7.6887e-07	9.1746e-06	0.044205	
2.9342e-06	1.6596e-05	1.5094e-05	5.6281e-05	7.7025e-05	0.0004403	1.6951e-06	7.8497e-07	2.4193e-07	5.4579e-06	0.05203	1.6184e-06	0.027107	7.4949e-08	2.8737e-05	8.76e-05	4.2351e-06	8.8337e-05	0.0026956	0.00090339	7.5435e-07	8.9956e-06	0.043643	
2.7553e-06	1.665e-05	1.4562e-05	5.8033e-05	7.7024e-05	0.00043851	1.6704e-06	7.8392e-07	2.2378e-07	5.4178e-06	0.052119	1.6168e-06	0.027126	8.084e-08	2.8865e-05	8.7655e-05	4.1125e-06	8.7974e-05	0.0026954	0.00090136	7.4061e-07	8.8173e-06	0.043132	
2.5739e-06	1.6684e-05	1.4023e-05	5.9733e-05	7.6992e-05	0.00043669	1.6438e-06	7.8024e-07	2.0353e-07	5.3687e-06	0.052208	1.613e-06	0.027144	8.5777e-08	2.8987e-05	8.7689e-05	3.9873e-06	8.7602e-05	0.0026953	0.00089932	7.2549e-07	8.6347e-06	0.042597	
2.3954e-06	1.6731e-05	1.3511e-05	6.154e-05	7.7032e-05	0.00043496	1.6192e-06	7.804e-07	1.8578e-07	5.3235e-06	0.052299	1.6109e-06	0.027163	9.1664e-08	2.9114e-05	8.776e-05	3.864e-06	8.7241e-05	0.0026952	0.0008973	7.1097e-07	8.4524e-06	0.042111	
2.2142e-06	1.6758e-05	1.299e-05	6.3291e-05	7.7038e-05	0.0004332	1.5926e-06	7.7782e-07	1.6591e-07	5.2692e-06	0.052389	1.6065e-06	0.027182	9.6544e-08	2.9235e-05	8.7809e-05	3.7381e-06	8.6871e-05	0.002695	0.00089528	6.9505e-07	8.2656e-06	0.041602	
2.0363e-06	1.68e-05	1.2499e-05	6.5169e-05	7.7125e-05	0.00043154	1.5683e-06	7.7964e-07	1.4868e-07	5.2199e-06	0.05248	1.6041e-06	0.027201	1.0269e-07	2.9362e-05	8.7901e-05	3.6143e-06	8.6512e-05	0.002695	0.00089328	6.7988e-07	8.0796e-06	0.041146	
1.8613e-06	1.6859e-05	1.2036e-05	6.718e-05	7.7293e-05	0.00042997	1.5463e-06	7.8592e-07	1.3376e-07	5.1757e-06	0.052573	1.6038e-06	0.027221	1.102e-07	2.9495e-05	8.8037e-05	3.4927e-06	8.6165e-05	0.002695	0.00089132	6.6542e-07	7.8944e-06	0.040741	
1.6839e-06	1.6897e-05	1.1565e-05	6.9134e-05	7.7429e-05	0.0004355	1.5224e-06	7.895e-07	1.169e-07	5.1223e-06	0.052665	1.6012e-06	0.02724	1.1713e-07	2.9621e-05	8.8151e-05	3.3685e-06	8.581e-05	0.002695	0.00088935	6.4959e-07	7.7047e-06	0.040315	
1.5096e-06	1.6952e-05	1.1122e-05	7.1229e-05	7.7648e-05	0.00044125	1.5007e-06	7.9764e-07	1.0214e-07	5.0741e-06	0.052759	1.6007e-06	0.027259	1.256e-07	2.9754e-05	8.831e-05	3.2464e-06	8.5466e-05	0.002695	0.00088741	6.3448e-07	7.5158e-06	0.03994	
1.3382e-06	1.7024e-05	1.0705e-05	7.3476e-05	7.7951e-05	0.00044721	1.4813e-06	8.1055e-07	8.9207e-08	5.031e-06	0.052854	1.6023e-06	0.027279	1.3586e-07	2.9894e-05	8.8514e-05	3.1265e-06	8.5134e-05	0.0026951	0.00088551	6.2008e-07	7.3276e-06	0.039614	
1.3687e-06	1.7075e-05	1.0279e-05	7.5656e-05	7.8219e-05	0.00045311	1.4597e-06	8.2053e-07	7.4346e-08	4.9785e-06	0.052949	1.6015e-06	0.027299	1.4489e-07	3.0027e-05	8.8694e-05	3.0023e-06	8.4793e-05	0.0026952	0.00089805	6.0424e-07	7.1348e-06	0.039265	
1.3996e-06	1.7144e-05	9.8801e-06	7.8003e-05	7.8576e-05	0.00045924	1.4406e-06	8.3566e-07	6.1228e-08	4.9315e-06	0.053045	1.6031e-06	0.027319	1.56e-07	3.0167e-05	8.8922e-05	2.8804e-06	8.4465e-05	0.0026953	0.0009107	5.8918e-07	6.943e-06	0.038968	
1.4308e-06	1.7233e-05	9.5064e-06	8.0532e-05	7.9029e-05	0.00046562	1.4269e-06	7.6264e-07	4.9605e-08	4.8904e-06	0.053143	1.607e-06	0.027339	1.6958e-07	3.0292e-05	8.9202e-05	2.7608e-06	8.4111e-05	0.0026955	0.00091166	5.7489e-07	6.7523e-06	0.038721	
1.4621e-06	1.7339e-05	9.1542e-06	8.3234e-05	7.9569e-05	0.00047223	1.4152e-06	6.9821e-07	3.8966e-08	4.8537e-06	0.053242	1.6129e-06	0.027359	1.8568e-07	3.0423e-05	8.9526e-05	2.643e-06	8.3769e-05	0.0026958	0.00091264	5.6118e-07	6.562e-06	0.038519	
1.4915e-06	1.7422e-05	8.794e-06	8.5858e-05	8.0069e-05	0.00047877	1.4013e-06	6.2978e-07	5.2784e-08	4.8074e-06	0.053341	1.6164e-06	0.02738	2.0024e-07	3.0546e-05	8.9823e-05	2.5225e-06	8.3417e-05	0.0026961	0.00091361	5.4602e-07	6.3671e-06	0.038294	
1.5188e-06	1.7483e-05	8.4257e-06	8.8403e-05	8.0531e-05	0.00048523	1.3854e-06	5.5725e-07	6.4719e-08	4.7515e-06	0.05344	1.6174e-06	0.0274	2.1329e-07	3.0662e-05	9.0095e-05	2.3991e-06	8.3055e-05	0.0026963	0.00091456	5.2942e-07	6.1674e-06	0.038045	
1.5463e-06	1.7561e-05	8.0786e-06	9.1128e-05	8.1081e-05	0.00049194	1.3714e-06	4.9301e-07	7.8002e-08	4.7002e-06	0.05354	1.6205e-06	0.027421	2.2904e-07	3.0785e-05	9.0412e-05	2.2776e-06	8.2705e-05	0.0026965	0.00091555	5.134e-07	5.962e-06	0.03784	
1.5717e-06	1.7616e-05	7.7229e-06	9.3765e-05	8.1588e-05	0.00049857	1.3552e-06	5.288e-07	8.926e-08	4.6389e-06	0.05364	1.621e-06	0.027441	2.4308e-07	3.0901e-05	9.0701e-05	2.1532e-06	8.2346e-05	0.0026965	0.00091651	4.9589e-07	6.3035e-06	0.037611	
1.5951e-06	1.7648e-05	7.3592e-06	9.6323e-05	8.2056e-05	0.00050512	1.3368e-06	5.6131e-07	9.8588e-08	4.5678e-06	0.053739	1.619e-06	0.027462	2.5557e-07	3.1008e-05	9.0963e-05	2.026e-06	8.1976e-05	0.0026965	0.00091746	4.7692e-07	6.6399e-06	0.037358	
1.6188e-06	1.7698e-05	7.0162e-06	9.9064e-05	8.2614e-05	0.00051192	1.3204e-06	5.9917e-07	1.0936e-07	4.5014e-06	0.05384	1.6191e-06	0.027482	2.7088e-07	3.1123e-05	9.1271e-05	1.9006e-06	8.1618e-05	0.0026966	0.00091844	4.5853e-07	6.9785e-06	0.037149	
1.6403e-06	1.7724e-05	6.6646e-06	0.00010172	8.3127e-05	0.00051863	1.3018e-06	6.3338e-07	1.1807e-07	4.4248e-06	0.05394	1.6166e-06	0.027503	2.8443e-07	3.123e-05	9.1551e-05	1.7723e-06	8.125e-05	0.0026967	0.0009194	4.3863e-07	7.3118e-06	0.036915	
1.6597e-06	1.7727e-05	6.3043e-06	0.00010428	8.3598e-05	0.00052526	1.2809e-06	6.6401e-07	1.2473e-07	4.3382e-06	0.05404	1.6115e-06	0.027524	2.9627e-07	3.1329e-05	9.1802e-05	1.6411e-06	8.0872e-05	0.0026967	0.00092034	4.1723e-07	7.6398e-06	0.036656	
1.6767e-06	1.7705e-05	5.9334e-06	0.00010674	8.4018e-05	0.0005318	1.2576e-06	6.9065e-07	1.2919e-07	4.2407e-06	0.054139	1.6035e-06	0.027544	3.0618e-07	3.1419e-05	9.202e-05	1.7065e-06	8.0483e-05	0.0026967	0.00092126	3.9444e-07	7.9622e-06	0.036367	
1.6915e-06	1.7657e-05	5.5513e-06	0.0001091	8.4387e-05	0.00053824	1.2317e-06	7.133e-07	1.3143e-07	4.1321e-06	0.054238	1.5925e-06	0.027564	3.1418e-07	3.1501e-05	9.2206e-05	1.769e-06	8.0082e-05	0.0026966	0.00092215	3.6999e-07	8.2787e-06	0.036047	
1.7069e-06	1.7129e-05	5.4424e-06	0.00011169	8.4868e-05	0.00054497	1.2086e-06	7.4266e-07	1.3629e-07	4.0308e-06	0.054339	1.5845e-06	0.027585	3.2568e-07	3.1592e-05	9.1466e-05	1.8327e-06	7.9697e-05	0.0026967	0.00092309	3.465e-07	8.5988e-06	0.035785	
1.7199e-06	1.6638e-05	5.3455e-06	0.00011415	8.5289e-05	0.00055158	1.1826e-06	7.6733e-07	1.3867e-07	3.9174e-06	0.054439	1.5733e-06	0.027606	3.349e-07	3.1674e-05	9.0799e-05	1.8934e-06	7.9298e-05	0.0026967	0.000924	3.7801e-07	8.9127e-06	0.035488	
1.7305e-06	1.6116e-05	5.2421e-06	0.00011649	8.57e-05	0.00055807	1.1603e-06	7.8728e-07	1.3864e-07	3.7921e-06	0.054538	1.5607e-06	0.027626	3.4194e-07	3.1766e-05	9.0092e-05	1.9511e-06	7.8917e-05	0.0026967	0.00092488	4.0764e-07	9.2203e-06	0.035155	
1.7419e-06	1.5628e-05	5.15e-06	0.00011908	8.6234e-05	0.00056488	1.1407e-06	8.1471e-07	1.4086e-07	3.6751e-06	0.05464	1.5512e-06	0.027647	3.5288e-07	3.1868e-05	8.9456e-05	2.0103e-06	7.8552e-05	0.0026967	0.00092581	4.387e-07	9.532e-06	0.034886	
1.7541e-06	1.5173e-05	5.0684e-06	0.00012195	8.6896e-05	0.00057202	1.124e-06	8.5044e-07	1.4541e-07	3.5658e-06	0.054743	1.545e-06	0.027668	3.6821e-07	3.1981e-05	8.8887e-05	2.0709e-06	7.8203e-05	0.0026968	0.00092679	4.7129e-07	9.8479e-06	0.034677	
