Tyto_alba_alba	Tauraco_erythrolophus	Picoides_pubescens	Nestor_notabilis	Merops_nubicus	Melopsittacus_undulatus	Leptosomus_discolor	Cuculus_canorus	Corythaeola_cristata	Colius_striatus	Chaetura_pelagica	Calypte_anna	Buceros_rhinoceros	Athene_cunicularia	Apaloderma_vittatum	Antrostomus_carolinensis	
0.021919	1.6602e-05	7.6194e-05	3.9875e-05	5.7147e-05	5.8513e-06	1.57e-06	2.8438e-08	1.9541e-05	1.8688e-07	3.5136e-07	4.3588e-05	0.00018946	3.2495e-06	5.5332e-07	3.3814e-07	
0.022294	1.6399e-05	7.4168e-05	3.9309e-05	5.6003e-05	5.7127e-06	1.467e-06	2.2967e-08	1.9664e-05	1.5846e-07	2.9271e-07	4.3999e-05	0.00019745	3.2445e-06	5.3973e-07	3.3017e-07	
0.022696	1.6225e-05	7.2559e-05	3.8796e-05	5.5039e-05	5.5764e-06	1.3705e-06	1.8173e-08	1.9801e-05	1.368e-07	2.3896e-07	4.4458e-05	0.00020667	3.2474e-06	5.2909e-07	3.2368e-07	
0.023127	1.5042e-05	7.1298e-05	3.5959e-05	5.4239e-05	5.4427e-06	1.2794e-06	1.3872e-08	1.9956e-05	1.2045e-07	1.8883e-07	4.4968e-05	0.00021725	3.258e-06	5.212e-07	3.1856e-07	
0.023588	1.3965e-05	7.0336e-05	3.3339e-05	5.3595e-05	5.3112e-06	1.1927e-06	9.9192e-09	2.0127e-05	1.0843e-07	1.4137e-07	4.5532e-05	0.00022939	3.2764e-06	5.1598e-07	3.1476e-07	
0.024083	1.2987e-05	6.9644e-05	3.0925e-05	5.3104e-05	5.1817e-06	1.1104e-06	6.2088e-09	2.0315e-05	1.0016e-07	9.5847e-08	4.6154e-05	0.00024336	3.303e-06	5.135e-07	3.1233e-07	
0.024572	1.1988e-05	7.2501e-05	2.847e-05	5.2551e-05	5.0467e-06	1.6319e-06	1.0482e-08	2.049e-05	8.883e-08	1.4529e-07	4.6748e-05	0.00025693	3.3236e-06	5.0779e-07	3.0766e-07	
0.025054	1.0968e-05	7.5235e-05	2.5976e-05	5.1944e-05	4.9062e-06	2.1283e-06	1.378e-08	2.0654e-05	7.4433e-08	1.8567e-07	4.7327e-05	0.00027011	3.3382e-06	4.9943e-07	3.0079e-07	
0.02557	1.0041e-05	7.8607e-05	2.3677e-05	5.1485e-05	4.7678e-06	2.663e-06	1.7368e-08	2.0834e-05	6.3344e-08	2.2817e-07	4.7966e-05	0.00028526	3.361e-06	4.9374e-07	2.9525e-07	
0.02608	9.0926e-06	8.1817e-05	2.1336e-05	5.0969e-05	4.6237e-06	3.1704e-06	1.9933e-08	2.1002e-05	4.9174e-08	2.6121e-07	4.8588e-05	0.00029993	3.3775e-06	4.8528e-07	2.8742e-07	
0.026582	8.1247e-06	8.4891e-05	1.8956e-05	5.0399e-05	4.4741e-06	3.6522e-06	2.1512e-08	2.1158e-05	3.2036e-08	2.851e-07	4.9197e-05	0.00031419	3.3882e-06	4.7419e-07	2.7741e-07	
0.027121	7.2445e-06	8.8679e-05	1.6763e-05	4.9975e-05	4.3265e-06	4.175e-06	2.3433e-08	2.1331e-05	1.7695e-08	3.1152e-07	4.9867e-05	0.00033059	3.407e-06	4.6571e-07	2.6868e-07	
0.027652	6.3434e-06	9.2286e-05	1.4528e-05	4.9493e-05	4.1731e-06	4.6697e-06	2.4321e-08	2.1491e-05	2.5872e-08	3.2838e-07	5.052e-05	0.00034646	3.4196e-06	4.5446e-07	2.5767e-07	
0.028175	5.4205e-06	9.5719e-05	1.2251e-05	4.8952e-05	4.0142e-06	5.1364e-06	2.4175e-08	2.1639e-05	3.1391e-08	3.3569e-07	5.1156e-05	0.00036182	3.4258e-06	4.4043e-07	2.4438e-07	
0.028691	4.4777e-06	9.9003e-05	9.9345e-06	4.8357e-05	3.8496e-06	5.5767e-06	2.3023e-08	2.1775e-05	3.434e-08	3.3369e-07	5.1777e-05	0.00037673	3.4259e-06	4.2372e-07	2.2886e-07	
0.029245	3.6224e-06	0.00010306	7.8041e-06	4.791e-05	3.6872e-06	6.0612e-06	2.2248e-08	2.1928e-05	3.8396e-08	3.3488e-07	5.2465e-05	0.00039393	3.4347e-06	4.0971e-07	2.1469e-07	
0.029842	2.8483e-06	0.00010349	5.8488e-06	4.7609e-05	3.527e-06	6.5963e-06	2.1853e-08	2.21e-05	4.3917e-08	3.4033e-07	5.2192e-05	0.00041382	3.4527e-06	3.9848e-07	2.0181e-07	
0.030485	2.1478e-06	0.00010421	4.0545e-06	4.7453e-05	3.3689e-06	7.1882e-06	2.1833e-08	2.2292e-05	5.1331e-08	3.4922e-07	5.1965e-05	0.00043687	3.4801e-06	3.8979e-07	1.901e-07	
0.031111	2.0939e-06	0.00010485	3.8659e-06	4.7229e-05	3.2015e-06	7.7443e-06	2.0716e-08	2.2459e-05	5.5649e-08	3.4779e-07	5.1722e-05	0.00045898	4.2963e-06	3.7812e-07	1.7599e-07	
0.031725	2.0345e-06	0.00010539	3.6694e-06	4.6939e-05	3.028e-06	8.2653e-06	1.8501e-08	2.2611e-05	5.6907e-08	3.3604e-07	5.1464e-05	0.00048022	5.0912e-06	3.6345e-07	1.5946e-07	
0.032388	1.985e-06	0.00010626	3.492e-06	4.6801e-05	2.857e-06	8.8495e-06	1.6702e-08	2.2785e-05	6.0413e-08	3.2831e-07	5.1254e-05	0.00050499	5.9537e-06	3.5149e-07	1.442e-07	
0.033038	1.9299e-06	0.00010703	3.3066e-06	4.6593e-05	2.6798e-06	9.3958e-06	1.38e-08	2.2943e-05	6.0748e-08	3.1009e-07	5.1027e-05	0.00052872	6.7925e-06	3.3648e-07	1.265e-07	
0.033673	1.8693e-06	0.0001077	3.1131e-06	4.6315e-05	2.4963e-06	9.9044e-06	9.7734e-09	2.3086e-05	5.8497e-08	2.8128e-07	5.0783e-05	0.00055146	7.6078e-06	3.1838e-07	1.0634e-07	
0.034369	1.8199e-06	0.00010877	2.941e-06	4.6215e-05	2.3164e-06	1.0493e-05	6.288e-09	2.3254e-05	5.9178e-08	2.581e-07	5.0596e-05	0.00057855	8.5053e-06	3.0362e-07	8.7798e-08	
0.035143	1.7829e-06	0.00011039	2.7913e-06	4.4835e-05	2.1409e-06	1.0549e-05	3.3062e-09	2.3455e-05	6.3821e-08	2.0655e-07	5.024e-05	0.00058569	9.5104e-06	2.9279e-07	7.1818e-08	
0.035891	1.739e-06	0.00011183	2.6321e-06	4.3328e-05	1.9583e-06	1.0563e-05	4.7923e-09	2.3634e-05	6.4628e-08	2.2711e-07	4.9576e-05	0.00059225	1.0476e-05	2.7838e-07	7.5968e-08	
0.036722	1.7066e-06	0.00011389	2.493e-06	4.2109e-05	1.7798e-06	1.0642e-05	6.3672e-09	2.3844e-05	6.9382e-08	2.5359e-07	4.9002e-05	0.00060063	1.1554e-05	2.6747e-07	8.0742e-08	
0.037521	1.667e-06	0.0001157	2.3439e-06	4.0759e-05	1.5939e-06	1.0676e-05	6.8326e-09	2.4033e-05	7.1251e-08	2.6776e-07	4.8393e-05	0.00060828	1.2584e-05	2.5283e-07	8.3027e-08	
0.038409	1.6386e-06	0.00011549	2.214e-06	3.968e-05	1.4121e-06	1.0777e-05	7.454e-09	2.4254e-05	7.7578e-08	2.8867e-07	4.7872e-05	0.00061801	1.3738e-05	2.4164e-07	8.6022e-08	
0.039396	1.6208e-06	0.00011569	2.1011e-06	3.8842e-05	1.234e-06	1.0947e-05	8.2796e-09	2.4508e-05	8.9304e-08	3.1731e-07	4.743e-05	0.00063027	1.5029e-05	2.3353e-07	8.9783e-08	
0.040351	1.5968e-06	0.00011575	1.9611e-06	3.7903e-05	1.2664e-06	1.1074e-05	8.0132e-09	2.4742e-05	9.6637e-08	3.3378e-07	4.6961e-05	0.00064165	1.6272e-05	2.2211e-07	9.1136e-08	
0.041413	1.5831e-06	0.00011624	1.8389e-06	3.719e-05	1.2988e-06	1.1273e-05	7.9765e-09	2.5011e-05	1.1045e-07	3.5884e-07	4.6568e-05	0.00065595	1.7664e-05	2.1364e-07	9.3311e-08	
0.042434	1.5627e-06	0.00011656	1.6867e-06	3.6366e-05	1.6438e-06	1.1423e-05	6.7898e-09	2.5256e-05	1.1902e-07	3.7054e-07	4.6143e-05	0.00066907	1.8994e-05	2.0163e-07	9.2921e-08	
0.04342	1.536e-06	0.00011673	1.5251e-06	3.544e-05	1.9799e-06	1.153e-05	4.483e-09	2.548e-05	1.2286e-07	3.6963e-07	4.569e-05	0.00068121	2.0271e-05	1.8623e-07	9.0067e-08	
0.044526	1.5204e-06	0.00011737	1.3843e-06	3.4751e-05	2.3269e-06	1.1716e-05	2.443e-09	2.5742e-05	1.343e-07	3.7868e-07	4.5318e-05	0.00069668	2.0585e-05	1.7404e-07	8.8213e-08	
0.045235	1.4948e-06	0.00011729	1.364e-06	3.5487e-05	2.5396e-06	1.1613e-05	2.3758e-09	2.5957e-05	1.9697e-07	4.6547e-07	4.4487e-05	0.00070601	2.176e-05	1.881e-07	1.005e-07	
0.046032	1.3372e-06	0.00011534	1.3521e-06	3.6472e-05	2.759e-06	1.1588e-05	2.1319e-09	2.6216e-05	2.1067e-07	5.7538e-07	4.3772e-05	0.00071809	2.3095e-05	2.059e-07	1.1461e-07	
0.046797	1.1675e-06	0.0001131	1.3346e-06	3.7387e-05	2.9702e-06	1.1516e-05	6.0722e-09	2.6451e-05	2.1809e-07	6.6686e-07	4.3015e-05	0.00072913	2.4368e-05	2.2e-07	1.2585e-07	
0.047533	1.1836e-06	0.00011053	1.3113e-06	3.8186e-05	3.1732e-06	1.1395e-05	8.7579e-09	2.6649e-05	2.1939e-07	7.4053e-07	4.2214e-05	0.00073919	2.5581e-05	2.3045e-07	1.3424e-07	
0.048361	1.2094e-06	0.0001088	1.2964e-06	3.9246e-05	3.3831e-06	1.1353e-05	1.2146e-08	2.6884e-05	1.8286e-07	6.8949e-07	4.1535e-05	0.00075219	2.5874e-05	2.4453e-07	1.4455e-07	
0.049151	1.2283e-06	0.00010676	1.2753e-06	4.017e-05	3.5842e-06	1.1258e-05	1.4142e-08	2.7095e-05	2.0707e-07	8.6433e-07	4.0784e-05	0.00076394	2.6139e-05	2.5461e-07	1.5174e-07	
0.050039	1.2573e-06	0.00010544	1.2623e-06	4.1374e-05	3.7924e-06	1.1241e-05	1.7e-08	2.7344e-05	1.9688e-07	8.7204e-07	4.0143e-05	0.00077902	2.6466e-05	2.6855e-07	1.6098e-07	
0.050291	1.296e-06	0.00010463	1.2563e-06	4.2867e-05	4.007e-06	1.1292e-05	2.0818e-08	2.7629e-05	1.955e-07	9.0142e-07	3.9591e-05	0.00079783	2.6854e-05	2.8624e-07	1.7213e-07	
0.050538	1.3299e-06	0.00010371	1.2463e-06	4.4267e-05	4.215e-06	1.1309e-05	2.3452e-08	2.7898e-05	1.8985e-07	9.1793e-07	3.9018e-05	0.00081573	2.7225e-05	3.0087e-07	1.8084e-07	
0.05078	1.3598e-06	0.0001027	1.2329e-06	4.5599e-05	4.4172e-06	1.1299e-05	2.5042e-08	2.8153e-05	1.8062e-07	9.2341e-07	3.8428e-05	0.00083304	2.7582e-05	3.1288e-07	1.8738e-07	
0.051019	1.3861e-06	0.00010162	1.2163e-06	4.687e-05	4.6136e-06	1.1263e-05	2.5615e-08	2.8396e-05	1.6796e-07	9.1825e-07	3.7825e-05	0.00084982	2.7927e-05	3.2235e-07	1.9182e-07	
0.051255	1.4087e-06	0.00010046	1.1964e-06	4.808e-05	4.8044e-06	1.12e-05	2.5184e-08	2.8625e-05	1.519e-07	9.0258e-07	3.7207e-05	0.00086611	2.826e-05	3.2931e-07	1.9417e-07	
0.051508	1.4368e-06	9.9612e-05	1.1803e-06	4.9472e-05	4.9979e-06	1.1176e-05	2.5114e-08	2.8876e-05	1.4067e-07	8.9567e-07	3.6644e-05	0.00088488	2.8633e-05	3.3808e-07	1.9718e-07	
0.051757	1.4611e-06	0.00010302	1.1609e-06	5.0796e-05	5.1856e-06	1.1125e-05	2.4009e-08	2.9113e-05	1.2598e-07	8.7785e-07	3.6065e-05	0.00090304	2.8992e-05	3.4378e-07	1.9804e-07	
0.052003	1.4814e-06	0.00010625	1.1381e-06	5.2053e-05	5.3674e-06	1.1047e-05	2.187e-08	2.9337e-05	1.078e-07	8.4911e-07	3.5472e-05	0.0009206	2.9338e-05	3.4688e-07	1.9674e-07	
0.052017	1.5076e-06	0.00011025	1.1191e-06	5.3505e-05	5.5522e-06	1.1008e-05	2.0092e-08	2.9582e-05	9.4095e-08	8.2925e-07	3.4932e-05	0.00094088	2.9725e-05	3.5187e-07	1.9616e-07	
0.052038	1.5399e-06	0.00011517	1.1037e-06	5.5167e-05	5.74e-06	1.1008e-05	1.8614e-08	2.985e-05	8.4014e-08	8.1903e-07	3.4443e-05	0.00096426	3.0155e-05	3.5882e-07	1.9628e-07	
0.052057	1.5681e-06	0.00011985	1.0851e-06	5.6756e-05	5.9219e-06	1.0981e-05	1.6126e-08	3.0104e-05	7.0778e-08	7.9808e-07	3.3939e-05	0.00098689	3.0571e-05	3.6315e-07	1.9426e-07	
0.052075	1.5927e-06	0.00012435	1.0633e-06	5.8279e-05	6.0982e-06	1.0928e-05	1.2657e-08	3.0345e-05	5.4514e-08	7.6684e-07	3.3424e-05	0.0010089	3.0975e-05	3.6496e-07	1.9015e-07	
0.052092	1.6136e-06	0.00012866	1.0384e-06	5.9738e-05	6.2689e-06	1.085e-05	2.1794e-08	3.0574e-05	3.5186e-08	7.2528e-07	3.2896e-05	0.0010303	3.1366e-05	3.6427e-07	1.8397e-07	
0.052108	1.6308e-06	0.00013279	1.0103e-06	6.1132e-05	6.4339e-06	1.0746e-05	2.979e-08	3.079e-05	4.8157e-08	6.7338e-07	3.2355e-05	0.0010511	3.1746e-05	3.6107e-07	1.757e-07	
0.05213	1.6539e-06	0.00013786	9.858e-07	6.2736e-05	6.6018e-06	1.068e-05	3.8989e-08	3.1027e-05	6.396e-08	6.2944e-07	3.1863e-05	0.001075	3.2168e-05	3.5974e-07	1.6808e-07	
0.05215	1.6731e-06	0.00014268	9.5796e-07	6.4265e-05	6.7639e-06	1.0587e-05	4.694e-08	3.1251e-05	7.6623e-08	9.0601e-07	3.1354e-05	0.0010982	3.2576e-05	3.5579e-07	1.5831e-07	
0.052169	1.6883e-06	0.00014729	9.2684e-07	6.5722e-05	6.9201e-06	1.0467e-05	5.3657e-08	3.1462e-05	8.6184e-08	1.1662e-06	3.0832e-05	0.0011206	3.297e-05	3.4923e-07	1.464e-07	
0.052187	1.6996e-06	0.00015167	8.9243e-07	6.7106e-05	7.0704e-06	1.032e-05	5.915e-08	3.1659e-05	9.267e-08	1.4104e-06	3.0296e-05	0.0011423	3.335e-05	3.4004e-07	1.3234e-07	
0.052211	1.7168e-06	0.00015705	8.6145e-07	6.8705e-05	7.2238e-06	1.0211e-05	6.5931e-08	3.1877e-05	1.0222e-07	1.6885e-06	2.9808e-05	0.001144	3.3774e-05	3.3271e-07	1.1891e-07	
0.052233	1.7301e-06	0.00016217	8.272e-07	7.0229e-05	7.3712e-06	1.0074e-05	7.1446e-08	3.2082e-05	1.0859e-07	1.9496e-06	2.9305e-05	0.0011454	3.4184e-05	3.2277e-07	1.0333e-07	
0.052254	1.7396e-06	0.00016708	7.898e-07	7.1683e-05	7.5129e-06	9.9117e-06	7.576e-08	3.2275e-05	1.1194e-07	2.1949e-06	2.8791e-05	0.0011466	3.4581e-05	3.103e-07	8.567e-08	
0.052297	1.7452e-06	0.00017177	7.4914e-07	7.3067e-05	7.6486e-06	9.7228e-06	7.9052e-08	3.2454e-05	1.1222e-07	2.424e-06	2.8262e-05	0.0011476	3.5142e-05	2.9524e-07	1.1213e-07	
0.052338	1.7471e-06	0.00017626	7.053e-07	7.4382e-05	7.7787e-06	9.5079e-06	8.1143e-08	3.2619e-05	1.0946e-07	2.6375e-06	2.7721e-05	0.0011484	3.5689e-05	2.7764e-07	1.3636e-07	
0.052379	1.7452e-06	0.00018055	6.5828e-07	7.563e-05	7.903e-06	9.2669e-06	8.2042e-08	3.2773e-05	1.0369e-07	2.8358e-06	2.7167e-05	0.001149	3.6222e-05	2.5748e-07	1.5839e-07	
0.052418	1.7395e-06	0.00018448	6.0806e-07	7.6812e-05	8.0216e-06	8.9999e-06	8.1751e-08	3.2913e-05	9.4868e-08	3.0191e-06	2.66e-05	0.0011494	3.6741e-05	3.2309e-07	1.7823e-07	
0.052455	1.73e-06	0.00018824	5.5464e-07	7.7928e-05	8.1345e-06	8.7067e-06	8.0272e-08	3.304e-05	8.2993e-08	3.1875e-06	2.6019e-05	0.0011495	3.7246e-05	3.8546e-07	1.9589e-07	
0.052492	1.7168e-06	0.00019183	4.9801e-07	7.8978e-05	8.2418e-06	8.3873e-06	7.76e-08	3.3155e-05	6.8027e-08	3.3412e-06	2.5426e-05	0.0011495	3.7737e-05	4.4459e-07	2.1136e-07	
0.052534	1.7097e-06	0.0001916	4.4508e-07	8.0239e-05	8.3521e-06	8.1074e-06	7.6213e-08	3.3291e-05	5.6305e-08	3.5279e-06	2.4884e-05	0.0011504	3.8279e-05	5.0959e-07	2.2804e-07	
0.052576	1.6988e-06	0.00019128	3.8898e-07	8.1431e-05	8.4567e-06	7.8016e-06	7.364e-08	3.3415e-05	4.1612e-08	3.6992e-06	2.433e-05	0.0011511	3.8807e-05	5.7123e-07	2.4251e-07	
0.052624	1.6939e-06	0.00019132	3.363e-07	8.2845e-05	8.5644e-06	7.5334e-06	7.2299e-08	3.3561e-05	2.9519e-08	3.9055e-06	2.3823e-05	0.0011528	3.9388e-05	6.3926e-07	2.5829e-07	
0.052697	1.6966e-06	0.00018737	2.7809e-07	8.45e-05	8.6555e-06	7.301e-06	7.2166e-08	3.2233e-05	1.9312e-08	4.1515e-06	2.3362e-05	0.0011555	3.9101e-05	7.1479e-07	2.7555e-07	
0.052778	1.7055e-06	0.00018421	2.2327e-07	8.6417e-05	8.7499e-06	7.1026e-06	7.325e-08	3.0959e-05	1.0372e-08	4.4427e-06	2.2943e-05	0.0011594	3.8855e-05	7.9849e-07	2.9448e-07	
0.052867	1.7206e-06	0.00018171	1.7144e-07	8.8619e-05	8.8475e-06	6.9364e-06	7.5585e-08	2.9737e-05	2.1233e-09	4.7849e-06	2.2564e-05	0.0011644	3.865e-05	8.9126e-07	3.1522e-07	
0.052954	1.7317e-06	0.00017906	1.9388e-07	9.0729e-05	8.9363e-06	6.7444e-06	7.6679e-08	2.8495e-05	2.4319e-09	5.1062e-06	2.2173e-05	0.0011691	3.8432e-05	9.7973e-07	3.3354e-07	
0.05304	1.7387e-06	0.00017625	2.1361e-07	9.2749e-05	9.0191e-06	6.5267e-06	7.6541e-08	2.7234e-05	1.3833e-08	5.407e-06	2.177e-05	0.0011736	3.8201e-05	1.064e-06	3.4946e-07	
0.053134	1.7518e-06	0.00017404	2.3413e-07	9.5057e-05	9.105e-06	6.3387e-06	7.761e-08	2.6022e-05	2.6689e-08	5.7604e-06	2.1404e-05	0.0011792	3.8008e-05	1.1575e-06	3.6717e-07	
0.053236	1.7711e-06	0.00017233	2.5558e-07	9.7677e-05	9.194e-06	6.1787e-06	7.9916e-08	2.4856e-05	4.1752e-08	5.5904e-06	2.1075e-05	0.0011862	3.7853e-05	1.2611e-06	3.8681e-07	
0.053337	1.7865e-06	0.00017051	2.7437e-07	0.00010021	9.2773e-06	5.9952e-06	8.1048e-08	2.3674e-05	5.3954e-08	5.4041e-06	2.0736e-05	0.0011928	3.7686e-05	1.3607e-06	4.0412e-07	
0.053448	1.8084e-06	0.00016916	2.9425e-07	0.00010309	9.3639e-06	5.8394e-06	8.3506e-08	2.2538e-05	6.9113e-08	5.2567e-06	2.0431e-05	0.0012009	3.7556e-05	1.4715e-06	4.2356e-07	
0.053557	1.8265e-06	0.00016771	3.1146e-07	0.00010587	9.4449e-06	5.6603e-06	8.4782e-08	2.1386e-05	8.1285e-08	6.0065e-06	2.0109e-05	0.0012086	3.7416e-05	1.578e-06	4.4064e-07	
0.053675	1.8512e-06	0.00016667	3.2985e-07	0.00010902	9.5291e-06	5.5077e-06	8.7433e-08	2.0278e-05	9.7088e-08	6.8703e-06	1.9819e-05	0.0012179	3.7312e-05	1.6967e-06	4.5997e-07	
0.053804	1.8827e-06	0.000166	3.4955e-07	0.00011258	9.6168e-06	5.3803e-06	9.155e-08	1.9213e-05	1.1749e-07	7.8656e-06	1.956e-05	0.0012289	3.7245e-05	1.829e-06	4.8171e-07	
0.053931	1.9103e-06	0.00016526	3.6654e-07	0.00011603	9.6987e-06	5.23e-06	9.4455e-08	1.8131e-05	1.3457e-07	8.8261e-06	1.9293e-05	0.0012396	3.7166e-05	1.9565e-06	5.0105e-07	
0.054069	1.9449e-06	0.00016487	3.8493e-07	0.00011992	9.7841e-06	5.1039e-06	9.8924e-08	1.7092e-05	1.5717e-07	9.9339e-06	1.9055e-05	0.0012521	3.7124e-05	2.0987e-06	5.2296e-07	
0.054218	1.9867e-06	0.0001648	4.0478e-07	0.00012428	9.8728e-06	5.0001e-06	1.0505e-07	1.609e-05	1.8648e-07	1.1207e-05	1.8844e-05	0.0012667	3.7116e-05	2.2567e-06	5.4751e-07	
0.054365	2.0244e-06	0.00016466	4.2187e-07	0.00012852	9.9559e-06	4.8738e-06	1.0992e-07	1.5073e-05	2.1199e-07	1.2438e-05	1.8625e-05	0.0012808	3.7097e-05	2.4094e-06	5.6959e-07	
0.05451	2.0583e-06	0.00016444	4.362e-07	0.00013264	1.0033e-05	4.7248e-06	1.1351e-07	1.4041e-05	2.3373e-07	1.3627e-05	1.8398e-05	0.0012945	3.7068e-05	2.5569e-06	5.892e-07	
0.054652	2.0878e-06	0.00016414	4.4765e-07	0.00013662	1.0104e-05	4.5517e-06	1.1576e-07	1.2991e-05	5.2157e-07	1.4769e-05	1.8161e-05	0.0013077	3.7025e-05	2.6984e-06	6.0617e-07	
0.054806	2.112e-06	0.00015958	4.6076e-07	0.00014112	1.0179e-05	4.4023e-06	1.1984e-07	1.1909e-05	8.976e-07	1.6094e-05	1.7952e-05	0.0013055	3.702e-05	2.858e-06	6.2609e-07	
0.054958	2.1322e-06	0.00015482	4.7109e-07	0.0001455	1.0249e-05	4.2302e-06	1.2265e-07	1.0811e-05	1.2537e-06	1.7373e-05	1.7735e-05	0.001303	3.7003e-05	3.012e-06	6.4349e-07	
0.055123	2.1595e-06	0.00015096	4.8301e-07	0.00015041	1.0321e-05	4.0792e-06	1.2728e-07	9.753e-06	1.7072e-06	1.885e-05	1.7544e-05	0.0013015	3.7022e-05	3.184e-06	6.6379e-07	
0.055284	2.1827e-06	0.00014689	4.9203e-07	0.00015516	1.0388e-05	3.9047e-06	1.3053e-07	8.6774e-06	2.134e-06	2.0271e-05	1.7344e-05	0.0012999	3.7028e-05	3.3497e-06	6.8141e-07	
0.055459	2.2133e-06	0.00014361	5.0276e-07	0.00016051	1.0458e-05	3.7509e-06	1.3577e-07	7.6406e-06	2.6814e-06	2.1917e-05	1.717e-05	0.0012993	3.707e-05	3.5352e-06	7.0217e-07	
0.055631	2.2399e-06	0.00014018	5.107e-07	0.00016571	1.0523e-05	3.5749e-06	1.3968e-07	6.5883e-06	3.2005e-06	2.3508e-05	1.6987e-05	0.0012984	3.7101e-05	3.7145e-06	7.2035e-07	
0.055615	2.2617e-06	0.00013745	5.2048e-07	0.00017156	1.0591e-05	3.4191e-06	1.3967e-07	5.5131e-06	3.87e-06	2.4998e-05	1.6786e-05	0.0012987	3.717e-05	3.9159e-06	8.893e-07	
0.055599	2.279e-06	0.00013456	5.273e-07	0.00017724	1.0654e-05	3.2399e-06	1.3823e-07	4.4201e-06	4.4992e-06	2.6428e-05	1.6576e-05	0.0012986	3.7226e-05	4.1099e-06	1.0529e-06	
0.055588	2.3041e-06	0.00013227	5.3602e-07	0.00018362	1.072e-05	3.0798e-06	1.3881e-07	3.3667e-06	5.3114e-06	2.8094e-05	1.6392e-05	0.0012997	3.732e-05	4.3277e-06	1.232e-06	
0.055584	2.3373e-06	0.00013048	5.4667e-07	0.00019078	1.079e-05	2.9369e-06	1.4142e-07	2.3503e-06	6.3573e-06	3.0027e-05	1.6234e-05	0.0013019	3.745e-05	4.5714e-06	1.4282e-06	
0.055578	2.3641e-06	0.00012856	5.5418e-07	0.0001977	1.0854e-05	2.7702e-06	1.4249e-07	2.3028e-06	7.3331e-06	3.1878e-05	1.6065e-05	0.0013037	3.7567e-05	4.8058e-06	1.6178e-06	
0.05557	2.3857e-06	0.00012649	5.5848e-07	0.00020437	1.0911e-05	2.5789e-06	1.4198e-07	2.2465e-06	8.2393e-06	3.3642e-05	1.5885e-05	0.0013052	3.7668e-05	5.0304e-06	1.8003e-06	
0.05556	2.4021e-06	0.00012424	5.5948e-07	0.00021078	1.0962e-05	2.3618e-06	1.3982e-07	2.18e-06	9.0776e-06	3.5359e-05	1.5694e-05	0.0013063	3.7753e-05	5.2449e-06	1.9758e-06	
0.055558	2.4281e-06	0.00012256	5.6307e-07	0.00021811	1.1017e-05	2.167e-06	1.4014e-07	2.1155e-06	1.02e-05	3.7404e-05	1.5532e-05	0.0013088	3.7882e-05	5.4905e-06	2.1716e-06	
0.055553	2.448e-06	0.00012069	5.6299e-07	0.00022509	1.1065e-05	1.9443e-06	1.3858e-07	2.0403e-06	1.1218e-05	3.9323e-05	1.5357e-05	0.0013107	3.7991e-05	5.7228e-06	2.3581e-06	
0.055415	2.4819e-06	0.0001144	5.6717e-07	0.00023346	1.1122e-05	1.7542e-06	1.4062e-07	1.9701e-06	1.1524e-05	3.9831e-05	1.5266e-05	0.0013145	3.8164e-05	6.0041e-06	2.3979e-06	
0.055294	2.5313e-06	0.00010989	5.7584e-07	0.00024352	1.1188e-05	1.5934e-06	1.4653e-07	1.9048e-06	1.2007e-05	4.0561e-05	1.5211e-05	0.0013203	3.8404e-05	6.3417e-06	2.4513e-06	
0.055189	2.5974e-06	0.00010669	5.8918e-07	0.00025559	1.1263e-05	1.4583e-06	1.5692e-07	1.8443e-06	1.2751e-05	4.1554e-05	1.5192e-05	0.0013285	3.8714e-05	6.746e-06	2.5195e-06	
0.0551	2.6824e-06	0.00010448	5.9507e-07	0.00027018	1.1308e-05	1.3475e-06	1.4983e-07	1.7889e-06	1.2973e-05	4.2421e-05	1.5151e-05	0.0013269	3.9104e-05	7.231e-06	2.5669e-06	
0.055006	2.7449e-06	0.00010197	5.9661e-07	0.00028387	1.1343e-05	1.2089e-06	1.402e-07	2.0579e-06	1.3153e-05	4.3191e-05	1.5094e-05	0.0013247	3.9462e-05	7.6855e-06	2.6074e-06	
0.054907	2.7978e-06	9.907e-05	5.9348e-07	0.00029653	1.137e-05	1.4955e-06	1.2766e-07	2.3111e-06	1.3288e-05	4.3856e-05	1.5019e-05	0.0013218	3.9787e-05	8.1078e-06	2.6404e-06	
0.054538	2.8679e-06	9.7119e-05	5.9482e-07	0.00031172	1.1405e-05	1.4736e-06	1.1955e-07	2.5779e-06	1.3542e-05	4.4773e-05	1.4979e-05	0.0013048	4.0188e-05	8.1985e-06	2.6868e-06	
0.054161	2.9316e-06	9.4992e-05	5.9268e-07	0.00032632	1.1433e-05	1.4293e-06	1.0961e-07	2.8326e-06	1.3766e-05	4.5624e-05	1.4928e-05	0.001287	4.0569e-05	8.2806e-06	2.7283e-06	
0.05381	3.0064e-06	9.3333e-05	5.9268e-07	0.00034266	1.1465e-05	1.3904e-06	1.0194e-07	3.0941e-06	1.4079e-05	4.6651e-05	1.4898e-05	0.0012717	4.0999e-05	8.382e-06	2.7783e-06	
