Rhinolophus_ferrumequinum	Pteropus_vampyrus	Pteropus_alecto	Pipistrellus_kuhlii	Phyllostomus_discolor	Myotis_myotis	Myotis_lucifugus	Myotis_brandtii	Miniopterus_natalensis	Hipposideros_armiger	Eptesicus_fuscus	Desmodus_rotundus	Artibeus_jamaicensis	
1.5665e-05	0.076464	0.0047373	4.4329e-07	2.7407e-06	0.0044859	0.01	0.00070852	4.2043e-05	1.6469e-05	5.4025e-05	2.6202e-05	4.5033e-06	
1.5493e-05	0.076493	0.0047273	4.4532e-07	2.8007e-06	0.0044824	0.01	0.00070574	4.1983e-05	1.6238e-05	5.284e-05	2.6717e-05	4.2594e-06	
1.5337e-05	0.076524	0.0047175	4.4913e-07	2.8626e-06	0.0044792	0.01	0.00070298	4.1966e-05	1.6024e-05	5.1692e-05	2.7266e-05	4.0232e-06	
1.5171e-05	0.076554	0.0047076	4.5109e-07	2.9194e-06	0.0044759	0.01	0.00070021	4.1928e-05	1.5802e-05	5.0527e-05	2.7796e-05	3.7817e-06	
1.4996e-05	0.076584	0.0046977	4.5123e-07	2.9711e-06	0.0044725	0.01	0.00069742	4.1871e-05	1.557e-05	4.9345e-05	2.8309e-05	3.5351e-06	
1.4836e-05	0.076615	0.0046879	4.5305e-07	3.0246e-06	0.0044694	0.01	0.00069465	4.1855e-05	1.5355e-05	4.8198e-05	2.8854e-05	3.2957e-06	
1.4689e-05	0.076647	0.0046783	4.5656e-07	3.0799e-06	0.0044665	0.01	0.0006919	4.188e-05	1.5156e-05	4.7085e-05	2.9432e-05	3.0631e-06	
1.4533e-05	0.076679	0.0046686	4.5826e-07	3.1301e-06	0.0044635	0.01	0.00068914	4.1886e-05	1.4948e-05	4.5956e-05	2.9993e-05	2.8256e-06	
1.4369e-05	0.07671	0.0046589	4.5811e-07	3.1751e-06	0.0044604	0.01	0.00068636	4.1872e-05	1.4732e-05	4.4811e-05	3.0535e-05	2.583e-06	
1.4218e-05	0.076743	0.0046493	4.5967e-07	3.2221e-06	0.0044576	0.01	0.0006836	4.1899e-05	1.4531e-05	4.3699e-05	3.1111e-05	2.3472e-06	
1.4058e-05	0.076775	0.0046397	4.5935e-07	3.2638e-06	0.0044546	0.01	0.00068083	4.1905e-05	1.4321e-05	4.2571e-05	3.1668e-05	2.1062e-06	
1.3911e-05	0.076808	0.0046302	4.6082e-07	3.3075e-06	0.0044519	0.01	0.00067808	4.1955e-05	1.4128e-05	4.1476e-05	3.2261e-05	1.8721e-06	
1.3756e-05	0.076842	0.0046207	4.6038e-07	3.3454e-06	0.0044492	0.01	0.00067531	4.1982e-05	1.3925e-05	4.0365e-05	3.2834e-05	1.9001e-06	
1.3591e-05	0.076874	0.0046111	4.58e-07	3.3779e-06	0.0044463	0.01	0.00067253	4.1988e-05	1.3712e-05	3.9236e-05	3.3387e-05	1.9247e-06	
1.3417e-05	0.076907	0.0046015	4.5367e-07	3.405e-06	0.0044433	0.01	0.00066974	4.1972e-05	1.349e-05	3.809e-05	3.3919e-05	1.9459e-06	
1.3232e-05	0.076938	0.0045918	4.4633e-07	3.4266e-06	0.0044403	0.01	0.00066693	4.1932e-05	1.3258e-05	3.8378e-05	3.443e-05	1.9635e-06	
1.3063e-05	0.07697	0.004582	4.4102e-07	3.4507e-06	0.0044144	0.01	0.00066414	4.1939e-05	1.3043e-05	3.8683e-05	3.498e-05	1.9826e-06	
1.2884e-05	0.077001	0.0045722	4.3367e-07	3.4692e-06	0.0043882	0.01	0.00066134	4.1921e-05	1.2819e-05	3.8976e-05	3.5509e-05	1.9981e-06	
1.2685e-05	0.077032	0.0045623	4.2829e-07	3.4901e-06	0.0043627	0.01	0.00065856	4.1951e-05	1.2574e-05	3.9286e-05	3.6077e-05	2.015e-06	
1.2477e-05	0.077062	0.0045523	4.2095e-07	3.5057e-06	0.004337	0.01	0.00065577	4.1958e-05	1.2319e-05	3.9585e-05	3.6623e-05	2.0285e-06	
1.2258e-05	0.077092	0.0045423	4.1167e-07	3.5158e-06	0.0043111	0.01	0.00065296	4.1944e-05	1.2054e-05	3.9872e-05	3.715e-05	2.0385e-06	
1.2054e-05	0.077123	0.0045324	4.0414e-07	3.5281e-06	0.0042858	0.01	0.00065017	4.1972e-05	1.1806e-05	4.0174e-05	3.7714e-05	2.0497e-06	
1.1841e-05	0.077153	0.0045225	3.9475e-07	3.5351e-06	0.0042603	0.01	0.00064736	4.1979e-05	1.1549e-05	4.0466e-05	3.8257e-05	2.0576e-06	
1.1642e-05	0.077185	0.0045128	3.87e-07	3.544e-06	0.0042353	0.01	0.00064457	4.2028e-05	1.1308e-05	4.0774e-05	3.8838e-05	2.0666e-06	
1.1433e-05	0.077217	0.0045029	3.7743e-07	3.5478e-06	0.0042102	0.01	0.00064177	4.2057e-05	1.1058e-05	4.107e-05	3.9399e-05	2.0722e-06	
1.1238e-05	0.077249	0.0044933	3.6945e-07	3.5535e-06	0.0041857	0.01	0.00063899	4.2128e-05	1.0824e-05	4.1382e-05	3.9998e-05	2.079e-06	
1.1056e-05	0.077283	0.0044838	3.6301e-07	3.5612e-06	0.0041616	0.01	0.00063622	4.2241e-05	1.0605e-05	4.1711e-05	4.0637e-05	2.0869e-06	
1.0866e-05	0.077317	0.0044742	3.5476e-07	3.5637e-06	0.0041374	0.01	0.00063344	4.2333e-05	1.0377e-05	4.2028e-05	4.1254e-05	2.0915e-06	
1.0688e-05	0.077351	0.0044648	3.4806e-07	3.5683e-06	0.0041138	0.01	0.00063068	4.2469e-05	1.0165e-05	4.2362e-05	4.1914e-05	2.0972e-06	
1.0522e-05	0.077387	0.0044556	3.395e-07	3.575e-06	0.0040899	0.01	0.0006279	4.2654e-05	9.9664e-06	4.2683e-05	4.2617e-05	2.1043e-06	
1.037e-05	0.077424	0.0044465	3.325e-07	3.5841e-06	0.0040666	0.01	0.00062514	4.2886e-05	9.7824e-06	4.3023e-05	4.3367e-05	2.1126e-06	
1.0208e-05	0.077461	0.0044373	3.2364e-07	3.5877e-06	0.0040432	0.01	0.00062237	4.3094e-05	9.5896e-06	4.335e-05	4.4092e-05	2.1174e-06	
1.0059e-05	0.077499	0.0044283	3.1637e-07	3.5937e-06	0.0040203	0.01	0.00061962	4.3352e-05	9.411e-06	4.3695e-05	4.4867e-05	2.1237e-06	
9.9001e-06	0.077536	0.0044193	3.0718e-07	3.5941e-06	0.0039972	0.01	0.00061685	4.3584e-05	9.2233e-06	4.4028e-05	4.5615e-05	2.1264e-06	
9.1248e-06	0.077575	0.0044104	2.9969e-07	3.5973e-06	0.0039125	0.01	0.0006141	4.3869e-05	9.0534e-06	4.4381e-05	4.6418e-05	2.1307e-06	
8.389e-06	0.077615	0.0044017	2.9382e-07	3.6033e-06	0.0038299	0.01	0.00061137	4.4211e-05	8.8977e-06	4.4754e-05	4.7278e-05	2.1366e-06	
7.6908e-06	0.077657	0.0043932	2.8952e-07	3.6122e-06	0.0037492	0.01	0.00060865	4.4612e-05	8.7558e-06	4.5148e-05	4.8198e-05	2.1443e-06	
6.9742e-06	0.077698	0.0043846	2.8328e-07	3.6153e-06	0.0036678	0.01	0.00060593	4.4982e-05	8.6047e-06	4.5527e-05	4.9087e-05	2.1482e-06	
6.2954e-06	0.077741	0.0043761	2.7864e-07	3.6214e-06	0.0035883	0.01	0.00060322	4.5415e-05	8.4674e-06	4.5929e-05	5.004e-05	2.1539e-06	
6.267e-06	0.077783	0.0043676	2.7202e-07	3.6307e-06	0.0035782	0.01	0.0006005	4.5811e-05	8.3076e-06	4.6316e-05	5.1064e-05	2.1616e-06	
6.2302e-06	0.077824	0.004359	2.6338e-07	3.634e-06	0.0035679	0.01	0.00059776	4.6176e-05	8.138e-06	4.6688e-05	5.2052e-05	2.1654e-06	
6.2025e-06	0.077867	0.0043506	2.564e-07	3.6406e-06	0.0035579	0.01	0.00059504	4.6605e-05	7.9831e-06	4.7083e-05	5.3113e-05	2.1711e-06	
6.1835e-06	0.077912	0.0043424	2.4748e-07	3.6504e-06	0.0035479	0.01	0.00059231	4.7107e-05	7.8421e-06	4.7463e-05	5.4248e-05	2.1794e-06	
6.1564e-06	0.077956	0.0043341	2.3655e-07	3.6541e-06	0.0035376	0.01	0.00058956	4.7575e-05	7.6918e-06	4.7828e-05	5.5346e-05	2.1839e-06	
6.1381e-06	0.078001	0.004326	2.2724e-07	3.6611e-06	0.0035278	0.01	0.00058683	4.8113e-05	7.555e-06	4.8216e-05	5.6521e-05	2.1903e-06	
6.1116e-06	0.078046	0.0043178	2.1597e-07	3.662e-06	0.0035177	0.01	0.00058409	4.8616e-05	7.409e-06	4.8588e-05	5.7658e-05	2.1929e-06	
6.0938e-06	0.078092	0.0043097	2.0625e-07	3.6662e-06	0.0035081	0.01	0.00058137	4.9192e-05	7.2762e-06	4.8984e-05	5.8875e-05	2.1974e-06	
6.0678e-06	0.078138	0.0043016	1.9797e-07	3.6643e-06	0.0034987	0.01	0.00057866	4.9718e-05	7.1342e-06	4.9404e-05	6.0053e-05	2.198e-06	
6.0506e-06	0.078185	0.0042937	1.8784e-07	3.6657e-06	0.0034893	0.01	0.00057594	4.9503e-05	7.0052e-06	4.9809e-05	6.1313e-05	2.2006e-06	
6.0254e-06	0.078232	0.0042857	1.7583e-07	3.6612e-06	0.0034797	0.01	0.00057321	4.9258e-05	6.8675e-06	5.0199e-05	6.2535e-05	2.1994e-06	
6.0088e-06	0.07828	0.0042779	1.6521e-07	3.6599e-06	0.0034704	0.01	0.0005705	4.9073e-05	6.7422e-06	5.0612e-05	6.3841e-05	2.2001e-06	
5.9842e-06	0.078328	0.00427	1.5273e-07	3.6525e-06	0.003461	0.01	0.00056777	4.8858e-05	6.6082e-06	5.1011e-05	6.5107e-05	2.197e-06	
5.968e-06	0.078377	0.0042622	1.4154e-07	3.6483e-06	0.0034519	0.01	0.00056506	4.8701e-05	6.4861e-06	5.1433e-05	6.646e-05	2.1958e-06	
5.9602e-06	0.078428	0.0042547	9.1881e-08	3.6473e-06	0.0034432	0.01	0.00056237	4.86e-05	6.3756e-06	5.1883e-05	6.7904e-05	2.1964e-06	
5.9446e-06	0.078478	0.004247	8.9683e-08	3.6404e-06	0.0034343	0.01	0.00055966	4.8472e-05	6.257e-06	5.2315e-05	6.9307e-05	2.1933e-06	
5.9372e-06	0.07853	0.0042396	9.9419e-08	3.6366e-06	0.0034258	0.01	0.00055697	4.8399e-05	6.1494e-06	5.2313e-05	7.0804e-05	2.1921e-06	
5.9376e-06	0.078583	0.0042323	1.0994e-07	3.6356e-06	0.0034176	0.01	0.0005543	4.8378e-05	6.0519e-06	5.233e-05	7.2396e-05	2.1925e-06	
5.9307e-06	0.078636	0.0042249	1.1887e-07	3.629e-06	0.0034092	0.01	0.00055162	4.8332e-05	5.947e-06	5.2335e-05	7.3946e-05	2.1893e-06	
5.9309e-06	0.07869	0.0042177	1.2855e-07	3.6248e-06	0.0034011	0.01	0.00054895	4.8334e-05	5.8513e-06	5.2357e-05	7.5589e-05	2.1876e-06	
5.938e-06	0.078746	0.0042106	1.3904e-07	3.623e-06	0.0033933	0.01	0.0005463	4.8384e-05	5.7642e-06	5.2396e-05	7.7327e-05	2.1873e-06	
5.9382e-06	0.078801	0.0042034	1.4794e-07	3.6158e-06	0.0033854	0.01	0.00054364	4.8411e-05	5.6703e-06	5.2423e-05	7.9024e-05	2.1835e-06	
5.9451e-06	0.078857	0.0041964	1.5767e-07	3.6108e-06	0.0033778	0.01	0.00054099	4.8484e-05	5.5847e-06	5.2468e-05	8.0819e-05	2.181e-06	
5.9588e-06	0.078915	0.0041896	1.6833e-07	3.6081e-06	0.0033704	0.01	0.00053836	4.8605e-05	5.507e-06	5.2529e-05	8.2714e-05	2.1799e-06	
5.9804e-06	0.078875	0.0041851	1.8001e-07	3.6e-06	0.0033633	0.01	0.00053574	4.8116e-05	5.4381e-06	5.2607e-05	8.4565e-05	2.1753e-06	
5.9958e-06	0.078835	0.0041806	1.9016e-07	3.5869e-06	0.0033561	0.01	0.00053311	4.7606e-05	5.3634e-06	5.2675e-05	8.638e-05	2.1674e-06	
6.0166e-06	0.078797	0.0041762	2.0111e-07	3.5752e-06	0.0033492	0.01	0.00053049	4.7144e-05	5.2949e-06	5.2757e-05	8.8283e-05	2.1605e-06	
6.0317e-06	0.078758	0.0041718	2.1063e-07	3.5589e-06	0.0033421	0.01	0.00052786	4.6664e-05	5.2212e-06	5.283e-05	9.0156e-05	2.1505e-06	
6.0413e-06	0.078718	0.0041674	2.1876e-07	3.5379e-06	0.0033351	0.01	0.00052522	4.6166e-05	5.1425e-06	5.2894e-05	9.2003e-05	2.1376e-06	
6.0555e-06	0.07868	0.004163	2.2755e-07	3.518e-06	0.0033282	0.01	0.0005226	4.5712e-05	5.069e-06	5.2971e-05	9.393e-05	2.1252e-06	
6.0643e-06	0.078641	0.0041586	2.3496e-07	3.4936e-06	0.0033212	0.01	0.00051996	4.5241e-05	4.9906e-06	5.3039e-05	9.583e-05	2.1099e-06	
6.0777e-06	0.078604	0.0041543	2.4303e-07	3.47e-06	0.0033144	0.01	0.00051734	4.4811e-05	4.9173e-06	5.312e-05	9.7812e-05	2.0952e-06	
6.0954e-06	0.078567	0.0041501	2.5179e-07	3.4473e-06	0.0033079	0.01	0.00051472	4.442e-05	4.8487e-06	5.3212e-05	9.9877e-05	2.0808e-06	
6.1176e-06	0.078531	0.004146	2.6128e-07	3.4255e-06	0.0033015	0.01	0.00051211	4.4068e-05	4.7848e-06	5.3316e-05	0.00010203	2.0669e-06	
6.1345e-06	0.078496	0.0041419	2.694e-07	3.3992e-06	0.0032951	0.01	0.0005095	4.3701e-05	4.7162e-06	5.3413e-05	0.00010415	2.0502e-06	
6.1461e-06	0.078459	0.0041377	2.7613e-07	3.3685e-06	0.0032886	0.01	0.00050687	4.3318e-05	4.6429e-06	5.35e-05	0.00010625	2.0306e-06	
5.7013e-06	0.078424	0.0041336	2.8362e-07	3.3385e-06	0.0032823	0.01	0.00050426	4.2974e-05	4.5751e-06	5.3601e-05	0.00010844	2.0114e-06	
5.8311e-06	0.078389	0.0041295	2.8972e-07	3.3042e-06	0.0032759	0.01	0.00050164	4.2614e-05	4.4997e-06	5.3692e-05	0.0001106	1.9894e-06	
5.9666e-06	0.078355	0.0041255	2.966e-07	3.2706e-06	0.0032698	0.01	0.00049902	4.229e-05	4.4288e-06	5.3796e-05	0.00011285	1.9678e-06	
6.108e-06	0.07832	0.0041215	3.0427e-07	3.2378e-06	0.0032638	0.01	0.00049642	4.2003e-05	4.3623e-06	5.3912e-05	0.00011519	1.9465e-06	
6.2439e-06	0.078285	0.0041174	3.1057e-07	3.2006e-06	0.0032577	0.01	0.0004938	4.1701e-05	4.2913e-06	5.402e-05	0.00011751	1.9225e-06	
6.3743e-06	0.07825	0.0041133	3.155e-07	3.159e-06	0.0032516	0.01	0.00049118	4.1385e-05	4.2158e-06	5.412e-05	0.00011979	1.8957e-06	
6.4993e-06	0.078215	0.0041092	3.1908e-07	3.1131e-06	0.0032455	0.01	0.00048855	4.1055e-05	4.1357e-06	5.4212e-05	0.00012206	1.8661e-06	
6.6188e-06	0.07818	0.0041051	3.2339e-07	3.0629e-06	0.0032395	0.01	0.00048593	4.0709e-05	4.0512e-06	5.4316e-05	0.00012429	1.8336e-06	
6.7439e-06	0.078145	0.004101	3.2845e-07	3.0132e-06	0.0032337	0.01	0.00048332	4.0396e-05	3.9707e-06	5.4431e-05	0.00012662	1.8015e-06	
6.8637e-06	0.078111	0.0040969	3.3218e-07	2.9592e-06	0.0032279	0.01	0.00048069	4.0071e-05	3.886e-06	5.4538e-05	0.00012892	1.7666e-06	
6.989e-06	0.078077	0.0040929	3.3665e-07	2.9057e-06	0.0032222	0.01	0.00047808	3.9778e-05	3.805e-06	5.4656e-05	0.00013131	1.7319e-06	
7.1199e-06	0.078044	0.004089	3.4187e-07	2.8526e-06	0.0032167	0.01	0.00047548	3.9517e-05	3.7276e-06	5.4786e-05	0.00013379	1.6974e-06	
7.2456e-06	0.078011	0.0040851	3.4576e-07	2.7953e-06	0.0032112	0.01	0.00047286	3.9243e-05	3.6461e-06	5.4908e-05	0.00013625	1.6602e-06	
7.377e-06	0.077979	0.0040812	3.5042e-07	2.7384e-06	0.0032058	0.01	0.00047026	3.9e-05	3.5681e-06	5.5042e-05	0.0001388	1.6231e-06	
7.5143e-06	0.077948	0.0040774	3.5585e-07	2.6818e-06	0.0032006	0.01	0.00046766	3.8788e-05	3.4935e-06	5.5186e-05	0.00014146	1.5861e-06	
7.6463e-06	0.077916	0.0040736	3.5995e-07	2.6209e-06	0.0031953	0.01	0.00046506	3.8563e-05	3.4148e-06	5.5324e-05	0.00014408	1.5465e-06	
7.7844e-06	0.077886	0.0040699	3.6485e-07	2.5604e-06	0.0031902	0.01	0.00046246	3.8368e-05	3.3394e-06	5.5472e-05	0.00014681	1.5069e-06	
7.9286e-06	0.077856	0.0040663	3.7057e-07	2.5002e-06	0.0031853	0.01	0.00045987	3.8202e-05	3.2671e-06	5.5632e-05	0.00014964	1.4674e-06	
8.0792e-06	0.077827	0.0040627	3.7712e-07	2.4401e-06	0.0031805	0.01	0.00045729	3.8065e-05	3.198e-06	5.5803e-05	0.00015259	1.4279e-06	
8.2244e-06	0.077798	0.0040592	3.8231e-07	2.3758e-06	0.0031756	0.01	0.0004547	3.7916e-05	3.1248e-06	5.5967e-05	0.0001555	1.3858e-06	
8.364e-06	0.077769	0.0040556	3.8615e-07	2.3073e-06	0.0031708	0.01	0.0004521	3.7754e-05	3.0473e-06	5.6123e-05	0.00015838	1.3409e-06	
8.5102e-06	0.077741	0.0040521	3.9084e-07	2.2391e-06	0.0031661	0.01	0.00044951	3.7621e-05	2.9729e-06	5.629e-05	0.00015824	1.2961e-06	
8.651e-06	0.077712	0.0040485	3.9419e-07	2.1666e-06	0.0031613	0.01	0.00044691	3.7476e-05	2.8944e-06	5.645e-05	0.00015807	1.2486e-06	
8.7985e-06	0.077684	0.0040451	3.9842e-07	2.0943e-06	0.0031567	0.01	0.00044432	3.736e-05	2.8189e-06	5.6622e-05	0.00015795	1.2011e-06	
8.9404e-06	0.077657	0.0040416	4.0127e-07	2.0178e-06	0.0031521	0.01	0.00044173	3.7231e-05	2.7393e-06	5.6785e-05	0.00015781	1.1509e-06	
9.0892e-06	0.07763	0.0040382	4.0502e-07	1.9415e-06	0.0031476	0.01	0.00043913	3.713e-05	2.6625e-06	5.6961e-05	0.00015772	1.1007e-06	
9.2323e-06	0.077603	0.0040348	4.0739e-07	1.8609e-06	0.003143	0.01	0.00043654	3.7017e-05	2.5816e-06	5.7129e-05	0.00015761	1.0478e-06	
9.3826e-06	0.077576	0.0040315	4.107e-07	1.7805e-06	0.0031387	0.01	0.00043394	3.6933e-05	2.5036e-06	5.7309e-05	0.00015755	9.9489e-07	
9.5272e-06	0.07755	0.0040281	4.1261e-07	1.6959e-06	0.0031342	0.01	0.00043134	3.6836e-05	2.4214e-06	5.7481e-05	0.00015747	9.3927e-07	
9.666e-06	0.077523	0.0040247	4.1311e-07	1.607e-06	0.0031298	0.01	0.00042874	3.6726e-05	2.335e-06	5.7645e-05	0.00015737	8.8092e-07	
9.8126e-06	0.077498	0.0040214	4.1464e-07	1.5184e-06	0.0031255	0.01	0.00042614	3.6646e-05	2.2517e-06	5.7821e-05	0.00015732	8.2266e-07	
9.9677e-06	0.077473	0.0040182	4.1729e-07	1.4302e-06	0.0031214	0.01	0.00042355	3.6597e-05	2.1715e-06	5.8012e-05	0.00015731	7.6452e-07	
1.0116e-05	0.077448	0.004015	4.1837e-07	1.3374e-06	0.0031172	0.01	0.00042095	3.6533e-05	2.0868e-06	5.8193e-05	0.00015729	7.0348e-07	
1.0257e-05	0.077423	0.0040117	4.1778e-07	1.2399e-06	0.0031129	0.01	0.00041834	3.6451e-05	1.9971e-06	5.8364e-05	0.00015724	6.3943e-07	
1.0409e-05	0.077399	0.0040086	4.1876e-07	1.1435e-06	0.0031089	0.01	0.00041574	3.6409e-05	1.9117e-06	5.8552e-05	0.00015726	5.7598e-07	
1.0574e-05	0.077376	0.0040055	4.2163e-07	1.0419e-06	0.0031051	0.01	0.00041315	3.641e-05	1.8314e-06	5.8761e-05	0.00015724	5.0917e-07	
1.073e-05	0.077352	0.0040024	4.2244e-07	1.1245e-06	0.0031011	0.01	0.00041056	3.6388e-05	1.7452e-06	5.8956e-05	0.00015718	4.3854e-07	
1.0901e-05	0.07733	0.0039995	4.207e-07	1.2085e-06	0.0030975	0.01	0.00040797	3.6413e-05	1.6643e-06	5.9124e-05	0.00015719	3.6906e-07	
1.106e-05	0.077308	0.0039965	4.1679e-07	1.2872e-06	0.0030937	0.01	0.00040538	3.6412e-05	1.5774e-06	5.9278e-05	0.00015717	2.9603e-07	
1.1236e-05	0.077287	0.0039936	4.1509e-07	1.3676e-06	0.0030898	0.01	0.00040861	3.646e-05	1.4957e-06	5.9455e-05	0.00015723	2.2417e-07	
1.1401e-05	0.077265	0.0039906	4.1124e-07	1.4425e-06	0.0030858	0.01	0.00041182	3.6483e-05	1.4081e-06	5.9618e-05	0.00015725	1.4882e-07	
1.1582e-05	0.077245	0.0039878	4.0517e-07	1.5112e-06	0.0030817	0.01	0.00041503	3.6479e-05	1.3257e-06	5.9765e-05	0.00015723	1.4905e-07	
1.1753e-05	0.077224	0.003985	4.0128e-07	1.5746e-06	0.0030778	0.01	0.00041825	3.6584e-05	1.2374e-06	5.9936e-05	0.00015717	1.4661e-07	
1.1912e-05	0.077202	0.0039821	3.9525e-07	1.6325e-06	0.0030738	0.01	0.00042145	3.6664e-05	1.1431e-06	6.0092e-05	0.00015707	1.4151e-07	
1.2061e-05	0.077181	0.0039791	3.8707e-07	1.6852e-06	0.0030697	0.01	0.00042464	3.6718e-05	1.0428e-06	6.0234e-05	0.00015694	1.3374e-07	
1.22e-05	0.077159	0.003976	3.7667e-07	1.7324e-06	0.0030655	0.01	0.00042782	3.6745e-05	9.3641e-07	6.0361e-05	0.00015677	1.2329e-07	
1.2327e-05	0.077138	0.0039732	3.6405e-07	1.7742e-06	0.0030612	0.01	0.00043098	3.6746e-05	8.2368e-07	6.0473e-05	0.00015656	1.1015e-07	
1.247e-05	0.077118	0.0039704	3.5363e-07	1.8176e-06	0.0030572	0.01	0.00043416	3.6796e-05	7.164e-07	6.0607e-05	0.00015643	9.5842e-08	
1.2629e-05	0.0771	0.0039678	3.453e-07	1.8625e-06	0.0030534	0.01	0.00043736	3.6896e-05	6.1412e-07	6.0764e-05	0.00015637	8.0346e-08	
1.2776e-05	0.077081	0.0039651	3.3482e-07	1.9021e-06	0.0030495	0.01	0.00044055	3.6968e-05	5.0589e-07	6.0907e-05	0.00015628	6.2177e-08	
1.2941e-05	0.077064	0.0039625	3.2635e-07	1.9432e-06	0.0030458	0.01	0.00044375	3.7091e-05	4.0241e-07	6.1072e-05	0.00015626	4.2802e-08	
1.3087e-05	0.077046	0.0039599	3.1576e-07	1.9784e-06	0.003042	0.01	0.00044694	3.7186e-05	4.1635e-07	6.1222e-05	0.0001562	5.1869e-08	
1.3249e-05	0.07703	0.0039575	3.0712e-07	2.0152e-06	0.0030385	0.01	0.00045015	3.7332e-05	4.3069e-07	6.1395e-05	0.00015622	5.9404e-08	
1.3429e-05	0.077014	0.0039551	3.0034e-07	2.0538e-06	0.0030352	0.01	0.00045338	3.753e-05	4.4549e-07	6.1592e-05	0.00015632	6.5421e-08	
1.3626e-05	0.077001	0.0039529	2.9533e-07	2.0942e-06	0.0030322	0.01	0.00045663	3.7781e-05	4.6081e-07	6.1813e-05	0.00015649	6.9932e-08	
1.3812e-05	0.076986	0.0039506	2.8833e-07	2.1292e-06	0.0030291	0.01	0.00045987	3.8004e-05	4.719e-07	6.2018e-05	0.00015662	7.1896e-08	
1.3626e-05	0.076973	0.0039485	2.8307e-07	2.1662e-06	0.0030262	0.01	0.00046312	3.8282e-05	4.8419e-07	6.2248e-05	0.00015683	7.2361e-08	
1.3429e-05	0.076959	0.0039463	2.7578e-07	2.2051e-06	0.0030232	0.01	0.00046636	3.853e-05	4.9215e-07	6.2462e-05	0.00015712	7.1332e-08	
1.3249e-05	0.07683	0.0039445	2.7019e-07	2.2461e-06	0.0030204	0.01	0.00046963	3.8834e-05	5.0074e-07	6.2701e-05	0.00015749	6.8804e-08	
1.3058e-05	0.0767	0.0039426	2.6624e-07	2.29e-06	0.0030179	0.01	0.00047291	3.8722e-05	5.0504e-07	6.2964e-05	0.00015625	6.4874e-08	
1.2856e-05	0.076569	0.0039407	2.603e-07	2.3276e-06	0.0030153	0.01	0.00047617	3.8582e-05	5.0503e-07	6.3211e-05	0.00015495	1.028e-07	
1.2671e-05	0.076441	0.0039389	2.5595e-07	2.3674e-06	0.0030129	0.01	0.00047946	3.8494e-05	5.0563e-07	6.3483e-05	0.00015376	1.4031e-07	
1.2474e-05	0.076311	0.003937	2.4963e-07	2.4015e-06	0.0030105	0.01	0.00048273	3.8378e-05	5.019e-07	6.3739e-05	0.00015252	1.7484e-07	
1.2295e-05	0.076184	0.0039353	2.4132e-07	2.4379e-06	0.0030079	0.01	0.00048599	3.8314e-05	4.994e-07	6.398e-05	0.00015138	2.0899e-07	
1.2132e-05	0.07606	0.0039337	2.3459e-07	2.4765e-06	0.0030055	0.01	0.00048926	3.8302e-05	4.9749e-07	6.4245e-05	0.00015034	2.4281e-07	
1.1958e-05	0.075935	0.0039321	2.2589e-07	2.5094e-06	0.0030031	0.01	0.00049252	3.8262e-05	4.9128e-07	6.4494e-05	0.00014926	2.7363e-07	
1.1774e-05	0.075809	0.0039304	2.1523e-07	2.5367e-06	0.0030005	0.01	0.00049577	3.8195e-05	4.8076e-07	6.4728e-05	0.00014813	3.0144e-07	
1.1605e-05	0.075685	0.0039288	2.0611e-07	2.5662e-06	0.0029982	0.01	0.00049904	3.8179e-05	4.7081e-07	6.4986e-05	0.00014709	3.2894e-07	
1.1426e-05	0.075561	0.0039272	1.9509e-07	2.5901e-06	0.0029958	0.01	0.00050229	3.8137e-05	4.5662e-07	6.5229e-05	0.00014602	3.5346e-07	
1.1263e-05	0.075439	0.0039257	1.8557e-07	2.6163e-06	0.0029932	0.01	0.00050553	3.8145e-05	4.4299e-07	6.5499e-05	0.00014503	3.777e-07	
1.1089e-05	0.075316	0.0039241	1.7417e-07	2.637e-06	0.0029906	0.01	0.00050875	3.8127e-05	4.2513e-07	6.5753e-05	0.00014401	3.9895e-07	
1.0931e-05	0.075196	0.0039227	1.6417e-07	2.6599e-06	0.0029882	0.01	0.000512	3.816e-05	4.0778e-07	6.6032e-05	0.00014308	4.1994e-07	
1.0788e-05	0.075078	0.0039214	1.35e-07	2.6853e-06	0.0029856	0.01	0.00051522	3.8244e-05	3.9088e-07	6.6907e-05	0.00014223	4.4073e-07	
1.0633e-05	0.074959	0.00392	1.4307e-07	2.705e-06	0.002983	0.01	0.00051844	3.8302e-05	4.8925e-07	6.7758e-05	0.00014135	4.585e-07	
1.0467e-05	0.07484	0.0039186	1.4936e-07	2.7202e-06	0.0029803	0.01	0.00052164	3.8333e-05	5.8189e-07	6.8588e-05	0.00014042	4.7321e-07	
1.029e-05	0.074719	0.0039171	1.5391e-07	3.1956e-06	0.0029775	0.01	0.00052482	3.8337e-05	6.6888e-07	6.9398e-05	0.00013945	4.8465e-07	
1.0103e-05	0.074598	0.0039156	1.5674e-07	3.6597e-06	0.0029745	0.01	0.00052799	3.8314e-05	7.5035e-07	7.0189e-05	0.00013844	4.9308e-07	
9.9046e-06	0.074476	0.003914	1.5787e-07	4.1128e-06	0.0029715	0.01	0.00053114	3.8264e-05	8.2637e-07	7.0959e-05	0.00013738	4.9849e-07	
