Theropithecus_gelada	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Homo_sapiens	Gorilla_gorilla	Colobus_angolensis	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_imitator	Callithrix_jacchus	Aotus_nancymaae	
6.9758e-09	1.7819e-06	0.034269	1.8138e-07	8.3297e-08	4.6543e-05	1.3222e-08	0.01	0.01	3.4863e-08	0.00062965	1.6449e-08	0.0086757	0.0065511	0.012612	0.0014093	0.0043451	0.00031541	7.106e-07	0.00013828	3.9955e-07	
8.0997e-09	1.9576e-06	0.03432	7.0309e-08	8.2462e-08	4.6444e-05	5.9477e-09	0.01	0.01	1.7301e-08	0.00063085	7.1556e-09	0.0086755	0.0065508	0.012689	0.0013995	0.0043292	0.00031552	6.6768e-07	0.00013964	3.7978e-07	
5.1319e-09	2.8051e-06	0.034369	6.4247e-08	7.3822e-08	4.6383e-05	9.3656e-09	0.01	0.01	2.1102e-08	0.00063202	1.058e-08	0.0086754	0.0065504	0.012766	0.0013899	0.0043133	0.00031561	5.9791e-07	0.00014681	3.4026e-07	
2.5818e-09	3.1218e-06	0.034421	6.5992e-08	2.8678e-08	4.6297e-05	4.1223e-09	0.01	0.01	9.1248e-09	0.00063323	4.4247e-09	0.0086753	0.0065501	0.012844	0.0013803	0.0042976	0.00031573	5.621e-07	0.00014935	3.2491e-07	
6.1724e-09	3.2086e-06	0.034472	5.8702e-08	2.9153e-08	4.6249e-05	7.2312e-09	0.01	0.01	1.1706e-08	0.00063441	7.4418e-09	0.0086751	0.0065497	0.012921	0.0013708	0.0042818	0.00031583	5.4574e-07	0.00015267	3.2466e-07	
3.5413e-08	3.3448e-06	0.03452	1.1555e-07	7.805e-08	4.6238e-05	3.711e-08	0.01	0.01	4.1614e-08	0.00063558	3.762e-08	0.008675	0.0065494	0.012998	0.0013615	0.0042659	0.00031592	5.4533e-07	0.00015692	3.3911e-07	
6.497e-08	4.9493e-06	0.035279	1.0798e-07	1.7119e-07	4.5791e-05	9.5026e-08	0.01	0.01	1.0375e-07	0.00065321	6.7824e-08	0.0086723	0.0065429	0.014232	0.0012155	0.0040124	0.00031641	1.4435e-07	0.00021891	1.0106e-07	
5.467e-08	4.9126e-06	0.035329	7.9483e-08	9.0509e-08	4.5734e-05	4.5512e-08	0.01	0.01	3.2808e-08	0.00065429	1.3217e-08	0.0086722	0.0065425	0.014311	0.0012065	0.0039967	0.00031643	1.259e-07	0.00022028	8.5928e-08	
3.9065e-08	5.1245e-06	0.035378	4.012e-08	9.3072e-08	4.5714e-05	4.5471e-08	0.01	0.01	2.4958e-08	0.00065536	7.0853e-09	0.0086721	0.0065421	0.014389	0.0011976	0.003981	0.00031643	9.3964e-08	0.00022137	6.3034e-08	
2.061e-08	5.1594e-06	0.035424	4.9013e-08	9.202e-08	4.5731e-05	4.3201e-08	0.01	0.01	4.1339e-08	0.0006564	1.2878e-08	0.0086719	0.0065417	0.014467	0.001189	0.0039653	0.00031642	7.6574e-08	0.00022334	5.1354e-08	
9.1221e-09	5.2431e-06	0.035472	6.5309e-08	1.1052e-07	4.5741e-05	5.0738e-08	0.01	0.01	6.0795e-08	0.00065747	2.6762e-08	0.0086718	0.0065413	0.014546	0.0011803	0.0039496	0.00031643	6.5239e-08	0.00022597	4.4532e-08	
1.2689e-08	5.3877e-06	0.035519	2.2068e-07	1.201e-07	4.5746e-05	5.3386e-08	0.01	0.01	7.6112e-08	0.00065853	3.8217e-08	0.0086716	0.006541	0.014624	0.0011716	0.0039339	0.00031642	5.8808e-08	0.00022635	4.2268e-08	
4.0595e-09	5.5067e-06	0.035569	2.6208e-07	9.6324e-08	4.5743e-05	3.7492e-08	0.01	0.01	6.5095e-08	0.00065961	3.3524e-08	0.0086715	0.0065406	0.014704	0.001163	0.0039184	0.00031644	4.7499e-08	0.00022658	3.4593e-08	
5.1757e-09	5.5309e-06	0.035617	2.9059e-07	6.2375e-08	4.5734e-05	1.5551e-08	0.01	0.01	5.0059e-08	0.00066067	2.3883e-08	0.0086714	0.0065402	0.014784	0.0011543	0.0039028	0.00031644	5.1242e-08	0.00022591	4.0904e-08	
2.8116e-09	5.6629e-06	0.035665	6.0714e-07	7.8444e-08	4.5718e-05	1.7087e-08	0.01	0.01	6.9591e-08	0.00066171	3.8463e-08	0.0086713	0.0065398	0.014863	0.0011456	0.0038872	0.00031643	3.8924e-08	0.00022616	3.1178e-08	
7.052e-09	5.8784e-06	0.035711	8.8543e-07	2.3969e-07	4.5696e-05	5.121e-08	0.01	0.01	2.2031e-07	0.00066274	1.6421e-07	0.0086712	0.0065394	0.014942	0.0011369	0.0038715	0.00031639	3.1158e-08	0.00022689	2.5721e-08	
7.228e-09	6.0623e-06	0.035758	1.1579e-06	3.9746e-07	4.5651e-05	7.4356e-08	0.01	0.01	3.6839e-07	0.00066375	2.8763e-07	0.008671	0.006539	0.01502	0.0011282	0.0038558	0.00031636	1.8947e-08	0.00022746	1.517e-08	
3.3449e-09	6.1974e-06	0.035804	1.4247e-06	5.5175e-07	4.5583e-05	8.8231e-08	0.01	0.01	5.1383e-07	0.00066477	4.0873e-07	0.0086709	0.0065386	0.015099	0.0011194	0.0038402	0.00031632	2.3784e-08	0.00022776	2.1397e-08	
6.8194e-09	6.3064e-06	0.035851	1.6856e-06	7.0257e-07	4.5493e-05	9.3853e-08	0.01	0.01	6.5663e-07	0.00066577	5.2751e-07	0.0086707	0.0065382	0.015178	0.0011105	0.0038245	0.00031627	2.5205e-08	0.00022792	2.3499e-08	
1.1089e-08	6.2381e-06	0.035898	1.9408e-06	8.4991e-07	4.5439e-05	1.1701e-07	0.01	0.01	7.9679e-07	0.00066677	6.4398e-07	0.0086706	0.0065378	0.015257	0.0011018	0.0038088	0.00031622	2.8386e-08	0.00022845	2.7475e-08	
3.9656e-09	6.2282e-06	0.035944	2.1902e-06	9.9377e-07	4.5421e-05	1.7285e-07	0.01	0.01	9.3431e-07	0.00066776	7.5812e-07	0.0086704	0.0065373	0.015336	0.0010932	0.0037932	0.00031616	1.5979e-08	0.00022946	1.4218e-08	
5.7919e-09	6.1819e-06	0.035991	2.4338e-06	1.1342e-06	4.5381e-05	2.1158e-07	0.01	0.01	1.0692e-06	0.00066875	8.6995e-07	0.0086703	0.0065369	0.015415	0.0010846	0.0037775	0.0003161	1.9402e-08	0.00023016	1.7975e-08	
2.6335e-08	6.0967e-06	0.036038	2.6717e-06	1.2711e-06	4.5318e-05	2.3601e-07	0.01	0.01	1.2014e-06	0.00066973	9.7945e-07	0.0086702	0.0065365	0.015494	0.0010759	0.0037619	0.00031603	5.1498e-08	0.00023057	5.4195e-08	
4.1597e-08	5.9873e-06	0.036084	2.9038e-06	1.4045e-06	4.5232e-05	2.4809e-07	0.01	0.01	1.331e-06	0.00067071	1.0866e-06	0.00867	0.0065361	0.015573	0.0010672	0.0037463	0.00031596	7.8213e-08	0.00023083	8.3906e-08	
3.6951e-08	5.94e-06	0.036131	3.1301e-06	1.5345e-06	4.5182e-05	2.9213e-07	0.01	0.01	1.458e-06	0.00067167	1.1915e-06	0.0086699	0.0065356	0.015652	0.0010586	0.0037306	0.00031588	7.8339e-08	0.00023154	8.3303e-08	
6.9467e-08	5.8586e-06	0.036178	3.3506e-06	1.6609e-06	4.511e-05	3.2011e-07	0.01	0.01	1.5823e-06	0.00067264	1.2941e-06	0.0086697	0.0065352	0.015731	0.00105	0.003715	0.0003158	1.2969e-07	0.00023199	1.4331e-07	
7.2158e-08	5.8395e-06	0.036225	3.5654e-06	1.7839e-06	4.5074e-05	3.9466e-07	0.01	0.01	1.704e-06	0.00067359	1.3943e-06	0.0086696	0.0065348	0.01581	0.0010415	0.0036994	0.00031571	2.081e-07	0.00023067	2.4086e-07	
4.4925e-07	1.0482e-06	0.038852	6.4905e-06	3.1991e-06	0.00012292	1.583e-07	0.01	0.01	4.3336e-06	0.00071676	3.3383e-06	0.0086599	0.0065072	0.020241	0.0010792	0.0028469	0.00030305	4.2291e-07	0.00014424	4.772e-07	
4.0491e-07	9.4127e-07	0.0389	6.3821e-06	3.1276e-06	0.0001231	1.237e-07	0.01	0.01	4.3076e-06	0.00071737	3.3087e-06	0.0086597	0.0065067	0.020323	0.0010805	0.0028315	0.00030268	3.7847e-07	0.0001365	4.2377e-07	
2.1569e-07	8.6584e-07	0.038949	6.268e-06	3.0526e-06	0.00012334	1.0876e-07	0.01	0.01	4.2789e-06	0.00071798	3.2769e-06	0.0086595	0.0065061	0.020405	0.0010819	0.0028161	0.0003023	1.9419e-07	0.00013031	2.0394e-07	
2.0411e-07	7.7016e-07	0.038998	6.1481e-06	2.9741e-06	0.00012354	8.5554e-08	0.01	0.01	4.2476e-06	0.00071858	3.2428e-06	0.0086593	0.0065055	0.020487	0.0010833	0.0028007	0.00030192	1.7305e-07	0.00012321	1.8017e-07	
2.0415e-07	7.0032e-07	0.039047	6.0224e-06	2.8921e-06	0.00012381	7.6698e-08	0.01	0.01	4.2137e-06	0.00071918	3.2063e-06	0.0086591	0.0065049	0.020569	0.0010847	0.0027854	0.00030153	1.5974e-07	0.00011742	1.6625e-07	
1.5152e-07	6.5154e-07	0.039096	5.8909e-06	2.8067e-06	0.00012413	7.8793e-08	0.01	0.01	4.1771e-06	0.00071977	3.1675e-06	0.0086589	0.0065044	0.020651	0.0010862	0.00277	0.00030114	1.5336e-07	0.00011275	1.6101e-07	
8.7976e-08	6.3555e-07	0.039145	5.7537e-06	2.7178e-06	0.00012442	7.3384e-08	0.01	0.01	4.1379e-06	0.00072035	3.1264e-06	0.0086587	0.0065038	0.020734	0.0010877	0.0027546	0.00030074	1.1356e-07	0.00010995	1.1911e-07	
9.1162e-08	6.0642e-07	0.039193	5.6107e-06	2.6254e-06	0.00012468	6.0194e-08	0.01	0.01	4.096e-06	0.00072093	3.083e-06	0.0086585	0.0065032	0.020816	0.0010891	0.0027393	0.00030034	1.2275e-07	0.00010664	1.331e-07	
6.4996e-08	5.9468e-07	0.039242	5.462e-06	2.5296e-06	0.000125	5.8999e-08	0.01	0.01	4.0516e-06	0.0007215	3.0372e-06	0.0086583	0.0065026	0.020898	0.0010907	0.0027239	0.00029993	1.0303e-07	0.00010414	1.1398e-07	
2.952e-08	5.7482e-07	0.039291	5.3074e-06	2.4302e-06	0.00012529	5.097e-08	0.01	0.01	4.0044e-06	0.00072206	2.9892e-06	0.0086581	0.006502	0.020981	0.0010921	0.0027086	0.00029951	7.6775e-08	0.00010138	8.689e-08	
3.0993e-08	5.4119e-07	0.03934	5.1471e-06	2.3274e-06	0.00012555	3.5494e-08	0.01	0.01	3.9547e-06	0.00072262	2.9388e-06	0.0086579	0.0065014	0.021063	0.0010936	0.0026932	0.0002991	8.7267e-08	9.8092e-05	1.0391e-07	
1.3707e-08	5.2509e-07	0.039389	4.9811e-06	2.2211e-06	0.00012587	3.0532e-08	0.01	0.01	3.9023e-06	0.00072318	2.8861e-06	0.0086577	0.0065009	0.021146	0.0010951	0.0026779	0.00029867	7.3477e-08	9.5618e-05	9.1472e-08	
1.6858e-08	4.9717e-07	0.039439	4.8092e-06	2.1114e-06	0.00012616	1.9484e-08	0.01	0.01	3.8472e-06	0.00072372	2.8311e-06	0.0086574	0.0065003	0.021228	0.0010966	0.0026625	0.00029824	9.5774e-08	9.2715e-05	1.282e-07	
2.3021e-08	4.8534e-07	0.039488	4.6316e-06	1.9982e-06	0.00012652	1.5596e-08	0.01	0.01	3.7896e-06	0.00072426	2.7738e-06	0.0086572	0.0064997	0.021311	0.0010981	0.0026472	0.00029781	9.1318e-08	9.0541e-05	1.2801e-07	
3.3293e-08	4.8596e-07	0.039537	4.4482e-06	1.8815e-06	0.00012695	1.628e-08	0.01	0.01	3.7292e-06	0.0007248	2.7141e-06	0.008657	0.0064991	0.021394	0.0010998	0.0026318	0.00029737	9.1878e-08	8.887e-05	1.3586e-07	
2.6015e-08	5.009e-07	0.039586	4.259e-06	1.7613e-06	0.00012745	2.1987e-08	0.01	0.01	3.6663e-06	0.00072533	2.6522e-06	0.0086568	0.0064985	0.021476	0.0011016	0.0026165	0.00029692	6.4148e-08	8.7656e-05	1.0914e-07	
1.4143e-08	5.082e-07	0.039635	4.0641e-06	1.6376e-06	0.00012791	2.2614e-08	0.01	0.01	3.6007e-06	0.00072585	2.5879e-06	0.0086566	0.0064979	0.021559	0.0011033	0.0026012	0.00029648	3.0856e-08	8.6294e-05	7.5728e-08	
2.0762e-08	5.0397e-07	0.039685	3.8634e-06	1.5105e-06	0.00012833	1.8213e-08	0.01	0.01	3.5325e-06	0.00072637	2.5213e-06	0.0086564	0.0064973	0.021642	0.0011049	0.0025859	0.00029602	2.9304e-08	8.4631e-05	8.5961e-08	
1.3003e-08	4.9776e-07	0.039734	3.6569e-06	1.3799e-06	0.00012883	1.8994e-08	0.01	0.01	3.4616e-06	0.00072688	2.4524e-06	0.0086562	0.0064967	0.021725	0.0011067	0.0025705	0.00029556	2.534e-08	8.3806e-05	7.3892e-08	
2.2544e-08	4.7962e-07	0.039783	3.4447e-06	1.2458e-06	0.00012929	1.4978e-08	0.01	0.01	3.3881e-06	0.00072738	2.3812e-06	0.0086559	0.006496	0.021808	0.0011084	0.0025552	0.0002951	4.2395e-08	8.275e-05	1.0354e-07	
3.829e-08	4.745e-07	0.039833	3.2266e-06	1.1083e-06	0.00012983	1.5475e-08	0.01	0.01	3.312e-06	0.00072788	2.3076e-06	0.0086557	0.0064954	0.021891	0.0011102	0.0025399	0.00029463	6.6702e-08	8.2002e-05	1.4949e-07	
3.453e-08	4.833e-07	0.039882	3.0028e-06	9.6722e-07	0.00013043	2.0762e-08	0.01	0.01	3.2332e-06	0.00072837	2.2318e-06	0.0086555	0.0064948	0.021974	0.0011121	0.0025246	0.00029415	6.6361e-08	8.1547e-05	1.5309e-07	
2.5146e-08	4.862e-07	0.039931	2.7413e-06	7.9282e-07	0.000131	2.2111e-08	0.01	0.01	3.1432e-06	0.00072884	2.1536e-06	0.0086553	0.0064942	0.022056	0.0011139	0.0025092	0.00029366	6.1275e-08	8.102e-05	1.4947e-07	
9.8448e-09	4.8185e-07	0.039978	2.4183e-06	5.5551e-07	0.00013154	1.8497e-08	0.01	0.01	3.0368e-06	0.0007293	2.0731e-06	0.0086551	0.0064935	0.022139	0.0011157	0.0024938	0.00029315	5.1365e-08	8.0391e-05	1.3849e-07	
1.1897e-08	4.6685e-07	0.040025	2.0252e-06	2.376e-07	0.00013204	9.6517e-09	0.01	0.01	2.9134e-06	0.00072973	1.9903e-06	0.0086548	0.0064929	0.02222	0.0011175	0.0024784	0.00029263	7.1741e-08	7.9584e-05	1.9263e-07	
1.5841e-08	4.643e-07	0.040074	1.7945e-06	9.9114e-08	0.00013261	6.0114e-09	0.01	0.01	2.8283e-06	0.0007302	1.9051e-06	0.0086546	0.0064922	0.022303	0.0011193	0.0024631	0.00029213	1.0053e-07	7.9045e-05	2.7335e-07	
1.5834e-08	4.9037e-07	0.040126	1.6629e-06	8.9058e-08	0.00013326	1.3052e-08	0.01	0.01	3.0344e-06	0.00073064	1.8177e-06	0.0086544	0.0064916	0.022386	0.0011213	0.0024477	0.00029161	1.0484e-07	7.9079e-05	2.9918e-07	
1.774e-08	4.6906e-07	0.040181	1.2143e-06	3.8931e-08	0.00013386	1.012e-08	0.01	0.01	3.0527e-06	0.00073111	1.7279e-06	0.0086542	0.006491	0.022399	0.0011232	0.0024325	0.00029112	1.1774e-07	7.8017e-05	3.4949e-07	
1.6785e-08	4.4579e-07	0.040239	9.3017e-07	1.5748e-08	0.00013455	4.9539e-09	0.01	0.01	3.0684e-06	0.00073161	1.6358e-06	0.0086539	0.0064904	0.022412	0.0011252	0.0024174	0.00029062	1.2824e-07	7.6951e-05	3.9687e-07	
1.1821e-08	4.4813e-07	0.040293	9.4938e-07	1.9124e-08	0.00013522	9.0403e-09	0.01	0.01	3.0813e-06	0.00073209	1.5414e-06	0.0086537	0.0064898	0.022425	0.0011271	0.0024022	0.00029012	1.1495e-07	7.6524e-05	3.962e-07	
8.9203e-09	4.2283e-07	0.040351	8.4122e-07	6.5963e-09	0.00013586	4.6283e-09	0.01	0.01	3.0917e-06	0.0007326	1.4447e-06	0.0086535	0.0064893	0.022439	0.0011291	0.0023872	0.00028962	1.2516e-07	7.5398e-05	4.5474e-07	
2.1347e-08	4.1032e-07	0.040406	9.5393e-07	9.026e-09	0.00013658	9.0767e-09	0.01	0.01	3.0993e-06	0.00073309	1.3456e-06	0.0086533	0.0064887	0.022453	0.0011311	0.0023721	0.0002891	1.4296e-07	7.4583e-05	5.4623e-07	
1.8399e-08	4.113e-07	0.040391	1.1469e-06	1.5136e-08	0.00013737	1.8644e-08	0.01	0.01	3.1043e-06	0.00073361	1.2443e-06	0.008653	0.0064882	0.022467	0.0011332	0.0023571	0.00028859	1.3046e-07	7.4072e-05	5.5768e-07	
1.7816e-08	3.6503e-07	0.040379	1.1722e-06	7.267e-09	0.00013813	1.6418e-08	0.01	0.01	3.1067e-06	0.00073416	1.1406e-06	0.0086528	0.0064877	0.022481	0.0011353	0.0023422	0.00028806	1.2831e-07	7.2083e-05	5.9889e-07	
4.5794e-08	3.3677e-07	0.040365	1.6575e-06	1.3525e-08	0.00013896	3.7394e-08	0.01	0.01	3.1064e-06	0.00073469	1.0346e-06	0.0086526	0.0064872	0.022496	0.0011374	0.0023273	0.00028754	1.3404e-07	7.0657e-05	6.7583e-07	
9.2363e-08	3.2045e-07	0.040352	2.451e-06	2.789e-08	0.00013988	8.5324e-08	0.01	0.01	3.1034e-06	0.00073524	9.2627e-07	0.0086523	0.0064868	0.022511	0.0011397	0.0023125	0.00028701	1.469e-07	6.9584e-05	7.9545e-07	
1.0069e-07	3.1433e-07	0.040342	3.6939e-06	5.9198e-08	0.00014089	1.9002e-07	0.01	0.01	3.0977e-06	0.00073583	8.1563e-07	0.0086521	0.0064864	0.022527	0.001142	0.0022979	0.00028647	1.6848e-07	6.8806e-05	9.7637e-07	
1.0618e-07	3.0129e-07	0.040333	4.1181e-06	6.1622e-08	0.00014185	2.9258e-07	0.01	0.01	3.0894e-06	0.00073644	7.0268e-07	0.0086519	0.006486	0.022543	0.0011443	0.0022833	0.00028593	1.8284e-07	6.8024e-05	1.1545e-06	
2.0954e-07	2.8169e-07	0.040324	4.4644e-06	5.4597e-08	0.00014277	3.6712e-07	0.01	0.01	3.0784e-06	0.00073704	5.874e-07	0.0086516	0.0064856	0.022559	0.0011466	0.0022687	0.00028538	1.9072e-07	6.7238e-05	1.3298e-06	
3.1013e-07	2.7204e-07	0.040317	5.0575e-06	4.3952e-08	0.00014377	4.3949e-07	0.01	0.01	3.0648e-06	0.00073766	2.7534e-07	0.0086514	0.0064853	0.022576	0.0011489	0.0022542	0.00028483	2.0778e-07	6.6447e-05	1.5024e-06	
4.0797e-07	2.5298e-07	0.040309	5.5809e-06	7.6424e-08	0.00014487	5.0971e-07	0.01	0.01	3.0485e-06	0.00073827	2.4233e-07	0.0086512	0.0064849	0.022592	0.0011514	0.0022396	0.00028427	2.1522e-07	6.5651e-05	1.6721e-06	
5.0303e-07	2.4326e-07	0.040303	6.421e-06	7.7731e-08	0.00014448	5.7777e-07	0.01	0.01	3.0295e-06	0.0007389	1.3766e-07	0.0086511	0.0064846	0.022609	0.0011554	0.0022252	0.0002837	2.3239e-07	6.4852e-05	1.839e-06	
5.9534e-07	2.2746e-07	0.040295	7.1578e-06	7.119e-08	0.00014405	6.4366e-07	0.01	0.01	3.0079e-06	0.00073951	1.3496e-07	0.0086508	0.0064842	0.022626	0.0011594	0.0022267	0.00028314	2.4244e-07	6.4048e-05	2.0031e-06	
6.8488e-07	2.2011e-07	0.040289	8.3269e-06	7.9277e-08	0.0001437	7.074e-07	0.01	0.01	2.9836e-06	0.00074015	9.9329e-08	0.0086507	0.0064839	0.022643	0.0011634	0.0022282	0.00028256	2.6322e-07	6.3239e-05	2.1645e-06	
7.7166e-07	2.0705e-07	0.040282	9.3113e-06	7.7195e-08	0.00014331	7.6899e-07	0.01	0.01	2.9567e-06	0.00074077	4.791e-08	0.0086505	0.0064836	0.022661	0.0011675	0.0022297	0.00028199	2.7657e-07	6.2427e-05	2.323e-06	
8.5567e-07	2.0177e-07	0.040277	1.0867e-05	9.0981e-08	0.00014299	8.2841e-07	0.01	0.01	2.9271e-06	0.00074142	2.6175e-08	0.0086503	0.0064833	0.022679	0.0011716	0.0022312	0.0002814	3.0198e-07	6.161e-05	2.4787e-06	
9.3692e-07	1.9088e-07	0.040271	1.226e-05	9.6538e-08	0.00014264	8.8568e-07	0.01	0.01	2.8948e-06	0.00074204	3.2215e-08	0.0086502	0.006483	0.022696	0.0011757	0.0022328	0.00028081	3.1925e-07	6.0788e-05	2.6316e-06	
1.0154e-06	1.7379e-07	0.040268	1.2698e-05	7.0975e-08	0.00014225	9.4078e-07	0.01	0.01	2.8599e-06	0.0007427	2.3514e-08	0.00865	0.0064828	0.022714	0.0011797	0.0022343	0.00028022	3.2813e-07	5.9963e-05	2.7818e-06	
1.0911e-06	1.6434e-07	0.040267	1.3447e-05	6.3922e-08	0.00014193	9.9373e-07	0.01	0.01	2.8223e-06	0.00074339	2.2117e-08	0.0086499	0.0064826	0.022733	0.0011839	0.0022359	0.00027962	3.497e-07	5.9133e-05	2.9291e-06	
1.1641e-06	1.615e-07	0.040267	1.4713e-05	7.1697e-08	0.00014169	1.0445e-06	0.01	0.01	2.782e-06	0.0007441	2.7054e-08	0.0086499	0.0064824	0.022753	0.0011881	0.0022376	0.00027902	3.8664e-07	5.8298e-05	3.0736e-06	
1.2343e-06	1.5355e-07	0.040267	1.5774e-05	6.9556e-08	0.00014141	1.0932e-06	0.01	0.01	2.7391e-06	0.0007448	2.7529e-08	0.0086498	0.0064822	0.022772	0.0011923	0.0022392	0.00027841	4.1425e-07	5.746e-05	3.2153e-06	
1.3017e-06	1.4e-07	0.040269	1.6049e-05	3.6851e-08	0.00014109	1.1396e-06	0.01	0.01	2.6935e-06	0.00074553	1.2537e-08	0.0086497	0.0064821	0.022792	0.0011965	0.0022409	0.00027779	4.323e-07	5.6617e-05	3.3543e-06	
1.3664e-06	1.3302e-07	0.040269	1.8756e-05	4.4769e-08	0.00014084	1.1839e-06	0.01	0.01	2.6452e-06	0.00074623	1.6171e-08	0.0086497	0.0064819	0.022812	0.0012007	0.0022425	0.00027717	4.669e-07	5.5769e-05	3.4904e-06	
1.4283e-06	1.3171e-07	0.04027	2.3016e-05	6.774e-08	0.00014066	1.2261e-06	0.01	0.01	2.5943e-06	0.00074697	8.5061e-09	0.0086497	0.0064818	0.022832	0.0012051	0.0022442	0.00027655	5.2213e-07	5.4917e-05	3.6237e-06	
1.4875e-06	1.2556e-07	0.040271	2.6851e-05	8.2227e-08	0.00014045	1.2661e-06	0.01	0.01	2.5407e-06	0.00074768	1.424e-08	0.0086496	0.0064816	0.022852	0.0012094	0.0022459	0.00027592	5.6572e-07	5.4061e-05	3.7543e-06	
1.5439e-06	1.2495e-07	0.04027	5.3256e-05	2.3593e-07	0.00014031	1.304e-06	0.01	0.01	2.4773e-06	0.00074838	6.7643e-08	0.0086496	0.0064815	0.022872	0.0012139	0.0022475	0.00027527	6.3427e-07	5.3201e-05	3.882e-06	
1.5975e-06	1.1939e-07	0.040271	6.281e-05	2.8716e-07	0.00014014	1.3396e-06	0.01	0.01	2.4401e-06	0.0007491	8.347e-08	0.0086496	0.0064814	0.022892	0.0012183	0.0022492	0.00027465	6.8894e-07	5.2336e-05	4.007e-06	
1.6483e-06	1.1906e-07	0.040274	7.7814e-05	4.0998e-07	0.00014003	1.3732e-06	0.01	0.01	2.4271e-06	0.00074986	1.2637e-07	0.0086496	0.0064813	0.022914	0.0012228	0.0022509	0.00027406	7.7292e-07	5.1467e-05	4.1291e-06	
1.6964e-06	1.1404e-07	0.040276	9.1339e-05	5.2928e-07	0.00013989	1.4045e-06	0.01	0.01	2.4051e-06	0.0007506	4.7767e-07	0.0086496	0.0064812	0.022935	0.0012272	0.0022526	0.00027344	8.4173e-07	5.0593e-05	4.2485e-06	
1.7418e-06	1.1406e-07	0.04028	0.00011258	6.4508e-07	0.00013982	1.4337e-06	0.01	0.01	2.4067e-06	0.00075136	6.0961e-07	0.0086497	0.0064811	0.022956	0.0012318	0.0022544	0.00027285	9.4588e-07	4.9715e-05	4.365e-06	
1.7844e-06	1.0924e-07	0.040287	0.00012025	7.5736e-07	0.00013971	1.4608e-06	0.01	0.01	2.4348e-06	0.00075216	6.4744e-07	0.0086497	0.006481	0.022977	0.0012363	0.0022562	0.00027229	1.0313e-06	4.8833e-05	4.4788e-06	
1.8242e-06	9.977e-08	0.040293	0.00012676	8.6614e-07	0.00013959	1.4857e-06	0.01	0.01	2.4603e-06	0.00075293	6.8289e-07	0.0086498	0.0064809	0.022998	0.0012408	0.0022579	0.00027172	1.1009e-06	4.7946e-05	4.5897e-06	
1.8612e-06	8.546e-08	0.040298	0.00013262	9.7141e-07	0.00013947	1.5084e-06	0.01	0.01	2.4831e-06	0.00075369	7.1596e-07	0.0086499	0.0064808	0.023019	0.0012453	0.0022597	0.00027115	1.1555e-06	4.7055e-05	4.6979e-06	
1.8955e-06	9.7391e-08	0.040305	0.00013456	1.0732e-06	0.00013935	1.529e-06	0.01	0.01	2.5032e-06	0.00075447	7.4665e-07	0.00865	0.0064807	0.02304	0.0012498	0.0022615	0.00027057	1.1767e-06	4.616e-05	4.8032e-06	
1.927e-06	1.047e-07	0.040312	0.00013614	1.1714e-06	0.00013922	1.5474e-06	0.01	0.01	2.5206e-06	0.00075524	7.7496e-07	0.0086501	0.0064806	0.023061	0.0012543	0.0022633	0.00026998	1.1857e-06	4.526e-05	4.9058e-06	
1.9558e-06	1.1744e-07	0.04032	0.00013895	1.2662e-06	0.00013908	1.5637e-06	0.01	0.01	2.5353e-06	0.00075603	8.0089e-07	0.0086502	0.0064806	0.023083	0.0012587	0.0022651	0.00026939	1.2202e-06	4.4356e-05	5.0055e-06	
1.9818e-06	1.3695e-07	0.04033	0.00014365	1.3574e-06	0.00013893	1.5778e-06	0.01	0.01	2.5474e-06	0.00075686	8.2444e-07	0.0086502	0.0064806	0.023105	0.0012632	0.0022669	0.0002688	1.2845e-06	4.3448e-05	5.1025e-06	
2.005e-06	1.5104e-07	0.040339	0.00014763	1.4451e-06	0.00013878	1.5898e-06	0.01	0.01	2.5568e-06	0.00075767	8.4561e-07	0.0086503	0.0064805	0.023128	0.0012677	0.0022688	0.0002682	1.3339e-06	4.2535e-05	5.1967e-06	
2.0255e-06	1.7296e-07	0.040351	0.00015393	1.5294e-06	0.00013863	1.5996e-06	0.01	0.01	2.5636e-06	0.0007585	8.644e-07	0.0086504	0.0064806	0.023151	0.0012721	0.0022706	0.00026759	1.4174e-06	4.1618e-05	5.2881e-06	
1.8899e-06	1.3009e-07	0.040602	0.00019274	2.4631e-06	0.00013454	1.3757e-06	0.01	0.01	2.1832e-06	0.00077493	7.6918e-07	0.0086516	0.0064835	0.023635	0.0013558	0.0023078	0.00025511	2.2616e-06	2.3361e-05	6.4929e-06	
1.8551e-06	1.0413e-07	0.040615	0.00020905	2.4772e-06	0.00013426	1.3423e-06	0.01	0.01	2.1364e-06	0.00077579	7.4037e-07	0.0086517	0.0064837	0.023661	0.0013601	0.0023098	0.0002544	2.2693e-06	2.2356e-05	6.5284e-06	
