Pygoscelis_adeliae	Phalacrocorax_carbo	Phaethon_lepturus	Pelecanus_crispus	Nipponia_nippon	Haliaeetus_leucocephalus	Gavia_stellata	Fulmarus_glacialis	Falco_peregrinus	Falco_cherrug	Egretta_garzetta	Charadrius_vociferus	Calidris_pugnax	Buteo_japonicus	Aquila_chrysaetos_chrysaetos	Aptenodytes_forsteri	
0.00011166	1.2958e-06	7.2852e-08	0.00027225	0.0019796	0.0004097	2.7706e-05	0.00013242	0.01	0.01	4.3067e-05	1.3787e-06	6.4859e-05	7.2491e-05	7.0693e-05	0.0012123	
0.00010913	1.2895e-06	6.6279e-08	0.00026526	0.0019897	0.00040825	2.69e-05	0.00013001	0.01	0.01	4.4349e-05	1.4059e-06	6.7437e-05	7.1334e-05	7.0525e-05	0.0012101	
0.00010664	1.2866e-06	5.9419e-08	0.0002587	0.0020004	0.00040681	2.6171e-05	0.00012776	0.01	0.01	4.5706e-05	1.4364e-06	7.0592e-05	7.0192e-05	7.0374e-05	0.001208	
0.00010413	1.278e-06	5.0897e-08	0.00025203	0.0020109	0.00040536	2.5423e-05	0.00012547	0.01	0.01	4.7038e-05	1.4645e-06	7.3595e-05	6.9042e-05	7.0215e-05	0.0012058	
0.00010159	1.2636e-06	4.0709e-08	0.00024527	0.0020211	0.00040391	2.4653e-05	0.00012312	0.01	0.01	4.8344e-05	1.4903e-06	7.645e-05	6.7883e-05	7.0048e-05	0.0012036	
9.9099e-05	1.2532e-06	3.0282e-08	0.00023894	0.0020322	0.00040247	2.3963e-05	0.00012094	0.01	0.01	4.9733e-05	1.5198e-06	7.9989e-05	6.674e-05	6.9899e-05	0.0012015	
9.6581e-05	1.2368e-06	4.3716e-08	0.0002325	0.0020429	0.00040103	2.3251e-05	0.0001187	0.01	0.01	5.1094e-05	1.5469e-06	8.3347e-05	6.5588e-05	6.9741e-05	0.0011994	
9.4038e-05	1.2147e-06	5.5474e-08	0.00022598	0.0020535	0.00039958	2.2521e-05	0.00011643	0.01	0.01	5.2431e-05	1.5716e-06	8.6555e-05	6.4428e-05	6.9577e-05	0.0011972	
9.1546e-05	1.1969e-06	6.7228e-08	0.0002199	0.0020648	0.00039814	2.1868e-05	0.00011432	0.01	0.01	5.3856e-05	1.6003e-06	9.0555e-05	6.3284e-05	6.9431e-05	0.0011951	
8.9105e-05	1.1834e-06	7.9107e-08	0.00021423	0.002077	0.00039672	2.1289e-05	0.00011237	0.01	0.01	5.538e-05	1.6334e-06	9.5567e-05	6.2158e-05	6.9303e-05	0.0011932	
8.6715e-05	1.1743e-06	9.122e-08	0.00020897	0.0020901	0.00039529	2.0776e-05	0.00011058	0.01	0.01	5.7008e-05	1.6101e-06	9.7733e-05	6.1023e-05	6.9166e-05	0.0011913	
8.4376e-05	1.1695e-06	1.0366e-07	0.00020407	0.0021041	0.00039388	2.0323e-05	0.00010894	0.01	0.01	5.8747e-05	1.5909e-06	0.00010049	5.9904e-05	6.9048e-05	0.0011895	
8.2005e-05	1.1582e-06	1.1416e-07	0.00019907	0.0021177	0.00039246	1.9849e-05	0.00010725	0.01	0.01	6.0444e-05	1.5689e-06	0.00010306	5.8775e-05	6.8921e-05	0.0011877	
7.9688e-05	1.1518e-06	1.2521e-07	0.00019444	0.0021324	0.00039105	1.9437e-05	0.00010571	0.01	0.01	6.2269e-05	1.5514e-06	0.00010638	5.7665e-05	6.8814e-05	0.001186	
7.7427e-05	1.1507e-06	1.3698e-07	0.00019018	0.0021482	0.00038967	1.9082e-05	0.00010432	0.01	0.01	6.4235e-05	1.5385e-06	0.00011072	5.6574e-05	6.8728e-05	0.0011845	
7.5132e-05	1.1428e-06	1.4669e-07	0.00018582	0.0021635	0.00038827	1.8708e-05	0.00010287	0.01	0.01	6.6149e-05	1.5226e-06	0.00011472	5.5472e-05	6.8632e-05	0.0011828	
7.2906e-05	1.142e-06	1.5768e-07	0.00018186	0.0021803	0.0003869	1.8398e-05	0.0001016	0.01	0.01	6.8245e-05	1.5124e-06	0.00012023	5.4394e-05	6.8562e-05	0.0011813	
7.078e-05	1.1328e-06	1.6616e-07	0.00017775	0.0021964	0.00038552	1.806e-05	0.00010009	0.01	0.01	7.0257e-05	1.4982e-06	0.00012509	5.33e-05	6.8477e-05	0.0011801	
7.1848e-05	1.1154e-06	1.723e-07	0.00017347	0.002212	0.00038412	1.7695e-05	9.849e-05	0.01	0.01	7.2196e-05	1.4801e-06	0.00012942	5.2192e-05	6.8378e-05	0.0011787	
7.2962e-05	1.1062e-06	1.7995e-07	0.00016964	0.002229	0.00038274	1.7399e-05	9.7095e-05	0.01	0.01	7.4337e-05	1.4683e-06	0.00013555	5.111e-05	6.8308e-05	0.0011774	
7.4123e-05	1.105e-06	1.8928e-07	0.00016621	0.0022477	0.0003814	1.7164e-05	9.5889e-05	0.01	0.01	7.67e-05	1.4628e-06	0.00014422	5.0053e-05	6.8267e-05	0.0011763	
7.533e-05	9.6514e-07	2.003e-07	0.00016313	0.0022681	0.00038007	1.6981e-05	9.4852e-05	0.01	0.01	7.9293e-05	1.4631e-06	0.00014706	4.902e-05	6.8253e-05	0.0011753	
7.6502e-05	8.1411e-07	2.0881e-07	0.00015992	0.0022877	0.00037874	1.6778e-05	9.3742e-05	0.01	0.01	8.1795e-05	1.4597e-06	0.00014956	4.7973e-05	6.8225e-05	0.0011743	
7.764e-05	6.5163e-07	2.1484e-07	0.0001566	0.0023068	0.00037738	1.6553e-05	9.2561e-05	0.01	0.01	8.4208e-05	1.4524e-06	0.00015175	4.6912e-05	6.8183e-05	0.0011732	
7.8743e-05	6.7581e-07	2.1838e-07	0.00015314	0.0023252	0.00037606	1.6307e-05	9.1306e-05	0.01	0.01	8.6575e-05	1.4414e-06	0.00015366	4.5874e-05	6.8168e-05	0.001172	
7.9761e-05	6.9229e-07	2.1933e-07	0.00014953	0.0023429	0.00037472	1.6035e-05	8.9966e-05	0.01	0.01	8.8846e-05	1.4261e-06	0.00016893	4.4821e-05	6.8138e-05	0.0011893	
8.0818e-05	7.1331e-07	2.2165e-07	0.00014625	0.0023621	0.0003734	1.5813e-05	8.8783e-05	0.01	0.01	9.1323e-05	1.416e-06	0.00018927	4.3789e-05	6.8133e-05	0.0012069	
8.191e-05	7.3815e-07	2.2506e-07	0.00014324	0.0023826	0.0003721	1.5631e-05	8.7731e-05	0.01	0.01	9.3994e-05	1.4104e-06	0.00019465	4.2775e-05	6.8149e-05	0.001225	
8.2975e-05	7.5683e-07	2.264e-07	0.00014016	0.0024027	0.00037079	1.5436e-05	8.6632e-05	0.01	0.01	9.6605e-05	1.402e-06	0.00019963	4.175e-05	6.8156e-05	0.0012429	
8.4017e-05	7.6995e-07	2.2585e-07	0.00013702	0.0024225	0.00036947	1.5231e-05	8.5496e-05	0.01	0.01	9.917e-05	1.3911e-06	0.00020435	4.0717e-05	6.8154e-05	0.0012607	
8.5038e-05	7.7765e-07	2.2347e-07	0.00013384	0.0024419	0.00036814	1.5016e-05	8.4326e-05	0.01	0.01	0.0001017	1.378e-06	0.00020883	3.9676e-05	6.8146e-05	0.0012785	
8.6037e-05	7.8004e-07	2.1927e-07	0.0001306	0.0024612	0.00036681	1.4791e-05	8.3123e-05	0.01	0.01	0.00010418	1.3627e-06	0.0002131	3.8627e-05	6.813e-05	0.0012962	
8.7059e-05	7.8435e-07	2.1556e-07	0.00012757	0.0024814	0.00036549	1.4597e-05	8.2016e-05	0.01	0.01	0.00010682	1.3504e-06	0.00021837	3.759e-05	6.813e-05	0.0013141	
8.8059e-05	7.8322e-07	2.1001e-07	0.00012449	0.0025013	0.00036416	1.4392e-05	8.0874e-05	0.01	0.01	0.00010941	1.3358e-06	0.00022337	3.6545e-05	6.8123e-05	0.001332	
8.9037e-05	7.7665e-07	2.0261e-07	0.00012136	0.002521	0.00036283	1.4178e-05	7.9698e-05	0.01	0.01	0.00011196	1.3189e-06	0.00022813	3.5492e-05	6.8108e-05	0.0013499	
9.0039e-05	7.7225e-07	1.9575e-07	0.00011844	0.0025417	0.00036151	1.3995e-05	7.862e-05	0.01	0.01	0.00011467	1.3052e-06	0.00023403	3.4451e-05	6.8109e-05	0.001368	
9.1066e-05	7.7e-07	1.8941e-07	0.0001157	0.0025635	0.0003602	1.3839e-05	7.7636e-05	0.01	0.01	0.00011754	1.2946e-06	0.00023481	3.3424e-05	6.8127e-05	0.0013864	
9.2072e-05	7.6233e-07	1.8123e-07	0.00011292	0.002585	0.00035888	1.3675e-05	7.6619e-05	0.01	0.01	0.00012037	1.2817e-06	0.0002355	3.2388e-05	6.8137e-05	0.0014048	
9.3056e-05	7.4942e-07	1.7129e-07	0.00011011	0.0026063	0.00035756	1.3502e-05	7.5573e-05	0.01	0.01	0.00012316	1.2667e-06	0.00023611	3.1344e-05	6.8141e-05	0.0014231	
9.4019e-05	7.3126e-07	1.5956e-07	0.00010725	0.0026273	0.00035623	1.3321e-05	7.4496e-05	0.01	0.01	0.00012592	1.2496e-06	0.00023664	3.0293e-05	6.8138e-05	0.0014413	
9.4961e-05	7.0782e-07	1.4605e-07	0.00010435	0.002648	0.0003549	1.3132e-05	7.3388e-05	0.01	0.01	0.00012863	1.2302e-06	0.00023709	2.9235e-05	6.8128e-05	0.0014595	
9.5927e-05	6.8636e-07	1.3298e-07	0.00010163	0.0026698	0.00035358	1.2969e-05	7.237e-05	0.01	0.01	0.0001315	1.2139e-06	0.00023789	2.8188e-05	6.8133e-05	0.0014779	
9.687e-05	6.5927e-07	1.1803e-07	9.8862e-05	0.0026912	0.00035224	1.2797e-05	7.1317e-05	0.01	0.01	0.00013433	1.1951e-06	0.00023859	2.7133e-05	6.8131e-05	0.0014963	
9.7787e-05	6.2635e-07	1.0113e-07	9.6037e-05	0.0027123	0.00035091	1.2614e-05	7.0224e-05	0.01	0.01	0.0001371	1.1738e-06	0.00023917	2.6069e-05	6.812e-05	0.0015146	
9.8678e-05	5.8716e-07	8.213e-08	9.314e-05	0.0027329	0.00034956	1.2418e-05	6.9083e-05	0.01	0.01	0.0001398	1.1497e-06	0.00023962	2.4994e-05	6.8099e-05	0.0015327	
9.9606e-05	5.5206e-07	6.4212e-08	8.1944e-05	0.002755	0.00034823	1.2259e-05	6.8068e-05	0.01	0.01	0.00014273	9.9378e-07	0.00024058	2.3937e-05	6.8101e-05	0.0015513	
0.0001005	5.099e-07	4.3976e-08	7.0407e-05	0.0027765	0.00034688	1.2083e-05	6.6993e-05	0.01	0.01	0.00014556	8.3095e-07	0.00024134	2.2868e-05	6.809e-05	0.0015697	
0.00010136	4.608e-07	2.1448e-08	5.8528e-05	0.0027974	0.00034553	1.1891e-05	6.5859e-05	0.01	0.01	0.00014831	6.6118e-07	0.00024191	2.1786e-05	6.8066e-05	0.001588	
0.00010219	4.0425e-07	2.1505e-08	4.6229e-05	0.0028176	0.00034416	1.168e-05	6.466e-05	0.01	0.01	0.00015096	6.4968e-07	0.00024226	2.193e-05	6.8022e-05	0.0016061	
0.00010299	3.4015e-07	1.9822e-08	3.3492e-05	0.0028372	0.00034278	1.145e-05	6.3392e-05	0.01	0.01	0.00015351	6.3516e-07	0.00024241	2.2065e-05	6.7964e-05	0.001624	
0.00010375	2.6832e-07	1.6391e-08	2.0293e-05	0.0028561	0.00034139	1.1199e-05	6.2054e-05	0.01	0.01	0.00015596	6.1757e-07	0.00024237	2.2191e-05	6.7892e-05	0.0016418	
0.00010447	2.983e-07	2.7443e-08	1.8284e-05	0.0028743	0.00033998	1.0926e-05	6.0643e-05	0.01	0.01	0.00015833	5.9685e-07	0.00024212	2.2309e-05	6.7806e-05	0.0016593	
0.00010516	3.2181e-07	3.6506e-08	1.6196e-05	0.0028918	0.00033856	1.0631e-05	5.9157e-05	0.01	0.01	0.0001606	5.7297e-07	0.00024168	2.2417e-05	6.7707e-05	0.0016768	
0.00010581	3.3888e-07	4.36e-08	1.4028e-05	0.0029087	0.00033712	1.0313e-05	5.7596e-05	0.01	0.01	0.00016278	5.459e-07	0.00024103	2.2517e-05	6.7593e-05	0.001694	
0.00010651	3.5874e-07	5.0916e-08	1.207e-05	0.0029273	0.00033571	9.2462e-06	5.6206e-05	0.01	0.01	0.00016282	5.239e-07	0.00024094	2.2623e-05	6.7507e-05	0.0017117	
0.00010718	3.7215e-07	5.6249e-08	1.0038e-05	0.0029453	0.00033428	8.117e-06	5.4745e-05	0.01	0.01	0.00016281	4.9884e-07	0.00024065	2.272e-05	6.7408e-05	0.0017293	
0.00010789	3.8838e-07	6.1832e-08	8.2001e-06	0.0029649	0.00033288	7.1501e-06	5.3444e-05	0.01	0.01	0.00016292	4.7736e-07	0.0002409	2.2823e-05	6.7335e-05	0.0017473	
0.00010865	4.0763e-07	6.7741e-08	6.5365e-06	0.0029863	0.0003315	6.3218e-06	5.229e-05	0.01	0.01	0.00016093	4.5916e-07	0.0002417	2.2932e-05	6.7288e-05	0.0017657	
0.00010945	4.3054e-07	7.4151e-08	5.0375e-06	0.0030097	0.00033015	5.6175e-06	5.1279e-05	0.01	0.01	0.00015915	4.4421e-07	0.00024317	2.3048e-05	6.7269e-05	0.0017847	
0.00011031	4.5746e-07	8.1163e-08	3.6861e-06	0.0030351	0.00032882	5.0184e-06	5.04e-05	0.01	0.01	0.00015757	4.3229e-07	0.00024546	2.317e-05	6.7278e-05	0.0018041	
0.00011113	4.7721e-07	8.599e-08	3.515e-06	0.0030596	0.00032747	4.9934e-06	4.9457e-05	0.01	0.01	0.0001559	4.1745e-07	0.00024742	2.3283e-05	6.7272e-05	0.0018234	
0.00011191	4.8998e-07	8.8677e-08	3.3315e-06	0.0030833	0.00032611	4.9572e-06	4.8452e-05	0.01	0.01	0.00015415	3.9971e-07	0.00024909	2.3387e-05	6.7252e-05	0.0018425	
0.00011274	5.0586e-07	9.1741e-08	3.1661e-06	0.0031089	0.00032477	4.9405e-06	4.7561e-05	0.01	0.01	0.00015257	3.8446e-07	0.0002515	2.3496e-05	6.7256e-05	0.001862	
0.00011361	5.2486e-07	9.5175e-08	3.017e-06	0.0031363	0.00032345	4.9423e-06	4.6773e-05	0.01	0.01	0.00015115	3.7146e-07	0.00025134	2.361e-05	6.7283e-05	0.0018819	
0.00011445	5.3809e-07	9.6774e-08	2.8599e-06	0.0031632	0.00032213	4.9369e-06	4.5949e-05	0.01	0.01	0.00014968	3.5634e-07	0.00025107	2.3717e-05	6.7301e-05	0.0019018	
0.00011532	5.5326e-07	9.8444e-08	2.7147e-06	0.0031917	0.00032081	4.9463e-06	4.5204e-05	0.01	0.01	0.00014834	3.4273e-07	0.00025119	2.3827e-05	6.7338e-05	0.001922	
0.00011617	5.6314e-07	9.8402e-08	2.5632e-06	0.0032198	0.00031949	4.9498e-06	4.4431e-05	0.01	0.01	0.00014696	3.2725e-07	0.00025123	2.3931e-05	6.7367e-05	0.0019422	
0.00011705	5.7456e-07	9.8316e-08	2.4217e-06	0.0032494	0.00031818	4.9669e-06	4.3727e-05	0.01	0.01	0.00014569	3.1298e-07	0.00025162	2.4037e-05	6.7413e-05	0.0019626	
0.00011796	5.8749e-07	9.8163e-08	2.2895e-06	0.0032805	0.00031689	4.9973e-06	4.309e-05	0.01	0.01	0.00014452	2.9982e-07	0.00025239	2.4146e-05	6.7476e-05	0.0019835	
0.00011885	5.9528e-07	9.634e-08	2.1515e-06	0.0033113	0.00031559	5.0223e-06	4.2427e-05	0.01	0.01	0.00014333	2.8489e-07	0.00025308	2.4249e-05	6.7531e-05	0.0020043	
0.00011977	6.0458e-07	9.443e-08	2.0222e-06	0.0033436	0.0003143	5.0607e-06	4.1827e-05	0.01	0.01	0.00014223	2.7096e-07	0.00025416	2.4354e-05	6.7604e-05	0.0020254	
0.00012071	6.1516e-07	9.2354e-08	1.9002e-06	0.0033775	0.00031302	5.1122e-06	4.1283e-05	0.01	0.01	0.00014122	2.5784e-07	0.00025566	2.4462e-05	6.7691e-05	0.0020468	
0.00012163	6.2058e-07	8.8615e-08	1.7727e-06	0.003411	0.00031174	5.1581e-06	4.0716e-05	0.01	0.01	0.00014019	2.4299e-07	0.00025706	2.4562e-05	6.7772e-05	0.0020682	
0.00012253	6.2082e-07	8.3208e-08	1.6396e-06	0.0034441	0.00031045	5.1986e-06	4.0124e-05	0.01	0.01	0.00013913	2.264e-07	0.00025837	2.4657e-05	6.7846e-05	0.0020895	
0.00012341	6.1568e-07	7.608e-08	1.5005e-06	0.0034768	0.00030915	5.233e-06	3.9505e-05	0.01	0.01	0.00013804	2.0798e-07	0.00025956	2.4745e-05	6.7913e-05	0.0021108	
0.00012432	6.123e-07	6.8888e-08	1.3695e-06	0.0035111	0.00030787	5.2818e-06	3.8948e-05	0.01	0.01	0.00013705	1.9053e-07	0.00025788	2.4836e-05	6.7996e-05	0.0021324	
0.0001252	6.0363e-07	6.0006e-08	1.2328e-06	0.0035451	0.00030657	5.3248e-06	3.8366e-05	0.01	0.01	0.00013603	1.713e-07	0.00025609	2.492e-05	6.8072e-05	0.0021539	
0.00012612	5.9656e-07	5.0986e-08	1.1035e-06	0.0035808	0.00030529	5.3822e-06	3.7842e-05	0.01	0.01	0.00013509	1.5291e-07	0.00025477	2.5007e-05	6.8165e-05	0.0021757	
0.00012701	5.8381e-07	4.0198e-08	9.6784e-07	0.0036159	0.00030401	5.4325e-06	3.7287e-05	0.01	0.01	0.00013413	1.326e-07	0.00025332	2.5087e-05	6.8249e-05	0.0021975	
0.00012793	5.7349e-07	2.9413e-08	8.4074e-07	0.0036531	0.00030273	5.5003e-06	3.68e-05	0.01	0.01	0.00013327	1.1337e-07	0.00025236	2.517e-05	6.8353e-05	0.0022197	
0.00012883	5.571e-07	3.9429e-08	7.0663e-07	0.0036895	0.00030145	5.5597e-06	3.6278e-05	0.01	0.01	0.00013237	9.2109e-08	0.00025126	2.5247e-05	6.8447e-05	0.0022418	
0.0001297	5.3422e-07	4.7548e-08	7.5021e-07	0.0037252	0.00030019	5.6094e-06	3.8048e-05	0.01	0.01	0.00013142	1.063e-07	0.00024992	2.5328e-05	6.8564e-05	0.0022637	
0.00013053	5.0506e-07	5.3831e-08	7.8824e-07	0.0037601	0.00029891	5.6505e-06	3.9759e-05	0.01	0.01	0.00013042	1.1857e-07	0.00024839	2.5401e-05	6.867e-05	0.0022854	
0.0001314	4.7864e-07	6.0054e-08	8.2968e-07	0.0037971	0.00029766	5.7098e-06	4.1615e-05	0.01	0.01	0.00012954	1.3151e-07	0.0002474	2.5478e-05	6.8796e-05	0.0023076	
0.00013231	4.5431e-07	6.6187e-08	8.7435e-07	0.0038363	0.00029641	5.7867e-06	4.3619e-05	0.01	0.01	0.00012875	1.4511e-07	0.00024685	2.556e-05	6.7629e-05	0.0023302	
0.0001332	4.2411e-07	7.0512e-08	9.1365e-07	0.0038747	0.00029516	5.8556e-06	4.5565e-05	0.01	0.01	0.00012792	1.5681e-07	0.00024617	2.5634e-05	6.6447e-05	0.0023527	
0.00013405	3.8808e-07	7.3046e-08	9.4764e-07	0.0039125	0.0002939	5.9166e-06	4.7456e-05	0.01	0.01	0.00012706	1.6663e-07	0.00024535	2.5701e-05	6.5251e-05	0.0023751	
0.00013488	3.4621e-07	7.3795e-08	9.7638e-07	0.0039497	0.00029263	5.9699e-06	4.9293e-05	0.01	0.01	0.00012616	1.746e-07	0.0002444	2.576e-05	6.4041e-05	0.0023974	
0.00013574	3.0644e-07	7.4466e-08	1.0084e-06	0.003989	0.00029137	6.041e-06	5.1278e-05	0.01	0.01	0.00012536	1.8325e-07	0.00024389	2.5823e-05	6.2871e-05	0.0024201	
0.00013658	2.6089e-07	7.3347e-08	1.0351e-06	0.0040276	0.00029011	6.1042e-06	5.3208e-05	0.01	0.01	0.00012453	1.9001e-07	0.00024326	2.5879e-05	6.1687e-05	0.0024426	
0.00013745	2.1699e-07	7.2105e-08	1.0651e-06	0.0040683	0.00028886	5.8832e-06	5.5289e-05	0.01	0.01	0.00012378	1.9745e-07	0.00023839	2.5939e-05	6.0541e-05	0.0024656	
0.00013836	1.7466e-07	7.0794e-08	1.0987e-06	0.0041114	0.00028762	5.69e-06	5.7541e-05	0.01	0.01	0.00012313	2.0569e-07	0.0002346	2.6002e-05	5.9434e-05	0.002489	
0.00013931	1.3351e-07	6.9405e-08	1.1363e-06	0.004157	0.0002864	5.5221e-06	5.998e-05	0.01	0.01	0.00012257	2.1481e-07	0.00023168	2.6069e-05	5.8364e-05	0.0025129	
0.00014024	1.7221e-07	6.6271e-08	1.1686e-06	0.0042019	0.00028519	5.3456e-06	6.2357e-05	0.01	0.01	0.00012198	2.2207e-07	0.00022856	2.614e-05	5.733e-05	0.0025367	
0.00014113	2.0563e-07	6.1397e-08	1.1957e-06	0.0042461	0.00028398	5.1602e-06	6.4675e-05	0.01	0.01	0.00012136	2.2747e-07	0.00022523	2.6204e-05	5.6284e-05	0.0025604	
0.00014207	2.3361e-07	5.4725e-08	1.2173e-06	0.0042895	0.00028275	4.9609e-06	6.7238e-05	0.01	0.01	0.0001207	2.3094e-07	0.00022166	2.6261e-05	5.5224e-05	0.0025845	
0.00014298	2.6211e-07	4.7892e-08	1.2424e-06	0.0043353	0.00028152	4.7864e-06	6.96e-05	0.01	0.01	0.00012013	2.3516e-07	0.00021887	2.631e-05	5.4152e-05	0.0026085	
0.00014387	2.8535e-07	3.9332e-08	1.2623e-06	0.0043804	0.00028028	4.6032e-06	7.1903e-05	0.01	0.01	0.00011953	2.3754e-07	0.00021588	2.6353e-05	5.3068e-05	0.0026324	
0.00014479	3.088e-07	3.0457e-08	1.2852e-06	0.0044277	0.00027904	4.4403e-06	7.4369e-05	0.01	0.01	0.000119	2.405e-07	0.00021354	2.6398e-05	5.2015e-05	0.0026567	
0.00014568	3.2711e-07	4.557e-08	1.3031e-06	0.0044744	0.00027781	4.2697e-06	7.6781e-05	0.01	0.01	0.00011844	2.4168e-07	0.00021103	2.6436e-05	5.0952e-05	0.0026809	
0.00014655	3.4037e-07	5.8943e-08	1.3162e-06	0.0045205	0.00027656	4.0917e-06	7.9143e-05	0.01	0.01	0.00011787	2.4113e-07	0.00020838	2.6468e-05	4.9877e-05	0.0027051	
0.00014745	3.5384e-07	7.2368e-08	1.3322e-06	0.0045689	0.00027532	3.933e-06	8.167e-05	0.01	0.01	0.00011736	2.4113e-07	0.0002063	2.6502e-05	4.8834e-05	0.0027296	
0.00014832	3.6246e-07	8.4108e-08	1.3437e-06	0.0046168	0.00027408	3.7682e-06	8.4154e-05	0.01	0.01	0.00011683	2.3947e-07	0.00020412	2.653e-05	4.7782e-05	0.002754	
0.00014924	3.7127e-07	9.5943e-08	1.3579e-06	0.0046669	0.00027285	3.6213e-06	8.6808e-05	0.01	0.01	0.00011637	2.3834e-07	0.00020243	2.656e-05	4.676e-05	0.0027788	
0.00015012	3.7525e-07	1.0609e-07	1.3677e-06	0.0047166	0.00027161	3.4684e-06	8.9418e-05	0.01	0.01	0.00011589	2.3558e-07	0.00020065	2.6585e-05	4.5729e-05	0.0028036	
0.00015105	3.7943e-07	1.1638e-07	1.3803e-06	0.0047685	0.00027039	3.3322e-06	9.2206e-05	0.01	0.01	0.00011548	2.3332e-07	0.00019104	2.6612e-05	4.4727e-05	0.0028288	
0.00015194	3.7865e-07	1.2492e-07	1.3883e-06	0.0048199	0.00026916	3.1897e-06	9.4944e-05	0.01	0.01	0.00011505	2.2938e-07	0.00018098	2.6632e-05	4.3716e-05	0.0028539	
0.00015287	3.7807e-07	1.3365e-07	1.3991e-06	0.0048737	0.00026793	3.0627e-06	9.7868e-05	0.01	0.01	0.00011468	2.2593e-07	0.00017279	2.6655e-05	4.2733e-05	0.0028794	
0.00015384	3.7768e-07	1.4261e-07	1.4128e-06	0.00493	0.00026672	2.95e-06	0.00010099	0.01	0.01	0.00011438	2.2294e-07	0.00016614	2.668e-05	4.1778e-05	0.0029053	
0.00015483	3.7749e-07	1.5185e-07	1.4295e-06	0.0049888	0.00026552	2.8505e-06	0.00010432	0.01	0.01	0.00011414	2.204e-07	0.00016074	2.6708e-05	4.0849e-05	0.0029316	
0.00015581	3.7234e-07	1.5932e-07	1.4414e-06	0.005047	0.00026432	2.7454e-06	0.00010759	0.01	0.01	0.00011388	2.1618e-07	0.00015508	2.6729e-05	3.9912e-05	0.0029579	
0.00015681	3.6736e-07	1.6711e-07	1.4564e-06	0.0051078	0.00026312	2.6528e-06	0.00011108	0.01	0.01	0.00011369	2.124e-07	0.00015049	2.6753e-05	3.9001e-05	0.0029846	
0.0001578	3.5743e-07	1.7312e-07	1.4667e-06	0.0051681	0.00026192	2.5547e-06	0.00011451	0.01	0.01	0.00011347	2.0695e-07	0.00014568	2.6771e-05	3.8081e-05	0.0030111	
0.00015876	3.4268e-07	1.7741e-07	1.4724e-06	0.0052278	0.00026071	2.4518e-06	0.00011789	0.01	0.01	0.00011324	1.9988e-07	0.00014066	2.6782e-05	3.7153e-05	0.0030377	
0.00015975	3.2807e-07	1.8204e-07	1.4811e-06	0.0052902	0.00025951	2.3607e-06	0.0001215	0.01	0.01	0.00011307	1.9323e-07	0.0001366	2.6796e-05	3.6251e-05	0.0030646	
0.00016073	3.0865e-07	1.8495e-07	1.4853e-06	0.0053521	0.0002583	2.2647e-06	0.00012505	0.01	0.01	0.00011288	1.8497e-07	0.00013236	2.6803e-05	3.534e-05	0.0030915	
0.00016173	2.8929e-07	1.8821e-07	1.4926e-06	0.0054168	0.00025711	2.1799e-06	0.00012884	0.01	0.01	0.00011275	1.7709e-07	0.00012894	2.6813e-05	3.4455e-05	0.0031188	
0.00016272	2.6501e-07	1.8969e-07	1.4951e-06	0.0054808	0.00025591	2.0899e-06	0.00013257	0.01	0.01	0.0001126	1.6755e-07	0.00012534	2.6817e-05	3.3561e-05	0.003146	
0.00016374	2.407e-07	1.9155e-07	1.5007e-06	0.0055477	0.00025472	2.0105e-06	0.00013655	0.01	0.01	0.00011252	1.5836e-07	0.00012245	2.6823e-05	3.2692e-05	0.0031737	
0.00016479	2.1602e-07	1.937e-07	1.5091e-06	0.0056175	0.00025354	1.9401e-06	0.00014078	0.01	0.01	0.00011249	1.494e-07	0.00012011	2.6831e-05	3.1845e-05	0.0032018	
0.00016587	1.9104e-07	1.9626e-07	1.5207e-06	0.0056905	0.00025237	1.8788e-06	0.00014529	0.01	0.01	0.00011253	1.4071e-07	0.00011825	2.6842e-05	3.1022e-05	0.0032303	
0.000167	1.6562e-07	1.9924e-07	1.5355e-06	0.0057667	0.00025121	1.8259e-06	0.0001501	0.01	0.01	0.00011263	1.3224e-07	0.00011681	2.6855e-05	3.0222e-05	0.0032593	
0.00016816	1.3961e-07	2.0268e-07	1.5536e-06	0.0058463	0.00025006	1.781e-06	0.00015524	0.01	0.01	0.00011279	1.2395e-07	0.00011571	2.6871e-05	2.9445e-05	0.0032888	
0.00016929	2.0813e-07	2.0429e-07	1.5669e-06	0.0059251	0.0002489	1.7317e-06	0.00016029	0.01	0.01	0.00011293	1.1404e-07	0.00011453	2.688e-05	2.8658e-05	0.0033182	
0.00017046	2.7859e-07	2.0628e-07	1.5832e-06	0.0060073	0.00024776	1.6895e-06	0.00016565	0.01	0.01	0.00011313	1.0421e-07	0.00011365	2.6892e-05	2.7893e-05	0.0033481	
0.00017167	3.5143e-07	2.0867e-07	1.6028e-06	0.006093	0.00024662	1.6542e-06	0.00017137	0.01	0.01	0.0001134	9.4416e-08	0.00011303	2.6906e-05	2.7148e-05	0.0033784	
0.00017291	4.2753e-07	2.1159e-07	1.626e-06	0.0061826	0.0002455	1.626e-06	0.00017746	0.01	0.01	0.00011373	8.47e-08	0.00011267	2.6922e-05	2.6424e-05	0.0034092	
