Trachypithecus_francoisi	Theropithecus_gelada	Sapajus_apella	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Propithecus_coquereli	Prolemur_simus	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Otolemur_garnettii	Nomascus_leucogenys	Microcebus_murinus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Hylobates_moloch	Homo_sapiens	Gorilla_gorilla	Colobus_angolensis	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_imitator	Carlito_syrichta	Callithrix_jacchus	Aotus_nancymaae	
0.00049259	0.00025209	0.00022308	2.1074e-07	0.00088639	0.0089856	1.7627e-05	3.8488e-05	0.001199	0.004203	0.0012136	0.009988	0.009988	9.5171e-07	0.0003639	2.0248e-06	0.0023915	0.015109	0.01	0.01	0.00099991	0.00064294	0.0021793	0.0084694	5.3881e-06	0.00090767	0.00046522	2.3364e-06	6.8924e-05	0.00050702	
0.00048916	0.00024985	0.00022065	2.0549e-07	0.00088364	0.0089852	1.6612e-05	3.8163e-05	0.0011985	0.0042009	0.0012092	0.009988	0.009988	8.0539e-07	0.00036257	2.0261e-06	0.0023927	0.01509	0.01	0.01	0.00099548	0.00063611	0.0021918	0.0084688	5.21e-06	0.00090437	0.00046279	2.707e-06	6.9767e-05	0.00050201	
0.00048578	0.00024764	0.00021818	1.9559e-07	0.00088093	0.0089848	1.5735e-05	3.7904e-05	0.001198	0.0041989	0.0012049	0.009988	0.009988	6.911e-07	0.00035696	2.0408e-06	0.002394	0.015071	0.01	0.01	0.0009911	0.00062946	0.0022046	0.0084682	5.0384e-06	0.0009011	0.00046034	2.7872e-06	7.0557e-05	0.00049695	
0.00048246	0.00024546	0.00021578	1.8652e-07	0.00087824	0.0089844	1.4982e-05	3.7707e-05	0.0011977	0.0041969	0.0012007	0.009988	0.009988	6.0216e-07	0.00035147	2.0693e-06	0.0023955	0.015052	0.01	0.01	0.00098676	0.00062299	0.0022175	0.0084676	4.873e-06	0.00089785	0.00045794	2.667e-06	7.1448e-05	0.00049204	
0.0004791	0.00024327	0.00021334	1.7286e-07	0.00087553	0.008984	1.4141e-05	3.7482e-05	0.0011973	0.004195	0.0011964	0.009988	0.009988	5.007e-07	0.00034593	2.0849e-06	0.0023969	0.015034	0.01	0.01	0.00098239	0.00061645	0.0022303	0.008467	4.6963e-06	0.00089459	0.00045552	2.9126e-06	7.2286e-05	0.00048707	
0.00047571	0.000241	0.00021096	1.6074e-07	0.00087281	0.0089836	1.3513e-05	3.6431e-05	0.001197	0.0041929	0.0012045	0.009988	0.009988	4.2791e-07	0.00034051	2.1312e-06	0.0023983	0.015015	0.01	0.01	0.00097805	0.00061008	0.0022434	0.0084664	5.0553e-06	0.00089131	0.00045316	2.9303e-06	7.3228e-05	0.00048224	
0.0004723	0.00023871	0.00020864	1.5006e-07	0.00087007	0.0089832	1.2818e-05	3.5313e-05	0.0011905	0.0041909	0.0012126	0.009988	0.009988	4.4541e-07	0.00033519	2.1631e-06	0.0023996	0.014996	0.01	0.01	0.00097375	0.0006039	0.0022566	0.0084658	5.4012e-06	0.00088802	0.00045086	2.9075e-06	7.4108e-05	0.00047732	
0.00046894	0.00023646	0.00020638	1.398e-07	0.00086736	0.0089828	1.2226e-05	3.4327e-05	0.0011842	0.0041889	0.0012208	0.009988	0.009988	4.7259e-07	0.00032998	2.2097e-06	0.002401	0.014977	0.01	0.01	0.00096949	0.00059788	0.0022701	0.0084652	5.7588e-06	0.00088475	0.00044862	2.9403e-06	7.5094e-05	0.00047255	
0.00046555	0.00023418	0.00020418	1.3006e-07	0.00086463	0.0089824	1.1737e-05	3.3468e-05	0.0011779	0.0041869	0.001229	0.009988	0.009988	5.1296e-07	0.00032473	2.2732e-06	0.0024026	0.014958	0.01	0.01	0.0009652	0.0005918	0.0022835	0.0084646	6.1031e-06	0.00088151	0.00044645	2.7977e-06	7.6201e-05	0.00046792	
0.00046213	0.0002319	0.00020194	1.1591e-07	0.00086189	0.0089819	1.117e-05	3.256e-05	0.0011714	0.0041849	0.001237	0.009988	0.009988	5.4535e-07	0.00031944	2.3232e-06	0.0024041	0.014939	0.01	0.01	0.00096089	0.00058564	0.0022967	0.0084639	6.4341e-06	0.00087826	0.00044425	2.6166e-06	7.725e-05	0.00046324	
0.00045876	0.00022963	0.00019968	1.6009e-07	0.00085917	0.0089815	1.0692e-05	3.1767e-05	0.0011649	0.0041829	0.0012453	0.009988	0.009988	5.2867e-07	0.00031411	2.3893e-06	0.0024057	0.01492	0.01	0.01	0.00095656	0.00057943	0.0023099	0.0084633	6.777e-06	0.00087503	0.00044201	2.5541e-06	7.8238e-05	0.00045849	
0.00045536	0.00022736	0.00019739	1.99e-07	0.00085644	0.0089811	1.0139e-05	3.0929e-05	0.0011583	0.0041809	0.0012534	0.009988	0.009988	5.0499e-07	0.00030874	2.4417e-06	0.0024073	0.014902	0.01	0.01	0.00095221	0.00057314	0.002323	0.0084627	7.1066e-06	0.00087178	0.00043975	2.4626e-06	7.9171e-05	0.00045368	
0.00045194	0.00022507	0.00019507	2.3272e-07	0.00085369	0.0089807	9.5101e-06	3.0044e-05	0.0011517	0.0041788	0.0012615	0.009988	0.009988	4.7411e-07	0.00030332	2.4805e-06	0.0024089	0.014883	0.01	0.01	0.00094784	0.00056679	0.0023359	0.0084621	7.423e-06	0.00086852	0.00043745	2.3406e-06	8.0049e-05	0.00044883	
0.00044848	0.00022276	0.00019272	2.613e-07	0.00085093	0.0089803	8.8031e-06	2.911e-05	0.001145	0.0041768	0.0012696	0.009988	0.009988	4.3579e-07	0.00029786	2.5057e-06	0.0024103	0.014864	0.01	0.01	0.00094344	0.00056037	0.0023488	0.0084615	7.7262e-06	0.00086524	0.00043513	2.1864e-06	8.0873e-05	0.00044391	
0.000445	0.00022048	0.00019044	2.8347e-07	0.00084815	0.0089799	8.0168e-06	2.8127e-05	0.0011381	0.0041747	0.0012778	0.009988	0.009988	3.8958e-07	0.00029237	2.5175e-06	0.0024119	0.014845	0.01	0.01	0.00093903	0.00055388	0.0023616	0.0084609	8.0164e-06	0.00086199	0.00043287	2.3704e-06	8.1644e-05	0.00043894	
0.00044149	0.00021819	0.00018813	3.006e-07	0.00084536	0.0089794	7.1493e-06	2.7115e-05	0.0011313	0.0041725	0.0012859	0.009988	0.009988	3.3521e-07	0.00028683	2.5157e-06	0.0024135	0.014826	0.01	0.01	0.00093459	0.00054733	0.0023742	0.0084602	8.2935e-06	0.00085873	0.00043059	2.5195e-06	8.2361e-05	0.00043392	
0.00043795	0.00021588	0.00018579	3.1271e-07	0.00084255	0.008979	6.198e-06	2.6048e-05	0.0011243	0.0041703	0.001294	0.009988	0.009988	2.7214e-07	0.00028124	2.5003e-06	0.002415	0.014807	0.01	0.01	0.00093013	0.0005407	0.0023868	0.0084596	8.5575e-06	0.00085545	0.00042827	2.6355e-06	8.3026e-05	0.00042883	
0.00043447	0.0002136	0.00018351	3.2715e-07	0.00083977	0.0089786	5.3485e-06	2.5106e-05	0.0011175	0.0041682	0.0013022	0.009988	0.009988	2.2256e-07	0.00027577	2.5005e-06	0.0024166	0.014788	0.01	0.01	0.00092571	0.00053425	0.0023995	0.0084589	8.8328e-06	0.00085219	0.00042602	2.823e-06	8.3792e-05	0.00042389	
0.00043103	0.00021134	0.00018128	2.8349e-07	0.00083701	0.0089781	5.6177e-06	2.4028e-05	0.001111	0.0041662	0.0013105	0.0099879	0.0099879	1.5795e-07	0.0002704	2.4722e-06	0.0024184	0.014769	0.01	0.01	0.00092132	0.00052796	0.0024125	0.0084583	9.1198e-06	0.00084896	0.00042383	2.8759e-06	8.4666e-05	0.00041909	
0.00042764	0.00020912	0.00017911	2.432e-07	0.00083427	0.0089777	5.936e-06	2.3075e-05	0.0011046	0.0041642	0.0013189	0.0099879	0.0099879	1.0626e-07	0.00026514	2.4594e-06	0.0024203	0.014751	0.01	0.01	0.00091696	0.00052185	0.0024257	0.0084577	9.419e-06	0.00084575	0.0004217	2.7197e-06	8.5651e-05	0.00041443	
0.00042423	0.00020687	0.00017699	2.0578e-07	0.00083153	0.0089773	6.1924e-06	2.2071e-05	0.0010981	0.0041622	0.0013272	0.0099879	0.0099879	4.6947e-08	0.00025983	2.4333e-06	0.0024221	0.014732	0.01	0.01	0.00091258	0.00051567	0.0024388	0.0084571	9.7047e-06	0.00084252	0.00041963	2.5267e-06	8.6753e-05	0.00040989	
0.00042078	0.00020462	0.00017484	1.63e-07	0.00082876	0.0089769	6.364e-06	2.1997e-05	0.0010916	0.0041602	0.0013355	0.0099879	0.0099879	3.6683e-08	0.00025449	2.3875e-06	0.0024238	0.014714	0.01	0.01	0.00090818	0.00050942	0.0024517	0.0084565	9.977e-06	0.00083928	0.00041752	2.2858e-06	8.7795e-05	0.00040531	
0.00041731	0.00020234	0.00017266	1.8683e-07	0.00082598	0.0089765	6.4745e-06	2.1902e-05	0.001085	0.0041581	0.0013438	0.0099879	0.0099879	2.2536e-08	0.0002491	2.328e-06	0.0024256	0.014695	0.01	0.01	0.00090375	0.0005031	0.0024646	0.0084559	1.0236e-05	0.00083602	0.00041539	1.9998e-06	8.8778e-05	0.00040067	
0.00041381	0.00020005	0.00017045	2.0586e-07	0.00082319	0.0089761	6.5241e-06	2.1785e-05	0.0010785	0.004156	0.001352	0.0099879	0.0099879	2.8653e-08	0.00024382	2.2546e-06	0.0024272	0.014676	0.01	0.01	0.00089937	0.00049696	0.0024777	0.0084553	1.0481e-05	0.00083275	0.00041322	1.6629e-06	8.9703e-05	0.00039598	
0.00041036	0.00019779	0.0001683	2.262e-07	0.00082042	0.0089757	6.6202e-06	2.171e-05	0.0010723	0.004154	0.0013603	0.0099879	0.0099879	3.5614e-08	0.00023865	2.1971e-06	0.002429	0.014658	0.01	0.01	0.00089501	0.00049099	0.002491	0.0084547	1.0739e-05	0.0008295	0.00041111	1.4261e-06	9.0744e-05	0.00039142	
0.00040696	0.00019555	0.0001662	2.4808e-07	0.00081767	0.0089753	6.6558e-06	2.1615e-05	0.0010663	0.004152	0.0013688	0.0099879	0.0099879	3.8615e-08	0.00023357	2.1262e-06	0.0024309	0.014639	0.01	0.01	0.00089069	0.00048517	0.0025045	0.0084541	1.1009e-05	0.00082628	0.00040906	1.2711e-06	9.1905e-05	0.00038698	
0.00040353	0.0001933	0.00016414	2.6474e-07	0.00081491	0.0089748	8.6899e-06	2.1498e-05	0.0010601	0.00415	0.0013771	0.0099879	0.0099879	3.8178e-08	0.00022846	2.0379e-06	0.0024328	0.014621	0.01	0.01	0.00088634	0.00047928	0.0025179	0.0084535	1.1265e-05	0.00082304	0.00040707	1.0849e-06	9.3007e-05	0.0003825	
0.00040015	0.00019108	0.00016207	2.7653e-07	0.00081217	0.0089745	1.0962e-05	2.1422e-05	0.0010542	0.0041481	0.0013856	0.0099879	0.0099879	3.8542e-08	0.00022344	1.9652e-06	0.0024347	0.014603	0.01	0.01	0.00088203	0.00047355	0.0025315	0.0084529	1.1533e-05	0.00081982	0.00040505	9.563e-07	9.4048e-05	0.00037797	
0.00039674	0.00018884	0.00015996	2.8357e-07	0.00080942	0.008974	1.3102e-05	2.1327e-05	0.0010482	0.0041461	0.0013941	0.0099879	0.0099879	3.5528e-08	0.00021839	1.8795e-06	0.0024367	0.014584	0.01	0.01	0.00087769	0.00046776	0.002545	0.0084523	1.1789e-05	0.00081659	0.000403	8.0144e-07	0.00010337	0.00037338	
0.00039338	0.00018663	0.0001579	2.9187e-07	0.00080669	0.0089737	1.5487e-05	2.1272e-05	0.0010423	0.0041442	0.0014026	0.0099879	0.0099879	3.3148e-08	0.00021343	1.8077e-06	0.0024387	0.014566	0.01	0.01	0.00087339	0.00046212	0.0025587	0.0084517	1.2056e-05	0.00081338	0.000401	6.9202e-07	0.00011337	0.00036892	
0.00039007	0.00018444	0.0001559	3.0179e-07	0.00080399	0.0089733	1.8168e-05	2.1257e-05	0.0010367	0.0041424	0.0014113	0.0099879	0.0099879	3.144e-08	0.00020856	1.7501e-06	0.0024409	0.014548	0.01	0.01	0.00086911	0.00045663	0.0025727	0.0084512	1.2337e-05	0.00081019	0.00039906	6.1888e-07	0.00012414	0.00036458	
0.0003868	0.00018228	0.00015393	3.131e-07	0.0008013	0.0089729	2.1158e-05	2.1281e-05	0.0010311	0.0041406	0.0014201	0.0099879	0.0099879	3.0113e-08	0.00020378	1.7042e-06	0.0024432	0.014531	0.01	0.01	0.00086487	0.00045127	0.0025868	0.0084506	1.263e-05	0.00080703	0.00039717	5.7153e-07	0.00013568	0.00036036	
0.00038357	0.00018014	0.00015201	3.2595e-07	0.00079864	0.0089726	2.4497e-05	2.1343e-05	0.0010258	0.0041389	0.001429	0.0099879	0.0099879	2.9111e-08	0.00019909	1.6697e-06	0.0024456	0.014513	0.01	0.01	0.00086066	0.00044604	0.0026012	0.0084501	1.2937e-05	0.00080389	0.00039532	5.4545e-07	0.00014805	0.00035625	
0.00038039	0.00017802	0.00015013	3.4051e-07	0.00079601	0.0089722	2.8265e-05	2.1448e-05	0.0010206	0.0041373	0.001438	0.0099879	0.0099879	2.8601e-08	0.00019449	1.6472e-06	0.0024482	0.014496	0.01	0.01	0.00085647	0.00044096	0.0026157	0.0084496	1.3258e-05	0.00080077	0.00039353	5.4024e-07	0.00016133	0.00035226	
0.00037719	0.0001759	0.00014823	3.5014e-07	0.00079335	0.0089719	3.1836e-05	2.1533e-05	0.0010153	0.0041356	0.001447	0.0099879	0.0099879	2.4865e-08	0.00018985	1.6131e-06	0.0024507	0.014478	0.01	0.01	0.00085227	0.00043582	0.0026302	0.0084491	1.3566e-05	0.00079763	0.00039171	5.2047e-07	0.00017425	0.00034821	
0.00037395	0.00017375	0.00014638	3.6204e-07	0.00079069	0.0089715	3.5146e-05	2.1597e-05	0.00101	0.0041339	0.0014559	0.0099879	0.0099879	1.7839e-08	0.00018518	1.9304e-06	0.0024531	0.014461	0.01	0.01	0.00084804	0.00043063	0.0026446	0.0084486	1.3859e-05	0.00079448	0.00038995	4.8542e-07	0.00018821	0.00034429	
0.00037077	0.00017164	0.00014456	3.7604e-07	0.00078805	0.0089712	3.8874e-05	2.1703e-05	0.0010048	0.0041323	0.0014649	0.0099879	0.0099879	1.1154e-08	0.0001806	2.2862e-06	0.0024557	0.014443	0.01	0.01	0.00084385	0.00042557	0.0026592	0.0084481	1.4167e-05	0.00079136	0.00038824	4.6986e-07	0.00020323	0.00034048	
0.00036755	0.0001695	0.00014273	3.849e-07	0.00078539	0.0089709	4.2391e-05	2.1786e-05	0.00099955	0.0041306	0.0014739	0.0099879	0.0099879	1.4318e-08	0.00017598	2.619e-06	0.0024583	0.014426	0.01	0.01	0.00083963	0.00042046	0.0026737	0.0084476	1.4461e-05	0.00078822	0.0003865	5.9261e-07	0.00021782	0.00033662	
0.00036439	0.0001674	0.00014094	3.9637e-07	0.00078276	0.0089705	4.6433e-05	2.1915e-05	0.00098089	0.004129	0.001483	0.0099879	0.0099879	1.7378e-08	0.00017146	2.6645e-06	0.0024609	0.014409	0.01	0.01	0.00083545	0.00041549	0.0026884	0.0084471	1.4771e-05	0.0007851	0.00038481	7.6868e-07	0.0002336	0.00033288	
0.00036127	0.00016531	0.00013919	4.102e-07	0.00078015	0.0089702	5.0992e-05	2.2088e-05	0.00096268	0.0041274	0.0014922	0.0099879	0.0099879	2.0356e-08	0.00016702	2.7264e-06	0.0024637	0.014392	0.01	0.01	0.0008313	0.00041065	0.0027033	0.0084466	1.5097e-05	0.000782	0.00038317	1.0134e-06	0.00025059	0.00032924	
0.00035819	0.00016326	0.00013749	4.2694e-07	0.00077756	0.0089699	5.8765e-05	2.1915e-05	0.00094493	0.004126	0.0015016	0.0099879	0.0099879	2.3965e-08	0.00016266	2.6323e-06	0.0024667	0.014375	0.01	0.01	0.00082718	0.00040594	0.0027185	0.0084462	1.544e-05	0.00077893	0.00038159	1.3641e-06	0.00026897	0.00032572	
0.00035509	0.00016119	0.00013576	4.3847e-07	0.00077496	0.0089696	6.6165e-05	2.172e-05	0.00092702	0.0041245	0.0015109	0.0099878	0.0099878	2.4402e-08	0.00015827	2.5239e-06	0.0024695	0.014358	0.01	0.01	0.00082303	0.00040118	0.0027336	0.0084457	1.5769e-05	0.00077584	0.00037998	1.6679e-06	0.00028685	0.00032215	
0.00035204	0.00015914	0.00013408	4.529e-07	0.00077239	0.0089693	7.4546e-05	2.1573e-05	0.00090957	0.004123	0.0015203	0.0099878	0.0099878	2.5146e-08	0.00015396	2.4347e-06	0.0024726	0.014342	0.01	0.01	0.00081892	0.00039655	0.0027489	0.0084453	1.6115e-05	0.00077278	0.00037842	2.0981e-06	0.00030615	0.00031869	
0.00034903	0.00015712	0.00013243	4.7042e-07	0.00076984	0.008969	8.4039e-05	2.147e-05	0.00089257	0.0041217	0.0015299	0.0099878	0.0099878	2.6237e-08	0.00014975	2.3634e-06	0.0024757	0.014325	0.01	0.01	0.00081484	0.00039204	0.0027645	0.0084449	1.648e-05	0.00076974	0.00037691	2.7063e-06	0.00032701	0.00031533	
0.00034606	0.00015513	0.00013083	4.9128e-07	0.00076731	0.0089687	9.48e-05	2.1411e-05	0.00087601	0.0041204	0.0015396	0.0099878	0.0099878	2.775e-08	0.00014561	2.3089e-06	0.002479	0.014309	0.01	0.01	0.00081079	0.00038766	0.0027803	0.0084445	1.6863e-05	0.00076673	0.00037546	3.567e-06	0.00034954	0.00031208	
0.00034314	0.00015316	0.00012928	5.1582e-07	0.00076481	0.0089685	0.00010701	2.1395e-05	0.00085989	0.0041192	0.0015495	0.0099878	0.0099878	2.9812e-08	0.00014155	2.2706e-06	0.0024825	0.014293	0.01	0.01	0.00080677	0.00038341	0.0027963	0.0084441	1.7266e-05	0.00076373	0.00037405	4.7903e-06	0.0003739	0.00030892	
0.0003402	0.00015117	0.00012769	5.3473e-07	0.00076229	0.0089682	0.00012138	2.0925e-05	0.00084362	0.0041179	0.0015592	0.0099878	0.0099878	3.5081e-08	0.00013747	2.2535e-06	0.0024859	0.014277	0.01	0.01	0.00080273	0.0003791	0.0028123	0.0084437	1.7654e-05	0.00076073	0.00037262	5.4175e-06	0.00039758	0.00030572	
0.00033722	0.00014921	0.00012615	5.5771e-07	0.00075976	0.008968	0.0001458	1.9738e-05	0.00082776	0.0041166	0.0015692	0.0099878	0.0099878	4.2321e-08	0.00013346	2.0814e-06	0.0024894	0.014261	0.01	0.01	0.00079872	0.00037492	0.0028285	0.0084433	1.8061e-05	0.00075774	0.00037123	6.3416e-06	0.00042323	0.00030263	
0.00033429	0.00014727	0.00012459	5.7496e-07	0.00075725	0.0089677	0.00016898	1.972e-05	0.0008123	0.0041154	0.0015792	0.0099878	0.0099878	4.5829e-08	0.00012953	1.8914e-06	0.0024931	0.014245	0.01	0.01	0.00079474	0.00037084	0.0028449	0.008443	1.8488e-05	0.00075478	0.00036983	7.133e-06	0.00044815	0.00029949	
0.00033141	0.00014535	0.00012306	5.9594e-07	0.00075476	0.0089675	0.00019514	1.9742e-05	0.00079724	0.0041142	0.0015894	0.0099878	0.0099878	5.0647e-08	0.00012567	1.7249e-06	0.0024969	0.014229	0.01	0.01	0.00079079	0.00036688	0.0028616	0.0084426	1.8936e-05	0.00075183	0.00036846	8.2511e-06	0.00045595	0.00029645	
0.00032849	0.00014342	0.00012157	5.4002e-07	0.00075226	0.0089672	0.00022467	1.9804e-05	0.00078203	0.004113	0.0015995	0.0099878	0.0099878	5.7049e-08	0.00012178	1.5792e-06	0.0025007	0.014213	0.01	0.01	0.00078681	0.00036287	0.0028782	0.0084422	1.9367e-05	0.00074888	0.00036715	9.831e-06	0.00046438	0.00029349	
0.00032562	0.00014151	0.00012012	4.9011e-07	0.00074978	0.008967	0.00025799	1.9907e-05	0.00076723	0.0041119	0.0016098	0.0099878	0.0099878	6.5383e-08	0.00011797	1.4519e-06	0.0025046	0.014198	0.01	0.01	0.00078287	0.00035897	0.002895	0.0084419	1.9822e-05	0.00074594	0.00036589	1.2057e-05	0.00047356	0.00029063	
0.00032279	0.00013958	0.00011871	4.4495e-07	0.00074732	0.0089667	0.00029556	2.0052e-05	0.0007528	0.0041108	0.00162	0.0099878	0.0099878	7.6089e-08	0.00011423	1.3409e-06	0.0025087	0.014183	0.01	0.01	0.00077896	0.00035518	0.0029121	0.0084416	2.0298e-05	0.00074303	0.00036467	1.5167e-05	0.00048346	0.00028786	
0.00032	0.00013767	0.00011733	4.0397e-07	0.00074489	0.0089665	0.00033791	2.0241e-05	0.00073873	0.0041098	0.0016303	0.0099878	0.0099878	8.9732e-08	0.00011056	1.2443e-06	0.0025129	0.014168	0.01	0.01	0.00077507	0.0003515	0.0029295	0.0084413	2.0796e-05	0.00074014	0.00036349	1.9504e-05	0.00049416	0.00028516	
0.00031719	0.00013575	0.00011593	3.5716e-07	0.00074244	0.0089663	0.00037834	2.0408e-05	0.00072453	0.0041088	0.0016405	0.0099878	0.0099878	9.9051e-08	0.00010686	1.1348e-06	0.002517	0.014152	0.01	0.01	0.00077116	0.00034777	0.0029467	0.0084409	2.1277e-05	0.00073723	0.00036229	2.3322e-05	0.00050453	0.00028244	
0.00031435	0.00013381	0.00011451	3.0444e-07	0.00073998	0.0089661	0.00041692	2.0553e-05	0.0007102	0.0041078	0.0016507	0.0099878	0.0099878	1.0412e-07	0.00010671	1.0122e-06	0.0025211	0.014137	0.01	0.01	0.00076716	0.00034399	0.0029638	0.0084406	2.1742e-05	0.00073431	0.00036106	2.6682e-05	0.0005146	0.00027967	
0.00031155	0.0001319	0.00011312	2.5625e-07	0.00073754	0.0089659	0.00046077	2.0746e-05	0.00069625	0.0041068	0.001661	0.0099878	0.0099878	1.1263e-07	0.00010658	9.0487e-07	0.0025253	0.014122	0.01	0.01	0.00076318	0.00034033	0.0029812	0.0084403	2.2231e-05	0.00073141	0.00035989	3.1482e-05	0.00052553	0.000277	
0.00030873	0.00012997	0.00011171	2.0233e-07	0.00073508	0.0089657	0.00050265	2.0917e-05	0.00068217	0.0041057	0.0016713	0.0099878	0.0099878	1.1682e-07	0.00010643	7.8498e-07	0.0025295	0.014107	0.01	0.01	0.00075919	0.00033662	0.0029985	0.00844	2.2702e-05	0.0007285	0.00035868	3.5715e-05	0.00053613	0.00027428	
0.00030588	0.00012803	0.00011028	2.2564e-07	0.00073261	0.0089654	0.00054261	2.1067e-05	0.00066796	0.0041047	0.0016815	0.0099878	0.0099878	1.167e-07	0.00010628	6.5214e-07	0.0025336	0.014092	0.01	0.01	0.00075517	0.00033287	0.0030157	0.0084397	2.3157e-05	0.00072557	0.00035745	3.944e-05	0.00054642	0.00027154	
0.00030301	0.00012611	0.00010882	2.5182e-07	0.00073013	0.0089652	0.00059499	2.1079e-05	0.00065361	0.0041036	0.0016919	0.0099878	0.0099878	1.0899e-07	0.00010611	5.5308e-07	0.0025282	0.014077	0.01	0.01	0.00075113	0.00032907	0.0030327	0.0084393	2.3665e-05	0.00072268	0.00035618	4.2329e-05	0.00055766	0.0002689	
0.00030011	0.00012418	0.00010734	2.7298e-07	0.00072763	0.008965	0.00064487	2.107e-05	0.00063913	0.0041025	0.0017022	0.0099878	0.0099878	9.6782e-08	0.00010593	4.4529e-07	0.0025228	0.014062	0.01	0.01	0.00074708	0.00032525	0.0030497	0.008439	2.4155e-05	0.00071978	0.00035489	4.4838e-05	0.00056857	0.00026622	
0.00029726	0.00012227	0.00010589	2.9604e-07	0.00072516	0.0089648	0.0007011	2.1102e-05	0.000625	0.0041014	0.0017126	0.0099878	0.0099878	8.7806e-08	0.00010576	3.475e-07	0.0025175	0.014047	0.01	0.01	0.00074305	0.00032153	0.0030668	0.0084387	2.4669e-05	0.00071689	0.00035364	4.8347e-05	0.00058034	0.00026362	
0.00029444	0.00012038	0.00010447	3.2123e-07	0.0007227	0.0089646	0.00076445	2.1175e-05	0.00061123	0.0041005	0.0017232	0.0099878	0.0099878	8.1536e-08	0.00010561	2.5813e-07	0.0025124	0.014032	0.01	0.01	0.00073905	0.00031791	0.0030843	0.0084384	2.5209e-05	0.00071403	0.00035243	5.3226e-05	0.00059303	0.0002611	
0.00029166	0.00011851	0.00010309	3.4883e-07	0.00072027	0.0089644	0.00082313	2.1221e-05	0.0005978	0.0040995	0.0017339	0.0099878	0.0099878	7.0733e-08	0.00010548	2.8393e-07	0.0025074	0.014017	0.01	0.01	0.00073507	0.00031438	0.003102	0.0084381	2.5774e-05	0.00071119	0.00035127	5.7047e-05	0.0006067	0.00025865	
0.00028892	0.00011667	0.00010174	3.795e-07	0.00071786	0.0089642	0.00087909	2.1241e-05	0.00058472	0.0040987	0.001734	0.0099878	0.0099878	7.3974e-08	0.00010536	3.0134e-07	0.0025026	0.014003	0.01	0.01	0.00073113	0.00031096	0.00312	0.0084378	2.6367e-05	0.00070837	0.00035015	5.8873e-05	0.00062149	0.00025628	
0.0002862	0.00011486	0.00010042	4.1206e-07	0.00071546	0.008964	0.00094072	2.1294e-05	0.00057191	0.0040979	0.0017341	0.0099878	0.0099878	7.8452e-08	0.00010525	3.1934e-07	0.0024979	0.013989	0.01	0.01	0.0007272	0.00030761	0.0031382	0.0084376	2.6982e-05	0.00070556	0.00034906	6.1268e-05	0.00063719	0.00025397	
0.00028352	0.00011306	9.912e-05	4.4662e-07	0.00071308	0.0089638	0.0010085	2.138e-05	0.00055935	0.0040971	0.0017343	0.0099878	0.0099878	8.4235e-08	0.00010516	3.3795e-07	0.0024933	0.013975	0.01	0.01	0.0007233	0.00030433	0.0031566	0.0084374	2.7619e-05	0.00070277	0.00034801	6.437e-05	0.0006538	0.00025171	
0.00028086	0.00011127	9.7842e-05	4.8289e-07	0.00071072	0.0089637	0.0010823	2.1494e-05	0.00054702	0.0040964	0.0017346	0.0099878	0.0099878	9.1136e-08	0.00010507	3.5674e-07	0.0024888	0.013961	0.01	0.01	0.00071941	0.00030112	0.0031752	0.0084371	2.8274e-05	0.00069999	0.00034699	6.8278e-05	0.00067129	0.0002495	
0.00027823	0.00010949	9.6583e-05	5.2101e-07	0.00070837	0.0089635	0.0011626	2.1638e-05	0.0005349	0.0040957	0.0017349	0.0099878	0.0099878	9.9313e-08	0.00010499	3.7577e-07	0.0024844	0.013947	0.01	0.01	0.00071554	0.00029797	0.003194	0.0084369	2.895e-05	0.00069723	0.00034599	7.3189e-05	0.00068968	0.00024734	
0.00027562	0.00010773	9.5345e-05	5.6157e-07	0.00070603	0.0089634	0.0012506	2.1815e-05	0.00052302	0.0040951	0.0017352	0.0099878	0.0099878	1.0928e-07	0.00010492	3.9561e-07	0.0024802	0.013933	0.01	0.01	0.00071169	0.00029488	0.003213	0.0084367	2.9647e-05	0.00069448	0.00034503	7.947e-05	0.00070908	0.00024523	
0.00027299	0.00010596	9.4094e-05	5.9758e-07	0.00070369	0.0089633	0.0013364	2.1979e-05	0.00051108	0.0040945	0.0017356	0.0099878	0.0099878	1.159e-07	0.00010485	4.0833e-07	0.0024759	0.01392	0.01	0.01	0.00070783	0.00029177	0.0032319	0.0084365	3.0331e-05	0.00069172	0.00034405	8.5358e-05	0.00072823	0.0002431	
0.00027039	0.0001042	9.2865e-05	6.363e-07	0.00070136	0.0089631	0.0014202	2.2129e-05	0.00049937	0.0040939	0.0017359	0.0099878	0.0099878	1.1913e-07	0.00010479	4.1387e-07	0.0024717	0.013906	0.01	0.01	0.00070398	0.00028873	0.0032511	0.0084363	3.1038e-05	0.00068897	0.0003431	9.073e-05	0.00073169	0.00024102	
