Zonotrichia_albicollis	Taeniopygia_guttata	Sturnus_vulgaris	Stachyridopsis_ruficeps	Serinus_canaria	Pseudopodoces_humilis	Pipra_filicauda	Passer_domesticus	Parus_major	Oriolus_oriolus	Neopelma_chrysocephalum	Molothrus_ater	Manacus_vitellinus	Malurus_cyaneus	Lonchura_Striata_domestica	Lepidothrix_coronata	Geospiza_fortis	Ficedula_albicollis	Erythrura_gouldiae	Empidonax_traillii	Cyanistes_caeruleus	Corvus_moneduloides	Corvus_brachyrhynchos	Corapipo_altera	Chiroxiphia_lanceolata	Catharus_ustulatus	Camarhynchus_parvulus	Acanthisitta_chloris	
0.00038389	4.5382e-05	4.8038e-08	2.0618e-06	1.6956e-05	0.00016962	0.019957	7.2004e-06	0.00020715	0.00023468	0.00013035	3.8395e-05	0.00074485	2.8406e-07	3.2584e-05	0.01	0.01	0.097799	0.046254	0.00047728	0.0088342	0.012743	0.026767	0.00033679	4.9028e-05	4.65e-06	0.01	0.00082357	
0.00037946	4.4734e-05	5.2875e-08	1.9627e-06	1.635e-05	0.00016858	0.019965	7.0165e-06	0.00020804	0.00023198	0.00013172	3.7824e-05	0.0007423	2.8636e-07	3.2596e-05	0.01	0.01	0.098165	0.04631	0.00048314	0.0088337	0.012725	0.026789	0.00032935	4.8897e-05	4.5433e-06	0.01	0.00082096	
0.00037516	4.4106e-05	5.6976e-08	1.8724e-06	1.5783e-05	0.00016756	0.019972	6.8435e-06	0.00020894	0.00022943	0.00013314	3.7274e-05	0.00073978	2.8968e-07	3.2614e-05	0.01	0.01	0.09855	0.046368	0.00048921	0.0088332	0.012707	0.026811	0.0003221	4.8768e-05	4.4458e-06	0.01	0.00081854	
0.00037083	4.347e-05	5.919e-08	1.7734e-06	1.5205e-05	0.00016654	0.01998	6.6665e-06	0.00020983	0.00022683	0.00013454	3.6717e-05	0.00073725	2.9163e-07	3.2626e-05	0.01	0.01	0.09893	0.046425	0.00049521	0.0088327	0.012689	0.026834	0.0003148	4.863e-05	4.3442e-06	0.01	0.00081608	
0.00036664	4.2855e-05	6.0672e-08	1.6826e-06	1.4665e-05	0.00016553	0.019988	6.4999e-06	0.00021073	0.00022437	0.000136	3.6181e-05	0.00073473	2.9459e-07	3.2642e-05	0.01	0.01	0.099331	0.046484	0.00050143	0.0088322	0.012672	0.026856	0.00030769	4.8493e-05	4.2515e-06	0.01	0.00081379	
0.00036259	4.226e-05	6.1449e-08	1.5995e-06	1.4161e-05	0.00016454	0.019996	6.3434e-06	0.00021165	0.00022206	0.00013751	3.5665e-05	0.00073223	2.9862e-07	3.2665e-05	0.01	0.01	0.099752	0.046545	0.00050787	0.0088318	0.012654	0.026879	0.00030077	4.8359e-05	4.1673e-06	0.01	0.0008117	
0.00035828	4.1685e-05	6.1504e-08	1.5234e-06	1.3594e-05	0.00016358	0.020004	6.1997e-06	0.00021258	0.00021989	0.00013908	3.5077e-05	0.00072975	3.0372e-07	3.2693e-05	0.01	0.01	0.1002	0.046608	0.00051454	0.0088313	0.012637	0.026902	0.00029403	4.8226e-05	4.0912e-06	0.01	0.00080977	
0.0003541	4.1128e-05	6.0856e-08	1.4539e-06	1.3064e-05	0.00016263	0.020012	6.0651e-06	0.00021353	0.00021786	0.0001407	3.451e-05	0.00072729	3.0996e-07	3.2726e-05	0.01	0.01	0.10066	0.046673	0.00052145	0.0088308	0.01262	0.026925	0.00028746	4.8095e-05	4.0229e-06	0.01	0.00080802	
0.00035006	4.0591e-05	5.95e-08	1.3907e-06	1.2569e-05	0.00016171	0.020021	5.9392e-06	0.00021449	0.00021597	0.00014009	3.3965e-05	0.00072484	3.1738e-07	3.2766e-05	0.01	0.01	0.10115	0.04674	0.0005286	0.0088304	0.012603	0.026949	0.00028107	4.7966e-05	3.962e-06	0.01	0.00080645	
0.00034615	4.0071e-05	5.7405e-08	1.3329e-06	1.2106e-05	0.0001608	0.02003	5.8214e-06	0.00021547	0.0002142	0.00013951	3.3439e-05	0.00072241	3.2597e-07	3.2811e-05	0.01	0.01	0.10167	0.046808	0.00053599	0.0088299	0.012586	0.026972	0.00027485	4.7838e-05	3.9082e-06	0.01	0.00080503	
0.00034222	3.9544e-05	5.3455e-08	1.2676e-06	1.1634e-05	0.00015989	0.020039	5.7005e-06	0.00021644	0.00021239	0.00013893	3.2907e-05	0.00071998	3.3322e-07	3.285e-05	0.01	0.01	0.10218	0.046877	0.00054332	0.0088295	0.012569	0.026996	0.00026858	4.7702e-05	3.851e-06	0.01	0.00080357	
0.00033841	3.9035e-05	4.8753e-08	1.2074e-06	1.1193e-05	0.00015899	0.020048	5.5873e-06	0.00021742	0.0002107	0.00013838	3.2393e-05	0.00071756	3.4167e-07	3.2894e-05	0.01	0.01	0.10271	0.046947	0.00055091	0.0088291	0.012552	0.02702	0.00026248	4.7567e-05	3.8005e-06	0.01	0.00080228	
0.00033472	3.8543e-05	4.3279e-08	1.152e-06	1.078e-05	0.00015812	0.020057	5.4816e-06	0.00021842	0.00020914	0.00013786	3.1899e-05	0.00071515	3.5141e-07	3.2943e-05	0.01	0.01	0.10328	0.047019	0.00055875	0.0088286	0.012536	0.027044	0.00025653	4.7433e-05	3.7566e-06	0.01	0.00080114	
0.00033115	3.8068e-05	3.7028e-08	1.1013e-06	1.0395e-05	0.00015726	0.020066	5.3832e-06	0.00021943	0.00020769	0.00013738	3.1423e-05	0.00071277	3.6252e-07	3.2999e-05	0.01	0.01	0.10387	0.047094	0.00056686	0.0088282	0.012519	0.027069	0.00025074	4.7302e-05	3.7192e-06	0.01	0.00080016	
0.0003277	3.7608e-05	2.9955e-08	1.0546e-06	1.0035e-05	0.00015642	0.020076	5.2918e-06	0.00022045	0.00020637	0.00013693	3.0965e-05	0.0007104	3.7506e-07	3.306e-05	0.01	0.01	0.10449	0.04717	0.00057524	0.0088278	0.012503	0.027093	0.00024509	4.7172e-05	3.688e-06	0.01	0.00079933	
0.00032422	3.7143e-05	5.1047e-08	1.0004e-06	9.6673e-06	0.00015557	0.020085	5.1971e-06	0.00022147	0.00020499	0.00013647	3.05e-05	0.00070802	3.8613e-07	3.3114e-05	0.01	0.01	0.1051	0.047247	0.00058356	0.0088274	0.012487	0.027118	0.00023941	4.7032e-05	3.6534e-06	0.01	0.00079846	
0.00032072	3.6671e-05	7.0164e-08	9.3877e-07	9.2916e-06	0.00015472	0.020095	5.0995e-06	0.00022247	0.00020357	0.000136	3.0029e-05	0.00070563	3.9581e-07	3.3161e-05	0.01	0.01	0.10571	0.047322	0.0005918	0.008827	0.01247	0.027142	0.00023369	4.6884e-05	3.6156e-06	0.01	0.00079755	
0.00031733	3.6215e-05	8.925e-08	8.8127e-07	8.941e-06	0.00015388	0.020104	5.0088e-06	0.00022349	0.00020226	0.00013556	2.9575e-05	0.00070326	4.07e-07	3.3215e-05	0.01	0.01	0.10635	0.0474	0.00060034	0.0088266	0.012454	0.027167	0.00022812	4.6738e-05	3.584e-06	0.01	0.0007968	
0.00031406	3.5775e-05	1.0839e-07	8.2748e-07	8.6139e-06	0.00015307	0.020114	4.9248e-06	0.00022452	0.00020108	0.00013516	2.9139e-05	0.00070091	4.1978e-07	3.3274e-05	0.01	0.01	0.10703	0.04748	0.00060916	0.0088262	0.012438	0.027192	0.0002227	4.6593e-05	3.5585e-06	0.01	0.0007962	
0.00031089	3.5351e-05	1.2768e-07	7.7704e-07	8.3088e-06	0.00015227	0.020124	4.8471e-06	0.00022557	0.0002	0.00013479	2.872e-05	0.00069858	4.3424e-07	3.3339e-05	0.01	0.01	0.10773	0.047563	0.00061829	0.0088258	0.012422	0.027218	0.00021742	4.6449e-05	3.539e-06	0.01	0.00079576	
0.00030783	3.4941e-05	1.4719e-07	7.2961e-07	8.0246e-06	0.00015149	0.020135	4.7756e-06	0.00022664	0.00019904	0.00013445	2.8316e-05	0.00069626	4.5048e-07	3.341e-05	0.01	0.01	0.10848	0.047647	0.00062773	0.0088255	0.012406	0.027243	0.00021227	4.6308e-05	3.5254e-06	0.01	0.00079546	
0.00030488	3.4547e-05	1.6703e-07	6.8489e-07	7.76e-06	0.00015072	0.020145	4.71e-06	0.00022772	0.00019819	0.00013415	2.7929e-05	0.00069395	4.6862e-07	3.3487e-05	0.01	0.01	0.1086	0.047734	0.00063748	0.0088251	0.012391	0.027269	0.00020726	4.6168e-05	3.5181e-06	0.01	0.00079531	
0.00030202	3.4167e-05	1.8728e-07	6.4257e-07	7.5139e-06	0.00014998	0.020156	4.6502e-06	0.00022882	0.00019745	0.00013388	2.7557e-05	0.00069167	4.8879e-07	3.3569e-05	0.01	0.01	0.10874	0.047823	0.00064757	0.0088248	0.012375	0.027295	0.00020239	4.603e-05	3.5165e-06	0.01	0.00079532	
0.00029914	3.3781e-05	2.054e-07	5.9308e-07	7.2611e-06	0.00014922	0.020166	4.5875e-06	0.00022991	0.00019666	0.0001336	2.7179e-05	0.00068937	5.0737e-07	3.3645e-05	0.01	0.01	0.10887	0.047912	0.00065758	0.0088244	0.012359	0.027321	0.00019747	4.5882e-05	3.5117e-06	0.01	0.00079528	
0.00029636	3.3408e-05	2.2395e-07	5.456e-07	7.0255e-06	0.00014849	0.020177	4.5302e-06	0.00023101	0.00019598	0.00013335	2.6816e-05	0.00068709	5.2802e-07	3.3727e-05	0.01	0.01	0.10901	0.048003	0.00066792	0.008824	0.012344	0.027347	0.00019268	4.5736e-05	3.5125e-06	0.01	0.00079539	
0.00029367	3.3049e-05	2.4302e-07	4.9983e-07	6.8062e-06	0.00014777	0.020188	4.4782e-06	0.00023213	0.0001954	0.00013313	2.6467e-05	0.00068483	5.5088e-07	3.3814e-05	0.01	0.01	0.10916	0.048097	0.0006786	0.0088237	0.012329	0.027374	0.00018802	4.5591e-05	3.5189e-06	0.01	0.00079564	
0.00029107	3.2704e-05	2.6269e-07	4.5548e-07	6.6024e-06	0.00014706	0.020199	4.4315e-06	0.00023327	0.00019493	0.00013294	2.6132e-05	0.00068258	5.761e-07	3.3907e-05	0.01	0.01	0.10933	0.048193	0.00068963	0.0088234	0.012314	0.027401	0.00018347	4.5448e-05	3.531e-06	0.01	0.00079605	
0.00028855	3.2371e-05	2.8305e-07	4.123e-07	6.4131e-06	0.00014637	0.020211	4.3898e-06	0.00023442	0.00019456	0.00013278	2.5811e-05	0.00068035	6.0388e-07	3.4006e-05	0.01	0.01	0.1095	0.048291	0.00068963	0.0088231	0.012299	0.027363	0.00017904	4.5306e-05	3.5488e-06	0.01	0.0007966	
0.00028602	3.2032e-05	3.0121e-07	3.6217e-07	6.2178e-06	0.00014568	0.020222	4.3452e-06	0.00023556	0.00019414	0.00013261	2.5484e-05	0.00067811	6.2993e-07	3.4098e-05	0.01	0.01	0.10966	0.048389	0.00068959	0.0088227	0.012284	0.027325	0.00017457	4.5155e-05	3.5633e-06	0.01	0.00079711	
0.00028347	3.1688e-05	3.1724e-07	4.9248e-07	6.0169e-06	0.00014498	0.020234	4.298e-06	0.00023669	0.00019367	0.00013243	2.5151e-05	0.00067586	6.5436e-07	3.4184e-05	0.01	0.01	0.10983	0.048487	0.0006895	0.0088224	0.012269	0.027287	0.00017008	4.4995e-05	3.5747e-06	0.01	0.00079758	
0.00028089	3.1338e-05	3.3114e-07	6.1599e-07	5.8103e-06	0.00014427	0.020245	4.2481e-06	0.0002378	0.00019316	0.00013224	2.4812e-05	0.0006736	6.7717e-07	3.4263e-05	0.01	0.01	0.11	0.048584	0.00068938	0.0088221	0.012254	0.027249	0.00016555	4.4826e-05	3.5829e-06	0.01	0.00079802	
0.00027841	3.1001e-05	3.458e-07	7.4634e-07	5.6183e-06	0.00014358	0.020256	4.2034e-06	0.00023893	0.00019275	0.00013208	2.4488e-05	0.00067136	7.0267e-07	3.4348e-05	0.01	0.01	0.11017	0.048683	0.00068939	0.0088218	0.012239	0.027211	0.00016115	4.4659e-05	3.5971e-06	0.01	0.00079861	
0.0002759	3.0658e-05	3.5827e-07	8.6848e-07	5.4204e-06	0.00014288	0.020268	4.1559e-06	0.00024005	0.00019229	0.00013191	2.4157e-05	0.00066911	7.2644e-07	3.4426e-05	0.01	0.01	0.11034	0.048783	0.00068936	0.0088214	0.012225	0.027173	0.00015671	4.4482e-05	3.6079e-06	0.01	0.00079916	
0.00027337	3.0309e-05	3.6854e-07	9.8245e-07	5.2165e-06	0.00014218	0.020279	4.1055e-06	0.00024116	0.00019179	0.00013173	2.382e-05	0.00066685	7.485e-07	3.4498e-05	0.01	0.01	0.11051	0.048881	0.00068928	0.0088211	0.01221	0.027135	0.00015223	4.4296e-05	3.6154e-06	0.01	0.00079967	
0.00027093	2.9973e-05	3.7961e-07	1.1037e-06	5.0267e-06	0.00014149	0.020291	4.0602e-06	0.00024228	0.00019139	0.00013158	2.3497e-05	0.00066461	7.7332e-07	3.4575e-05	0.01	0.01	0.11069	0.048982	0.00068933	0.0088208	0.012195	0.027098	0.00014788	4.4112e-05	3.6288e-06	0.01	0.00080033	
0.00026847	2.9631e-05	3.8853e-07	1.217e-06	4.8315e-06	0.0001408	0.020302	4.0123e-06	0.00024339	0.00019094	0.00013141	2.3169e-05	0.00066236	7.965e-07	3.4646e-05	0.01	0.01	0.11087	0.049083	0.00068935	0.0088205	0.01218	0.027061	0.00014349	4.3919e-05	3.6391e-06	0.01	0.00080096	
0.00026599	2.9284e-05	3.9532e-07	1.3223e-06	4.6309e-06	0.0001401	0.020314	3.9623e-06	0.00024449	0.00019045	0.00013124	2.2835e-05	0.00066011	8.1803e-07	3.4711e-05	0.01	0.01	0.11105	0.049184	0.00068932	0.0088202	0.012166	0.027023	0.00013907	4.3716e-05	3.6462e-06	0.01	0.00080155	
0.00026349	2.8931e-05	3.9998e-07	1.4197e-06	4.4248e-06	0.00013939	0.020326	3.9096e-06	0.00024558	0.00018991	0.00013105	2.2495e-05	0.00065784	8.3792e-07	3.4769e-05	0.01	0.01	0.11122	0.049283	0.00068925	0.0088198	0.012151	0.026985	0.00013463	4.3505e-05	3.6502e-06	0.01	0.0008021	
0.00026108	2.8591e-05	4.0544e-07	1.5248e-06	4.2324e-06	0.0001387	0.020337	3.8619e-06	0.00024668	0.00018948	0.0001309	2.2169e-05	0.00065559	8.6066e-07	3.4833e-05	0.01	0.01	0.11141	0.049386	0.00068932	0.0088195	0.012136	0.026948	0.0001303	4.3296e-05	3.6602e-06	0.01	0.0008028	
0.00025864	2.8245e-05	4.087e-07	1.6214e-06	4.0342e-06	0.000138	0.020349	3.8115e-06	0.00024777	0.000189	0.00013073	2.1837e-05	0.00065333	8.8163e-07	3.489e-05	0.01	0.01	0.11159	0.049488	0.00068934	0.0088192	0.012122	0.026911	0.00012593	4.3077e-05	3.6668e-06	0.01	0.00080347	
0.00025629	2.7912e-05	4.1274e-07	1.7259e-06	3.8488e-06	0.00013732	0.020361	3.7657e-06	0.00024888	0.00018862	0.0001306	2.1517e-05	0.00065109	9.0549e-07	3.4953e-05	0.01	0.01	0.11179	0.049593	0.00068949	0.0088189	0.012107	0.026874	0.00012168	4.2859e-05	3.6793e-06	0.01	0.00080428	
0.00025402	2.759e-05	4.1762e-07	1.8392e-06	3.6757e-06	0.00013665	0.020373	3.7247e-06	0.00025001	0.00018834	0.0001305	2.1211e-05	0.00064886	9.3247e-07	3.5022e-05	0.01	0.01	0.11199	0.0497	0.00068978	0.0088186	0.012093	0.026837	0.00011753	4.2643e-05	3.6978e-06	0.01	0.00080526	
0.00025183	2.7281e-05	4.2379e-07	1.9618e-06	3.5139e-06	0.000136	0.020385	3.6881e-06	0.00025115	0.00018816	0.00013042	2.0916e-05	0.00064665	9.6269e-07	3.5097e-05	0.01	0.01	0.11216	0.04968	0.00069019	0.0088183	0.012079	0.026801	0.00011349	4.2428e-05	3.6968e-06	0.01	0.00080638	
0.00024971	2.6983e-05	4.308e-07	2.0944e-06	3.3626e-06	0.00013536	0.020398	3.6559e-06	0.00025231	0.00018809	0.00013038	2.0634e-05	0.00064445	9.9634e-07	3.5178e-05	0.01	0.01	0.11234	0.049661	0.00069073	0.008818	0.012065	0.026765	0.00010954	4.2215e-05	3.7016e-06	0.01	0.00080767	
0.00024767	2.6696e-05	4.3875e-07	2.2382e-06	3.2216e-06	0.00013474	0.02041	3.628e-06	0.00025349	0.00018811	0.00013037	2.0363e-05	0.00064227	1.0338e-06	3.5265e-05	0.01	0.01	0.11254	0.049644	0.0006914	0.0088178	0.012051	0.026729	0.0001057	4.2003e-05	3.7124e-06	0.01	0.00080911	
0.00024562	2.6404e-05	4.4453e-07	2.3733e-06	3.0758e-06	0.00013412	0.020423	3.5977e-06	0.00025466	0.00018809	0.00013035	2.0087e-05	0.00064008	1.0693e-06	3.5346e-05	0.01	0.01	0.11273	0.049627	0.00069203	0.0088175	0.012037	0.026693	0.00010183	4.1782e-05	3.7201e-06	0.01	0.00081052	
0.00024354	2.6107e-05	4.4815e-07	2.4997e-06	2.9253e-06	0.00013349	0.020436	3.5649e-06	0.00025581	0.00018802	0.00013031	1.9806e-05	0.00063789	1.1031e-06	3.542e-05	0.01	0.01	0.11291	0.049609	0.00069262	0.0088172	0.012023	0.026657	9.7933e-05	4.1552e-05	3.7247e-06	0.01	0.00081189	
0.00024154	2.5821e-05	4.5271e-07	2.6378e-06	2.7847e-06	0.00013287	0.020449	3.5363e-06	0.00025698	0.00018806	0.00013031	1.9536e-05	0.00063571	1.1407e-06	3.55e-05	0.01	0.01	0.11311	0.049593	0.00069335	0.0088169	0.012009	0.026621	9.4133e-05	4.1323e-05	3.7352e-06	0.01	0.00081343	
0.00023952	2.5529e-05	4.5505e-07	2.7668e-06	2.6391e-06	0.00013224	0.020461	3.5052e-06	0.00025814	0.00018805	0.0001303	1.9261e-05	0.00063352	1.1764e-06	3.5573e-05	0.01	0.01	0.11331	0.049576	0.00069403	0.0088167	0.011995	0.026585	9.0305e-05	4.1085e-05	3.7425e-06	0.01	0.00081492	
0.00023748	2.5232e-05	4.5522e-07	2.8869e-06	2.4889e-06	0.00013161	0.020474	3.4715e-06	0.00025929	0.00018799	0.00013027	1.898e-05	0.00063132	1.2102e-06	3.564e-05	0.01	0.01	0.1135	0.049559	0.00069467	0.0088164	0.011981	0.02655	8.645e-05	4.0838e-05	3.7465e-06	0.01	0.00081637	
0.00023552	2.4946e-05	4.5635e-07	3.0193e-06	2.3481e-06	0.000131	0.020487	3.4422e-06	0.00026045	0.00018803	0.00013028	1.8711e-05	0.00062913	1.248e-06	3.5713e-05	0.01	0.01	0.11371	0.049544	0.00069545	0.0088161	0.011967	0.026514	8.2691e-05	4.0593e-05	3.7567e-06	0.01	0.00081799	
0.00023362	2.4671e-05	4.5843e-07	3.1649e-06	2.2162e-06	0.0001304	0.0205	3.417e-06	0.00026164	0.00018818	0.00013031	1.8453e-05	0.00062697	1.1992e-06	3.5792e-05	0.01	0.01	0.11393	0.04953	0.00069636	0.0088159	0.011954	0.026479	7.9026e-05	4.0349e-05	3.7729e-06	0.01	0.00081978	
0.00023171	2.4391e-05	4.5828e-07	3.301e-06	2.0795e-06	0.00012979	0.020513	3.3891e-06	0.00026281	0.00018828	0.00013034	1.819e-05	0.00062479	1.1483e-06	3.5865e-05	0.01	0.01	0.11414	0.049515	0.00069723	0.0088156	0.01194	0.026444	7.5333e-05	4.0095e-05	3.7857e-06	0.01	0.00082153	
0.00022978	2.4105e-05	4.5597e-07	3.428e-06	1.9384e-06	0.00012918	0.020527	3.3589e-06	0.00026396	0.00018833	0.00013035	1.7922e-05	0.00062261	1.0953e-06	3.5931e-05	0.01	0.01	0.11436	0.049501	0.00069805	0.0088154	0.011926	0.026409	7.1614e-05	3.9833e-05	3.7954e-06	0.01	0.00082324	
0.00022792	2.383e-05	4.5455e-07	3.5682e-06	1.8055e-06	0.00012858	0.02054	3.3326e-06	0.00026514	0.00018848	0.0001304	1.7664e-05	0.00062044	1.0469e-06	3.6003e-05	0.01	0.01	0.11458	0.049487	0.00069901	0.0088151	0.011913	0.026374	6.7984e-05	3.9572e-05	3.811e-06	0.01	0.00082511	
0.00022613	2.3565e-05	4.5403e-07	3.7227e-06	1.6804e-06	0.000128	0.020553	3.3103e-06	0.00026633	0.00018874	0.00013047	1.7416e-05	0.00061828	1.0029e-06	3.6081e-05	0.01	0.01	0.11482	0.049476	0.0007001	0.0088149	0.011899	0.026339	6.4442e-05	3.9312e-05	3.8327e-06	0.01	0.00082716	
0.0002244	2.331e-05	4.5441e-07	3.8923e-06	1.5625e-06	0.00012743	0.020567	3.2918e-06	0.00026755	0.00018909	0.00013058	1.7179e-05	0.00061614	9.6283e-07	3.6165e-05	0.01	0.01	0.11507	0.049465	0.00070132	0.0088146	0.011886	0.026305	6.0985e-05	3.9053e-05	3.8604e-06	0.01	0.00082939	
0.00022266	2.3049e-05	4.5255e-07	4.0518e-06	1.4401e-06	0.00012685	0.020581	3.2708e-06	0.00026875	0.00018939	0.00013067	1.6936e-05	0.00061399	9.2081e-07	3.6242e-05	0.01	0.01	0.11532	0.049454	0.0007025	0.0088144	0.011873	0.02627	5.7501e-05	3.8785e-05	3.8848e-06	0.01	0.00083157	
0.00022089	2.2784e-05	4.4846e-07	4.2013e-06	1.3133e-06	0.00012627	0.020594	3.2472e-06	0.00026993	0.00018965	0.00013075	1.6688e-05	0.00061184	8.7678e-07	3.6312e-05	0.01	0.01	0.11556	0.049443	0.00070364	0.0088141	0.011859	0.026236	5.399e-05	3.8508e-05	3.9058e-06	0.01	0.0008337	
0.00021919	2.2528e-05	4.4532e-07	4.367e-06	1.1936e-06	0.0001257	0.020608	3.2276e-06	0.00027114	0.00019001	0.00013087	1.645e-05	0.0006097	8.3672e-07	3.6389e-05	0.01	0.01	0.11582	0.049433	0.00070491	0.0088139	0.011846	0.026202	5.0564e-05	3.8231e-05	3.9331e-06	0.01	0.00083602	
0.00021748	2.2267e-05	4.3995e-07	4.5225e-06	1.0695e-06	0.00012513	0.020622	3.2054e-06	0.00027233	0.00019032	0.00013097	1.6207e-05	0.00060755	7.9469e-07	3.6459e-05	0.01	0.01	0.11607	0.049423	0.00070614	0.0088137	0.011833	0.026168	4.7111e-05	3.7946e-05	3.957e-06	0.01	0.00083829	
0.00021575	2.2e-05	4.324e-07	4.6682e-06	9.4116e-07	0.00012454	0.020636	3.1807e-06	0.00027351	0.00019058	0.00013106	1.5959e-05	0.00060539	7.5078e-07	3.6522e-05	0.01	0.01	0.11633	0.049413	0.00070733	0.0088134	0.01182	0.026133	4.3633e-05	3.7652e-05	3.9783e-06	0.01	0.00084051	
0.00021408	2.1744e-05	4.2581e-07	4.831e-06	8.1979e-07	0.00012398	0.02065	3.1601e-06	0.00027471	0.00019095	0.00013118	1.5721e-05	0.00060324	7.1072e-07	3.6592e-05	0.01	0.01	0.1166	0.049404	0.00070865	0.0088132	0.011806	0.026099	4.0241e-05	3.7359e-05	4.0061e-06	0.01	0.00084293	
0.00021247	2.1498e-05	4.2017e-07	5.0121e-06	7.0489e-07	0.00012343	0.020664	3.1433e-06	0.00027592	0.00019142	0.00013133	1.5493e-05	0.00060111	6.7459e-07	3.6668e-05	0.01	0.01	0.11658	0.049397	0.00071012	0.008813	0.011793	0.026066	3.6931e-05	3.7067e-05	4.0412e-06	0.01	0.00084554	
0.00021085	2.1246e-05	4.1236e-07	5.1831e-06	7.5482e-07	0.00012287	0.020678	3.1241e-06	0.00027713	0.00019185	0.00013147	1.5257e-05	0.00059898	6.3667e-07	3.6738e-05	0.01	0.01	0.11657	0.049389	0.00071155	0.0088128	0.01178	0.026032	3.3597e-05	3.6767e-05	4.0729e-06	0.01	0.0008481	
0.0002093	2.1005e-05	4.054e-07	5.3727e-06	8.0747e-07	0.00012232	0.020692	3.1087e-06	0.00027836	0.00019239	0.00013165	1.5031e-05	0.00059686	6.0199e-07	3.6814e-05	0.01	0.01	0.11657	0.049383	0.00071311	0.0088126	0.011768	0.025999	3.0342e-05	3.6467e-05	4.1113e-06	0.01	0.00085086	
0.00020772	2.0757e-05	3.9621e-07	5.5513e-06	8.5653e-07	0.00012177	0.020707	3.0907e-06	0.00027957	0.00019287	0.00013181	1.48e-05	0.00059473	5.6546e-07	3.6883e-05	0.01	0.01	0.11656	0.049376	0.00071463	0.0088124	0.011755	0.025965	2.706e-05	3.6158e-05	4.1461e-06	0.01	0.00085357	
0.0002062	2.052e-05	3.879e-07	5.7501e-06	9.086e-07	0.00012124	0.020721	3.0766e-06	0.0002808	0.00019346	0.000132	1.4578e-05	0.00059261	5.3206e-07	3.6958e-05	0.01	0.01	0.11656	0.049371	0.0007163	0.0088122	0.011742	0.025932	2.3857e-05	3.5851e-05	4.1879e-06	0.01	0.00085648	
0.00020475	2.0292e-05	3.8045e-07	5.9706e-06	9.6392e-07	0.00012071	0.020736	3.0663e-06	0.00028205	0.00019416	0.00013223	1.4366e-05	0.00059051	5.0156e-07	3.704e-05	0.01	0.01	0.11656	0.049367	0.00071811	0.008812	0.011729	0.025899	2.0732e-05	3.5544e-05	4.2369e-06	0.01	0.00085961	
0.00020328	2.0058e-05	3.7082e-07	6.18e-06	1.0156e-06	0.00012019	0.020751	3.0535e-06	0.00028329	0.00019481	0.00013244	1.4149e-05	0.0005884	4.6937e-07	3.7116e-05	0.01	0.01	0.11657	0.049363	0.00071988	0.0088118	0.011717	0.025866	2.0673e-05	3.5229e-05	4.2824e-06	0.01	0.00086268	
0.00020186	1.9835e-05	3.6202e-07	6.4124e-06	1.0708e-06	0.00011967	0.020766	3.0445e-06	0.00028455	0.00019557	0.00013269	1.3942e-05	0.00058631	4.3991e-07	3.7198e-05	0.01	0.01	0.11658	0.04936	0.00072179	0.0088116	0.011704	0.025833	2.0622e-05	3.4914e-05	4.3353e-06	0.01	0.00086598	
0.00020043	1.9605e-05	3.51e-07	6.6329e-06	1.1223e-06	0.00011915	0.02078	3.033e-06	0.00028579	0.00019628	0.00013292	1.373e-05	0.0005842	4.0873e-07	3.7273e-05	0.01	0.01	0.11658	0.049357	0.00072366	0.0088114	0.011691	0.025801	2.0557e-05	3.4591e-05	4.3844e-06	0.01	0.00086921	
0.00019898	1.9371e-05	3.3782e-07	6.8423e-06	1.1702e-06	0.00011862	0.020795	3.019e-06	0.00028702	0.00019694	0.00013314	1.3513e-05	0.00058209	3.7589e-07	3.7341e-05	0.01	0.01	0.11659	0.049354	0.00072548	0.0088112	0.011679	0.025768	2.048e-05	3.4258e-05	4.4301e-06	0.01	0.0008724	
0.0001976	1.9146e-05	3.2545e-07	7.0755e-06	1.2217e-06	0.00011811	0.02081	3.0088e-06	0.00028828	0.00019772	0.0001334	1.3304e-05	0.00058	3.4565e-07	3.7416e-05	0.01	0.01	0.1166	0.049352	0.00072746	0.008811	0.011666	0.025736	2.0411e-05	3.3927e-05	4.4834e-06	0.01	0.00087581	
0.00019626	1.893e-05	3.1382e-07	7.3343e-06	1.277e-06	0.00011761	0.020826	3.0024e-06	0.00028955	0.00019861	0.00013369	1.3105e-05	0.00057792	3.1781e-07	3.7498e-05	0.01	0.01	0.11662	0.049351	0.00072958	0.0088108	0.011654	0.025703	2.0349e-05	3.3597e-05	4.5445e-06	0.01	0.00087501	
0.00019499	1.8722e-05	3.0285e-07	7.62e-06	1.3363e-06	0.00011712	0.020841	2.9996e-06	0.00029084	0.00019961	0.00013401	1.2914e-05	0.00057585	2.9208e-07	3.7587e-05	0.01	0.01	0.11665	0.049352	0.00073186	0.0088107	0.011642	0.025671	2.0294e-05	3.3268e-05	4.6136e-06	0.01	0.00086899	
0.00019369	1.851e-05	2.8974e-07	7.8934e-06	1.3919e-06	0.00011663	0.020857	2.9944e-06	0.00029213	0.00020057	0.00013432	1.2718e-05	0.00057377	2.6481e-07	3.7668e-05	0.01	0.01	0.11668	0.049353	0.0007341	0.0088105	0.01163	0.025639	2.0227e-05	3.2929e-05	4.6789e-06	0.01	0.0008629	
