Zootoca_vivipara	Trachemys_scripta	Thamnophis_sirtalis	Python_molurus	Pseudonaja_textilis	Podarcis_muralis	Pelodiscus_sinensis	Pantherophis_guttatus	Notechis_scutatus	Lacerta_agilis	Gopherus_agassizii	Gavialis_gangeticus	Crocodylus_porosus	Chrysemys_picta	Chelonoidis_abingdonii	Chelonia_mydas	Anolis_carolinensis	Alligator_sinensis	Alligator_mississippiensis	
9.3517e-05	8.9086e-05	6.2858e-05	0.038581	0.034469	0.010999	4.8695e-08	0.00010639	0.0086236	0.0012574	0.67077	0.0038098	3.8336e-05	0.0024034	0.0016304	6.9716e-05	1.0362e-07	4.0003e-05	3.9508e-06	
9.2557e-05	8.9255e-05	6.4329e-05	0.03845	0.0345	0.011106	6.0039e-08	0.00010532	0.0086233	0.0012578	0.67021	0.0037846	3.7955e-05	0.0024021	0.00163	6.8933e-05	7.8961e-08	3.8695e-05	3.5817e-06	
9.1627e-05	8.9427e-05	6.5851e-05	0.038329	0.034531	0.011215	7.1543e-08	0.00010427	0.008623	0.0012583	0.6697	0.0037601	3.7611e-05	0.0024008	0.0016299	6.8172e-05	5.9294e-08	3.74e-05	3.2176e-06	
9.0728e-05	8.9601e-05	6.7427e-05	0.038216	0.034562	0.011327	8.3351e-08	0.00010322	0.0086228	0.001259	0.66926	0.0037364	3.7306e-05	0.0023996	0.00163	6.7432e-05	4.3591e-08	3.6115e-05	2.8582e-06	
8.9858e-05	8.9777e-05	6.9056e-05	0.037682	0.034594	0.011443	9.552e-08	0.00010219	0.0086226	0.0012599	0.66888	0.0037134	3.7036e-05	0.0023984	0.0016302	6.6714e-05	3.084e-08	3.4841e-05	2.5029e-06	
8.8977e-05	8.9945e-05	7.0661e-05	0.03714	0.034625	0.011557	1.0545e-07	0.00010115	0.0086223	0.0012608	0.66847	0.0036902	3.6746e-05	0.0023972	0.0016304	6.5982e-05	1.6165e-08	3.3559e-05	2.1379e-06	
8.8125e-05	9.0117e-05	7.2322e-05	0.036634	0.034657	0.011674	1.1588e-07	0.00010012	0.0086221	0.0012619	0.66811	0.0036677	3.6493e-05	0.0023961	0.0016308	6.5271e-05	3.9846e-09	3.2288e-05	1.7772e-06	
8.726e-05	9.0279e-05	7.3957e-05	0.036117	0.034689	0.011791	1.2398e-07	9.9088e-05	0.0086218	0.0012629	0.66773	0.0036451	3.6218e-05	0.0023949	0.0016311	6.4546e-05	3.5599e-09	3.1007e-05	1.4064e-06	
8.6383e-05	9.0434e-05	7.5565e-05	0.035589	0.03472	0.011906	1.2978e-07	9.8042e-05	0.0086216	0.0012638	0.66731	0.0036222	3.5921e-05	0.0023937	0.0016313	6.3806e-05	6.8838e-09	2.9738e-05	1.04e-06	
8.5536e-05	9.0591e-05	7.7232e-05	0.035096	0.034752	0.012025	1.361e-07	9.7008e-05	0.0086214	0.001265	0.66695	0.0036	3.5662e-05	0.0023926	0.0016317	6.3087e-05	1.0503e-08	2.848e-05	6.7753e-07	
8.4677e-05	9.074e-05	7.8956e-05	0.034636	0.034785	0.012143	1.4008e-07	9.5987e-05	0.0086211	0.0012661	0.66656	0.0035777	3.5381e-05	0.0023914	0.001632	6.2354e-05	1.2751e-08	2.7188e-05	6.868e-07	
8.3805e-05	9.0881e-05	8.0654e-05	0.034167	0.034817	0.01226	1.4177e-07	9.4956e-05	0.0086209	0.0012671	0.66614	0.0035551	3.5079e-05	0.0023903	0.0016322	6.1607e-05	1.3685e-08	2.5886e-05	6.8833e-07	
8.2922e-05	9.1014e-05	8.2329e-05	0.033691	0.034849	0.012377	1.4123e-07	9.3917e-05	0.0086207	0.001268	0.66569	0.0035324	3.4756e-05	0.0023891	0.0016323	6.0846e-05	1.3341e-08	2.4576e-05	6.8214e-07	
8.2067e-05	9.115e-05	8.406e-05	0.033245	0.034881	0.012496	1.4111e-07	9.2889e-05	0.0086205	0.0012692	0.6653	0.0035104	3.4468e-05	0.0023879	0.0016326	6.0105e-05	1.3211e-08	2.3276e-05	6.7152e-07	
8.1201e-05	9.1287e-05	8.5767e-05	0.032791	0.034913	0.012615	1.4149e-07	9.1853e-05	0.0086202	0.0012703	0.66496	0.0034881	3.416e-05	0.0023868	0.0016331	5.9384e-05	1.1811e-08	2.1967e-05	6.5326e-07	
8.0361e-05	9.1427e-05	8.7532e-05	0.032366	0.034946	0.012737	1.4229e-07	9.0828e-05	0.00862	0.0012716	0.66468	0.0034665	3.3885e-05	0.0023858	0.0016338	5.8681e-05	1.0595e-08	2.0668e-05	6.3056e-07	
7.955e-05	9.1569e-05	8.9355e-05	0.031969	0.034979	0.012861	1.4352e-07	8.9814e-05	0.0086198	0.0012637	0.66446	0.0034456	3.3643e-05	0.0023848	0.0016346	5.7997e-05	9.4994e-09	1.9379e-05	6.0343e-07	
7.8727e-05	9.1704e-05	9.1242e-05	0.0316	0.035012	0.012985	1.4247e-07	8.8812e-05	0.0086196	0.0012557	0.6642	0.0034244	3.338e-05	0.0023838	0.0016354	5.73e-05	7.0863e-09	1.8081e-05	5.6858e-07	
7.7932e-05	9.184e-05	9.3195e-05	0.031255	0.035045	0.013112	1.4194e-07	8.7821e-05	0.0086194	0.001248	0.66401	0.0034039	3.3151e-05	0.0023828	0.0016364	5.6621e-05	4.7704e-09	1.6794e-05	5.2937e-07	
7.7124e-05	9.1969e-05	9.5119e-05	0.030903	0.035078	0.013238	1.3908e-07	8.6821e-05	0.0086192	0.0012403	0.66378	0.0033833	3.2902e-05	0.0023818	0.0016373	5.5928e-05	1.0104e-08	1.5497e-05	4.8239e-07	
7.6304e-05	9.2089e-05	9.7015e-05	0.030544	0.035111	0.013364	1.3391e-07	8.5811e-05	0.008619	0.0012324	0.66352	0.0033624	3.2631e-05	0.0023808	0.0016381	5.5222e-05	1.4031e-08	1.4167e-05	6.6902e-07	
7.5514e-05	9.2212e-05	9.8982e-05	0.030211	0.035145	0.013493	1.294e-07	8.4815e-05	0.0086188	0.001225	0.66332	0.0033412	3.2331e-05	0.0023799	0.0016391	5.4536e-05	1.8737e-08	1.3896e-05	7.6062e-07	
7.471e-05	9.2327e-05	0.00010102	0.029798	0.035179	0.01362	1.2248e-07	8.3831e-05	0.0086186	0.0012174	0.66309	0.0033197	3.2007e-05	0.0023789	0.00164	5.3836e-05	2.189e-08	1.3617e-05	8.44e-07	
7.3893e-05	9.2434e-05	0.00010304	0.029375	0.035212	0.013747	1.1317e-07	8.2837e-05	0.0086185	0.0012097	0.66283	0.0032981	3.1661e-05	0.0023779	0.0016408	5.312e-05	2.3554e-08	1.3331e-05	9.1924e-07	
7.3105e-05	9.2543e-05	0.00010512	0.028983	0.035246	0.013877	1.0454e-07	8.1856e-05	0.0086183	0.0012024	0.66263	0.0032771	3.1353e-05	0.0023769	0.0016418	5.2426e-05	2.6098e-08	1.3046e-05	9.9154e-07	
7.235e-05	9.2657e-05	0.0001073	0.028624	0.03528	0.014012	9.6725e-08	8.0889e-05	0.0086181	0.0011956	0.66204	0.0032569	3.1088e-05	0.002376	0.0016413	5.1756e-05	2.9925e-08	1.2761e-05	1.0614e-06	
7.1575e-05	9.2777e-05	0.00010943	0.02825	0.035315	0.014145	8.9911e-08	7.9909e-05	0.0086179	0.0011886	0.66155	0.0032375	3.0871e-05	0.0023753	0.001641	5.1112e-05	3.1773e-08	1.2478e-05	1.1296e-06	
7.0838e-05	9.2903e-05	0.00011167	0.027912	0.035349	0.014282	8.4032e-08	7.8947e-05	0.0086178	0.0011821	0.66114	0.003219	3.0701e-05	0.0023745	0.001641	5.0497e-05	3.545e-08	1.2198e-05	1.1962e-06	
7.0139e-05	9.3017e-05	0.00011403	0.027608	0.035384	0.014425	7.5123e-08	7.8003e-05	0.0086176	0.0011761	0.66068	0.0032	3.0497e-05	0.0023738	0.0016408	4.9857e-05	4.2088e-08	1.1908e-05	1.2534e-06	
6.9479e-05	9.3139e-05	0.00011633	0.027286	0.035419	0.014574	6.7336e-08	7.7044e-05	0.0086175	0.0011706	0.66031	0.003182	3.0346e-05	0.0023731	0.0016409	4.9248e-05	4.0267e-08	1.1621e-05	1.3096e-06	
6.8855e-05	9.3267e-05	0.00011856	0.026946	0.035453	0.014728	6.0492e-08	7.6071e-05	0.0086173	0.0011655	0.66003	0.0031635	3.0158e-05	0.0023725	0.0016414	4.8668e-05	4.0871e-08	1.1324e-05	1.3561e-06	
6.8268e-05	9.3403e-05	0.00012091	0.026641	0.035488	0.014889	5.4336e-08	7.5116e-05	0.0086171	0.0011609	0.65986	0.0031459	3.0021e-05	0.002372	0.0016421	4.8116e-05	4.3943e-08	1.103e-05	1.4015e-06	
6.7659e-05	9.3527e-05	0.0001232	0.026321	0.035523	0.015047	4.542e-08	7.4145e-05	0.008617	0.0011562	0.65962	0.0031279	2.9847e-05	0.0023715	0.0016427	4.7541e-05	4.4504e-08	1.0727e-05	1.4372e-06	
6.7086e-05	9.3657e-05	0.00012562	0.026033	0.035559	0.015211	3.7162e-08	7.3194e-05	0.0086168	0.0011518	0.65948	0.0031107	2.9725e-05	0.002371	0.0016436	4.6994e-05	4.7672e-08	1.0426e-05	1.472e-06	
6.6493e-05	9.3777e-05	0.00012797	0.025731	0.035594	0.015373	4.9953e-08	7.2227e-05	0.0086167	0.0011473	0.65928	0.0030944	2.9654e-05	0.0023705	0.0016444	4.6425e-05	4.831e-08	1.0128e-05	1.5062e-06	
6.5934e-05	9.3885e-05	0.00013026	0.025415	0.035629	0.015541	5.9894e-08	7.1246e-05	0.0086165	0.0011431	0.66678	0.0030776	2.9549e-05	0.0023699	0.0016449	4.5834e-05	4.5983e-08	9.8202e-06	1.5307e-06	
6.5355e-05	9.3982e-05	0.00013248	0.025083	0.035663	0.015706	6.7034e-08	7.0251e-05	0.0086164	0.0011388	0.67409	0.0030606	2.941e-05	0.0023693	0.0016452	4.5222e-05	4.1086e-08	9.5039e-06	1.5455e-06	
6.4811e-05	9.4085e-05	0.00013463	0.024729	0.035698	0.015878	7.511e-08	6.924e-05	0.0086162	0.0011349	0.68169	0.0030443	2.932e-05	0.0023688	0.0016458	4.4637e-05	3.9562e-08	9.1898e-06	1.5595e-06	
6.4246e-05	9.4177e-05	0.00013691	0.024412	0.035733	0.016047	8.0229e-08	6.8248e-05	0.008616	0.0011308	0.68908	0.0030293	2.9302e-05	0.0023682	0.0016463	4.403e-05	3.5394e-08	8.8658e-06	1.5634e-06	
6.3662e-05	9.4276e-05	0.00013932	0.024129	0.035769	0.016214	8.2036e-08	6.7273e-05	0.0086159	0.0011265	0.69676	0.0030139	2.925e-05	0.0023677	0.0016471	4.3312e-05	4.5842e-08	8.533e-06	1.5576e-06	
6.3109e-05	9.4381e-05	0.00014186	0.023874	0.035805	0.016252	8.4623e-08	6.6316e-05	0.0086157	0.0011226	0.70472	0.0029993	2.9244e-05	0.0023673	0.0016481	4.2621e-05	6.0975e-08	8.2018e-06	1.5506e-06	
6.254e-05	9.4476e-05	0.00014433	0.023608	0.03584	0.016289	8.4603e-08	6.5346e-05	0.0086156	0.0011186	0.71251	0.0029843	2.921e-05	0.0023669	0.001649	4.1912e-05	7.2807e-08	7.8626e-06	1.5346e-06	
6.1957e-05	9.4561e-05	0.00014676	0.023334	0.035876	0.016326	8.2082e-08	6.4364e-05	0.0086154	0.0011144	0.72017	0.0029692	2.9148e-05	0.0023664	0.0016498	4.1185e-05	8.1814e-08	7.5155e-06	1.5097e-06	
6.1359e-05	9.4637e-05	0.00014914	0.023051	0.035912	0.016362	7.706e-08	6.3372e-05	0.0086153	0.0011101	0.72768	0.0029539	2.9061e-05	0.0023658	0.0016505	4.044e-05	8.8161e-08	7.843e-06	1.471e-06	
6.0746e-05	9.4717e-05	0.00015148	0.022758	0.035947	0.016398	6.0011e-08	6.2367e-05	0.0086151	0.0011057	0.73542	0.0029382	2.8942e-05	0.0023654	0.0016514	3.9721e-05	9.1922e-08	8.1719e-06	1.4307e-06	
6.016e-05	9.4802e-05	0.00015391	0.02249	0.035983	0.016435	4.4016e-08	6.1376e-05	0.008615	0.0011015	0.74338	0.002923	2.886e-05	0.002365	0.0016525	3.9024e-05	9.9029e-08	8.5013e-06	1.3884e-06	
5.9559e-05	9.4877e-05	0.00015646	0.022245	0.036019	0.016471	5.5023e-08	6.0399e-05	0.0086148	0.0010973	0.75119	0.0029077	2.8752e-05	0.0023646	0.0016535	3.8309e-05	1.0318e-07	8.8228e-06	1.3372e-06	
5.8943e-05	9.4942e-05	0.00015896	0.021993	0.036055	0.016507	6.3535e-08	5.941e-05	0.0086147	0.0010929	0.75886	0.0028921	2.8618e-05	0.0023641	0.0016544	3.7577e-05	1.0474e-07	9.1366e-06	1.2771e-06	
5.8354e-05	9.5012e-05	0.00016156	0.021761	0.036091	0.016545	7.2531e-08	5.8435e-05	0.0086146	0.0010889	0.75998	0.0028772	2.8522e-05	0.0023637	0.0016556	3.6866e-05	1.0975e-07	9.451e-06	1.2151e-06	
5.7751e-05	9.5073e-05	0.00016429	0.021549	0.036128	0.016582	1.2253e-07	5.7472e-05	0.0086144	0.0010847	0.76107	0.0028628	2.8463e-05	0.0023633	0.0016566	3.6137e-05	1.0988e-07	9.766e-06	1.1509e-06	
5.7133e-05	9.5124e-05	0.00016696	0.021331	0.036164	0.016618	1.6854e-07	5.6499e-05	0.0086143	0.0010804	0.76211	0.0028482	2.838e-05	0.0023629	0.0016574	3.5391e-05	1.0753e-07	1.0073e-05	1.0781e-06	
5.6503e-05	9.5166e-05	0.00016959	0.021107	0.036201	0.016654	2.1087e-07	5.5515e-05	0.0086142	0.001076	0.76312	0.0028334	2.8274e-05	0.0023624	0.0016582	3.463e-05	1.0278e-07	1.0373e-05	9.9678e-07	
5.5902e-05	9.5212e-05	0.00017233	0.020901	0.036238	0.016691	2.5779e-07	5.4544e-05	0.0086141	0.0010532	0.7642	0.0028184	2.8142e-05	0.0023619	0.0016592	3.3889e-05	1.0127e-07	1.0615e-05	1.1738e-06	
5.5288e-05	9.5249e-05	0.00017503	0.02069	0.036275	0.016728	3.0096e-07	5.3563e-05	0.0086139	0.0010302	0.76525	0.0028032	2.7987e-05	0.0023615	0.0016601	3.3134e-05	9.7519e-08	1.0848e-05	1.3417e-06	
5.4697e-05	9.529e-05	0.00017784	0.020494	0.036312	0.016767	3.4879e-07	5.2593e-05	0.0086138	0.0010082	0.76636	0.0027886	2.7866e-05	0.0023611	0.0016612	3.2397e-05	9.6575e-08	1.1082e-05	1.5092e-06	
5.413e-05	9.5322e-05	0.00018076	0.020313	0.036349	0.016806	3.9225e-07	5.1634e-05	0.0086137	0.00098733	0.76743	0.0027745	2.7779e-05	0.0023607	0.0017105	3.1645e-05	9.839e-08	1.1315e-05	1.6768e-06	
5.355e-05	9.5345e-05	0.00018363	0.020127	0.036386	0.016846	4.3185e-07	5.0664e-05	0.0086136	0.0009661	0.76847	0.0027602	2.7669e-05	0.0023602	0.0017594	3.0877e-05	9.797e-08	1.1542e-05	1.8352e-06	
5.2958e-05	9.5359e-05	0.00018646	0.019936	0.036424	0.016885	4.6767e-07	4.9685e-05	0.0086135	0.00094453	0.76947	0.0027457	2.7537e-05	0.0023597	0.0018078	3.0093e-05	9.5318e-08	1.1761e-05	1.9843e-06	
5.2388e-05	9.5364e-05	0.00018939	0.019133	0.036461	0.016925	4.9778e-07	4.8717e-05	0.0086134	0.000924	0.77044	0.0027318	2.5698e-05	0.0023592	0.0018559	3.0881e-05	9.5375e-08	1.1979e-05	2.1333e-06	
5.1807e-05	9.536e-05	0.00019229	0.018313	0.036498	0.016965	5.245e-07	4.7739e-05	0.0086133	0.00090316	0.77137	0.0027178	2.3819e-05	0.0023587	0.0019037	3.1654e-05	9.3354e-08	1.2191e-05	2.2733e-06	
5.1216e-05	9.5348e-05	0.00019514	0.017477	0.036536	0.017004	5.4807e-07	4.6753e-05	0.0086131	0.00088205	0.77228	0.0027035	2.4076e-05	0.0023581	0.0019511	3.2414e-05	8.9358e-08	1.2395e-05	2.4045e-06	
5.0645e-05	9.5324e-05	0.00019811	0.016697	0.036574	0.017045	5.7504e-07	4.5776e-05	0.008613	0.00086189	0.77325	0.002689	2.4312e-05	0.0023575	0.0019996	3.3191e-05	8.7701e-08	1.2593e-05	2.527e-06	
5.0064e-05	9.5293e-05	0.00020103	0.015903	0.036611	0.017085	5.9901e-07	4.479e-05	0.0086129	0.0008415	0.7742	0.0026744	2.4531e-05	0.0023568	0.0020478	3.3955e-05	8.4239e-08	1.2784e-05	2.641e-06	
4.9475e-05	9.5253e-05	0.00020392	0.015095	0.036649	0.017126	6.2003e-07	4.3797e-05	0.0086128	0.00082087	0.77512	0.0026597	2.4731e-05	0.0023561	0.0020958	3.4707e-05	7.8983e-08	1.2968e-05	2.7465e-06	
4.8904e-05	9.5206e-05	0.00020678	0.014401	0.036686	0.017167	6.381e-07	4.2795e-05	0.0086127	0.00080113	0.77601	0.0026449	2.4914e-05	0.0023554	0.0021435	3.5447e-05	7.6233e-08	1.3145e-05	2.8437e-06	
4.8325e-05	9.5151e-05	0.00020961	0.013696	0.036724	0.017208	6.533e-07	4.1785e-05	0.0086126	0.00078118	0.77689	0.00263	2.5079e-05	0.0023547	0.0021909	3.6174e-05	7.1771e-08	1.3316e-05	2.9325e-06	
4.7736e-05	9.5088e-05	0.0002124	0.012979	0.036761	0.017249	6.6565e-07	4.0768e-05	0.0086124	0.00076101	0.77774	0.002615	2.5227e-05	0.0023539	0.0022382	3.6889e-05	6.5585e-08	1.3481e-05	3.013e-06	
4.7166e-05	9.5027e-05	0.00021529	0.012307	0.036799	0.017291	6.81e-07	3.9758e-05	0.0086123	0.00074169	0.77864	0.0026004	2.5402e-05	0.0023533	0.0022863	3.762e-05	6.1271e-08	1.3644e-05	3.0924e-06	
4.6587e-05	9.4959e-05	0.00021815	0.011625	0.036837	0.017333	6.9347e-07	3.8741e-05	0.0086122	0.00072217	0.77952	0.0025857	2.5559e-05	0.0023525	0.0023343	3.8339e-05	5.5285e-08	1.3801e-05	3.1635e-06	
4.6025e-05	9.4893e-05	0.00022111	0.010986	0.036875	0.017376	7.0906e-07	3.7732e-05	0.0086121	0.00070348	0.78046	0.0025715	2.5743e-05	0.0023519	0.0023832	3.9073e-05	5.0983e-08	1.3956e-05	3.2334e-06	
4.5482e-05	9.4829e-05	0.00022403	0.010334	0.036913	0.01742	7.2802e-07	3.6715e-05	0.008612	0.00068561	0.78146	0.0025571	2.5907e-05	0.0023513	0.0024331	3.9824e-05	4.3322e-08	1.4105e-05	3.2947e-06	
4.4957e-05	9.4768e-05	0.00022705	0.009726	0.036951	0.017394	7.5064e-07	3.5707e-05	0.0086119	0.00066856	0.78251	0.0025432	2.61e-05	0.0023507	0.0024842	4.0592e-05	3.7447e-08	1.4253e-05	3.3552e-06	
4.445e-05	9.471e-05	0.00023019	0.0091589	0.036989	0.017369	7.7716e-07	3.4707e-05	0.0086118	0.00065228	0.78363	0.0025291	2.6274e-05	0.0023502	0.0025363	4.1379e-05	3.3004e-08	1.4395e-05	3.4071e-06	
4.396e-05	9.4654e-05	0.00023344	0.0086298	0.037028	0.017346	8.0786e-07	3.3716e-05	0.0086117	0.00063674	0.78481	0.0025155	2.6477e-05	0.0023498	0.0025897	4.2184e-05	2.9735e-08	1.4535e-05	3.4582e-06	
4.3461e-05	9.459e-05	0.00023665	0.0080899	0.037067	0.017322	8.3517e-07	3.2717e-05	0.0086116	0.00062098	0.78596	0.0025017	2.666e-05	0.0023493	0.0026426	4.2975e-05	2.4897e-08	1.4669e-05	3.5005e-06	
4.2979e-05	9.4529e-05	0.00023998	0.0075877	0.037106	0.017299	8.6704e-07	3.1726e-05	0.0086115	0.00060597	0.78717	0.0024884	2.6873e-05	0.0023489	0.0026968	4.3786e-05	2.1139e-08	1.4802e-05	3.5425e-06	
4.252e-05	9.4473e-05	0.00024346	0.0071275	0.037145	0.017277	8.2413e-07	3.0747e-05	0.0086114	0.00059182	0.78846	0.0024749	2.706e-05	0.0023485	0.0027524	4.4623e-05	1.8775e-08	1.4928e-05	3.5743e-06	
4.2049e-05	9.4407e-05	0.00024688	0.0066523	0.037185	0.017255	7.7664e-07	2.9758e-05	0.0086113	0.00057736	0.78972	0.0024612	2.7221e-05	0.0023482	0.0028075	4.5442e-05	1.4729e-08	1.5045e-05	3.5964e-06	
4.1599e-05	9.4347e-05	0.00025045	0.006218	0.037224	0.017235	7.3587e-07	2.878e-05	0.0086112	0.00056375	0.79106	0.0024481	2.7422e-05	0.0023478	0.0028642	4.6288e-05	1.1684e-08	1.5163e-05	3.6196e-06	
4.1171e-05	9.4276e-05	0.00025396	0.0057632	0.037264	0.017216	6.9015e-07	2.7791e-05	0.0086112	0.00055095	0.79235	0.0024347	2.7595e-05	0.0023475	0.0029202	4.7114e-05	1.124e-08	1.5274e-05	3.6326e-06	
4.0766e-05	9.4211e-05	0.00025763	0.0053489	0.037304	0.017198	6.5228e-07	2.6814e-05	0.0086111	0.00053892	0.79373	0.0024221	2.6673e-05	0.0023472	0.002978	4.797e-05	1.1304e-08	1.5385e-05	3.6473e-06	
4.0382e-05	9.4152e-05	0.00026149	0.0049721	0.037344	0.017182	6.2053e-07	2.5851e-05	0.008611	0.00052763	0.7952	0.0024092	2.5709e-05	0.002347	0.0030374	4.8857e-05	1.2095e-08	1.5488e-05	3.6515e-06	
3.9986e-05	9.4083e-05	0.00026527	0.0048894	0.037384	0.017165	5.8442e-07	2.4875e-05	0.008611	0.00051608	0.79663	0.0023961	2.4708e-05	0.0023468	0.0030962	4.9723e-05	1.137e-08	1.5583e-05	3.6455e-06	
3.9609e-05	9.4019e-05	0.00026923	0.0048143	0.037424	0.017149	5.5362e-07	2.3912e-05	0.0086109	0.0005052	0.79815	0.0023836	2.3775e-05	0.0023467	0.0031567	5.0619e-05	1.1116e-08	1.5679e-05	3.6408e-06	
3.9251e-05	9.3959e-05	0.00027336	0.0047458	0.037465	0.017135	5.2741e-07	2.2959e-05	0.0086109	0.00049493	0.79975	0.0023715	2.2903e-05	0.0023466	0.0032189	5.1543e-05	1.1262e-08	1.5775e-05	3.637e-06	
3.8882e-05	9.389e-05	0.00027742	0.0046748	0.037506	0.01712	4.973e-07	2.1995e-05	0.0086109	0.00048443	0.8013	0.0023593	2.1999e-05	0.0023465	0.0032804	5.2448e-05	9.9491e-09	1.5854e-05	4.4183e-06	
3.8532e-05	9.3827e-05	0.00028166	0.0046103	0.037547	0.017107	4.7172e-07	2.1042e-05	0.0086108	0.00047454	0.80294	0.0023475	2.1157e-05	0.0023464	0.0033437	5.3383e-05	9.0576e-09	1.5923e-05	5.1778e-06	
3.8169e-05	9.3752e-05	0.00028583	0.0045431	0.037588	0.017093	4.4213e-07	2.0079e-05	0.0086108	0.00046441	0.80454	0.0023356	2.0281e-05	0.0023463	0.0034062	5.4297e-05	6.6811e-09	1.5984e-05	5.9197e-06	
3.7793e-05	9.3684e-05	0.00028991	0.0044728	0.037629	0.017078	4.1701e-07	1.9104e-05	0.0086107	0.00045401	0.80622	0.0023242	1.9466e-05	0.0023463	0.0034706	5.5242e-05	5.1474e-09	1.6045e-05	6.684e-06	
3.7405e-05	9.3605e-05	0.00029418	0.0043501	0.03767	0.017063	3.8787e-07	1.814e-05	0.0086107	0.00044337	0.80786	0.0023132	1.8708e-05	0.0023463	0.0035343	5.6167e-05	7.3575e-09	1.6108e-05	7.4711e-06	
3.7036e-05	9.3531e-05	0.00029864	0.0042379	0.037712	0.017049	3.6266e-07	1.7187e-05	0.0086107	0.00043334	0.80959	0.0023027	1.8001e-05	0.0023463	0.0035998	5.7123e-05	9.961e-09	1.617e-05	8.2812e-06	
3.6654e-05	9.3447e-05	0.00030302	0.0041215	0.037754	0.017035	3.3361e-07	1.6223e-05	0.0086107	0.00042306	0.81127	0.002292	1.7263e-05	0.0023463	0.0036646	5.8056e-05	1.1036e-08	1.6225e-05	9.0726e-06	
3.6292e-05	9.3369e-05	0.0003076	0.0040153	0.037795	0.017022	3.084e-07	1.5269e-05	0.0086106	0.00041338	0.81304	0.0022817	1.6576e-05	0.0023463	0.0037312	5.9023e-05	1.2658e-08	1.6281e-05	9.8887e-06	
3.5917e-05	9.328e-05	0.00031209	0.0039045	0.037837	0.017008	2.7944e-07	1.4305e-05	0.0086106	0.00040347	0.81476	0.0022491	1.6191e-05	0.0023463	0.0037971	5.9967e-05	1.2695e-08	1.6338e-05	1.0731e-05	
3.5562e-05	9.3197e-05	0.00031679	0.0038037	0.037879	0.016996	2.5421e-07	1.3351e-05	0.0086106	0.00039414	0.81658	0.0022161	1.5778e-05	0.0023464	0.003865	6.0946e-05	1.3426e-08	1.6386e-05	1.1553e-05	
3.5193e-05	9.3103e-05	0.00032139	0.003699	0.037921	0.016983	2.2528e-07	1.2385e-05	0.0086106	0.00038458	0.81834	0.0021826	1.5339e-05	0.0023465	0.003932	6.1902e-05	1.2568e-08	1.6427e-05	1.2356e-05	
3.4844e-05	9.3015e-05	0.00032621	0.0036036	0.037964	0.016971	1.9968e-07	1.1431e-05	0.0086106	0.00037558	0.8202	0.0021504	1.4937e-05	0.0023466	0.0040011	6.2891e-05	1.2316e-08	1.6468e-05	1.3185e-05	
3.4482e-05	9.2917e-05	0.00033094	0.0035047	0.038006	0.016959	1.7061e-07	1.0466e-05	0.0086106	0.00036636	0.82201	0.0021177	1.4509e-05	0.0023467	0.0040693	6.386e-05	1.0527e-08	1.6502e-05	1.3995e-05	
3.4141e-05	9.2824e-05	0.00033591	0.003415	0.038049	0.016948	1.4483e-07	9.5115e-06	0.0086106	0.00035772	0.82392	0.0020862	1.412e-05	0.0023469	0.0041397	6.4864e-05	9.3548e-09	1.6536e-05	1.4833e-05	
3.3821e-05	9.2739e-05	0.00034115	0.0031564	0.038092	0.016939	1.225e-07	8.5702e-06	0.0086106	0.00034969	0.82595	0.0020525	1.3665e-05	0.0023471	0.0042125	6.5912e-05	8.8929e-09	1.6573e-05	1.5707e-05	
3.3486e-05	9.2641e-05	0.00034474	0.0030518	0.038135	0.016929	9.6095e-08	8.3685e-06	0.0086106	0.00034136	0.8279	0.002018	1.3174e-05	0.0023473	0.0042841	6.6929e-05	1.5342e-08	1.6601e-05	1.6555e-05	
3.3173e-05	9.2552e-05	0.00034854	0.0029583	0.038178	0.01692	7.2952e-08	8.1681e-06	0.0086106	0.00033364	0.82998	0.001985	1.2731e-05	0.0023476	0.0043582	6.7991e-05	2.4535e-08	1.6632e-05	1.7439e-05	
3.2845e-05	9.245e-05	0.00035224	0.0028596	0.038222	0.016911	8.2269e-08	7.9591e-06	0.0086106	0.00032565	0.83198	0.0019506	1.3282e-05	0.0023478	0.0044311	6.9022e-05	3.0817e-08	1.6652e-05	1.8296e-05	
3.2502e-05	9.2355e-05	0.00035583	0.0027558	0.038265	0.016901	9.2995e-08	7.7417e-06	0.0086106	0.00031738	0.8341	0.0019177	1.3887e-05	0.0023482	0.0045066	7.0098e-05	3.4392e-08	1.6675e-05	1.9189e-05	
3.2181e-05	9.2268e-05	0.00035964	0.0026631	0.038308	0.016893	1.0549e-07	7.5256e-06	0.0086106	0.00030972	0.83634	0.0018864	1.4552e-05	0.0023486	0.0045847	7.1221e-05	4.0759e-08	1.6701e-05	2.0122e-05	
3.1883e-05	9.2189e-05	0.00036369	0.0025803	0.038352	0.016886	1.2009e-07	7.3108e-06	0.0086106	0.00030262	0.83871	0.0018564	1.5283e-05	0.0023491	0.0046656	7.2394e-05	5.0939e-08	1.6728e-05	2.1096e-05	
3.1609e-05	9.2117e-05	0.00036762	0.0025186	0.038396	0.016824	1.3715e-07	7.0876e-06	0.0086107	0.00029607	0.84121	0.0018259	1.597e-05	0.0023497	0.0047493	7.3618e-05	6.7397e-08	1.6747e-05	2.2043e-05	
