Sciurus_vulgaris	Octodon_degus	Ochotona_princeps	Fukomys_damarensis	Chinchilla_lanigera	Cavia_porcellus	Cavia_aperea	Castor_canadensis	
4.6017e-07	1.2687e-06	5.8942e-07	2.0118e-08	8.4502e-06	0.01	0.040534	1.2246e-09	
4.5108e-07	1.2701e-06	5.2797e-07	2.8595e-08	8.4069e-06	0.01	0.04057	5.7129e-10	
4.4773e-07	1.286e-06	4.8806e-07	2.7983e-08	8.3932e-06	0.01	0.040606	1.7223e-09	
4.477e-07	1.2781e-06	4.6426e-07	2.9338e-08	8.8152e-06	0.01	0.040642	8.8212e-10	
4.4415e-07	1.2635e-06	4.3017e-07	2.9312e-08	9.2153e-06	0.01	0.040678	3.035e-09	
4.3728e-07	1.2427e-06	3.8603e-07	2.7944e-08	9.5953e-06	0.01	0.040713	3.0631e-09	
4.2712e-07	1.2154e-06	3.3161e-07	2.5231e-08	9.9559e-06	0.01	0.040749	9.8222e-10	
4.2362e-07	1.1817e-06	3.0504e-07	2.1002e-08	1.0297e-05	0.01	0.040785	1.7161e-09	
4.1189e-07	1.1411e-06	3.0845e-07	2.4413e-08	1.0619e-05	0.01	0.04082	7.0505e-10	
3.9678e-07	1.0938e-06	3.0374e-07	2.6512e-08	1.0922e-05	0.01	0.040855	2.3426e-09	
3.8443e-07	1.0393e-06	3.0736e-07	3.0457e-08	1.1205e-05	0.01	0.040891	1.4416e-09	
3.7392e-07	9.977e-07	3.1774e-07	3.5175e-08	1.1527e-05	0.01	0.040926	2.9555e-09	
3.6054e-07	9.509e-07	3.211e-07	3.8628e-08	1.1834e-05	0.01	0.040962	2.7734e-09	
3.4886e-07	9.1535e-07	3.3107e-07	4.2911e-08	1.2182e-05	0.01	0.040998	6.5217e-09	
3.3877e-07	8.8971e-07	3.48e-07	4.817e-08	1.2572e-05	0.01	0.041034	5.8707e-09	
3.5504e-07	8.5949e-07	3.5326e-07	5.208e-08	1.2946e-05	0.01	0.04107	1.9978e-09	
3.7304e-07	8.3833e-07	3.6546e-07	5.7062e-08	1.3366e-05	0.01	0.041107	1.7664e-09	
3.9291e-07	8.2556e-07	3.8521e-07	6.3311e-08	1.3835e-05	0.01	0.041144	4.3916e-09	
4.1495e-07	8.2107e-07	4.1381e-07	7.1136e-08	1.4359e-05	0.01	0.041181	3.448e-09	
4.3397e-07	8.1219e-07	4.3448e-07	7.7448e-08	1.4865e-05	0.01	0.041219	4.7652e-10	
4.4967e-07	7.9835e-07	4.4652e-07	8.214e-08	1.5348e-05	0.01	0.041256	4.5494e-10	
5.1415e-07	7.8513e-07	5.0835e-07	1.1029e-07	1.7622e-05	0.01	0.041406	1.3266e-09	
5.3097e-07	7.923e-07	5.153e-07	1.1955e-07	1.8287e-05	0.01	0.041445	3.0752e-09	
5.4412e-07	7.9404e-07	5.1249e-07	1.2679e-07	1.8923e-05	0.01	0.041483	3.3232e-09	
5.6094e-07	8.0732e-07	5.232e-07	1.3742e-07	1.8975e-05	0.01	0.041521	9.4939e-10	
5.7388e-07	8.1494e-07	5.2384e-07	1.4588e-07	1.9008e-05	0.01	0.04156	1.7268e-09	
5.8314e-07	8.1693e-07	5.1445e-07	1.522e-07	1.9024e-05	0.01	0.041599	7.3283e-10	
5.9729e-07	8.1327e-07	5.2116e-07	1.5584e-07	1.902e-05	0.01	0.041637	1.96e-09	
6.1716e-07	8.0408e-07	5.449e-07	1.5689e-07	1.8999e-05	0.01	0.041675	1.1404e-09	
6.3317e-07	7.8932e-07	5.5846e-07	1.5592e-07	1.896e-05	0.01	0.041713	4.0039e-09	
6.4732e-07	7.6895e-07	5.6196e-07	1.5293e-07	1.8903e-05	0.01	0.041751	6.0137e-09	
6.6564e-07	7.5962e-07	5.8009e-07	1.531e-07	1.8891e-05	0.01	0.04179	5.0295e-09	
6.8838e-07	7.6084e-07	6.1426e-07	1.5643e-07	1.8924e-05	0.01	0.041829	6.1051e-10	
7.0696e-07	7.5654e-07	6.3728e-07	1.5769e-07	1.8939e-05	0.01	0.041868	2.9551e-10	
7.306e-07	7.4668e-07	6.7931e-07	1.5661e-07	1.8935e-05	0.01	0.041907	1.1626e-09	
7.5028e-07	7.3134e-07	7.0989e-07	1.5349e-07	1.8913e-05	0.01	0.041945	4.3066e-10	
7.7522e-07	7.2667e-07	7.6845e-07	1.536e-07	1.8937e-05	0.01	0.041984	9.6552e-10	
7.8125e-07	6.497e-07	7.8855e-07	1.5724e-07	1.9012e-05	0.01	0.042024	1.8753e-10	
7.9289e-07	5.9058e-07	7.5035e-07	1.6436e-07	1.9135e-05	0.01	0.042064	1.05e-10	
8.0029e-07	5.2411e-07	6.9953e-07	1.6929e-07	1.9238e-05	0.01	0.042104	4.2286e-10	
8.0354e-07	4.4998e-07	6.3566e-07	1.7205e-07	1.9322e-05	0.01	0.042144	3.9794e-09	
8.0266e-07	3.6782e-07	5.5819e-07	1.7265e-07	1.9387e-05	0.01	0.042184	5.7013e-09	
7.9606e-07	2.775e-07	5.3995e-07	1.7111e-07	1.9433e-05	0.01	0.042223	4.8841e-09	
7.8553e-07	2.8115e-07	5.1126e-07	1.6745e-07	1.9456e-05	0.01	0.042263	1.3046e-09	
7.7955e-07	2.4255e-07	4.9738e-07	1.672e-07	1.9528e-05	0.01	0.042303	1.7845e-09	
7.7812e-07	2.1276e-07	4.9722e-07	1.7035e-07	1.9647e-05	0.01	0.042344	2.5027e-10	
7.6827e-07	1.7822e-07	4.8557e-07	1.7137e-07	1.9748e-05	0.01	0.042384	1.8837e-10	
7.6291e-07	1.5122e-07	4.8737e-07	1.7589e-07	1.9897e-05	0.01	0.042425	9.9778e-10	
7.5287e-07	1.1981e-07	4.7429e-07	1.785e-07	2.0027e-05	0.01	0.042466	2.6297e-10	
7.4771e-07	8.3358e-08	4.751e-07	1.8836e-07	2.0133e-05	0.01	0.042506	3.9211e-10	
7.4695e-07	5.3813e-08	4.8939e-07	2.031e-07	2.0288e-05	0.01	0.042547	2.7396e-09	
7.4232e-07	5.8642e-08	4.9379e-07	2.153e-07	2.0419e-05	0.01	0.042589	2.9084e-09	
7.4304e-07	6.5342e-08	4.4964e-07	2.3272e-07	2.0601e-05	0.01	0.04263	7.0414e-10	
7.3742e-07	6.9055e-08	4.5107e-07	2.4737e-07	2.0763e-05	0.01	0.042671	1.1979e-09	
7.2545e-07	8.2675e-08	4.4003e-07	2.8841e-07	2.0587e-05	0.01	0.042713	4.3771e-10	
7.232e-07	9.2985e-08	4.5572e-07	3.2471e-07	2.0391e-05	0.01	0.042755	1.2621e-09	
7.1508e-07	9.9024e-08	5.2346e-07	3.5636e-07	2.1074e-05	0.01	0.042797	4.2318e-10	
7.1754e-07	1.018e-07	5.493e-07	3.8347e-07	2.1724e-05	0.01	0.042838	1.147e-09	
7.2424e-07	1.0741e-07	5.9191e-07	4.1988e-07	2.2474e-05	0.01	0.04288	9.3112e-09	
7.27e-07	1.0976e-07	6.2328e-07	4.523e-07	2.3189e-05	0.01	0.042922	1.4566e-08	
7.3422e-07	1.1526e-07	6.7363e-07	4.5031e-07	2.4037e-05	0.01	0.042965	1.5338e-08	
7.3958e-07	1.189e-07	7.1997e-07	4.4747e-07	2.4883e-05	0.01	0.043007	1.5259e-08	
7.4308e-07	1.2068e-07	7.6228e-07	4.438e-07	2.5725e-05	0.01	0.04305	1.4327e-08	
7.4472e-07	1.2061e-07	8.0057e-07	4.3929e-07	2.6565e-05	0.01	0.043092	1.2543e-08	
7.445e-07	1.1868e-07	8.3485e-07	4.3394e-07	2.7401e-05	0.01	0.043135	9.9065e-09	
7.4243e-07	1.1489e-07	8.651e-07	4.2775e-07	2.8234e-05	0.01	0.043178	6.4181e-09	
7.385e-07	1.0925e-07	8.9133e-07	4.2072e-07	2.9064e-05	0.01	0.04322	2.0775e-09	
7.3984e-07	1.066e-07	9.4621e-07	4.2059e-07	3.0019e-05	0.01	0.043263	2.5223e-09	
7.3734e-07	1.007e-07	9.8797e-07	4.1767e-07	3.0932e-05	0.01	0.043306	9.7402e-10	
7.3088e-07	9.1529e-08	1.0169e-06	4.1195e-07	3.1804e-05	0.01	0.043349	2.433e-09	
7.2876e-07	8.5193e-08	1.0695e-06	4.1204e-07	3.2807e-05	0.01	0.043393	1.6515e-09	
7.2255e-07	7.5622e-08	1.1082e-06	4.0929e-07	3.3765e-05	0.01	0.043436	5.6047e-09	
7.2065e-07	6.8596e-08	1.1727e-06	4.1234e-07	3.4866e-05	0.01	0.043479	6.1827e-09	
7.1393e-07	6.3772e-08	1.2201e-06	4.0293e-07	3.6132e-05	0.01	0.043523	4.0889e-09	
7.165e-07	5.5907e-08	1.327e-06	3.9008e-07	3.7343e-05	0.01	0.043566	8.9469e-09	
7.2478e-07	5.6704e-08	1.4955e-06	3.8664e-07	3.7808e-05	0.01	0.04361	9.9212e-09	
7.2939e-07	5.4726e-08	1.6442e-06	3.8062e-07	3.8245e-05	0.01	0.043653	7.969e-09	
7.3024e-07	5.0032e-08	1.7613e-06	3.7212e-07	3.8656e-05	0.01	0.043696	2.7509e-09	
7.2755e-07	4.2646e-08	1.8631e-06	3.6118e-07	3.9044e-05	0.01	0.043739	4.0849e-09	
7.2151e-07	3.2592e-08	1.9507e-06	3.4786e-07	3.9411e-05	0.01	0.043783	3.3874e-09	
7.1215e-07	1.9855e-08	2.025e-06	3.3214e-07	3.9755e-05	0.01	0.043826	5.1132e-10	
6.9928e-07	2.6616e-08	2.086e-06	3.1395e-07	4.0073e-05	0.01	0.043869	6.441e-10	
6.8966e-07	3.3862e-08	2.1764e-06	3.0079e-07	4.0456e-05	0.01	0.043912	2.7446e-09	
6.8326e-07	4.1873e-08	2.3007e-06	2.9204e-07	4.091e-05	0.01	0.043956	1.9655e-09	
6.8003e-07	5.0983e-08	2.4654e-06	2.8732e-07	4.1441e-05	0.01	0.044	4.1404e-09	
6.7343e-07	5.7419e-08	2.6127e-06	2.8051e-07	4.1946e-05	0.01	0.044045	4.8475e-09	
6.7115e-07	6.5193e-08	2.6195e-06	2.7757e-07	4.2532e-05	0.01	0.04409	2.0365e-09	
6.654e-07	7.024e-08	2.6126e-06	2.7257e-07	4.3093e-05	0.01	0.044135	4.4478e-09	
6.6267e-07	7.6727e-08	2.6344e-06	2.7119e-07	4.3737e-05	0.01	0.04418	3.4607e-09	
6.5671e-07	8.0474e-08	2.6426e-06	2.6781e-07	4.4354e-05	0.01	0.044226	3.4359e-10	
6.474e-07	8.1488e-08	2.6374e-06	2.6242e-07	4.4946e-05	0.01	0.044271	1.4251e-10	
6.4101e-07	8.3999e-08	2.6609e-06	2.6058e-07	4.5624e-05	0.01	0.044317	2.1234e-10	
6.3117e-07	8.3733e-08	2.6704e-06	2.5671e-07	4.6274e-05	0.01	0.044362	1.7913e-09	
6.1789e-07	8.0651e-08	2.6653e-06	2.5075e-07	4.6895e-05	0.01	0.044408	2.0812e-09	
6.0113e-07	7.9266e-08	2.6453e-06	2.3899e-07	4.7612e-05	0.01	0.044454	6.3023e-10	
5.8771e-07	7.9572e-08	2.657e-06	2.3133e-07	4.8436e-05	0.01	0.0445	8.1203e-10	
6.0367e-07	7.7058e-08	2.6456e-06	2.2149e-07	4.9226e-05	0.01	0.044546	4.4141e-09	
6.1777e-07	7.2684e-08	2.6303e-06	2.108e-07	5.0013e-05	0.01	0.044592	7.163e-09	
6.3e-07	6.6449e-08	2.611e-06	1.9926e-07	5.0796e-05	0.01	0.044637	9.0588e-09	
6.4038e-07	5.8354e-08	2.5877e-06	1.8688e-07	5.1577e-05	0.01	0.044683	1.0102e-08	
6.4757e-07	4.7589e-08	2.5515e-06	1.7255e-07	5.233e-05	0.01	0.044729	9.4927e-09	
6.5746e-07	3.7989e-08	2.5421e-06	1.6149e-07	5.3179e-05	0.01	0.044776	3.1699e-09	
6.6997e-07	2.916e-08	2.5581e-06	1.5316e-07	5.4132e-05	0.01	0.044822	2.7078e-09	
6.7948e-07	1.7885e-08	2.5625e-06	1.4319e-07	5.5055e-05	0.01	0.044869	5.555e-10	
6.9169e-07	7.1415e-09	2.593e-06	1.3571e-07	5.6089e-05	0.01	0.044916	1.9097e-10	
7.0055e-07	9.1065e-09	2.6105e-06	1.2654e-07	5.7079e-05	0.01	0.044963	8.9326e-10	
7.0621e-07	8.9149e-09	2.615e-06	1.1562e-07	5.8036e-05	0.01	0.04501	2.3765e-10	
7.1503e-07	7.9814e-09	2.6488e-06	1.0733e-07	5.9117e-05	0.01	0.045057	2.5362e-10	
7.1944e-07	1.2304e-08	2.6643e-06	9.5254e-08	5.9706e-05	0.01	0.045105	1.747e-09	
7.1991e-07	1.4249e-08	2.6624e-06	8.0995e-08	6.026e-05	0.01	0.045153	1.8374e-08	
7.2459e-07	1.6071e-08	2.6971e-06	7.0114e-08	6.0925e-05	0.01	0.045201	2.5813e-08	
7.5126e-07	1.5485e-08	2.6937e-06	5.7048e-08	6.1551e-05	0.01	0.045249	2.81e-08	
7.7029e-07	2.7316e-08	2.8055e-06	5.8662e-08	6.1953e-05	0.01	0.045297	2.5722e-08	
7.9432e-07	4.1102e-08	2.9699e-06	6.2006e-08	6.2458e-05	0.01	0.045345	1.6913e-08	
8.1413e-07	5.1834e-08	3.1105e-06	6.3716e-08	6.2927e-05	0.01	0.045394	2.3419e-08	
8.6016e-07	5.9563e-08	3.2024e-06	6.373e-08	6.3362e-05	0.01	0.045442	2.5134e-08	
9.1323e-07	6.95e-08	3.3457e-06	6.5515e-08	6.3903e-05	0.01	0.045491	2.1654e-08	
9.5764e-07	7.618e-08	3.7066e-06	6.5478e-08	6.44e-05	0.01	0.04554	1.5151e-08	
9.9706e-07	7.974e-08	4.0259e-06	9.2677e-08	6.486e-05	0.01	0.04559	1.9117e-09	
1.0433e-06	8.5628e-08	4.4554e-06	1.2727e-07	6.5428e-05	0.01	0.045639	6.6722e-10	
1.0846e-06	8.8359e-08	4.8388e-06	1.5833e-07	6.5959e-05	0.01	0.045689	1.761e-09	
1.121e-06	8.7993e-08	5.1808e-06	1.8612e-07	6.6453e-05	0.01	0.045738	1.465e-08	
1.1645e-06	9.0026e-08	5.643e-06	2.2212e-07	6.7059e-05	0.01	0.045789	2.0068e-08	
1.2032e-06	8.8893e-08	6.0572e-06	2.5434e-07	6.7625e-05	0.01	0.045839	2.1103e-08	
1.2496e-06	9.0268e-08	6.6158e-06	2.5727e-07	6.8314e-05	0.01	0.04589	1.7417e-08	
1.3172e-06	1.0881e-07	6.9192e-06	2.7307e-07	6.8473e-05	0.01	0.04594	7.387e-09	
1.374e-06	2.0376e-07	7.638e-06	2.8519e-07	6.8442e-05	0.01	0.04599	9.1144e-09	
1.4254e-06	2.9022e-07	8.2844e-06	2.9461e-07	6.8379e-05	0.01	0.04604	7.8267e-09	
1.4882e-06	3.9891e-07	8.5813e-06	3.096e-07	6.8408e-05	0.01	0.046091	2.4962e-09	
1.5609e-06	5.3598e-07	8.9968e-06	3.3108e-07	6.8528e-05	0.01	0.046141	3.2801e-09	
1.6275e-06	6.615e-07	9.3633e-06	3.4938e-07	6.8615e-05	0.01	0.046192	2.5793e-09	
1.6882e-06	7.7608e-07	9.6841e-06	3.646e-07	6.867e-05	0.01	0.046242	3.4426e-10	
1.734e-06	8.7975e-07	9.9521e-06	3.766e-07	6.869e-05	0.01	0.046293	2.3185e-10	
1.7743e-06	9.7387e-07	1.0182e-05	3.8575e-07	6.8678e-05	0.01	0.046344	1.2675e-09	
1.8237e-06	1.095e-06	1.0519e-05	4.0118e-07	6.8757e-05	0.01	0.046395	5.1342e-10	
1.8674e-06	1.2051e-06	1.0812e-05	4.1353e-07	6.8804e-05	0.01	0.046446	1.7214e-09	
1.9244e-06	1.3049e-06	1.1247e-05	4.225e-07	6.882e-05	0.01	0.046497	9.9022e-10	
1.9922e-06	1.5136e-06	1.1845e-05	4.406e-07	6.82e-05	0.01	0.046548	3.3002e-09	
2.054e-06	1.7055e-06	1.2379e-05	4.5544e-07	6.754e-05	0.01	0.046599	3.3219e-09	
2.127e-06	1.9498e-06	1.3103e-05	4.7781e-07	6.6996e-05	0.01	0.04665	1.0682e-08	
2.2122e-06	2.2602e-06	1.4073e-05	5.0911e-07	6.6561e-05	0.01	0.046702	1.316e-08	
2.3118e-06	2.5441e-06	1.5376e-05	5.6162e-07	6.608e-05	0.01	0.046754	1.1769e-08	
2.4044e-06	2.8067e-06	1.6559e-05	6.0905e-07	6.5562e-05	0.01	0.046805	8.1651e-09	
2.49e-06	3.0492e-06	1.763e-05	6.5165e-07	6.5007e-05	0.01	0.046857	2.0942e-09	
2.5146e-06	3.36e-06	1.9161e-05	7.0898e-07	6.4563e-05	0.01	0.046908	2.2871e-09	
2.6217e-06	3.6467e-06	2.0471e-05	7.6055e-07	6.4083e-05	0.01	0.04696	3.7304e-10	
2.7447e-06	4.0124e-06	2.2208e-05	8.2857e-07	6.3704e-05	0.01	0.047012	1.6224e-10	
2.8593e-06	4.3505e-06	2.3782e-05	8.9019e-07	6.3292e-05	0.01	0.047063	6.6442e-10	
2.9908e-06	4.7808e-06	2.5866e-05	9.7099e-07	6.2976e-05	0.01	0.047116	5.7755e-09	
3.1411e-06	5.3269e-06	2.8618e-05	1.076e-06	6.2754e-05	0.01	0.047168	7.1921e-09	
3.2825e-06	5.8349e-06	3.1127e-05	1.1723e-06	6.25e-05	0.01	0.047221	6.8182e-09	
3.4222e-06	6.4798e-06	3.4444e-05	1.2974e-06	6.2336e-05	0.01	0.047274	5.5905e-09	
3.6199e-06	7.0788e-06	3.9893e-05	1.3903e-06	6.2141e-05	0.01	0.047328	1.0355e-09	
3.8063e-06	7.6341e-06	4.4845e-05	1.4747e-06	6.1913e-05	0.01	0.047381	1.0396e-09	
3.991e-06	8.1498e-06	4.926e-05	1.5514e-06	6.1654e-05	0.01	0.047434	1.8782e-10	
4.205e-06	8.823e-06	5.5199e-05	1.5704e-06	6.1503e-05	0.01	0.047486	7.3057e-11	
4.4076e-06	9.4471e-06	6.0616e-05	1.5845e-06	6.1318e-05	0.01	0.04754	1.5669e-10	
4.6412e-06	1.0242e-05	6.3383e-05	1.612e-06	6.1223e-05	0.01	0.047593	1.054e-09	
4.863e-06	1.0981e-05	6.5889e-05	1.6343e-06	6.1096e-05	0.01	0.047646	3.5935e-10	
5.1507e-06	1.1662e-05	6.7417e-05	1.715e-06	6.0934e-05	0.01	0.047699	1.0547e-09	
5.4134e-06	1.2263e-05	7.0807e-05	1.7863e-06	6.2484e-05	0.01	0.047752	1.5455e-10	
5.711e-06	1.303e-05	7.5298e-05	1.8817e-06	6.4261e-05	0.01	0.047805	6.0602e-11	
5.9932e-06	1.374e-05	7.9375e-05	1.9682e-06	6.5962e-05	0.01	0.047859	5.7004e-11	
6.4042e-06	1.4398e-05	8.2541e-05	2.0453e-06	6.7589e-05	0.01	0.047912	8.7586e-11	
6.8677e-06	1.5238e-05	8.6747e-05	2.0458e-06	6.9453e-05	0.01	0.047886	3.899e-10	
7.3093e-06	1.6017e-05	9.0561e-05	2.0411e-06	7.1238e-05	0.01	0.04786	3.5874e-09	
7.8345e-06	1.6739e-05	9.5889e-05	2.0289e-06	7.2947e-05	0.01	0.047834	3.9573e-09	
8.5829e-06	1.7403e-05	9.9359e-05	2.0731e-06	7.457e-05	0.01	0.047807	1.7235e-09	
9.449e-06	1.8017e-05	0.0001041	2.11e-06	7.6122e-05	0.01	0.047781	2.9608e-09	
1.0273e-05	1.8629e-05	0.00010835	2.146e-06	7.7671e-05	0.01	0.047754	2.1071e-09	
1.1052e-05	1.9241e-05	0.00011216	2.1812e-06	7.9218e-05	0.01	0.047728	6.9428e-09	
1.2052e-05	1.9851e-05	0.0001144	2.2156e-06	8.0763e-05	0.01	0.047702	4.7822e-08	
1.2995e-05	2.046e-05	0.00011638	2.2493e-06	8.2306e-05	0.01	0.047676	4.76e-07	
1.3937e-05	2.1068e-05	0.00011745	2.2821e-06	8.3847e-05	0.01	0.047649	9.0376e-07	
