Urocitellus_parryii	Spermophilus_dauricus	Sciurus_vulgaris	Oryctolagus_cuniculus	Octodon_degus	Ochotona_princeps	Marmota_marmota	Ictidomys_tridecemlineatus	Heterocephalus_glaber	Fukomys_damarensis	Chinchilla_lanigera	Cavia_porcellus	Cavia_aperea	Castor_canadensis	
4.3511e-06	0.00019945	7.9972e-07	4.2394e-08	1.0305e-06	1.4625e-06	0.00023615	0.00028873	6.8392e-07	1.25e-05	8.9436e-06	0.01	0.039606	7.5001e-10	
4.1636e-06	0.00020467	8.5739e-07	7.1026e-08	1.0065e-06	1.4348e-06	0.00023867	0.00028543	6.3823e-07	1.2725e-05	9.1085e-06	0.01	0.039635	1.6508e-09	
3.9839e-06	0.00020996	9.2917e-07	8.0205e-08	9.7523e-07	1.4846e-06	0.00024149	0.00028219	6.6959e-07	1.2819e-05	9.2528e-06	0.01	0.039663	8.7842e-10	
3.7975e-06	0.00021521	9.9484e-07	8.5567e-08	9.3672e-07	1.5029e-06	0.0002442	0.00027893	6.9478e-07	1.2884e-05	9.3775e-06	0.01	0.039692	2.5008e-09	
3.6187e-06	0.00022053	1.0725e-06	1.0067e-07	9.109e-07	1.5785e-06	0.00024721	0.00027573	6.6354e-07	1.3004e-05	9.5382e-06	0.01	0.039721	2.109e-09	
3.4332e-06	0.00022581	1.1438e-06	1.1268e-07	8.7813e-07	1.6199e-06	0.00025012	0.00027251	6.2588e-07	1.3095e-05	9.6789e-06	0.01	0.039749	6.9991e-09	
3.2411e-06	0.00023106	1.2089e-06	1.2022e-07	8.3826e-07	1.6293e-06	0.00025291	0.00026926	5.7815e-07	1.475e-05	9.7997e-06	0.01	0.039778	8.9515e-09	
3.0423e-06	0.00023627	1.268e-06	1.2363e-07	7.9345e-07	1.6068e-06	0.00025559	0.00026599	5.2331e-07	1.6327e-05	9.9007e-06	0.01	0.039806	8.4864e-09	
2.851e-06	0.00024155	1.288e-06	1.1825e-07	7.4126e-07	1.8086e-06	0.00025859	0.00026278	4.6097e-07	1.7828e-05	9.9822e-06	0.01	0.039835	5.2461e-09	
2.6531e-06	0.0002468	1.3029e-06	1.0857e-07	6.8139e-07	1.9685e-06	0.00026147	0.00025955	4.1686e-07	1.9638e-05	1.0044e-05	0.01	0.039863	1.3687e-09	
2.4623e-06	0.00025211	1.3261e-06	1.0783e-07	6.3484e-07	2.2231e-06	0.00026467	0.00025638	3.8406e-07	2.1687e-05	1.014e-05	0.01	0.039892	1.064e-09	
2.265e-06	0.00025739	1.3443e-06	1.033e-07	5.8121e-07	2.4303e-06	0.00026775	0.00025319	3.4554e-07	2.3643e-05	1.0217e-05	0.01	0.039921	4.0706e-09	
2.3434e-06	0.00026263	1.3575e-06	9.4757e-08	5.2022e-07	2.5929e-06	0.00027072	0.00024997	3.0103e-07	2.5507e-05	1.0274e-05	0.01	0.039949	4.9242e-09	
2.4251e-06	0.00026795	1.3635e-06	1.1644e-07	4.5156e-07	2.7e-06	0.00027403	0.00024681	2.502e-07	2.7282e-05	1.0312e-05	0.01	0.039977	4.4744e-09	
2.5102e-06	0.00027333	1.3794e-06	1.6401e-07	4.5647e-07	2.5605e-06	0.00027769	0.00024371	2.4498e-07	2.836e-05	1.023e-05	0.01	0.040006	1.2498e-09	
2.59e-06	0.00027869	1.3904e-06	2.0163e-07	4.5617e-07	2.3782e-06	0.00028123	0.00024059	2.357e-07	2.9378e-05	1.0129e-05	0.01	0.040034	1.6641e-09	
2.6732e-06	0.00028411	1.4098e-06	2.7436e-07	4.6279e-07	2.28e-06	0.00028514	0.00023753	2.3175e-07	3.0547e-05	1.0062e-05	0.01	0.040063	2.1827e-10	
2.7511e-06	0.0002895	1.4242e-06	3.3285e-07	4.6421e-07	2.1434e-06	0.00028892	0.00023445	2.2387e-07	3.1654e-05	9.9758e-06	0.01	0.040091	1.1299e-10	
2.8236e-06	0.00029485	1.4336e-06	3.7945e-07	4.6045e-07	1.9666e-06	0.00029257	0.00023134	2.1201e-07	3.2699e-05	9.8707e-06	0.01	0.040119	4.77e-10	
2.8996e-06	0.00030027	1.4515e-06	3.8754e-07	4.6356e-07	1.8707e-06	0.0002966	0.00022829	2.0526e-07	3.3901e-05	9.7995e-06	0.01	0.040148	2.0039e-10	
2.9792e-06	0.00030577	1.4784e-06	3.6635e-07	4.7372e-07	1.8419e-06	0.00030104	0.0002253	2.0325e-07	3.5277e-05	9.7616e-06	0.01	0.040177	3.6707e-10	
3.0533e-06	0.00031123	1.5001e-06	3.3738e-07	4.7861e-07	1.7801e-06	0.00030534	0.00022228	1.9747e-07	3.6583e-05	9.705e-06	0.01	0.040205	2.7132e-09	
3.122e-06	0.00031665	1.5165e-06	2.9949e-07	4.7827e-07	1.6845e-06	0.00030949	0.00021924	1.8789e-07	3.7819e-05	9.6295e-06	0.01	0.040234	3.8011e-09	
3.1945e-06	0.00032215	1.5428e-06	2.8348e-07	4.6475e-07	1.6516e-06	0.00031407	0.00021626	1.7419e-07	3.8975e-05	1.0189e-05	0.01	0.040262	2.526e-09	
3.2615e-06	0.00032761	1.5638e-06	2.6079e-07	4.4585e-07	1.5867e-06	0.00031851	0.00021326	1.5654e-07	4.0065e-05	1.072e-05	0.01	0.040291	5.9996e-09	
3.3323e-06	0.00033314	1.5943e-06	2.5397e-07	4.3426e-07	1.5782e-06	0.00032339	0.00021031	1.4385e-07	4.1325e-05	1.132e-05	0.01	0.040319	6.268e-09	
3.3977e-06	0.00033864	1.6191e-06	2.4162e-07	4.174e-07	1.5386e-06	0.00032811	0.00020734	1.2738e-07	4.2515e-05	1.1888e-05	0.01	0.040348	1.9765e-08	
3.4669e-06	0.00034422	1.6383e-06	2.2323e-07	3.952e-07	1.4672e-06	0.00033332	0.00020443	1.0703e-07	4.3637e-05	1.2426e-05	0.01	0.040376	2.6926e-08	
3.5306e-06	0.00034976	1.6522e-06	1.9807e-07	3.6757e-07	1.3632e-06	0.00033835	0.00020149	8.2672e-08	4.4695e-05	1.2934e-05	0.01	0.040405	2.9621e-08	
3.5912e-06	0.00035528	1.6646e-06	1.6498e-07	3.3434e-07	1.2247e-06	0.00034338	0.00019855	5.4127e-08	4.5688e-05	1.3413e-05	0.01	0.040433	3.0077e-08	
3.6461e-06	0.00036077	1.6426e-06	1.5252e-07	3.0912e-07	1.166e-06	0.00034824	0.00019559	3.1081e-08	4.685e-05	1.3363e-05	0.01	0.040462	2.6257e-08	
3.7052e-06	0.00036634	1.6133e-06	1.3413e-07	2.7851e-07	1.0816e-06	0.00034902	0.00019268	3.2955e-08	4.7887e-05	1.3293e-05	0.01	0.04049	3.9992e-08	
4.3419e-06	0.0004557	1.5359e-06	1.9896e-08	1.2072e-07	6.2073e-07	0.00036444	0.00014678	2.6861e-07	6.1045e-05	1.6623e-05	0.01	0.040947	6.0343e-08	
4.3625e-06	0.0004613	1.5324e-06	2.1447e-08	1.5354e-07	5.632e-07	0.00036232	0.00014395	2.7266e-07	6.1826e-05	1.7138e-05	0.01	0.040977	7.9356e-08	
4.3876e-06	0.00046699	1.5381e-06	2.6867e-08	1.5098e-07	5.3836e-07	0.00036049	0.00014117	2.8481e-07	6.1392e-05	1.7735e-05	0.01	0.041006	8.6256e-08	
4.4069e-06	0.00047263	1.5606e-06	3.9176e-08	1.4439e-07	5.4674e-07	0.00035856	0.00013836	2.9256e-07	6.0899e-05	1.8299e-05	0.01	0.041036	8.468e-08	
4.4205e-06	0.00047824	1.5779e-06	4.7798e-08	2.0448e-07	5.3235e-07	0.00035653	0.00013554	2.9602e-07	6.0347e-05	1.8828e-05	0.01	0.041065	7.6549e-08	
4.4386e-06	0.00048393	1.6048e-06	6.6261e-08	2.7745e-07	5.4677e-07	0.00034866	0.00013277	3.0582e-07	5.9933e-05	1.9436e-05	0.01	0.041095	6.7791e-08	
4.451e-06	0.00048958	1.623e-06	7.7348e-08	3.4288e-07	7.9359e-07	0.00034054	0.00012997	3.1121e-07	5.9462e-05	2.0009e-05	0.01	0.041125	5.8404e-08	
4.4678e-06	0.00049532	1.635e-06	8.4428e-08	4.0113e-07	9.9868e-07	0.00033315	0.00012723	3.1224e-07	5.8933e-05	2.0548e-05	0.01	0.041154	4.8388e-08	
4.4788e-06	0.00050102	1.6654e-06	7.9273e-08	4.5246e-07	1.3396e-06	0.00032552	0.00012447	3.0892e-07	5.8346e-05	2.1054e-05	0.01	0.041184	3.7744e-08	
4.4842e-06	0.00050667	1.6894e-06	1.0423e-07	4.9906e-07	1.6134e-06	0.00031765	0.00012168	3.9499e-07	5.7651e-05	2.1527e-05	0.01	0.041213	2.6472e-08	
4.494e-06	0.00051242	1.7118e-06	1.2832e-07	5.4349e-07	1.8777e-06	0.00031048	0.00011895	4.7945e-07	5.6947e-05	2.1994e-05	0.01	0.041243	1.4571e-08	
4.5083e-06	0.00051825	1.7327e-06	1.5154e-07	5.8575e-07	2.1322e-06	0.00030395	0.00011626	5.623e-07	5.6236e-05	2.2455e-05	0.01	0.041272	2.042e-09	
4.5168e-06	0.00052403	1.7519e-06	1.7389e-07	6.2585e-07	2.3771e-06	0.00029721	0.00011356	6.4353e-07	5.5516e-05	2.2911e-05	0.01	0.041302	3.4244e-10	
4.5297e-06	0.00052991	1.7696e-06	1.9538e-07	6.6378e-07	2.6123e-06	0.00029107	0.0001109	7.2315e-07	5.4788e-05	2.3361e-05	0.01	0.041331	1.0905e-10	
4.547e-06	0.00053588	1.7857e-06	2.1599e-07	6.9954e-07	2.8378e-06	0.00028548	0.00010829	8.0116e-07	5.4052e-05	2.3807e-05	0.01	0.041361	5.9735e-11	
4.5587e-06	0.0005418	1.8001e-06	2.3574e-07	7.3313e-07	3.0536e-06	0.00027971	0.00010565	8.7756e-07	5.3308e-05	2.4246e-05	0.01	0.04139	8.185e-11	
4.5746e-06	0.00054782	1.813e-06	2.5463e-07	7.6455e-07	3.2598e-06	0.00027445	0.00010307	9.5234e-07	5.2556e-05	2.468e-05	0.01	0.04142	1.5732e-10	
4.585e-06	0.00055379	1.8243e-06	2.7264e-07	7.9381e-07	3.4564e-06	0.00026903	0.00010046	1.0255e-06	5.1796e-05	2.5109e-05	0.01	0.04145	1.0782e-09	
4.4068e-06	0.00066863	1.7372e-06	4.5003e-07	9.3774e-07	5.3531e-06	0.00017937	5.1834e-05	2.1095e-06	3.5807e-05	3.2215e-05	0.01	0.042017	2.8185e-09	
4.3747e-06	0.00067471	1.7168e-06	4.5068e-07	9.2364e-07	5.3562e-06	0.00017512	4.9299e-05	2.1504e-06	3.4884e-05	3.2535e-05	0.01	0.042047	2.1955e-09	
4.3371e-06	0.00068075	1.6947e-06	4.5048e-07	9.0737e-07	5.3497e-06	0.00017072	4.9264e-05	2.1898e-06	3.3953e-05	3.2849e-05	0.01	0.042077	3.5625e-10	
4.2942e-06	0.00068675	1.671e-06	4.494e-07	8.8893e-07	5.3335e-06	0.00016619	4.9221e-05	2.2275e-06	3.3014e-05	3.3157e-05	0.01	0.042107	3.183e-10	
4.255e-06	0.00069284	1.6458e-06	4.4746e-07	8.6832e-07	5.3077e-06	0.00016203	4.9184e-05	2.2636e-06	3.2066e-05	3.346e-05	0.01	0.042137	8.7225e-10	
4.2105e-06	0.00069889	1.619e-06	4.4465e-07	8.4554e-07	5.2721e-06	0.00015776	4.9139e-05	2.2981e-06	3.1111e-05	3.3758e-05	0.01	0.042167	3.2433e-10	
4.1696e-06	0.00070503	1.5906e-06	4.4097e-07	8.206e-07	5.2269e-06	0.00015383	4.91e-05	2.3309e-06	3.0147e-05	3.405e-05	0.01	0.042198	3.6056e-10	
4.1321e-06	0.00071125	1.5605e-06	4.3642e-07	7.9349e-07	5.1721e-06	0.00015021	4.9069e-05	2.3622e-06	2.9176e-05	3.4337e-05	0.01	0.042228	1.0993e-09	
4.0893e-06	0.00071743	1.5289e-06	4.3101e-07	7.6421e-07	5.1076e-06	0.0001465	4.9028e-05	2.3919e-06	2.8196e-05	3.4618e-05	0.01	0.042258	6.7181e-10	
4.0503e-06	0.0007237	1.4958e-06	4.2472e-07	7.3276e-07	5.0334e-06	0.0001431	4.8995e-05	2.4199e-06	2.7208e-05	3.4894e-05	0.01	0.042288	1.5925e-09	
4.0152e-06	0.00073007	1.461e-06	4.1757e-07	6.9914e-07	4.9495e-06	0.00014	4.897e-05	2.4464e-06	2.6212e-05	3.5164e-05	0.01	0.042319	1.0304e-09	
3.9839e-06	0.00073654	1.4246e-06	4.0956e-07	6.6336e-07	4.856e-06	0.00013718	4.8951e-05	2.4712e-06	2.5208e-05	3.5429e-05	0.01	0.042349	2.1661e-09	
3.9471e-06	0.00074297	1.3867e-06	4.0067e-07	6.254e-07	4.7528e-06	0.00013426	4.8924e-05	2.4944e-06	2.4195e-05	3.5688e-05	0.01	0.042379	2.122e-09	
3.9142e-06	0.00074949	1.3471e-06	3.9092e-07	5.8528e-07	4.6399e-06	0.00013161	4.8905e-05	2.516e-06	2.3175e-05	3.5942e-05	0.01	0.04241	3.1748e-10	
3.8758e-06	0.00075597	1.306e-06	3.803e-07	5.4299e-07	4.5173e-06	0.00012887	4.8876e-05	2.536e-06	2.2146e-05	3.619e-05	0.01	0.04244	1.9566e-10	
3.8319e-06	0.00076241	1.2633e-06	3.6881e-07	4.9854e-07	4.3851e-06	0.00012603	4.8839e-05	2.5544e-06	2.1109e-05	3.6433e-05	0.01	0.042471	8.7883e-10	
3.7919e-06	0.00076895	1.219e-06	3.5646e-07	4.5191e-07	4.2433e-06	0.00012345	4.8809e-05	2.5711e-06	2.0064e-05	3.6671e-05	0.01	0.042501	1.678e-10	
3.7464e-06	0.00077544	1.1731e-06	3.4323e-07	4.0311e-07	4.0917e-06	0.00012078	4.8771e-05	2.5863e-06	1.9011e-05	3.6903e-05	0.01	0.042532	1.9803e-10	
3.7048e-06	0.00078204	1.1256e-06	3.2914e-07	3.5215e-07	3.9305e-06	0.00011837	4.874e-05	2.5999e-06	1.7949e-05	3.713e-05	0.01	0.042562	8.0325e-10	
3.6673e-06	0.00078875	1.0765e-06	3.1418e-07	2.9902e-07	3.7596e-06	0.00011619	4.8717e-05	2.6118e-06	1.688e-05	3.7351e-05	0.01	0.042593	2.3926e-10	
3.3741e-06	0.00079556	1.0258e-06	2.9836e-07	2.4372e-07	3.5791e-06	0.00011422	4.8703e-05	2.6221e-06	1.5802e-05	3.7567e-05	0.01	0.042623	2.6736e-10	
3.0921e-06	0.00080249	9.7356e-07	2.8166e-07	1.8625e-07	3.3888e-06	0.00011247	4.8696e-05	2.6308e-06	1.4717e-05	3.7777e-05	0.01	0.042654	1.2782e-09	
2.8024e-06	0.00080936	9.0818e-07	2.5686e-07	1.3966e-07	3.1337e-06	0.00011063	4.868e-05	2.6619e-06	1.3766e-05	3.7166e-05	0.01	0.042685	9.959e-10	
2.5236e-06	0.00081635	8.5332e-07	2.4911e-07	1.0105e-07	2.9884e-06	0.00010899	4.8672e-05	2.7172e-06	1.2934e-05	3.6649e-05	0.01	0.042716	2.5699e-09	
2.2371e-06	0.00082329	7.9259e-07	2.3557e-07	1.1139e-07	2.8029e-06	0.00010728	4.8655e-05	2.7619e-06	1.2052e-05	3.6089e-05	0.01	0.042747	2.5745e-09	
1.9611e-06	0.00083035	7.2247e-07	2.3951e-07	1.1787e-07	2.7581e-06	0.00010575	4.8646e-05	2.7965e-06	1.1118e-05	3.5488e-05	0.01	0.042779	8.9678e-10	
1.695e-06	0.00083751	6.3035e-07	2.3723e-07	1.2717e-07	2.6581e-06	0.00010439	4.8645e-05	2.8562e-06	1.03e-05	3.4981e-05	0.01	0.04281	1.6e-09	
1.4215e-06	0.00084463	5.3106e-07	2.3162e-07	1.3254e-07	2.5141e-06	0.00010296	4.8635e-05	2.9052e-06	9.4328e-06	3.4437e-05	0.01	0.042842	9.2043e-10	
1.4296e-06	0.0008517	4.5017e-07	2.0608e-07	1.4092e-07	2.069e-06	0.00010147	4.8616e-05	2.9815e-06	8.6713e-06	3.398e-05	0.01	0.042874	1.878e-09	
1.4329e-06	0.00085872	3.5929e-07	1.6312e-07	1.4529e-07	2.002e-06	9.9913e-05	4.8587e-05	3.0461e-06	7.8637e-06	3.3487e-05	0.01	0.042905	1.3717e-09	
1.4374e-06	0.00086585	2.5978e-07	1.0845e-07	1.457e-07	1.8981e-06	9.8525e-05	4.8567e-05	3.0995e-06	7.0092e-06	3.2957e-05	0.01	0.042937	4.4608e-09	
1.4371e-06	0.00087294	1.7388e-07	8.0939e-08	1.4919e-07	1.8621e-06	9.707e-05	4.8537e-05	3.1352e-06	6.0378e-06	3.2513e-05	0.01	0.042969	4.7547e-09	
1.4322e-06	0.00087997	1.5577e-07	4.4476e-08	2.2887e-07	1.7842e-06	9.5549e-05	4.8499e-05	3.1418e-06	5.9168e-06	3.198e-05	0.01	0.043001	2.9615e-09	
1.4283e-06	0.00088713	1.4883e-07	3.8894e-08	3.0071e-07	1.6058e-06	9.4194e-05	4.8468e-05	3.1382e-06	5.7713e-06	3.141e-05	0.01	0.043033	5.2014e-09	
1.4256e-06	0.0008944	1.3813e-07	3.2427e-08	3.6503e-07	1.4176e-06	9.2994e-05	4.8445e-05	3.1244e-06	5.6014e-06	3.08e-05	0.01	0.043065	5.3261e-09	
1.4181e-06	0.00090161	1.297e-07	1.0541e-08	4.4412e-07	1.3095e-06	9.1734e-05	4.8413e-05	3.1345e-06	5.4669e-06	3.0281e-05	0.01	0.043097	2.6607e-09	
1.4075e-06	0.00090883	1.1963e-07	8.587e-09	5.1506e-07	1.162e-06	9.0466e-05	4.8377e-05	3.1345e-06	5.3086e-06	2.9725e-05	0.01	0.043129	4.5308e-09	
1.3979e-06	0.00091616	1.1123e-07	8.4856e-09	5.7819e-07	1.0765e-06	8.9347e-05	4.8348e-05	3.1244e-06	5.1261e-06	2.9131e-05	0.01	0.043161	1.7469e-08	
1.3893e-06	0.00092361	1.0428e-07	2.8913e-09	6.5714e-07	1.0433e-06	8.8366e-05	4.8327e-05	3.1382e-06	4.9782e-06	2.8625e-05	0.01	0.043193	2.2503e-08	
1.3817e-06	0.00093118	9.4241e-08	3.091e-09	7.276e-07	9.7711e-07	8.7517e-05	4.8314e-05	3.1419e-06	4.8068e-06	2.8082e-05	0.01	0.043225	2.5171e-08	
1.3752e-06	0.00093887	8.5627e-08	4.0506e-09	7.843e-07	9.5676e-07	8.6791e-05	4.831e-05	3.1162e-06	5.1021e-06	2.7442e-05	0.01	0.043258	2.7204e-08	
1.3697e-06	0.00094669	7.815e-08	6.2002e-09	8.5694e-07	9.7845e-07	8.6183e-05	4.8313e-05	3.1171e-06	5.019e-06	2.689e-05	0.01	0.043291	2.4295e-08	
1.3595e-06	0.00095446	8.2049e-08	6.253e-09	9.0366e-07	9.4881e-07	8.5527e-05	4.8307e-05	3.0224e-06	5.0723e-06	2.6101e-05	0.01	0.043325	3.5837e-08	
1.3447e-06	0.00096217	8.3406e-08	5.0133e-09	9.4291e-07	8.9015e-07	8.482e-05	4.8291e-05	2.9144e-06	5.1035e-06	2.5268e-05	0.01	0.043358	4.1201e-08	
1.3309e-06	0.00097001	8.5606e-08	4.955e-09	9.9646e-07	8.7355e-07	8.423e-05	4.8284e-05	2.8382e-06	5.1645e-06	2.4539e-05	0.01	0.043392	4.0411e-08	
1.3124e-06	0.0009778	8.5289e-08	3.349e-09	1.0421e-06	8.3028e-07	8.3592e-05	4.8268e-05	2.7499e-06	5.2031e-06	2.3769e-05	0.01	0.043425	3.7079e-08	
1.2949e-06	0.00098572	8.2116e-08	6.6944e-09	1.0801e-06	7.5554e-07	8.3066e-05	4.826e-05	2.6489e-06	5.2193e-06	2.2957e-05	0.01	0.043459	3.0922e-08	
1.2783e-06	0.00099376	7.986e-08	5.5893e-09	1.133e-06	7.2273e-07	8.2648e-05	4.8259e-05	2.5777e-06	5.2656e-06	2.2245e-05	0.01	0.043493	1.5459e-08	
1.2626e-06	0.0010019	7.4581e-08	1.162e-08	1.1778e-06	6.5743e-07	8.2335e-05	4.8267e-05	2.4951e-06	5.2896e-06	2.1493e-05	0.01	0.043527	1.6495e-08	
1.2478e-06	0.0010102	7.0156e-08	1.1539e-08	1.239e-06	6.2984e-07	8.2125e-05	4.8282e-05	2.4393e-06	5.3439e-06	2.0835e-05	0.01	0.043561	1.3352e-08	
1.2338e-06	0.0010187	6.6437e-08	1.3724e-08	1.3192e-06	6.3469e-07	8.2015e-05	4.8306e-05	2.4069e-06	5.4296e-06	2.0263e-05	0.01	0.043596	4.266e-09	
1.2153e-06	0.0010271	6.3906e-08	1.029e-08	1.3899e-06	6.8036e-07	8.1861e-05	4.832e-05	2.3648e-06	5.492e-06	1.9655e-05	0.01	0.04363	3.5717e-09	
1.1921e-06	0.0010354	7.1899e-08	3.6181e-09	1.4271e-06	6.7901e-07	8.1663e-05	4.8325e-05	2.3474e-06	5.5975e-06	1.8757e-05	0.01	0.043665	4.9045e-10	
1.1697e-06	0.0010439	7.6685e-08	3.6935e-09	1.4542e-06	6.4824e-07	8.1565e-05	4.8338e-05	2.3146e-06	6.7891e-06	1.8971e-05	0.01	0.0437	2.6156e-10	
1.1481e-06	0.0010525	7.8474e-08	1.0752e-08	1.4732e-06	5.8612e-07	8.1566e-05	4.8359e-05	2.2723e-06	7.9213e-06	1.9158e-05	0.01	0.043736	1.0858e-09	
1.122e-06	0.001061	7.7648e-08	1.5984e-08	1.4843e-06	4.9564e-07	8.1524e-05	4.8371e-05	2.2568e-06	9.2857e-06	1.9318e-05	0.01	0.043771	6.4512e-10	
1.0912e-06	0.0010695	7.9662e-08	1.5099e-08	1.5104e-06	4.5362e-07	8.1438e-05	4.8374e-05	2.2673e-06	9.6758e-06	1.9533e-05	0.01	0.043807	1.6208e-09	
1.0613e-06	0.0010782	8.2697e-08	6.8289e-09	1.5072e-06	4.4097e-07	8.1451e-05	4.8385e-05	2.2993e-06	1.0137e-05	2.0852e-05	0.01	0.043842	8.756e-10	
1.032e-06	0.0010869	8.2714e-08	7.4181e-09	1.4961e-06	4.0138e-07	8.1564e-05	4.8404e-05	2.3221e-06	1.0563e-05	2.2113e-05	0.01	0.043877	2.5561e-09	
9.9811e-07	0.0010956	8.0199e-08	6.6859e-09	1.4771e-06	3.3831e-07	8.1632e-05	4.8413e-05	2.3357e-06	1.0954e-05	2.3318e-05	0.01	0.043913	2.5669e-09	
9.6491e-07	0.0011045	7.4864e-08	1.4586e-08	1.4502e-06	2.4638e-07	8.1801e-05	4.8431e-05	2.3405e-06	1.1313e-05	2.4468e-05	0.01	0.043948	9.0484e-10	
9.2719e-07	0.0011133	8.1081e-08	1.8335e-08	1.4152e-06	2.5906e-07	8.1925e-05	4.8439e-05	2.3362e-06	1.1638e-05	2.5565e-05	0.01	0.043983	1.4596e-09	
8.9006e-07	0.0011223	8.1222e-08	1.8584e-08	1.3717e-06	4.0023e-07	8.215e-05	4.8456e-05	2.3571e-06	1.206e-05	2.6607e-05	0.01	0.044018	6.117e-10	
8.4841e-07	0.0011311	7.8838e-08	3.758e-08	1.3197e-06	5.0704e-07	8.2331e-05	4.8463e-05	2.3688e-06	1.2446e-05	2.7599e-05	0.01	0.044053	1.6247e-09	
8.073e-07	0.0011402	7.7454e-08	5.57e-08	1.2579e-06	6.0399e-07	8.2613e-05	4.8478e-05	2.4027e-06	1.291e-05	2.8529e-05	0.01	0.044088	9.125e-10	
7.6168e-07	0.0011492	7.6832e-08	7.2945e-08	1.2129e-06	6.911e-07	8.285e-05	4.8484e-05	2.3326e-06	1.3464e-05	2.9585e-05	0.01	0.044123	1.9905e-09	
7.1156e-07	0.0011581	7.3742e-08	8.9313e-08	1.1596e-06	7.6835e-07	8.3043e-05	4.8481e-05	2.2512e-06	1.3978e-05	3.059e-05	0.01	0.044158	1.5837e-09	
6.5691e-07	0.0011669	7.1449e-08	1.0481e-07	1.1218e-06	8.3575e-07	8.3192e-05	4.8469e-05	2.1955e-06	1.4577e-05	3.173e-05	0.01	0.044194	3.6885e-09	
5.9776e-07	0.0011758	6.986e-08	1.1942e-07	1.0976e-06	8.9331e-07	8.3297e-05	4.8448e-05	2.162e-06	1.527e-05	3.302e-05	0.01	0.04423	3.3815e-09	
5.3407e-07	0.0011845	8.0551e-08	1.3317e-07	1.0661e-06	9.4101e-07	8.3358e-05	4.8418e-05	2.1193e-06	1.5919e-05	3.4251e-05	0.01	0.044265	9.2613e-10	
4.7094e-07	0.0011934	9.2512e-08	1.4603e-07	1.0473e-06	9.7886e-07	8.3519e-05	4.8395e-05	2.0971e-06	1.6668e-05	3.5641e-05	0.01	0.044302	8.3995e-10	
4.0826e-07	0.0012025	1.0601e-07	1.5802e-07	1.0407e-06	1.0069e-06	8.3781e-05	4.8381e-05	2.0941e-06	1.7529e-05	3.721e-05	0.01	0.044338	2.7199e-09	
4.5486e-07	0.0012114	1.216e-07	1.6914e-07	1.0458e-06	1.025e-06	8.3998e-05	4.8357e-05	2.1103e-06	1.8516e-05	3.8978e-05	0.01	0.044375	2.4355e-09	
5.0137e-07	0.0012206	1.3411e-07	1.7937e-07	1.0442e-06	1.0333e-06	8.4319e-05	4.8341e-05	2.118e-06	1.9449e-05	4.067e-05	0.01	0.044412	4.3844e-10	
5.4357e-07	0.0012296	1.4375e-07	1.8874e-07	1.0357e-06	1.0318e-06	8.4594e-05	4.8316e-05	2.1171e-06	2.0327e-05	4.229e-05	0.01	0.044449	4.6212e-10	
7.0397e-07	0.001267	2.0154e-07	2.2398e-07	1.0462e-06	9.2365e-07	8.6458e-05	4.8262e-05	1.7699e-06	2.5825e-05	4.9747e-05	0.01	0.044598	1.3616e-09	
7.3762e-07	0.0012764	2.3322e-07	2.0944e-07	1.06e-06	9.0903e-07	8.6963e-05	4.8243e-05	1.7103e-06	2.7414e-05	5.1882e-05	0.01	0.044636	2.7489e-09	
7.6688e-07	0.0012858	2.6121e-07	1.8854e-07	1.0668e-06	8.6759e-07	8.7421e-05	4.8215e-05	1.641e-06	2.8923e-05	5.3927e-05	0.01	0.044674	2.9761e-09	
7.9631e-07	0.0012953	2.9399e-07	1.8322e-07	1.0864e-06	8.6712e-07	8.7991e-05	4.8194e-05	1.5934e-06	3.0646e-05	5.4388e-05	0.01	0.044712	9.6988e-10	
8.2133e-07	0.0013047	3.2288e-07	1.7284e-07	1.099e-06	8.4034e-07	8.8512e-05	4.8165e-05	1.5369e-06	3.2283e-05	5.4808e-05	0.01	0.044751	1.6139e-09	
8.4654e-07	0.0013143	3.477e-07	1.5695e-07	1.1045e-06	7.8682e-07	8.9149e-05	4.8143e-05	1.4708e-06	3.3837e-05	5.5187e-05	0.01	0.044789	8.6514e-10	
8.7201e-07	0.0013241	3.8162e-07	1.1204e-07	1.103e-06	7.9623e-07	8.9906e-05	4.813e-05	1.3948e-06	3.5309e-05	5.5527e-05	0.01	0.044827	1.8848e-09	
8.9306e-07	0.0013338	4.2523e-07	9.0502e-08	1.0944e-06	8.479e-07	9.0612e-05	4.8107e-05	1.3105e-06	3.6672e-05	5.5826e-05	0.01	0.044864	1.1763e-09	
9.1439e-07	0.0013436	4.6376e-07	6.2232e-08	1.0788e-06	8.7295e-07	9.1443e-05	4.8092e-05	1.2154e-06	3.7962e-05	5.6087e-05	0.01	0.044902	3.5406e-09	
9.3129e-07	0.0013534	4.9794e-07	6.4745e-08	1.0561e-06	8.6935e-07	9.2221e-05	4.8068e-05	1.1089e-06	3.918e-05	5.6309e-05	0.01	0.04494	5.2664e-09	
9.4376e-07	0.0013632	5.3938e-07	5.5352e-08	1.0458e-06	9.0788e-07	9.2948e-05	4.8035e-05	1.0283e-06	4.0585e-05	5.6625e-05	0.01	0.044978	4.4464e-09	
