Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
4.5884e-06	3.2337e-06	0.00019713	0.0098381	0.01	0.0099367	0.00011727	2.6274e-05	0.93319	0.00018784	8.0606e-05	2.4321e-05	2.7352e-07	0.062387	1.5794e-05	7.9656e-06	2.7523e-05	0.00028315	
4.509e-06	3.4058e-06	0.00019642	0.009838	0.01	0.0099367	0.00011734	2.5536e-05	0.9333	0.00018534	8.079e-05	2.3639e-05	2.8173e-07	0.062407	1.6085e-05	7.8006e-06	2.89e-05	0.00028042	
4.4279e-06	3.5745e-06	0.00019565	0.009838	0.01	0.0099366	0.0001174	2.4796e-05	0.93341	0.00018284	8.0968e-05	2.2956e-05	2.888e-07	0.062427	1.6373e-05	7.6316e-06	3.0054e-05	0.00027768	
4.3452e-06	3.74e-06	0.000195	0.009838	0.01	0.0099366	0.00011745	2.4055e-05	0.93353	0.00018033	8.1141e-05	2.2271e-05	2.9471e-07	0.062447	1.6657e-05	7.4588e-06	3.1832e-05	0.00027496	
4.2607e-06	3.9021e-06	0.00019428	0.0098379	0.01	0.0099366	0.0001175	2.3313e-05	0.93365	0.00017782	8.1309e-05	2.1585e-05	2.9948e-07	0.062467	1.6938e-05	7.282e-06	3.3022e-05	0.00027223	
4.1747e-06	4.0609e-06	0.00019349	0.0098379	0.01	0.0099366	0.00011755	2.2568e-05	0.93377	0.00017531	8.1471e-05	2.0896e-05	3.031e-07	0.062487	1.7215e-05	7.1013e-06	3.4015e-05	0.00026947	
4.087e-06	4.2165e-06	0.00019282	0.0098379	0.01	0.0099366	0.00011759	2.1822e-05	0.9339	0.0001728	8.1627e-05	2.0207e-05	3.0557e-07	0.062507	1.7489e-05	6.9167e-06	3.5538e-05	0.00026674	
3.9976e-06	4.3687e-06	0.00019209	0.0098378	0.01	0.0099366	0.00011762	2.1075e-05	0.93403	0.00017028	8.1778e-05	1.9515e-05	3.0689e-07	0.062527	1.776e-05	6.7281e-06	3.6531e-05	0.000264	
3.9065e-06	4.5176e-06	0.0001913	0.0098378	0.01	0.0099366	0.00011765	2.0326e-05	0.93417	0.00016776	8.1924e-05	1.8822e-05	3.0706e-07	0.062548	1.8028e-05	6.5357e-06	3.7523e-05	0.00026123	
3.8138e-06	4.6632e-06	0.00019046	0.0098378	0.01	0.0099365	0.00011767	1.9575e-05	0.9343	0.00016524	8.2064e-05	1.8127e-05	3.0609e-07	0.062568	1.8292e-05	6.3394e-06	3.8512e-05	0.00025844	
3.7195e-06	4.8055e-06	0.00018972	0.0098378	0.01	0.0099365	0.00011769	1.8823e-05	0.93445	0.00016271	8.2198e-05	1.7431e-05	3.0397e-07	0.062588	1.8553e-05	6.1391e-06	3.95e-05	0.00025569	
3.6234e-06	4.9445e-06	0.00018907	0.0098377	0.01	0.0099365	0.0001177	1.807e-05	0.93459	0.00016019	8.2327e-05	1.6733e-05	3.007e-07	0.062608	1.8811e-05	5.9349e-06	4.0486e-05	0.00025296	
3.5258e-06	5.0802e-06	0.00018852	0.0098377	0.01	0.0099365	0.00011771	1.7315e-05	0.93474	0.00015766	8.2451e-05	1.6033e-05	2.9628e-07	0.062628	1.9065e-05	5.7268e-06	4.1469e-05	0.00025027	
3.4264e-06	5.2126e-06	0.00018791	0.0098377	0.01	0.0099365	0.00011771	1.6558e-05	0.9349	0.00015512	8.2569e-05	1.5332e-05	2.9071e-07	0.062648	1.9316e-05	5.5148e-06	4.2451e-05	0.00024755	
3.3254e-06	5.3417e-06	0.00018726	0.0098376	0.01	0.0099365	0.00011771	1.5799e-05	0.93505	0.00015259	8.2681e-05	1.4629e-05	2.84e-07	0.062669	1.9563e-05	5.2988e-06	4.3431e-05	0.00024482	
3.2228e-06	5.4675e-06	0.0001867	0.0098376	0.01	0.0099365	0.0001177	1.5039e-05	0.93521	0.00015005	8.2788e-05	1.3924e-05	2.7613e-07	0.062689	1.9808e-05	5.079e-06	4.4408e-05	0.00024212	
3.1185e-06	5.59e-06	0.00018609	0.0098376	0.01	0.0099365	0.00011769	1.4278e-05	0.93538	0.00014751	8.289e-05	1.3218e-05	2.6712e-07	0.062709	2.0049e-05	4.8552e-06	4.5384e-05	0.00023939	
3.0125e-06	5.7092e-06	0.00018543	0.0098376	0.01	0.0099365	0.00011767	1.3515e-05	0.93555	0.00014496	8.2985e-05	1.251e-05	2.5697e-07	0.062729	2.0286e-05	4.6275e-06	4.6231e-05	0.00023665	
2.9048e-06	5.8251e-06	0.00018486	0.0098375	0.01	0.0099364	0.00011765	1.275e-05	0.93572	0.00014242	8.3076e-05	1.18e-05	2.4566e-07	0.06275	2.0521e-05	4.3959e-06	4.7483e-05	0.00023394	
2.7956e-06	5.9376e-06	0.00018424	0.0098375	0.01	0.0099364	0.00011762	1.1984e-05	0.9359	0.00013987	8.3161e-05	1.1089e-05	2.332e-07	0.06277	2.0752e-05	4.1604e-06	4.9424e-05	0.00023121	
2.6846e-06	6.0469e-06	0.00018356	0.0098375	0.01	0.0099364	0.00011758	1.1216e-05	0.93608	0.00013732	8.324e-05	1.0376e-05	2.196e-07	0.062791	2.0979e-05	3.921e-06	5.11e-05	0.00022845	
2.572e-06	6.1529e-06	0.00018298	0.0098374	0.01	0.0099364	0.00011754	1.0447e-05	0.93626	0.00013476	8.3314e-05	9.6616e-06	2.0485e-07	0.062811	2.1204e-05	3.6776e-06	5.3613e-05	0.00022573	
2.4577e-06	6.2556e-06	0.00018251	0.0098374	0.01	0.0099364	0.0001175	9.6761e-06	0.93645	0.0001322	8.3382e-05	8.9453e-06	1.8895e-07	0.062831	2.1425e-05	3.4303e-06	5.7493e-05	0.00022304	
2.3418e-06	6.3549e-06	0.00018198	0.0098374	0.01	0.0099364	0.00011745	8.9036e-06	0.93664	0.00012964	8.3445e-05	8.2274e-06	1.719e-07	0.062852	2.1642e-05	3.1791e-06	6.0138e-05	0.00022033	
2.2242e-06	6.451e-06	0.00018155	0.0098374	0.01	0.0099364	0.00011739	8.1296e-06	0.93684	0.00012708	8.3502e-05	7.5078e-06	1.5371e-07	0.062872	2.1857e-05	2.924e-06	6.486e-05	0.00021766	
2.1049e-06	6.5438e-06	0.00018106	0.0098373	0.01	0.0099364	0.00011733	7.354e-06	0.93704	0.00012452	8.3554e-05	6.7866e-06	1.3436e-07	0.062893	2.2068e-05	2.665e-06	6.809e-05	0.00021496	
1.984e-06	6.6332e-06	0.00018068	0.0098373	0.01	0.0099364	0.00011726	6.5768e-06	0.93724	0.00012195	8.36e-05	6.0637e-06	1.1387e-07	0.062913	2.2276e-05	2.402e-06	7.3848e-05	0.00021229	
1.8614e-06	6.7194e-06	0.00018024	0.0098373	0.01	0.0099364	0.00011719	5.798e-06	0.93745	0.00011938	8.3641e-05	5.3392e-06	9.2228e-08	0.062934	2.248e-05	2.1352e-06	7.8717e-05	0.0002096	
1.7372e-06	6.8022e-06	0.00017974	0.0098373	0.01	0.0099363	0.00011712	5.0177e-06	0.93766	0.0001168	8.3676e-05	4.613e-06	6.9439e-08	0.062954	2.2681e-05	1.8644e-06	8.2066e-05	0.00020689	
1.5926e-06	6.8695e-06	0.00017917	0.0098373	0.01	0.0099363	0.00011689	4.1081e-06	0.93783	0.00011669	8.3525e-05	3.7559e-06	3.7203e-08	0.062967	2.2809e-05	1.5241e-06	8.4877e-05	0.00020825	
1.4887e-06	6.963e-06	0.00017871	0.0098372	0.01	0.0099363	0.0001166	3.4802e-06	0.93811	0.00011656	8.4463e-05	3.1826e-06	2.8389e-08	0.062999	2.3115e-05	1.3237e-06	8.9211e-05	0.00020963	
1.4254e-06	7.0378e-06	0.00017819	0.0098372	0.01	0.0099363	0.00011639	2.7476e-06	0.93836	0.00011644	8.575e-05	2.5052e-06	2.3698e-08	0.063062	2.334e-05	1.3832e-06	9.0771e-05	0.00021099	
1.3933e-06	7.1092e-06	0.0001776	0.0098372	0.01	0.0099363	0.00011624	2.6658e-06	0.93852	0.00011636	8.5723e-05	2.4327e-06	2.2279e-08	0.063162	2.3482e-05	1.4386e-06	9.1163e-05	0.00021233	
1.3503e-06	7.1648e-06	0.00017696	0.0098372	0.01	0.0099363	0.00011606	2.5694e-06	0.93864	0.00011626	8.556e-05	2.3456e-06	3.9676e-08	0.063251	2.3553e-05	1.4763e-06	9.1471e-05	0.00021365	
1.2955e-06	7.1756e-06	0.0001763	0.0098371	0.01	0.0099363	0.00011584	2.4709e-06	0.93876	0.00011614	8.6529e-05	2.2562e-06	4.7499e-08	0.06333	2.362e-05	1.9006e-06	9.1777e-05	0.00021496	
1.1106e-06	7.2294e-06	0.00017558	0.0098371	0.01	0.0099363	0.00011569	2.4585e-06	0.93756	0.00011604	8.6562e-05	2.2512e-06	4.5867e-08	0.063455	2.3328e-05	2.6577e-06	9.1338e-05	0.00021626	
9.8423e-07	7.3103e-06	0.00017497	0.0098371	0.01	0.0099363	0.0001155	2.4837e-06	0.9365	0.00011592	8.6208e-05	2.2858e-06	6.2373e-08	0.063455	2.3215e-05	2.9108e-06	9.1286e-05	0.00021757	
9.9956e-07	7.3753e-06	0.0001743	0.009837	0.01	0.0099362	0.00011526	2.4973e-06	0.93538	0.00011577	8.6225e-05	2.3083e-06	9.3586e-08	0.063441	2.303e-05	3.1284e-06	9.1079e-05	0.00021887	
1.0785e-06	7.4184e-06	0.00017357	0.009837	0.01	0.0099362	0.00011509	2.889e-06	0.93414	0.00011566	8.5248e-05	2.7273e-06	1.6818e-07	0.063506	2.2756e-05	4.7951e-06	9.0246e-05	0.00022015	
1.1373e-06	7.442e-06	0.00017278	0.009837	0.01	0.0099362	0.00011489	3.0526e-06	0.93372	0.00011553	8.4157e-05	2.9057e-06	2.2775e-07	0.063983	2.2816e-05	6.2262e-06	8.9159e-05	0.00022141	
1.1845e-06	7.4501e-06	0.00017192	0.009837	0.01	0.0099362	0.00011465	3.1865e-06	0.93327	0.00011538	8.4926e-05	3.0508e-06	2.6947e-07	0.064423	2.2832e-05	7.3928e-06	8.7828e-05	0.00022265	
1.2299e-06	7.4549e-06	0.000171	0.0098369	0.01	0.0099362	0.00011441	3.3181e-06	0.93282	0.00011522	8.569e-05	3.1936e-06	3.1006e-07	0.064864	2.2846e-05	8.5564e-06	8.6496e-05	0.00022388	
1.2736e-06	7.4564e-06	0.00017019	0.0098369	0.01	0.0099362	0.00011416	3.4476e-06	0.93238	0.00011507	8.6448e-05	3.3343e-06	3.4952e-07	0.065305	2.2855e-05	9.7169e-06	8.5162e-05	0.00022512	
1.3155e-06	7.4546e-06	0.00016932	0.0098369	0.01	0.0099362	0.00011391	3.5748e-06	0.93194	0.0001149	8.7201e-05	3.4727e-06	3.8786e-07	0.065746	2.2862e-05	1.0874e-05	8.3826e-05	0.00022635	
1.3558e-06	7.4494e-06	0.00016839	0.0098368	0.01	0.0099362	0.00011365	3.6999e-06	0.9315	0.00011474	8.7949e-05	3.6089e-06	4.2507e-07	0.066188	2.2865e-05	1.2029e-05	8.2489e-05	0.00022756	
1.3943e-06	7.441e-06	0.00016757	0.0098368	0.01	0.0099362	0.00011338	3.8228e-06	0.93107	0.00011456	8.8691e-05	3.7429e-06	4.6116e-07	0.06663	2.2865e-05	1.318e-05	8.1151e-05	0.00022878	
1.431e-06	7.4293e-06	0.00016668	0.0098368	0.01	0.0099361	0.00011312	3.9435e-06	0.93063	0.00011439	8.9428e-05	3.8746e-06	4.9612e-07	0.067072	2.2861e-05	1.4329e-05	7.9811e-05	0.00022999	
1.4661e-06	7.4142e-06	0.00016574	0.0098367	0.01	0.0099361	0.00011284	4.0619e-06	0.93021	0.00011421	9.016e-05	4.0042e-06	5.2995e-07	0.067515	2.2854e-05	1.5474e-05	7.8469e-05	0.00023119	
1.4994e-06	7.3959e-06	0.0001649	0.0098367	0.01	0.0099361	0.00011256	4.1783e-06	0.92978	0.00011402	9.0887e-05	4.1315e-06	5.6266e-07	0.067958	2.2844e-05	1.6617e-05	7.7126e-05	0.0002324	
1.531e-06	7.3742e-06	0.00016417	0.0098367	0.01	0.0099361	0.00011228	4.2924e-06	0.92936	0.00011383	9.1609e-05	4.2566e-06	5.9424e-07	0.068402	2.283e-05	1.7756e-05	7.5781e-05	0.00023364	
1.5608e-06	7.3493e-06	0.00016338	0.0098367	0.01	0.0099361	0.00011199	4.4043e-06	0.92893	0.00011364	9.2325e-05	4.3795e-06	6.2469e-07	0.068846	2.2813e-05	1.8892e-05	7.4435e-05	0.00023485	
1.589e-06	7.321e-06	0.00016268	0.0098366	0.01	0.0099361	0.00011169	4.514e-06	0.92852	0.00011344	9.3036e-05	4.5002e-06	6.5402e-07	0.06929	2.2792e-05	2.0026e-05	7.3087e-05	0.00023609	
1.6154e-06	7.2894e-06	0.00016193	0.0098366	0.01	0.0099361	0.00011139	4.6216e-06	0.9281	0.00011324	9.3742e-05	4.6187e-06	6.8222e-07	0.069734	2.2769e-05	2.1156e-05	7.1737e-05	0.00023731	
1.64e-06	7.2545e-06	0.00016127	0.0098366	0.01	0.0099361	0.00011109	4.7269e-06	0.92769	0.00011303	9.4442e-05	4.7349e-06	7.0929e-07	0.070179	2.2741e-05	2.2283e-05	7.0386e-05	0.00023855	
1.663e-06	7.2164e-06	0.00016057	0.0098366	0.01	0.0099361	0.00011078	4.8301e-06	0.92728	0.00011282	9.5137e-05	4.849e-06	7.3524e-07	0.070625	2.2711e-05	2.3407e-05	6.9033e-05	0.00023977	
1.6842e-06	7.1749e-06	0.00015981	0.0098365	0.01	0.009936	0.00011046	4.9311e-06	0.92687	0.00011261	9.5827e-05	4.9608e-06	7.6006e-07	0.07107	2.2677e-05	2.4529e-05	6.7679e-05	0.00024097	
1.7037e-06	7.1301e-06	0.00015914	0.0098365	0.01	0.009936	0.00011014	5.0298e-06	0.92646	0.00011239	9.6512e-05	5.0704e-06	7.8376e-07	0.071516	2.264e-05	2.5647e-05	6.6323e-05	0.0002422	
1.7214e-06	7.082e-06	0.00015842	0.0098365	0.01	0.009936	0.00010981	5.1264e-06	0.92606	0.00011216	9.7192e-05	5.1778e-06	8.0633e-07	0.071963	2.2599e-05	2.6762e-05	6.4966e-05	0.0002434	
1.7374e-06	7.0306e-06	0.00015778	0.0098365	0.01	0.009936	0.00010948	5.2208e-06	0.92566	0.00011193	9.7866e-05	5.2829e-06	8.2777e-07	0.07241	2.2555e-05	2.7874e-05	6.3607e-05	0.00024463	
1.7517e-06	6.9758e-06	0.00015721	0.0098364	0.01	0.009936	0.00010914	5.3131e-06	0.92526	0.0001117	9.8535e-05	5.3859e-06	8.4809e-07	0.072857	2.2508e-05	2.8984e-05	6.2246e-05	0.00024586	
1.7643e-06	6.9178e-06	0.0001566	0.0098364	0.01	0.009936	0.0001088	5.4031e-06	0.92487	0.00011146	9.9199e-05	5.4866e-06	8.6728e-07	0.073304	2.2457e-05	3.009e-05	6.0884e-05	0.00024709	
1.7752e-06	6.8565e-06	0.00015606	0.0098364	0.01	0.009936	0.00010845	5.4909e-06	0.92447	0.00011122	9.9857e-05	5.5852e-06	8.8534e-07	0.073752	2.2403e-05	3.1193e-05	5.952e-05	0.00024833	
1.7843e-06	6.7919e-06	0.00015549	0.0098364	0.01	0.009936	0.0001081	5.5766e-06	0.92408	0.00011097	0.00010051	5.6815e-06	9.0228e-07	0.074201	2.2345e-05	3.2293e-05	5.8155e-05	0.00024955	
1.7917e-06	6.7239e-06	0.00015498	0.0098364	0.01	0.009936	0.00010774	5.66e-06	0.92369	0.00011072	0.00010116	5.7756e-06	9.1809e-07	0.074649	2.2285e-05	3.339e-05	5.6788e-05	0.00025079	
1.7973e-06	6.6527e-06	0.00015443	0.0098363	0.01	0.009936	0.00010738	5.7413e-06	0.9233	0.00011046	0.0001018	5.8675e-06	9.3278e-07	0.075098	2.222e-05	3.4485e-05	5.542e-05	0.00025202	
1.8012e-06	6.5781e-06	0.00015396	0.0098363	0.01	0.009936	0.00010701	5.8204e-06	0.92292	0.0001102	0.00010244	5.9571e-06	9.4634e-07	0.075548	2.2153e-05	3.5576e-05	5.405e-05	0.00025326	
1.8034e-06	6.5002e-06	0.00015356	0.0098363	0.01	0.0099359	0.00010664	5.8973e-06	0.92253	0.00010994	0.00010307	6.0446e-06	9.5877e-07	0.075997	2.2082e-05	3.6664e-05	5.2678e-05	0.00025451	
1.8039e-06	6.4191e-06	0.00015311	0.0098363	0.01	0.0099359	0.00010626	5.972e-06	0.92215	0.00010967	0.0001037	6.1298e-06	9.7008e-07	0.076447	2.2008e-05	3.7749e-05	5.1305e-05	0.00025575	
1.8027e-06	6.3346e-06	0.00015274	0.0098363	0.01	0.0099359	0.00010587	6.0445e-06	0.92177	0.0001094	0.00010432	6.2129e-06	9.8026e-07	0.076898	2.193e-05	3.8831e-05	4.993e-05	0.00025701	
1.7997e-06	6.2468e-06	0.00015245	0.0098363	0.01	0.0099359	0.00010548	6.1148e-06	0.9214	0.00010912	0.00010494	6.2937e-06	9.8932e-07	0.077349	2.1849e-05	3.991e-05	4.8553e-05	0.00025829	
1.795e-06	6.1557e-06	0.00015211	0.0098362	0.01	0.0099359	0.00010509	6.183e-06	0.92102	0.00010884	0.00010555	6.3723e-06	9.9725e-07	0.0778	2.1764e-05	4.0987e-05	4.7175e-05	0.00025955	
1.7885e-06	6.0613e-06	0.00015186	0.0098362	0.01	0.0099359	0.00010469	6.2489e-06	0.92065	0.00010855	0.00010615	6.4486e-06	1.0041e-06	0.078252	2.1677e-05	4.206e-05	4.5796e-05	0.00026083	
1.7804e-06	5.9636e-06	0.00015168	0.0098362	0.01	0.0099359	0.00010428	6.3127e-06	0.92027	0.00010826	0.00010675	6.5228e-06	1.0097e-06	0.078704	2.1586e-05	4.313e-05	4.4414e-05	0.00026213	
1.7705e-06	5.8626e-06	0.00015146	0.0098362	0.01	0.0099359	0.00010387	6.3742e-06	0.9199	0.00010796	0.00010735	6.5948e-06	1.0143e-06	0.079156	2.1491e-05	4.4197e-05	4.3032e-05	0.00026341	
1.7588e-06	5.7582e-06	0.00015119	0.0098362	0.01	0.0099359	0.00010346	6.4336e-06	0.91954	0.00010766	0.00010794	6.6645e-06	1.0177e-06	0.079609	2.1393e-05	4.5261e-05	4.1647e-05	0.00026468	
1.7455e-06	5.6506e-06	0.000151	0.0098362	0.01	0.0099359	0.00010304	6.4908e-06	0.91917	0.00010736	0.00010853	6.732e-06	1.02e-06	0.080062	2.1292e-05	4.6323e-05	4.0261e-05	0.00026596	
1.7304e-06	5.5397e-06	0.00015089	0.0098362	0.01	0.0099359	0.00010261	6.5458e-06	0.9188	0.00010705	0.00010911	6.7973e-06	1.0212e-06	0.080515	2.1187e-05	4.7381e-05	3.8873e-05	0.00026727	
1.7136e-06	5.4254e-06	0.00015074	0.0098362	0.01	0.0099359	0.00010218	6.5986e-06	0.91844	0.00010673	0.00010968	6.8604e-06	1.0212e-06	0.080969	2.1079e-05	4.8436e-05	3.7484e-05	0.00026855	
1.695e-06	5.3079e-06	0.00015068	0.0098362	0.01	0.0099359	0.00010174	6.6493e-06	0.91808	0.00010642	0.00011025	6.9213e-06	1.0202e-06	0.081423	2.0968e-05	4.9488e-05	3.6093e-05	0.00026986	
1.6748e-06	5.187e-06	0.0001507	0.0098362	0.01	0.0099359	0.0001013	6.6977e-06	0.91772	0.00010609	0.00011081	6.98e-06	1.018e-06	0.081878	2.0853e-05	5.0537e-05	3.4701e-05	0.0002712	
1.6528e-06	5.0628e-06	0.00015067	0.0098362	0.01	0.0099359	0.00010085	6.744e-06	0.91736	0.00010577	0.00011137	7.0365e-06	1.0146e-06	0.082333	2.0735e-05	5.1584e-05	3.3307e-05	0.00027251	
1.629e-06	4.9353e-06	0.00015074	0.0098361	0.01	0.0099359	0.0001004	6.788e-06	0.917	0.00010544	0.00011193	7.0907e-06	1.0102e-06	0.082788	2.0614e-05	5.2627e-05	3.1911e-05	0.00027104	
1.6036e-06	4.8046e-06	0.00015074	0.0098361	0.01	0.0099359	9.9943e-05	6.8299e-06	0.91664	0.0001051	0.00011248	7.1427e-06	1.0046e-06	0.083244	2.0489e-05	5.3667e-05	3.0514e-05	0.00026956	
1.5764e-06	4.6705e-06	0.0001507	0.0098361	0.01	0.0099359	9.9479e-05	6.8696e-06	0.91629	0.00010476	0.00011302	7.1926e-06	9.9788e-07	0.0837	2.0361e-05	5.4705e-05	2.9115e-05	0.00026805	
1.5475e-06	4.533e-06	0.00015074	0.0098361	0.01	0.0099359	9.9011e-05	6.9071e-06	0.91594	0.00010442	0.00011356	7.2402e-06	9.9005e-07	0.084157	2.0229e-05	5.5739e-05	2.7714e-05	0.00026656	
1.5169e-06	4.3923e-06	0.00015087	0.0098361	0.01	0.0099359	9.8537e-05	6.9424e-06	0.91558	0.00010407	0.00011409	7.2856e-06	9.8109e-07	0.084614	2.0095e-05	5.677e-05	2.6312e-05	0.0002651	
1.4845e-06	4.2483e-06	0.00015109	0.0098361	0.01	0.0099359	9.8059e-05	6.9755e-06	0.91523	0.00010371	0.00011462	7.3287e-06	9.7101e-07	0.085071	1.9956e-05	5.7799e-05	2.4908e-05	0.00026367	
1.4504e-06	4.101e-06	0.00015126	0.0098361	0.01	0.0099359	9.7574e-05	7.0065e-06	0.91488	0.00010336	0.00011514	7.3697e-06	9.598e-07	0.085529	1.9815e-05	5.8824e-05	2.3503e-05	0.00026221	
1.4146e-06	3.9503e-06	0.00015138	0.0098361	0.01	0.0099359	9.7085e-05	7.0352e-06	0.91454	0.00010299	0.00011566	7.4085e-06	9.4746e-07	0.085987	1.967e-05	5.9846e-05	2.2096e-05	0.00026074	
1.377e-06	3.7964e-06	0.00015158	0.0098361	0.01	0.0099359	9.659e-05	7.0618e-06	0.91419	0.00010263	0.00011617	7.445e-06	9.34e-07	0.086445	1.9521e-05	6.0866e-05	2.0687e-05	0.00025928	
1.3377e-06	3.6391e-06	0.00015183	0.0098361	0.01	0.0099359	9.609e-05	7.0862e-06	0.91384	0.00010225	0.00011668	7.4793e-06	9.1941e-07	0.086904	1.937e-05	6.1882e-05	1.9277e-05	0.00025785	
1.2967e-06	3.4785e-06	0.00015205	0.0098361	0.01	0.0099359	9.5585e-05	7.1084e-06	0.9135	0.00010188	0.00011718	7.5114e-06	9.0369e-07	0.087363	1.9215e-05	6.2896e-05	1.7865e-05	0.00025639	
1.254e-06	3.3146e-06	0.00015234	0.0098361	0.01	0.0099359	9.5075e-05	7.1284e-06	0.91315	0.0001015	0.00011767	7.5413e-06	8.8685e-07	0.087823	1.9056e-05	6.3906e-05	1.6452e-05	0.00025495	
1.2095e-06	3.1474e-06	0.00015268	0.0098361	0.01	0.0099359	9.4559e-05	7.1462e-06	0.91281	0.00010111	0.00011817	7.569e-06	8.6888e-07	0.088283	1.8894e-05	6.4914e-05	1.5036e-05	0.00025353	
1.1633e-06	2.9769e-06	0.00015299	0.0098361	0.01	0.0099359	9.4038e-05	7.1618e-06	0.91247	0.00010073	0.00011865	7.5945e-06	8.4979e-07	0.088743	1.8729e-05	6.5918e-05	1.362e-05	0.00025209	
1.1154e-06	2.8031e-06	0.00015336	0.0098362	0.01	0.0099359	9.3512e-05	7.1753e-06	0.91213	0.00010033	0.00011913	7.6178e-06	8.2957e-07	0.089204	1.856e-05	6.692e-05	1.2201e-05	0.00025067	
1.0657e-06	2.626e-06	0.00015379	0.0098362	0.01	0.0099359	9.298e-05	7.1865e-06	0.91179	9.9934e-05	0.00011961	7.6388e-06	8.0822e-07	0.089665	1.8388e-05	6.7918e-05	1.0781e-05	0.00024926	
1.0143e-06	2.4455e-06	0.00015419	0.0098362	0.01	0.0099359	9.2444e-05	7.1956e-06	0.91145	9.9532e-05	0.00012008	7.6576e-06	7.8575e-07	0.090126	1.8213e-05	6.8914e-05	9.3595e-06	0.00024784	
9.6122e-07	2.2618e-06	0.00015465	0.0098362	0.01	0.0099359	9.1902e-05	7.2024e-06	0.91111	9.9125e-05	0.00012054	7.6743e-06	7.6215e-07	0.090588	1.8035e-05	6.9907e-05	7.9362e-06	0.00024643	
9.0638e-07	2.0747e-06	0.00015519	0.0098362	0.01	0.0099359	9.1354e-05	7.2071e-06	0.91077	9.8713e-05	0.000121	7.6887e-06	7.3743e-07	0.09105	1.7852e-05	7.0896e-05	6.5113e-06	0.00024504	
8.498e-07	1.8844e-06	0.00015568	0.0098362	0.01	0.0099359	9.0802e-05	7.2096e-06	0.91044	9.8298e-05	0.00012146	7.7009e-06	7.1158e-07	0.091513	1.7667e-05	7.1883e-05	5.0847e-06	0.00024363	
6.4593e-07	1.7172e-06	0.00015626	0.0098362	0.01	0.0099359	9.0312e-05	7.2789e-06	0.91024	9.7907e-05	0.0001225	7.7898e-06	6.1872e-07	0.092075	1.7626e-05	7.3638e-05	4.1515e-06	0.00024225	
4.4046e-07	1.5714e-06	0.00015695	0.0098362	0.01	0.0099359	8.9884e-05	7.4353e-06	0.91017	9.7542e-05	0.00012353	7.9827e-06	5.2479e-07	0.092638	1.7728e-05	7.678e-05	3.5653e-06	0.00024089	
3.5544e-07	1.447e-06	0.00015775	0.0098362	0.01	0.0099359	8.9419e-05	7.3805e-06	0.91028	9.7156e-05	0.00012521	7.9496e-06	4.767e-07	0.092908	1.7996e-05	7.7804e-05	3.3554e-06	0.00023955	
2.4446e-07	1.3092e-06	0.00015848	0.0098362	0.01	0.0099359	8.9021e-05	7.8357e-06	0.9103	9.6801e-05	0.00012555	8.4958e-06	3.6129e-07	0.094308	1.819e-05	8.6064e-05	3.0654e-06	0.00023819	
2.2655e-07	1.3189e-06	0.00015916	0.0098363	0.01	0.0099359	8.8588e-05	8.1057e-06	0.9126	9.6426e-05	0.00012752	8.8238e-06	3.3041e-07	0.095352	1.9287e-05	9.1605e-05	3.0735e-06	0.00023682	
2.0686e-07	1.3471e-06	0.00015977	0.0098363	0.01	0.0099359	8.8215e-05	8.6227e-06	0.91285	9.6077e-05	0.00012948	9.461e-06	2.9841e-07	0.096398	1.9668e-05	0.00010151	2.9179e-06	0.00023542	
1.854e-07	1.3719e-06	0.00016049	0.0098363	0.01	0.0099359	8.7836e-05	9.1379e-06	0.91311	9.5723e-05	0.00013145	1.0096e-05	2.6527e-07	0.097445	2.0046e-05	0.00011143	2.7595e-06	0.00023405	
1.6217e-07	1.3932e-06	0.00016131	0.0098363	0.01	0.0099359	8.7452e-05	9.6513e-06	0.91337	9.5365e-05	0.0001334	1.073e-05	2.31e-07	0.098492	2.042e-05	0.00012135	2.5982e-06	0.0002327	
1.3716e-07	1.4111e-06	0.00016206	0.0098363	0.01	0.0099359	8.7063e-05	1.0163e-05	0.91362	9.5002e-05	0.00013536	1.1362e-05	1.9559e-07	0.09954	2.0791e-05	0.00013127	2.434e-06	0.00023133	
1.1037e-07	1.4256e-06	0.00016293	0.0098363	0.01	0.0099359	8.6669e-05	1.0673e-05	0.91388	9.4635e-05	0.0001373	1.1992e-05	1.5905e-07	0.10059	2.1159e-05	0.0001412	2.2669e-06	0.00022998	
8.1815e-08	1.4367e-06	0.0001639	0.0098364	0.01	0.0099359	8.6269e-05	1.1181e-05	0.91414	9.4263e-05	0.00013925	1.2621e-05	1.2138e-07	0.10164	2.1524e-05	0.00015114	2.097e-06	0.00022865	
5.148e-08	1.4443e-06	0.00016498	0.0098364	0.01	0.0099359	8.5864e-05	1.1687e-05	0.91441	9.3887e-05	0.00014119	1.3247e-05	8.2579e-08	0.10269	2.1886e-05	0.00016108	1.9242e-06	0.00022735	
