Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Odobenus_rosmarus	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
0.01	0.00012938	0.0066566	0.0066057	0.0066057	0.037142	0.0090839	0.0025527	0.0001641	0.00012344	0.022715	8.7912e-05	0.0059372	0.0044211	0.00055284	9.947e-05	0.0019621	0.00068768	1.1324e-05	
0.01	0.00012736	0.0066563	0.0066052	0.0066052	0.037078	0.0090563	0.0025233	0.0001623	0.00012371	0.022733	8.5893e-05	0.0059358	0.0044113	0.00055158	9.9727e-05	0.0019596	0.00068486	1.1394e-05	
0.01	0.0001254	0.006656	0.0066048	0.0066048	0.037014	0.0090296	0.0024946	0.00016053	0.000124	0.022752	8.3897e-05	0.0059345	0.0044016	0.00055034	0.00010002	0.0019571	0.00068205	1.1469e-05	
0.01	0.00012343	0.0066556	0.0066044	0.0066044	0.03695	0.0090027	0.0024658	0.00015876	0.00012428	0.022771	8.1889e-05	0.0059331	0.0043918	0.0005491	0.0001003	0.0019545	0.00067924	1.1539e-05	
0.01	0.00012143	0.0066553	0.006604	0.006604	0.036886	0.0089756	0.0024369	0.00015697	0.00012456	0.02279	7.9869e-05	0.0059317	0.0043821	0.00054785	0.00010057	0.001952	0.00067641	1.1604e-05	
0.01	0.00011949	0.006655	0.0066036	0.0066036	0.036823	0.0089494	0.0024085	0.00015522	0.00012485	0.022809	7.787e-05	0.0059304	0.0043724	0.0005466	0.00010087	0.0019495	0.0006736	1.1673e-05	
0.01	0.00011753	0.0066547	0.0066032	0.0066032	0.03676	0.0089241	0.0023808	0.00015345	0.00012514	0.022829	7.5891e-05	0.0059291	0.0043628	0.00054537	0.00010115	0.0019469	0.00067081	1.1738e-05	
0.01	0.00011555	0.0066543	0.0066028	0.0066028	0.036697	0.0088985	0.002353	0.00015168	0.00012542	0.022848	7.3901e-05	0.0059277	0.0043532	0.00054413	0.00010141	0.0019444	0.000668	1.1797e-05	
0.01	0.00011363	0.006654	0.0066025	0.0066025	0.036634	0.0088738	0.0023257	0.00014993	0.00012572	0.022868	7.1931e-05	0.0059264	0.0043437	0.0005429	0.00010172	0.0019419	0.00066521	1.186e-05	
0.01	0.00011168	0.0066537	0.0066021	0.0066021	0.036571	0.0088489	0.0022984	0.00014818	0.00012601	0.022888	6.9949e-05	0.0059251	0.0043341	0.00054166	0.000102	0.0019393	0.0006624	1.1919e-05	
0.01	0.00010972	0.0066534	0.0066017	0.0066017	0.036509	0.0088238	0.0022709	0.00014641	0.00012629	0.022908	6.7954e-05	0.0059238	0.0043246	0.00054042	0.00010227	0.0019368	0.00065959	1.1972e-05	
0.01	0.00010782	0.0066531	0.0066013	0.0066013	0.036446	0.0087996	0.0022441	0.00014468	0.0001266	0.022928	6.5983e-05	0.0059225	0.0043151	0.00053919	0.00010258	0.0019343	0.0006568	1.203e-05	
0.01	0.00010589	0.0066528	0.0066009	0.0066009	0.036384	0.0087753	0.0022171	0.00014294	0.00012689	0.022948	6.3999e-05	0.0059212	0.0043057	0.00053795	0.00010287	0.0019318	0.00065399	1.2083e-05	
0.01	0.00010395	0.0066525	0.0066006	0.0066006	0.036322	0.0087508	0.00219	0.00014118	0.00012718	0.022968	6.2001e-05	0.0059199	0.0042962	0.00053671	0.00010315	0.0019292	0.00065118	1.2131e-05	
0.01	0.00010207	0.0066522	0.0066002	0.0066002	0.03626	0.0087271	0.0021636	0.00013946	0.00012749	0.022989	6.0028e-05	0.0059187	0.0042868	0.00053548	0.00010346	0.0019267	0.00064838	1.2185e-05	
0.01	0.00010015	0.0066519	0.0065998	0.0065998	0.036199	0.0086258	0.0021379	0.00013773	0.00012779	0.02301	5.8085e-05	0.0059174	0.0042775	0.00053426	0.00010376	0.0019241	0.0006456	1.2232e-05	
0.01	9.8311e-05	0.0066517	0.0065995	0.0065995	0.036138	0.0085237	0.0021121	0.00013604	0.00012812	0.023031	5.6125e-05	0.0059162	0.0042682	0.00053303	0.0001041	0.0019216	0.00064281	1.2286e-05	
0.01	9.6441e-05	0.0066514	0.0065992	0.0065992	0.036077	0.0084207	0.0020861	0.00013433	0.00012844	0.023051	5.4149e-05	0.005915	0.0042589	0.0005318	0.00010442	0.0019191	0.00064	1.2333e-05	
0.01	9.4542e-05	0.0066511	0.0065988	0.0065988	0.036015	0.0083168	0.0020598	0.0001326	0.00012874	0.023072	5.2157e-05	0.0059137	0.0042495	0.00053056	0.00010472	0.0019166	0.00063719	1.2374e-05	
0.01	9.2614e-05	0.0066508	0.0065984	0.0065984	0.035954	0.0082119	0.0020334	0.00013086	0.00012903	0.023092	5.0147e-05	0.0059125	0.0042401	0.00052931	0.00010499	0.001914	0.00063436	1.2409e-05	
0.01	9.0654e-05	0.0066506	0.0065981	0.0065981	0.035893	0.0081108	0.0020078	0.0001291	0.0001293	0.023113	4.8167e-05	0.0059109	0.0042308	0.00052808	0.00011043	0.0019114	0.00063155	1.2451e-05	
0.01	8.8664e-05	0.0066503	0.0065978	0.0065978	0.035832	0.0080088	0.0019819	0.00012732	0.00012956	0.023134	4.617e-05	0.0059093	0.0042215	0.00052684	0.00011579	0.0019089	0.00062873	1.2486e-05	
0.01	8.6643e-05	0.00665	0.0065974	0.0065974	0.035771	0.0079057	0.0019558	0.00012552	0.00012979	0.023155	4.4156e-05	0.0059076	0.0042122	0.00052559	0.00012108	0.0019063	0.0006259	1.2515e-05	
0.01	8.4591e-05	0.0066497	0.006597	0.006597	0.03571	0.0078015	0.0019295	0.0001237	0.00013002	0.023175	4.2124e-05	0.005906	0.0042028	0.00052434	0.00012628	0.0019037	0.00062306	1.2537e-05	
0.01	8.2621e-05	0.0066494	0.0065966	0.0065966	0.035649	0.0076963	0.0019031	0.000122	0.0001285	0.023196	4.0074e-05	0.0059044	0.0041934	0.00052308	0.00013175	0.0019011	0.0006202	1.2551e-05	
0.01	8.0621e-05	0.0066491	0.0065962	0.0065962	0.035587	0.0075901	0.0018764	0.00012029	0.00012697	0.023216	4.0337e-05	0.0059028	0.0041839	0.00052181	0.00013715	0.0018985	0.00061733	1.2559e-05	
0.01	7.8688e-05	0.0066488	0.0065959	0.0065959	0.035526	0.0074875	0.0018504	0.00011862	0.00012549	0.023237	4.0606e-05	0.0059013	0.0041745	0.00052055	0.00014277	0.0018959	0.00061448	1.2573e-05	
0.01	7.9572e-05	0.0066485	0.0065955	0.0065955	0.035465	0.0073841	0.0018242	0.00011693	0.00012399	0.023257	4.0863e-05	0.0058997	0.0041651	0.00051929	0.00014833	0.0018932	0.00061161	1.2582e-05	
0.01	8.0439e-05	0.0066481	0.0065951	0.0065951	0.035404	0.0072801	0.001798	0.00011523	0.00012247	0.023278	4.111e-05	0.0058982	0.0041557	0.00051802	0.00015384	0.0018905	0.00060874	1.2584e-05	
0.01	8.1291e-05	0.0066478	0.0065947	0.0065947	0.035343	0.0071755	0.0017716	0.00011351	0.00012094	0.023298	4.1347e-05	0.0058966	0.0041462	0.00051675	0.0001593	0.0018879	0.00060586	1.2582e-05	
0.01	8.2128e-05	0.0066475	0.0065943	0.0065943	0.035282	0.0070703	0.0017451	0.00011179	0.0001194	0.023318	4.1573e-05	0.005895	0.0041367	0.00051548	0.00016472	0.0018852	0.00060297	1.2574e-05	
0.01	8.295e-05	0.0066471	0.0065938	0.0065938	0.035221	0.0069646	0.0017185	0.00011006	0.00011784	0.023339	4.179e-05	0.0058933	0.0041273	0.00051419	0.00017009	0.0018825	0.00060007	1.2561e-05	
0.01	8.3803e-05	0.0066468	0.0065935	0.0065935	0.03516	0.0068619	0.0016925	0.00010835	0.00011633	0.023359	4.201e-05	0.0058918	0.0041179	0.00051292	0.00017566	0.0018798	0.00059718	1.2553e-05	
0.01	8.4643e-05	0.0066465	0.0065931	0.0065931	0.035099	0.0067588	0.0016664	0.00010664	0.00011481	0.02338	4.222e-05	0.0058902	0.0041085	0.00051164	0.00018118	0.0018771	0.00059429	1.254e-05	
0.01	8.5468e-05	0.0066462	0.0065927	0.0065927	0.035039	0.0066553	0.0016403	0.00010492	0.00011327	0.0234	4.2421e-05	0.0058886	0.004099	0.00051036	0.00018667	0.0018744	0.00059138	1.2522e-05	
0.01	8.6322e-05	0.0066459	0.0065923	0.0065923	0.034978	0.0065545	0.0016146	0.00010322	0.00011177	0.023421	4.2624e-05	0.0058871	0.0040897	0.00050909	0.00019233	0.0018717	0.00058849	1.2509e-05	
0.01	8.7204e-05	0.0066456	0.0065919	0.0065919	0.034919	0.0064564	0.0015895	0.00010156	0.00011032	0.023443	4.2829e-05	0.0058856	0.0040804	0.00050782	0.00019818	0.001869	0.00058561	1.2499e-05	
0.01	8.8072e-05	0.0066453	0.0065916	0.0065916	0.034859	0.0063578	0.0015643	9.988e-05	0.00010885	0.023464	4.3024e-05	0.0058841	0.0040712	0.00050655	0.00020399	0.0018663	0.00058273	1.2485e-05	
0.01	8.8926e-05	0.006645	0.0065912	0.0065912	0.0348	0.0062588	0.001539	9.8193e-05	0.00010736	0.023485	4.321e-05	0.0058826	0.0040619	0.00050527	0.00020976	0.0018636	0.00057983	1.2465e-05	
0.01	8.9766e-05	0.0066447	0.0065908	0.0065908	0.03474	0.0061594	0.0015136	9.6496e-05	0.00010587	0.023506	4.3385e-05	0.0058811	0.0040526	0.00050399	0.00021549	0.0018609	0.00057692	1.2451e-05	
0.01	9.0591e-05	0.0066444	0.0065905	0.0065905	0.034681	0.0060594	0.0014881	9.4789e-05	0.00010436	0.023527	4.3551e-05	0.0058795	0.0040433	0.00050271	0.00022117	0.0018582	0.00057401	1.2433e-05	
0.01	9.1449e-05	0.0066442	0.0065902	0.0065902	0.034623	0.0059624	0.0014632	9.3113e-05	0.00010289	0.023549	4.3721e-05	0.005878	0.004034	0.00050143	0.00022706	0.0018555	0.00057111	1.2419e-05	
0.01	9.2291e-05	0.0066439	0.0065898	0.0065898	0.034564	0.0058649	0.0014382	9.1426e-05	0.00010142	0.02357	4.388e-05	0.0058766	0.0040248	0.00050015	0.0002329	0.0018528	0.0005682	1.24e-05	
0.01	9.3119e-05	0.0066437	0.0065895	0.0065895	0.034506	0.0057669	0.0014131	8.9728e-05	9.9925e-05	0.023591	4.403e-05	0.005875	0.0040155	0.00049886	0.0002387	0.0018501	0.00056528	1.2376e-05	
0.01	9.3931e-05	0.0066434	0.0065892	0.0065892	0.034447	0.0056683	0.0013878	8.8018e-05	9.8419e-05	0.023612	4.4169e-05	0.0058735	0.0040062	0.00049757	0.00024445	0.0018474	0.00056235	1.2346e-05	
0.01	9.4725e-05	0.0066431	0.0065888	0.0065888	0.034388	0.005569	0.0013625	8.6295e-05	9.6898e-05	0.023633	4.4297e-05	0.005872	0.0039969	0.00049627	0.00025015	0.0018446	0.00055942	1.2311e-05	
0.01	9.55e-05	0.0066428	0.0065884	0.0065884	0.034329	0.005473	0.0013378	8.4557e-05	9.5358e-05	0.023655	4.4431e-05	0.0058704	0.0039877	0.00049499	0.00025578	0.0018419	0.0005565	1.227e-05	
0.01	9.6255e-05	0.0066425	0.006588	0.006588	0.03427	0.0053763	0.0013129	8.2805e-05	9.3799e-05	0.023676	4.4553e-05	0.0058688	0.0039785	0.0004937	0.00026135	0.0018391	0.00055356	1.2222e-05	
0.01	9.7053e-05	0.0066422	0.0065877	0.0065877	0.034212	0.0052831	0.0012888	8.1093e-05	9.2296e-05	0.023698	4.4682e-05	0.0058673	0.0039694	0.00049242	0.000262	0.0018364	0.00055065	1.2182e-05	
0.01	9.7832e-05	0.0066419	0.0065873	0.0065873	0.034153	0.005189	0.0012644	7.9365e-05	9.0774e-05	0.02372	4.4799e-05	0.0058658	0.0039602	0.00049113	0.00026262	0.0018336	0.00054772	1.2135e-05	
0.01	9.8589e-05	0.0066416	0.006587	0.006587	0.034095	0.0050941	0.0012399	7.7622e-05	8.9232e-05	0.023742	4.4904e-05	0.0058642	0.0039511	0.00048983	0.00026321	0.0018309	0.00054479	1.2082e-05	
0.01	9.9393e-05	0.0066414	0.0065866	0.0065866	0.034037	0.0049983	0.0012152	7.5921e-05	8.7746e-05	0.023763	4.4998e-05	0.0058627	0.0039419	0.00048854	0.00026389	0.0018281	0.00054184	1.2037e-05	
0.01	0.00010017	0.0066411	0.0065863	0.0065863	0.033979	0.0049014	0.0011904	7.4203e-05	8.6241e-05	0.023785	4.5081e-05	0.0058612	0.0039326	0.00048723	0.00026454	0.0018254	0.00053888	1.1985e-05	
0.01	0.000101	0.0066409	0.006586	0.006586	0.033922	0.0048084	0.0011662	7.2528e-05	8.4793e-05	0.023807	4.517e-05	0.0058598	0.0039235	0.00048594	0.00026529	0.0018227	0.00053594	1.1941e-05	
0.01	0.00010181	0.0066406	0.0065856	0.0065856	0.033864	0.0047144	0.0011419	7.0836e-05	8.3323e-05	0.023829	4.5248e-05	0.0058584	0.0039144	0.00048463	0.000266	0.0018199	0.00053298	1.189e-05	
0.01	0.00010259	0.0066404	0.0065854	0.0065854	0.033808	0.0046242	0.0011183	6.9186e-05	8.191e-05	0.023851	4.5333e-05	0.005857	0.0039053	0.00048335	0.00026681	0.0018172	0.00053005	1.1847e-05	
0.01	0.00010343	0.0066402	0.0065851	0.0065851	0.033752	0.0045377	0.0010955	6.7518e-05	8.0473e-05	0.023874	4.5426e-05	0.0058556	0.0038964	0.00048207	0.00026758	0.0018144	0.00052714	1.1812e-05	
0.01	0.00010423	0.00664	0.0065849	0.0065849	0.033696	0.0044551	0.0010734	6.5829e-05	7.9013e-05	0.023898	4.5528e-05	0.0058542	0.0038877	0.00048081	0.0002683	0.0018117	0.00052424	1.177e-05	
0.01	0.00010509	0.0066398	0.0065846	0.0065846	0.03364	0.0043713	0.001051	6.4122e-05	7.7528e-05	0.023921	4.5618e-05	0.0058527	0.0038788	0.00047954	0.00026898	0.001809	0.00052134	1.1721e-05	
0.01	0.00010601	0.0066397	0.0065844	0.0065844	0.033585	0.0042914	0.0010295	6.2462e-05	7.6107e-05	0.023945	4.5717e-05	0.0058514	0.0038702	0.00047829	0.00026693	0.0018063	0.00051846	1.1681e-05	
0.01	0.0001069	0.0066395	0.0065841	0.0065841	0.03353	0.0042104	0.0010077	6.0783e-05	7.4662e-05	0.023969	4.5804e-05	0.00585	0.0038614	0.00047702	0.00026483	0.0018036	0.00051556	1.1634e-05	
0.01	0.00010777	0.0066393	0.0065839	0.0065839	0.033474	0.0041283	0.00098568	5.9085e-05	7.3193e-05	0.023993	4.5877e-05	0.0058486	0.0038527	0.00047575	0.00026267	0.0018009	0.00051266	1.1579e-05	
0.01	0.00010869	0.0066391	0.0065837	0.0065837	0.03342	0.0040497	0.00096438	5.743e-05	7.1782e-05	0.024017	4.5959e-05	0.0058472	0.003844	0.0004745	0.00026066	0.0017982	0.00050977	1.1533e-05	
0.01	0.00010958	0.006639	0.0065834	0.0065834	0.033365	0.00397	0.00094286	5.5756e-05	7.0347e-05	0.024042	4.6028e-05	0.0058459	0.0038354	0.00047323	0.00025859	0.0017955	0.00050686	1.1479e-05	
0.01	0.00011053	0.0066389	0.0065832	0.0065832	0.033311	0.0038939	0.00092208	5.4062e-05	6.8888e-05	0.024066	4.6106e-05	0.0058445	0.0038268	0.00047198	0.00025646	0.0017928	0.00050399	1.1435e-05	
0.01	0.00011155	0.0066387	0.006583	0.006583	0.033257	0.003808	0.00090194	5.2412e-05	6.7487e-05	0.024091	4.6172e-05	0.0058432	0.0038182	0.00047074	0.00025448	0.0017902	0.00050113	1.1404e-05	
0.01	0.00011262	0.0066386	0.0065829	0.0065829	0.033203	0.0037259	0.00088249	5.0742e-05	6.6062e-05	0.024116	4.6247e-05	0.0058418	0.0038098	0.00046952	0.00025244	0.0017875	0.00049829	1.1382e-05	
0.01	0.00011367	0.0066385	0.0065827	0.0065827	0.03315	0.0036428	0.00086284	4.9053e-05	6.4613e-05	0.024141	4.631e-05	0.0058405	0.0038013	0.00046829	0.00025035	0.0017849	0.00049544	1.1352e-05	
0.01	0.00011478	0.0066384	0.0065826	0.0065826	0.033097	0.0035633	0.00084386	4.7411e-05	6.3225e-05	0.024167	4.6382e-05	0.0058392	0.0037929	0.00046707	0.00024841	0.0017823	0.00049261	1.1332e-05	
0.01	0.00011587	0.0066384	0.0065824	0.0065824	0.033044	0.0034829	0.00082469	4.5749e-05	6.1813e-05	0.024193	4.6441e-05	0.0058379	0.0037845	0.00046584	0.00024642	0.0017797	0.00048977	1.1305e-05	
0.01	0.00011692	0.0066383	0.0065823	0.0065823	0.032991	0.0034013	0.00080533	4.4068e-05	6.0378e-05	0.024218	4.6487e-05	0.0058365	0.0037761	0.00046461	0.00024437	0.001777	0.00048691	1.127e-05	
0.01	0.00011804	0.0066382	0.0065821	0.0065821	0.032939	0.0033187	0.00078578	4.2429e-05	5.8999e-05	0.024243	4.9389e-05	0.0058353	0.0037675	0.00046337	0.00024246	0.0017744	0.00048404	1.1243e-05	
0.01	0.00011913	0.0066381	0.006582	0.006582	0.032887	0.003235	0.00076604	4.0771e-05	5.7596e-05	0.024268	5.2268e-05	0.005834	0.003759	0.00046212	0.00024052	0.0017718	0.00048116	1.1209e-05	
0.01	0.00012019	0.006638	0.0065818	0.0065818	0.032834	0.0031501	0.0007461	3.9094e-05	5.617e-05	0.024293	5.5123e-05	0.0058326	0.0037504	0.00046087	0.00023852	0.0017692	0.00047826	1.1168e-05	
0.01	0.00012131	0.006638	0.0065817	0.0065817	0.032782	0.0030691	0.00072684	3.7463e-05	5.4803e-05	0.024319	5.8031e-05	0.0058314	0.0037419	0.00045962	0.00023667	0.0017665	0.00047539	1.1136e-05	
0.01	0.00012241	0.0066379	0.0065816	0.0065816	0.03273	0.002987	0.00070738	3.5812e-05	5.3413e-05	0.024344	6.0916e-05	0.0058301	0.0037334	0.00045838	0.00023477	0.0017639	0.0004725	1.1096e-05	
0.01	0.00012357	0.0066379	0.0065815	0.0065815	0.032679	0.0029084	0.00068854	3.4203e-05	5.2078e-05	0.02437	6.3851e-05	0.0058289	0.003725	0.00045714	0.00023303	0.0017613	0.00046963	1.1065e-05	
0.01	0.0001247	0.0066379	0.0065815	0.0065815	0.032629	0.0028287	0.00066951	3.2575e-05	5.0719e-05	0.024396	6.6763e-05	0.0058277	0.0037165	0.00045589	0.00023124	0.0017587	0.00046675	1.1045e-05	
0.01	0.0001259	0.0066379	0.0065814	0.0065814	0.032578	0.0027552	0.0006503	3.2543e-05	4.9208e-05	0.024422	6.973e-05	0.0058265	0.0037082	0.00045464	0.0002294	0.0017561	0.00046385	1.1016e-05	
0.01	0.00012708	0.0066379	0.0065814	0.0065814	0.032528	0.0026808	0.0006309	3.25e-05	4.7673e-05	0.024448	7.2673e-05	0.0058252	0.0036999	0.00045338	0.0002275	0.0017535	0.00046094	1.098e-05	
0.01	0.00012831	0.0066379	0.0065813	0.0065813	0.032478	0.0026094	0.0006121	3.2468e-05	4.6195e-05	0.024475	7.5668e-05	0.005824	0.0036917	0.00045214	0.00022574	0.0017509	0.00045805	1.0952e-05	
0.01	0.00012952	0.006638	0.0065813	0.0065813	0.032428	0.0025372	0.00059312	3.2427e-05	4.4694e-05	0.024502	7.8639e-05	0.0058228	0.0036834	0.00045088	0.00022392	0.0017483	0.00045515	1.0917e-05	
0.01	0.00013079	0.006638	0.0065813	0.0065813	0.032378	0.0024679	0.00057473	3.2395e-05	4.3248e-05	0.024529	8.1662e-05	0.0058216	0.0036752	0.00044964	0.00022223	0.0017458	0.00045227	1.089e-05	
0.01	0.00013214	0.006638	0.0065813	0.0065813	0.032329	0.0024016	0.0005569	3.2353e-05	4.178e-05	0.024557	8.4739e-05	0.0058205	0.0036672	0.00044841	0.0002205	0.0017432	0.0004494	1.0851e-05	
0.01	0.00013345	0.0066381	0.0065812	0.0065812	0.032279	0.0023344	0.00053891	3.2302e-05	4.0289e-05	0.024585	8.7791e-05	0.0058192	0.0036591	0.00044717	0.00021871	0.0017407	0.00044652	1.0805e-05	
0.01	0.00013484	0.0066381	0.0065812	0.0065812	0.032229	0.0022701	0.0005215	3.2241e-05	3.8776e-05	0.024613	9.0902e-05	0.005818	0.0036512	0.00044595	0.00021688	0.0017381	0.00044367	1.0751e-05	
0.01	0.00013629	0.0066381	0.0065811	0.0065811	0.032179	0.0022084	0.00050461	3.2189e-05	3.7315e-05	0.024643	9.4064e-05	0.0058169	0.0036433	0.00044474	0.00021516	0.0017356	0.00044083	1.0689e-05	
0.01	0.00013772	0.006638	0.006581	0.006581	0.032129	0.002146	0.00048758	3.2128e-05	3.5834e-05	0.024671	9.7206e-05	0.0058157	0.0036355	0.00044352	0.00021341	0.0017331	0.00043798	1.0619e-05	
0.01	0.00013921	0.0066381	0.006581	0.006581	0.032079	0.0020859	0.000471	3.2075e-05	3.4399e-05	0.024701	0.00010039	0.0058146	0.0036277	0.00044231	0.00021175	0.0017306	0.00043514	1.0556e-05	
0.01	0.00014075	0.0066381	0.006581	0.006581	0.032031	0.0020278	0.00045484	3.203e-05	3.3005e-05	0.024731	0.00010363	0.0058135	0.00362	0.00044111	0.00021019	0.0017282	0.00043232	1.0499e-05	
0.01	0.00014228	0.0066381	0.006581	0.006581	0.031981	0.0019691	0.00043857	3.1976e-05	3.1595e-05	0.024761	0.00010684	0.0058124	0.0036123	0.0004399	0.0002086	0.0017257	0.00042949	1.0435e-05	
0.01	0.00014387	0.0066382	0.006581	0.006581	0.031933	0.0019126	0.00042273	3.193e-05	3.0227e-05	0.024791	0.0001101	0.0058114	0.0036047	0.00043871	0.0002071	0.0017232	0.00042667	1.0378e-05	
0.01	0.00014552	0.0066383	0.006581	0.006581	0.031885	0.0018581	0.00040731	3.1891e-05	2.89e-05	0.024822	0.00011342	0.0058105	0.0035972	0.00043752	0.0002057	0.0017208	0.00042387	1.0327e-05	
0.01	0.00014724	0.0066384	0.0065811	0.0065811	0.031838	0.0018031	0.00039179	3.1845e-05	2.7558e-05	0.024853	0.00011671	0.0058096	0.0035896	0.00043633	0.00020426	0.0017183	0.00042105	1.0269e-05	
0.01	0.00014894	0.0066385	0.0065811	0.0065811	0.03179	0.0017476	0.00037618	3.179e-05	2.6202e-05	0.024884	0.00011998	0.0058086	0.0035821	0.00043513	0.0002028	0.0017159	0.00041823	1.0206e-05	
0.01	0.0001507	0.0066386	0.0065811	0.0065811	0.031742	0.0016941	0.00036097	3.1743e-05	2.4885e-05	0.024915	0.00012331	0.0058077	0.0035746	0.00043394	0.00020142	0.0017135	0.00041542	1.0149e-05	
0.01	0.00015245	0.0066387	0.0065812	0.0065812	0.031695	0.0016402	0.00034567	3.1688e-05	2.3553e-05	0.024946	0.00012661	0.0058068	0.0035671	0.00043275	0.00020002	0.001711	0.0004126	1.0086e-05	
0.01	0.00015416	0.0066388	0.0065812	0.0065812	0.031648	0.0015859	0.00033029	3.1625e-05	2.2207e-05	0.024977	0.0001299	0.0058058	0.0035596	0.00043155	0.00019858	0.0017086	0.00040977	1.0018e-05	
0.01	0.00015594	0.0066389	0.0065813	0.0065813	0.031601	0.0015333	0.00031528	3.1569e-05	2.0898e-05	0.025009	0.00013323	0.0058049	0.0035521	0.00043036	0.00019723	0.0017062	0.00040695	9.9547e-06	
0.01	0.0001577	0.006639	0.0065814	0.0065814	0.031554	0.0014803	0.00030018	3.1504e-05	1.9573e-05	0.025041	0.00013655	0.005804	0.0035447	0.00042916	0.00019585	0.0017038	0.00040413	9.8855e-06	
0.01	0.00015953	0.0066392	0.0065814	0.0065814	0.031507	0.0014292	0.00028547	3.1447e-05	1.8287e-05	0.025073	0.00013991	0.0058032	0.0035373	0.00042798	0.00019456	0.0017013	0.00040131	9.8222e-06	
0.01	0.00016144	0.0066393	0.0065816	0.0065816	0.031462	0.0013802	0.00027119	3.14e-05	1.7044e-05	0.025105	0.00014334	0.0058024	0.0035301	0.0004268	0.00019336	0.001699	0.00039852	9.7659e-06	
0.01	0.00016345	0.0066395	0.0065817	0.0065817	0.031416	0.0013333	0.00025739	3.1343e-05	1.5781e-05	0.025139	0.00014683	0.0058016	0.0035229	0.00042564	0.00019213	0.0016966	0.00039574	9.698e-06	
0.01	0.00016543	0.0066397	0.0065818	0.0065818	0.03137	0.0012857	0.00024344	3.1267e-05	1.5774e-05	0.025172	0.0001503	0.0058008	0.0035157	0.00042447	0.00019085	0.0016942	0.00039295	9.623e-06	
0.01	0.00016736	0.0066399	0.0065819	0.0065819	0.031325	0.0012376	0.00022937	3.1181e-05	1.5757e-05	0.025205	0.00015374	0.0058	0.0035085	0.00042329	0.00018953	0.0016918	0.00039015	9.5288e-06	
0.01	0.00016809	0.00664	0.0065821	0.0065821	0.031279	0.0012308	0.00021514	3.1085e-05	1.573e-05	0.025238	0.00015715	0.0057991	0.0035013	0.0004221	0.00018816	0.0016946	0.00039311	9.4274e-06	
0.01	0.00016879	0.0066403	0.0065823	0.0065823	0.031235	0.0012238	0.00021327	3.1e-05	1.5714e-05	0.025271	0.00016053	0.0057983	0.003494	0.00042091	0.0001869	0.0016974	0.00039605	9.3353e-06	
0.01	0.00016956	0.0066405	0.0065825	0.0065825	0.031191	0.0012172	0.00021147	3.0904e-05	1.5687e-05	0.025304	0.00016398	0.0057975	0.0034868	0.00041973	0.00018559	0.0017002	0.00039902	9.2509e-06	
0.01	0.00017039	0.0066408	0.0065827	0.0065827	0.031147	0.001211	0.00020974	3.0798e-05	1.5651e-05	0.025338	0.00016749	0.0057966	0.0034797	0.00041856	0.00018425	0.001703	0.000402	9.2069e-06	
0.01	0.0001712	0.006641	0.0065829	0.0065829	0.031103	0.0012047	0.00020798	3.0684e-05	1.5606e-05	0.025372	0.00017098	0.0057957	0.0034726	0.00041739	0.00018286	0.0017058	0.00040497	9.1568e-06	
0.01	0.00017199	0.0066412	0.006583	0.006583	0.031058	0.0011982	0.0002062	3.056e-05	1.5552e-05	0.025405	0.00017445	0.0057948	0.0034655	0.00041621	0.00018144	0.0017086	0.00040793	9.1007e-06	
0.01	0.00017276	0.0066414	0.0065832	0.0065832	0.031014	0.0011917	0.0002044	3.0429e-05	1.549e-05	0.025439	0.0001779	0.0057939	0.0034584	0.00041502	0.00018	0.0017113	0.00041088	9.0389e-06	
0.01	0.0001735	0.0066416	0.0065833	0.0065833	0.030969	0.0011852	0.00020258	3.0289e-05	1.542e-05	0.025472	0.00018133	0.005793	0.0034512	0.00041383	0.00017852	0.0017141	0.00041382	8.9716e-06	
0.01	0.00017429	0.0066419	0.0065835	0.0065835	0.030925	0.0011788	0.00020081	3.0141e-05	1.5342e-05	0.025506	0.0001848	0.005792	0.0034441	0.00041264	0.00017701	0.0017169	0.00041677	8.9086e-06	
0.01	0.00017506	0.0066421	0.0065837	0.0065837	0.030881	0.0011725	0.00019903	2.9986e-05	1.5257e-05	0.02554	0.00018826	0.005791	0.003437	0.00041145	0.00017548	0.0017197	0.00041972	8.8405e-06	
0.01	0.00017588	0.0066423	0.0065839	0.0065839	0.030837	0.0011663	0.00019729	2.9823e-05	1.5164e-05	0.025575	0.00019177	0.00579	0.00343	0.00041027	0.00017392	0.0017225	0.00042267	8.7766e-06	
0.01	0.00017675	0.0066426	0.0065841	0.0065841	0.030794	0.0011604	0.00019561	2.9666e-05	1.5078e-05	0.02561	0.00019533	0.0057891	0.003423	0.0004091	0.00017243	0.0017253	0.00042564	8.7166e-06	
0.01	0.00017759	0.0066429	0.0065843	0.0065843	0.030751	0.0011545	0.0001939	2.9502e-05	1.4984e-05	0.025645	0.00019887	0.0057881	0.003416	0.00040792	0.00017093	0.0017281	0.0004286	8.6518e-06	
