Vicugna_pacos	Tursiops_truncatus	Sus_scrofa	Physeter_catodon	Phocoena_sinus	Ovis_aries	Orcinus_orca	Odocoileus_virginianus	Monodon_monoceros	Lipotes_vexillifer	Lagenorhynchus_obliquidens	Globicephala_melas	Delphinapterus_leucas	Capra_hircus	Camelus_ferus	Camelus_dromedarius	Camelus_bactrianus	Bubalus_bubalis	Bos_taurus	Bos_mutus	Bison_bison	Balaenoptera_musculus	Balaenoptera_acutorostrata	
9.6735e-05	0.024189	0.00029115	3.0893e-05	5.5587e-05	0.0057655	0.0078221	9.3319e-06	0.01	1.0779e-05	0.00073371	0.0051704	0.01	8.2681e-05	0.00062128	0.00094177	0.0093704	7.621e-05	0.01	6.0694e-05	0.00060011	8.0468e-05	0.91732	
9.7132e-05	0.024233	0.00043975	3.1219e-05	5.5321e-05	0.0057551	0.0078215	9.1268e-06	0.01	1.0797e-05	0.00073424	0.0051692	0.01	8.1612e-05	0.00061985	0.00094239	0.0093703	7.6525e-05	0.01	6.0794e-05	0.00059866	7.9422e-05	0.9172	
9.7508e-05	0.024278	0.00056571	3.1528e-05	5.5049e-05	0.0057446	0.0078209	8.915e-06	0.01	1.0808e-05	0.00073473	0.005168	0.01	8.0537e-05	0.00061841	0.00094299	0.0093701	7.6829e-05	0.01	6.0884e-05	0.0005972	7.8366e-05	0.91707	
9.7862e-05	0.024322	0.00066966	3.1821e-05	5.4771e-05	0.0057343	0.0078203	8.7157e-06	0.01	1.081e-05	0.00073519	0.0051667	0.01	7.9474e-05	0.00061697	0.00094357	0.0093699	7.7144e-05	0.01	6.0977e-05	0.00059576	7.73e-05	0.91693	
9.8196e-05	0.024365	0.00075344	3.2099e-05	5.4489e-05	0.005724	0.0078197	8.5102e-06	0.01	1.0803e-05	0.00073561	0.0051655	0.01	7.8406e-05	0.00061552	0.00094413	0.0093698	7.745e-05	0.01	6.1061e-05	0.00059431	7.6224e-05	0.91678	
9.8509e-05	0.024409	0.00081783	3.2362e-05	5.4201e-05	0.0057137	0.007819	8.2984e-06	0.01	1.0789e-05	0.000736	0.0051642	0.01	7.7332e-05	0.00061407	0.00094468	0.0093696	7.7744e-05	0.01	6.1135e-05	0.00059285	7.5138e-05	0.91662	
9.8852e-05	0.024454	0.00091844	3.2654e-05	5.3924e-05	0.0057035	0.0078184	8.0982e-06	0.01	1.0774e-05	0.00073649	0.005163	0.01	7.627e-05	0.00061262	0.00094527	0.0093694	7.8051e-05	0.01	6.1213e-05	0.00059141	7.4076e-05	0.91651	
9.9225e-05	0.0245	0.0010642	3.2976e-05	5.3657e-05	0.0056935	0.0078179	7.909e-06	0.01	1.0758e-05	0.00073708	0.0051618	0.01	7.5218e-05	0.00061119	0.0009459	0.0093693	7.8368e-05	0.01	6.1294e-05	0.00058998	7.3036e-05	0.91644	
9.9578e-05	0.024545	0.0011875	3.3283e-05	5.3385e-05	0.0056834	0.0078173	7.7139e-06	0.01	1.0734e-05	0.00073763	0.0051607	0.01	7.4162e-05	0.00060976	0.00094651	0.0093691	7.8676e-05	0.01	6.1365e-05	0.00058855	7.1988e-05	0.91637	
9.991e-05	0.02459	0.0012888	3.3575e-05	5.3108e-05	0.0056736	0.0078167	7.4311e-06	0.01	1.0701e-05	0.00073816	0.0051595	0.01	7.3116e-05	0.00060832	0.00094711	0.009369	7.8995e-05	0.01	6.144e-05	0.00058713	7.0929e-05	0.91629	
0.00010027	0.024637	0.0014415	3.3897e-05	5.2842e-05	0.0056638	0.0078161	7.1618e-06	0.01	1.0668e-05	0.00073878	0.0051583	0.01	7.208e-05	0.00060689	0.00094775	0.0093688	7.9325e-05	0.01	6.1517e-05	0.00058572	6.9894e-05	0.91625	
0.00010067	0.024684	0.0016574	3.425e-05	5.2586e-05	0.0056543	0.0078156	6.905e-06	0.01	1.0634e-05	0.0007395	0.0051572	0.01	7.1055e-05	0.00060548	0.00094842	0.0093687	7.9666e-05	0.01	6.1597e-05	0.00058432	6.888e-05	0.91627	
0.00010109	0.024669	0.0019584	3.4634e-05	5.234e-05	0.0056449	0.007815	6.6606e-06	0.01	1.0599e-05	0.00074032	0.0051561	0.01	7.004e-05	0.00060407	0.00094914	0.0093685	8.002e-05	0.01	6.1681e-05	0.00058293	6.7889e-05	0.91633	
0.00010154	0.024654	0.0023731	3.5053e-05	5.2104e-05	0.0056357	0.0078145	6.428e-06	0.01	1.0563e-05	0.00074125	0.005155	0.01	6.9036e-05	0.00060268	0.0009499	0.0093684	8.0385e-05	0.01	6.1768e-05	0.00058156	6.6919e-05	0.91644	
0.00010203	0.024639	0.0029376	3.5504e-05	5.1878e-05	0.0056266	0.007814	6.2063e-06	0.01	1.0526e-05	0.00074227	0.005154	0.01	6.8041e-05	0.0006013	0.00095069	0.0093683	8.0762e-05	0.01	6.1858e-05	0.00058019	6.597e-05	0.9166	
0.00010249	0.024625	0.0034522	3.594e-05	5.1647e-05	0.0056175	0.0078135	5.9786e-06	0.01	1.0481e-05	0.00074326	0.005153	0.01	6.7042e-05	0.00059992	0.00095147	0.0093681	8.1128e-05	0.01	6.1938e-05	0.00057883	6.5011e-05	0.91674	
0.00010294	0.024611	0.0039185	3.6358e-05	5.141e-05	0.0056084	0.007813	5.7445e-06	0.01	1.0427e-05	0.00074421	0.0051519	0.01	6.6037e-05	0.00059853	0.00095224	0.009368	8.1484e-05	0.01	6.2009e-05	0.00057745	6.4043e-05	0.91688	
0.00010341	0.024597	0.0045718	3.6813e-05	5.1184e-05	0.0055995	0.0078125	5.5219e-06	0.01	1.0374e-05	0.00074527	0.0051509	0.01	6.5042e-05	0.00059715	0.00095304	0.0093679	8.1852e-05	0.01	6.2083e-05	0.00057609	6.3096e-05	0.91707	
0.00010387	0.024583	0.0051578	3.7249e-05	5.0953e-05	0.0055904	0.007812	5.2925e-06	0.01	1.0311e-05	0.00074629	0.0051499	0.01	6.4042e-05	0.00059577	0.00095383	0.0093678	8.2209e-05	0.01	6.2147e-05	0.00057472	6.2139e-05	0.91725	
0.00010429	0.02457	0.0056635	3.7731e-05	5.0734e-05	0.0055814	0.0078115	5.0551e-06	0.01	1.0249e-05	0.00074744	0.0051489	0.01	6.3035e-05	0.00059438	0.00095459	0.0093676	8.2553e-05	0.01	6.2201e-05	0.00057335	6.1208e-05	0.91748	
0.00010477	0.024557	0.0064356	3.8265e-05	5.0529e-05	0.0055726	0.0078111	4.8326e-06	0.01	1.0188e-05	0.00074873	0.005148	0.01	6.2041e-05	0.000593	0.00095541	0.0093675	8.2915e-05	0.01	6.2261e-05	0.00057199	6.026e-05	0.9177	
0.00010521	0.024545	0.0071102	3.8773e-05	5.0316e-05	0.0055636	0.0078106	4.6018e-06	0.01	1.0118e-05	0.00074996	0.0051471	0.01	6.1041e-05	0.00059162	0.0009562	0.0093674	8.3264e-05	0.01	6.231e-05	0.00057063	5.9297e-05	0.91789	
0.00010562	0.024532	0.0076953	3.9257e-05	5.0096e-05	0.0055547	0.0078101	4.3624e-06	0.01	1.0038e-05	0.00075115	0.0051461	0.01	6.0033e-05	0.00059023	0.00095697	0.0093673	8.3598e-05	0.01	6.2347e-05	0.00056925	5.8321e-05	0.91807	
0.000106	0.024519	0.0081966	3.9715e-05	4.9869e-05	0.0055457	0.0078096	4.1142e-06	0.01	9.9495e-06	0.00075227	0.0051451	0.01	5.9017e-05	0.00058883	0.00095772	0.0093671	8.3919e-05	0.01	6.2373e-05	0.00056787	5.7331e-05	0.91823	
0.00010643	0.024506	0.009103	4.0134e-05	4.9634e-05	0.0055366	0.0078091	4.1125e-06	0.01	9.8511e-06	0.00075334	0.0051442	0.01	5.7993e-05	0.00058745	0.00095852	0.009367	8.4224e-05	0.01	6.2387e-05	0.00056648	5.7742e-05	0.91802	
0.00010692	0.024493	0.0092805	4.0609e-05	4.9414e-05	0.0055274	0.0078087	4.1033e-06	0.01	9.7543e-06	0.00075455	0.0051432	0.01	5.6962e-05	0.00058608	0.00095938	0.0093669	8.4515e-05	0.01	6.2389e-05	0.00056508	5.8173e-05	0.91789	
0.00010744	0.024482	0.0096417	4.1134e-05	4.9206e-05	0.0055184	0.0078082	4.1009e-06	0.01	9.6582e-06	0.00075591	0.0051423	0.01	5.5944e-05	0.00058474	0.0009603	0.0093668	8.4824e-05	0.01	6.2397e-05	0.00056369	5.8623e-05	0.91781	
0.00010795	0.02447	0.0099428	4.1637e-05	4.8993e-05	0.0055094	0.0078078	4.0927e-06	0.01	9.5533e-06	0.00075721	0.0051414	0.01	5.4919e-05	0.00058338	0.0009612	0.0093667	8.512e-05	0.01	6.2395e-05	0.0005623	5.9063e-05	0.91773	
0.00010843	0.024458	0.010191	4.212e-05	4.8773e-05	0.0055004	0.0078073	4.079e-06	0.01	9.4398e-06	0.00075848	0.0051405	0.01	5.3889e-05	0.00058202	0.00096207	0.0093666	8.5404e-05	0.01	6.2383e-05	0.0005609	5.9494e-05	0.91763	
0.00010894	0.024447	0.010613	4.2647e-05	4.8564e-05	0.0054915	0.0078069	4.0707e-06	0.01	9.326e-06	0.00075986	0.0051396	0.01	5.2869e-05	0.00058068	0.000963	0.0093665	8.5702e-05	0.01	6.2375e-05	0.00055952	5.9939e-05	0.91758	
0.00010944	0.024435	0.010977	4.3153e-05	4.835e-05	0.0054826	0.0078065	4.057e-06	0.01	9.2036e-06	0.0007612	0.0051387	0.01	5.1844e-05	0.00057932	0.0009639	0.0093664	8.5989e-05	0.01	6.2357e-05	0.00055812	6.0376e-05	0.91752	
0.00010991	0.024424	0.011288	4.3641e-05	4.813e-05	0.0054736	0.007806	4.038e-06	0.01	9.0728e-06	0.0007625	0.0051378	0.01	5.0813e-05	0.00057796	0.00096478	0.0093663	8.6264e-05	0.01	6.2329e-05	0.00055673	6.0803e-05	0.91745	
0.00011041	0.024413	0.01179	4.4171e-05	4.792e-05	0.0054649	0.0078056	4.0242e-06	0.01	8.9415e-06	0.00076391	0.0051369	0.01	4.9792e-05	0.00057662	0.00096571	0.0093662	8.6554e-05	0.01	6.2305e-05	0.00055534	6.1245e-05	0.91743	
0.0001109	0.024403	0.013377	4.4748e-05	4.7721e-05	0.005456	0.0078052	4.0049e-06	0.01	8.8098e-06	0.00076545	0.0051361	0.01	4.8766e-05	0.00057526	0.00096662	0.0093661	8.6831e-05	0.01	6.2271e-05	0.00055395	6.1703e-05	0.91746	
0.00011136	0.024393	0.014831	4.5305e-05	4.7517e-05	0.0054472	0.0078048	3.9804e-06	0.01	8.6697e-06	0.00076694	0.0051352	0.01	4.7734e-05	0.0005739	0.00096751	0.009366	8.7098e-05	0.01	6.2227e-05	0.00055255	6.2152e-05	0.91749	
0.00011185	0.024383	0.016877	4.5908e-05	4.7323e-05	0.0054385	0.0078044	3.9611e-06	0.01	8.5291e-06	0.00076855	0.0051344	0.01	4.6713e-05	0.00057256	0.00096845	0.0093659	8.7378e-05	0.01	6.2187e-05	0.00055117	6.2617e-05	0.91756	
0.00011233	0.024373	0.018756	4.6491e-05	4.7123e-05	0.0054298	0.007804	3.9365e-06	0.01	9.5089e-06	0.00077013	0.0051336	0.01	4.5687e-05	0.00057121	0.00096937	0.0093658	8.7647e-05	0.01	6.2137e-05	0.00054978	6.3072e-05	0.91763	
0.00011278	0.024363	0.020483	4.7056e-05	4.6918e-05	0.005421	0.0078036	3.9068e-06	0.01	1.0478e-05	0.00077166	0.0051328	0.01	4.4655e-05	0.00056985	0.00097027	0.0093657	8.7905e-05	0.01	6.2078e-05	0.00054838	6.3519e-05	0.91768	
0.00011319	0.024354	0.022933	4.7666e-05	4.6723e-05	0.0054124	0.0078032	3.8819e-06	0.01	1.1459e-05	0.00077331	0.005132	0.01	4.3633e-05	0.00056848	0.00097115	0.0093656	8.8176e-05	0.01	6.2022e-05	0.000547	6.3944e-05	0.9177	
0.00011359	0.024345	0.0252	4.8257e-05	4.6522e-05	0.0054038	0.0078028	3.852e-06	0.01	1.2429e-05	0.00077492	0.0051312	0.01	4.2605e-05	0.00056711	0.00097201	0.0093655	8.8437e-05	0.01	6.1957e-05	0.00054561	6.4361e-05	0.91771	
0.00011402	0.024336	0.0283	4.8892e-05	4.6331e-05	0.0053953	0.0078024	3.8265e-06	0.01	1.3409e-05	0.00077664	0.0051304	0.01	4.1587e-05	0.00056576	0.00097292	0.0093654	8.8709e-05	0.01	6.1894e-05	0.00054423	6.4791e-05	0.91776	
0.00011443	0.024327	0.031182	4.9509e-05	4.6135e-05	0.0053868	0.007802	3.7961e-06	0.01	1.438e-05	0.00077833	0.0051297	0.01	4.0564e-05	0.00056439	0.00097381	0.0093653	8.8972e-05	0.01	6.1823e-05	0.00054285	6.5213e-05	0.91781	
0.00011481	0.024318	0.033864	5.0107e-05	4.5933e-05	0.0053782	0.0078016	3.7608e-06	0.01	1.5341e-05	0.00077998	0.0051289	0.01	3.9536e-05	0.00056303	0.00097468	0.0093652	8.9223e-05	0.01	6.1742e-05	0.00054146	6.5652e-05	0.91791	
0.00011518	0.024309	0.036365	5.0689e-05	4.5727e-05	0.0053697	0.0078012	3.7207e-06	0.01	1.6292e-05	0.0007816	0.0051281	0.01	3.8503e-05	0.00056165	0.00097553	0.0093651	8.9465e-05	0.01	6.1651e-05	0.00054007	6.6083e-05	0.918	
0.00011558	0.024301	0.039751	5.1313e-05	4.553e-05	0.0053613	0.0078008	3.6847e-06	0.01	1.7253e-05	0.00078332	0.0051273	0.01	3.7479e-05	0.00056029	0.00097643	0.009365	8.9718e-05	0.01	6.1564e-05	0.00053868	6.6527e-05	0.91814	
0.00011595	0.024292	0.042916	5.1919e-05	4.5328e-05	0.0053528	0.0078005	3.644e-06	0.01	1.8205e-05	0.00078501	0.0051265	0.01	3.645e-05	0.00055892	0.00097731	0.0093649	8.9961e-05	0.01	6.1467e-05	0.0005373	6.6963e-05	0.91827	
0.00011631	0.024284	0.045957	5.2509e-05	4.5121e-05	0.0053443	0.0078001	3.5984e-06	0.01	1.9147e-05	0.00078667	0.0051258	0.01	3.5416e-05	0.00055755	0.00097817	0.0093648	9.0194e-05	0.01	6.1361e-05	0.0005359	6.7392e-05	0.91839	
0.00011665	0.024275	0.048799	5.3081e-05	4.4909e-05	0.0053358	0.0077997	3.5481e-06	0.01	2.008e-05	0.0007883	0.005125	0.01	3.4378e-05	0.00055617	0.00097902	0.0093647	9.0417e-05	0.01	6.1245e-05	0.0005345	6.7812e-05	0.91851	
0.00011702	0.024267	0.052671	5.1939e-05	4.4706e-05	0.0053275	0.0077993	3.502e-06	0.01	2.1023e-05	0.00079003	0.0051242	0.01	3.3348e-05	0.0005548	0.00097991	0.0093647	9.0652e-05	0.01	6.1133e-05	0.00053312	6.8246e-05	0.91867	
0.00011737	0.024258	0.056297	5.0778e-05	4.4499e-05	0.0053191	0.0077989	3.4511e-06	0.01	2.1956e-05	0.00079173	0.0051234	0.01	3.2313e-05	0.00055343	0.00098078	0.0093646	9.0877e-05	0.01	6.1011e-05	0.00053172	6.8672e-05	0.91882	
0.00011775	0.024251	0.061174	4.9675e-05	4.4299e-05	0.0053108	0.0077986	3.4041e-06	0.01	2.2899e-05	0.00079354	0.0051227	0.01	3.1287e-05	0.00055207	0.0009817	0.0093645	9.1113e-05	0.01	6.0892e-05	0.00053034	6.9111e-05	0.91902	
0.00011811	0.024243	0.065748	4.8553e-05	4.4096e-05	0.0053026	0.0077982	3.3524e-06	0.01	2.3833e-05	0.00079531	0.0051219	0.01	3.0256e-05	0.0005507	0.00098259	0.0093644	9.1339e-05	0.01	6.0763e-05	0.00052895	6.9543e-05	0.91921	
0.00011845	0.024235	0.070037	4.741e-05	4.3887e-05	0.0052943	0.0077978	3.296e-06	0.01	2.4757e-05	0.00079705	0.0051212	0.01	2.922e-05	0.00054933	0.00098347	0.0093643	9.1555e-05	0.01	6.0626e-05	0.00052756	6.9966e-05	0.91939	
0.00011877	0.024227	0.074055	4.6248e-05	4.3673e-05	0.005286	0.0077975	3.2349e-06	0.01	2.5672e-05	0.00079876	0.0051204	0.01	2.818e-05	0.00054796	0.00098434	0.0093642	9.1761e-05	0.01	6.0479e-05	0.00052616	7.0382e-05	0.91956	
0.00011912	0.024125	0.074596	4.5144e-05	4.3469e-05	0.0052778	0.0077971	3.1777e-06	0.01	2.6597e-05	0.00080058	0.0051197	0.01	2.7148e-05	0.00054659	0.00098524	0.0093641	9.1979e-05	0.01	6.0335e-05	0.00052478	6.917e-05	0.91979	
0.00011945	0.024023	0.07505	4.402e-05	4.3259e-05	0.0052696	0.0077967	3.1157e-06	0.01	2.7513e-05	0.00080236	0.0051189	0.01	2.6111e-05	0.00054522	0.00098613	0.009364	9.2186e-05	0.01	6.0182e-05	0.00052338	6.7949e-05	0.92001	
0.00011981	0.023923	0.075898	4.2953e-05	4.3058e-05	0.0052615	0.0077964	3.0577e-06	0.01	2.8439e-05	0.00080425	0.0051182	0.01	2.5083e-05	0.00054386	0.00098706	0.0093639	9.2406e-05	0.01	6.0031e-05	0.000522	6.6752e-05	0.92028	
0.00012016	0.023823	0.076651	4.1867e-05	4.2852e-05	0.0052534	0.007796	2.9949e-06	0.01	2.9356e-05	0.00080611	0.0051175	0.01	2.405e-05	0.00054249	0.00098798	0.0093639	9.2616e-05	0.01	5.9872e-05	0.00052062	6.5546e-05	0.92055	
0.00012048	0.023722	0.077312	4.0762e-05	4.2642e-05	0.0052449	0.0077957	2.9276e-06	0.01	3.0263e-05	0.00080794	0.0051168	0.01	2.4283e-05	0.00054112	0.00098888	0.0093638	9.2815e-05	0.01	5.9703e-05	0.00051922	6.433e-05	0.9208	
0.00012084	0.023624	0.07839	3.971e-05	4.244e-05	0.0052364	0.0077953	2.8637e-06	0.01	3.118e-05	0.00080987	0.0051161	0.01	2.4517e-05	0.00053977	0.00098981	0.0093637	9.3026e-05	0.01	5.9536e-05	0.00051784	6.3138e-05	0.9211	
0.00012123	0.023527	0.079974	3.8709e-05	4.2245e-05	0.0052281	0.007795	2.8033e-06	0.01	3.2107e-05	0.00081191	0.0051154	0.01	2.4753e-05	0.00053842	0.00099079	0.0093636	9.3249e-05	0.01	5.9373e-05	0.00051647	6.1968e-05	0.92145	
0.00012159	0.023429	0.081434	3.769e-05	4.2046e-05	0.0052198	0.0077947	2.7383e-06	0.01	3.3026e-05	0.00081391	0.0051148	0.01	2.4985e-05	0.00053706	0.00099175	0.0093635	9.3461e-05	0.01	5.9199e-05	0.0005151	6.079e-05	0.92178	
0.00012194	0.023332	0.082776	3.6652e-05	4.1843e-05	0.0052115	0.0077943	2.6687e-06	0.01	3.3934e-05	0.00081589	0.0051141	0.01	2.5212e-05	0.0005357	0.0009927	0.0093635	9.3664e-05	0.01	5.9017e-05	0.00051372	5.9602e-05	0.92211	
0.00012233	0.023236	0.082034	3.5666e-05	4.1648e-05	0.0052033	0.007794	2.6025e-06	0.01	3.4854e-05	0.00081797	0.0051134	0.01	2.5441e-05	0.00053434	0.00099363	0.0093634	9.3878e-05	0.01	5.8838e-05	0.00051235	5.8437e-05	0.92249	
0.0001227	0.02314	0.081197	3.4662e-05	4.1448e-05	0.0051951	0.0077937	2.5319e-06	0.01	3.5764e-05	0.00082003	0.0051128	0.01	2.5666e-05	0.00053297	0.00099454	0.0093633	9.4083e-05	0.01	5.8649e-05	0.00051097	5.7263e-05	0.92286	
0.0001231	0.023046	0.080759	3.3707e-05	4.1256e-05	0.005187	0.0077934	2.4645e-06	0.01	3.6685e-05	0.00082219	0.0051122	0.01	2.5892e-05	0.00053161	0.00099549	0.0093632	9.4299e-05	0.01	5.8463e-05	0.00050961	5.6111e-05	0.92327	
0.00012348	0.022952	0.080236	3.2734e-05	4.106e-05	0.0051789	0.0077931	2.3926e-06	0.01	3.7597e-05	0.00082432	0.0051115	0.01	2.6115e-05	0.00053025	0.00099643	0.0093631	9.4506e-05	0.01	5.8268e-05	0.00050824	5.4951e-05	0.92368	
0.00012384	0.022857	0.079624	3.1743e-05	4.0859e-05	0.0051707	0.0077928	2.3162e-06	0.01	3.85e-05	0.00082642	0.0051109	0.01	2.6333e-05	0.00052888	0.00099736	0.0093631	9.4703e-05	0.01	5.8064e-05	0.00050686	5.3782e-05	0.92408	
0.00012418	0.022762	0.078922	3.0735e-05	4.0653e-05	0.0051626	0.0077924	2.2352e-06	0.01	3.9393e-05	0.00082849	0.0051102	0.01	2.6547e-05	0.00052751	0.00099826	0.009363	9.4889e-05	0.01	5.785e-05	0.00050548	5.2603e-05	0.92447	
0.0001245	0.022667	0.078127	2.9709e-05	4.0443e-05	0.0051544	0.0077921	2.1497e-06	0.01	4.0276e-05	0.00083052	0.0051096	0.01	2.6756e-05	0.00052613	0.00099916	0.0093629	9.5066e-05	0.01	5.7628e-05	0.0005041	5.1416e-05	0.92486	
0.00012485	0.022574	0.077713	2.8731e-05	4.0241e-05	0.0051463	0.0077918	2.0673e-06	0.01	4.1171e-05	0.00083267	0.0051089	0.01	2.6968e-05	0.00052476	0.0010001	0.0093628	9.5254e-05	0.01	5.7407e-05	0.00050272	5.025e-05	0.92529	
0.00012518	0.02248	0.077212	2.7734e-05	4.0034e-05	0.0051383	0.0077915	1.9803e-06	0.01	4.2056e-05	0.00083478	0.0051083	0.01	2.7175e-05	0.00052339	0.001001	0.0093628	9.5432e-05	0.01	5.7178e-05	0.00050134	4.9075e-05	0.92571	
0.00012555	0.022389	0.073329	2.6786e-05	3.9836e-05	0.0051301	0.0077912	1.8968e-06	0.01	4.2953e-05	0.000837	0.0051077	0.01	2.7377e-05	0.00052203	0.001002	0.0093627	9.5623e-05	0.01	5.6952e-05	0.00049997	4.7924e-05	0.92618	
0.0001259	0.022296	0.069172	2.582e-05	3.9633e-05	0.005122	0.0077909	1.8086e-06	0.01	4.384e-05	0.0008392	0.0051071	0.01	2.7574e-05	0.00052066	0.0010029	0.0093626	9.5804e-05	0.01	5.6716e-05	0.0004986	4.6762e-05	0.92665	
0.00012622	0.022204	0.064719	2.4835e-05	3.9425e-05	0.0051138	0.0077906	1.7157e-06	0.01	4.4717e-05	0.00084136	0.0051065	0.01	2.7767e-05	0.00051929	0.0010038	0.0093625	9.5974e-05	0.01	5.6471e-05	0.00049722	4.5591e-05	0.9271	
0.00012658	0.022113	0.061482	2.3899e-05	3.9225e-05	0.0051057	0.0077903	1.6262e-06	0.01	4.5607e-05	0.00084363	0.0051059	0.01	2.7963e-05	0.00051793	0.0010048	0.0093625	9.6157e-05	0.01	5.6229e-05	0.00049585	4.4444e-05	0.9276	
0.00012692	0.022023	0.057996	2.2943e-05	3.9021e-05	0.0050977	0.00779	1.532e-06	0.01	4.6487e-05	0.00084587	0.0051053	0.01	2.8153e-05	0.00051656	0.0010058	0.0093624	9.633e-05	0.01	5.5978e-05	0.00049448	4.3286e-05	0.9281	
0.0001273	0.021934	0.055513	2.2037e-05	3.8826e-05	0.0050898	0.0077897	1.4413e-06	0.01	4.738e-05	0.00084824	0.0051047	0.01	2.8346e-05	0.0005152	0.0010068	0.0093623	9.6517e-05	0.01	5.573e-05	0.00049311	4.2152e-05	0.92864	
0.00012765	0.021844	0.052792	2.1109e-05	3.8625e-05	0.0050818	0.0077895	1.3456e-06	0.01	4.8262e-05	0.00085057	0.0051041	0.01	2.8535e-05	0.00051384	0.0010077	0.0093623	9.6692e-05	0.01	5.5472e-05	0.00049175	4.1008e-05	0.92918	
0.00012798	0.021757	0.050972	2.0235e-05	3.8434e-05	0.005074	0.0077892	1.2541e-06	0.01	4.916e-05	0.00085304	0.0051036	0.01	2.8726e-05	0.00051248	0.0010087	0.0093622	9.6884e-05	0.01	5.5219e-05	0.00049039	3.989e-05	0.92977	
0.00012835	0.021672	0.043775	1.9415e-05	3.8255e-05	0.0050664	0.007789	1.1668e-06	0.01	5.0077e-05	0.00085566	0.0051031	0.01	2.8921e-05	0.00051112	0.0010097	0.0093621	9.7094e-05	0.01	5.4972e-05	0.00048905	3.88e-05	0.93042	
0.00012869	0.021586	0.03578	1.857e-05	3.8068e-05	0.0050591	0.0077887	1.0739e-06	0.01	5.098e-05	0.00085823	0.0051026	0.01	2.9119e-05	0.00050976	0.0010107	0.0093621	9.729e-05	0.01	5.4713e-05	0.0004877	3.7696e-05	0.93106	
0.000129	0.0215	0.026893	1.7699e-05	3.7876e-05	0.0050516	0.0077885	9.7546e-07	0.01	5.187e-05	0.00086074	0.0051021	0.01	2.9313e-05	0.00050839	0.0010116	0.009362	9.7473e-05	0.01	5.4444e-05	0.00048635	3.6579e-05	0.93168	
0.00012937	0.021415	0.02087	1.6884e-05	3.7694e-05	0.0050444	0.0077882	8.8153e-07	0.01	5.2779e-05	0.00086342	0.0051016	0.01	2.951e-05	0.00050704	0.0010127	0.009362	9.7675e-05	0.01	5.418e-05	0.00048501	3.5491e-05	0.93236	
0.0001297	0.021334	0.016798	1.6123e-05	3.7525e-05	0.0050373	0.007788	7.9181e-07	0.01	5.3709e-05	0.00086627	0.0051012	0.01	2.9711e-05	0.00050568	0.0010137	0.0093619	9.7897e-05	0.01	5.3923e-05	0.00048368	3.4432e-05	0.93311	
0.00013	0.021251	0.012272	1.5336e-05	3.7349e-05	0.0050302	0.0077878	6.9662e-07	0.01	5.4625e-05	0.00086905	0.0051008	0.01	2.9906e-05	0.00050431	0.0010146	0.0093618	9.8105e-05	0.01	5.3655e-05	0.00048235	3.3359e-05	0.93385	
0.00013035	0.021171	0.0091785	1.46e-05	3.7184e-05	0.0050233	0.0077876	6.053e-07	0.01	5.5561e-05	0.00087201	0.0051004	0.01	3.0106e-05	0.00050296	0.0010156	0.0093618	9.8333e-05	0.01	5.3393e-05	0.00048103	3.2315e-05	0.93465	
0.00013067	0.02109	0.0057086	1.3839e-05	3.7012e-05	0.0050163	0.0077874	5.0846e-07	0.01	5.6483e-05	0.00087491	0.0051	0.01	3.03e-05	0.00050159	0.0010166	0.0093617	9.8546e-05	0.01	5.312e-05	0.00047971	3.1256e-05	0.93543	
0.00013094	0.021011	0.0034942	1.313e-05	3.6853e-05	0.0050095	0.0077872	4.1584e-07	0.01	5.7428e-05	0.00087799	0.0050997	0.01	3.0499e-05	0.00050022	0.0010176	0.0093617	9.8781e-05	0.01	5.2853e-05	0.0004784	3.0227e-05	0.93628	
0.00013127	0.020935	0.0020375	1.2471e-05	3.6706e-05	0.0050029	0.0077871	3.2696e-07	0.01	5.8397e-05	0.00088127	0.0050994	0.01	3.0702e-05	0.00049887	0.0010187	0.0093616	9.9039e-05	0.01	5.2594e-05	0.0004771	2.9227e-05	0.9372	
0.00013156	0.020861	0.0017974	1.1904e-05	3.6572e-05	0.0049963	0.007787	2.3229e-07	0.01	5.9391e-05	0.00088476	0.0050991	0.01	3.0899e-05	0.00049751	0.0010197	0.0093616	9.9281e-05	0.01	5.2323e-05	0.0004758	2.8205e-05	0.93809	
0.00013182	0.020786	0.0014988	1.1313e-05	3.643e-05	0.0049896	0.0077869	1.3185e-07	0.01	6.0369e-05	0.00088817	0.0050989	0.01	3.109e-05	0.00049614	0.0010206	0.0093615	9.9506e-05	0.01	5.204e-05	0.00047449	2.7168e-05	0.93896	
0.00013214	0.020713	0.0013296	1.0767e-05	3.6302e-05	0.0049831	0.0077868	3.5564e-08	0.01	6.1374e-05	0.0008918	0.0050987	0.01	3.1287e-05	0.00049478	0.0010217	0.0093615	9.9756e-05	0.01	5.1765e-05	0.0004732	2.6162e-05	0.9399	
0.00013242	0.02064	0.0011113	1.0196e-05	3.6166e-05	0.0049765	0.0077867	2.273e-08	0.01	6.2362e-05	0.00089535	0.0050984	0.01	3.1477e-05	0.00049342	0.0010227	0.0093614	9.9989e-05	0.01	5.1477e-05	0.0004719	2.514e-05	0.94082	
